EID,SP1 is PNE,Potential,SP1,SP1|SP1,Min-Min,Min-Max,Min-Sum,Min-Avg,Min-Abs,Max-Min-Surplus,Max-Min-Improvement,Max-Avg-Improvement,MAX-Nash-Value,MIN-Nash-Value,MIN-Sum-Surplus,Social Sum,Nash,Nash-Ratio,Nash-Value,Kalai,Kalai-Ratio,Kalai-Value,Egalitarian,Egalitarian-Ratio,Egalitarian-Value,Utilitarian,Utilitarian-Ratio,Utilitarian-Value,PoS,PoA
2119861a-1a07-4880-bad0-4146fa84d690,True,"[(67, 122), (85, 96), (98, 87)]",100,100,67,85,85,85,85,85,85,85,85,67,85,181,"[16.5, 23.8333]","[0.0833, 0.9167, 0.0]",40.3333,"[19.0282, 20.1815]","[0.2238, 0.7762, 0.0]",39.2097,"[19.5, 19.5]","[0.25, 0.75, 0.0]",39.0,"[15.0, 26.0]","[0.0, 1.0, 0.0]",41.0,0.9576719576719577,1.0
2119861a-1a07-4880-bad0-4146fa84d690,True,"[(122, 67), (96, 85), (87, 98)]",122,122,122,96,96,96,96,96,96,96,96,122,96,181,"[23.8333, 16.5]","[0.0833, 0.9167, 0.0]",40.3333,"[20.1815, 19.0282]","[0.2238, 0.7762, 0.0]",39.2097,"[19.5, 19.5]","[0.25, 0.75, 0.0]",39.0,"[26.0, 15.0]","[0.0, 1.0, 0.0]",41.0,0.9576719576719577,1.0
efe31318-cdf1-4512-b34d-4f6cdd7ed8e7,True,"[(88, 55), (86, 75)]",100,100,88,86,88,88,86,88,88,88,88,86,88,143,"[12.0, 22.9999]","[1.0, 0.0]",34.9999,"[12.2822, 20.1779]","[0.8589, 0.1411]",32.4601,"[13.0, 13.0]","[0.5, 0.5]",26.0,"[12.0, 23.0]","[1.0, 0.0]",35.0,0.8881987577639752,1.0
efe31318-cdf1-4512-b34d-4f6cdd7ed8e7,True,"[(55, 88), (75, 86)]",78,78,55,75,55,55,75,55,55,55,55,75,55,143,"[22.9999, 12.0]","[1.0, 0.0]",34.9999,"[20.1779, 12.2822]","[0.8589, 0.1411]",32.4601,"[13.0, 13.0]","[0.5, 0.5]",26.0,"[23.0, 12.0]","[1.0, 0.0]",35.0,0.8881987577639752,1.0
b0a4643b-8da0-4709-87c5-6451c1569ef0,True,"[(79, 68), (66, 77)]",100,100,66,66,66,66,79,66,66,66,66,79,66,143,"[34.0, 45.0]","[0.0, 1.0]",79.0,"[30.0536, 47.7321]","[0.3036, 0.6964]",77.7857,"[34.0, 45.0]","[-0.0, 1.0]",79.0,"[34.0, 45.0]","[0.0, 1.0]",79.0,0.9727891156462585,1.0
b0a4643b-8da0-4709-87c5-6451c1569ef0,True,"[(68, 79), (77, 66)]",122,122,77,77,77,77,68,77,77,77,77,68,77,143,"[45.0, 34.0]","[0.0, 1.0]",79.0,"[47.7321, 30.0536]","[0.3036, 0.6964]",77.7857,"[45.0, 34.0]","[-0.0, 1.0]",79.0,"[45.0, 34.0]","[0.0, 1.0]",79.0,0.9727891156462585,1.0
a65cf263-575c-43f3-a910-1ff2b7fe851e,True,"[(77, 166), (81, 158)]",100,100,77,81,81,81,81,77,81,81,81,77,81,227,"[19.002, 29.996]","[0.0005, 0.9995]",48.998,"[20.5789, 26.8421]","[0.3947, 0.6053]",47.421,"[22.6667, 22.6667]","[0.9167, 0.0833]",45.3334,"[19.0, 30.0]","[0.0, 1.0]",49.0,0.934156378600823,0.9497907949790795
a65cf263-575c-43f3-a910-1ff2b7fe851e,True,"[(166, 77), (158, 81)]",188,188,166,158,158,158,158,166,158,158,158,166,158,227,"[29.996, 19.002]","[0.0005, 0.9995]",48.998,"[26.8421, 20.5789]","[0.3947, 0.6053]",47.421,"[22.6667, 22.6667]","[0.9167, 0.0833]",45.3334,"[30.0, 19.0]","[0.0, 1.0]",49.0,0.934156378600823,0.9497907949790795
8bb4f4e0-1154-46da-891b-81332c3cb22e,True,"[(67, 122), (63, 130)]",100,100,63,67,67,67,67,67,67,67,67,63,67,187,"[33.0, 22.0]","[1.0, 0.0]",55.0,"[33.9167, 20.1667]","[0.7708, 0.2292]",54.0834,"[33.0, 22.0]","[1.0, 0.0]",55.0,"[33.0, 22.0]","[1.0, 0.0]",55.0,0.9689119170984456,0.9894179894179894
8bb4f4e0-1154-46da-891b-81332c3cb22e,True,"[(122, 67), (130, 63)]",144,144,130,122,122,122,122,122,122,122,122,130,122,187,"[22.0, 33.0]","[1.0, 0.0]",55.0,"[20.1667, 33.9167]","[0.7708, 0.2292]",54.0834,"[22.0, 33.0]","[1.0, 0.0]",55.0,"[22.0, 33.0]","[1.0, 0.0]",55.0,0.9689119170984456,0.9894179894179894
b87feae7-2c52-40d6-ade3-4a976bf2b4b2,True,"[(63, 118), (54, 121)]",100,100,54,63,54,54,63,54,63,54,54,63,54,175,"[46.0, 45.0]","[0.0, 1.0]",91.0,"[43.8211, 45.7263]","[0.2421, 0.7579]",89.54740000000001,"[45.25, 45.25]","[0.0833, 0.9167]",90.5,"[46.0, 45.0]","[0.0, 1.0]",91.0,0.9668508287292817,1.0
b87feae7-2c52-40d6-ade3-4a976bf2b4b2,True,"[(118, 63), (121, 54)]",166,166,121,118,121,121,118,121,118,121,121,118,121,175,"[45.0, 46.0]","[0.0, 1.0]",91.0,"[45.7263, 43.8211]","[0.2421, 0.7579]",89.54740000000001,"[45.25, 45.25]","[0.0833, 0.9167]",90.5,"[45.0, 46.0]","[0.0, 1.0]",91.0,0.9668508287292817,1.0
f420ba0f-5f9b-4300-9c8f-4d47c8702d15,False,"[(56, 123), (100, 111), (63, 118)]",100,100,56,100,56,56,100,56,56,56,56,100,56,173,"[44.0, 77.0]","[1.0, 0.0, 0.0]",121.0,"[39.6157, 80.1317]","[0.3737, 0.0, 0.6263]",119.7474,"[44.0, 77.0]","[1.0, 0.0, -0.0]",121.0,"[44.0, 77.0]","[1.0, 0.0, 0.0]",121.0,0.8199052132701422,0.9664804469273743
f420ba0f-5f9b-4300-9c8f-4d47c8702d15,False,"[(123, 56), (111, 100), (118, 63)]",200,200,123,111,123,123,111,123,123,123,123,111,123,173,"[77.0, 44.0]","[1.0, 0.0, 0.0]",121.0,"[80.1317, 39.6157]","[0.3737, 0.0, 0.6263]",119.7474,"[77.0, 44.0]","[1.0, 0.0, -0.0]",121.0,"[77.0, 44.0]","[1.0, 0.0, 0.0]",121.0,0.8199052132701422,0.9664804469273743
c27d9b18-6252-4e88-884a-cc37d1978bb9,True,"[(64, 97), (84, 95)]",100,100,64,84,64,64,84,84,84,64,64,84,64,155,"[36.0, 15.0]","[1.0, 0.0]",51.0,"[32.5049, 15.3495]","[0.8252, 0.1748]",47.8544,"[16.9091, 16.9091]","[0.0455, 0.9545]",33.8182,"[36.0, 15.0]","[1.0, 0.0]",51.0,0.8659217877094972,0.9627329192546584
c27d9b18-6252-4e88-884a-cc37d1978bb9,True,"[(97, 64), (95, 84)]",112,112,97,95,97,97,95,95,95,97,97,95,97,155,"[15.0, 36.0]","[1.0, 0.0]",51.0,"[15.3495, 32.5049]","[0.8252, 0.1748]",47.8544,"[16.9091, 16.9091]","[0.0455, 0.9545]",33.8182,"[15.0, 36.0]","[1.0, 0.0]",51.0,0.8659217877094972,0.9627329192546584
57f018de-e970-4bbe-b582-94934690135f,True,"[(71, 126), (67, 134)]",100,100,67,71,71,71,71,67,67,67,67,71,71,195,"[33.0, 100.0]","[0.0, 1.0]",133.0,"[31.4828, 103.0345]","[0.3793, 0.6207]",134.5173,"[33.0, 100.0]","[-0.0, 1.0]",133.0,"[29.0, 108.0]","[1.0, 0.0]",137.0,0.9701492537313433,0.9898477157360406
57f018de-e970-4bbe-b582-94934690135f,True,"[(126, 71), (134, 67)]",234,234,134,126,126,126,126,134,134,134,134,126,126,195,"[100.0, 33.0]","[0.0, 1.0]",133.0,"[103.0345, 31.4828]","[0.3793, 0.6207]",134.5173,"[100.0, 33.0]","[-0.0, 1.0]",133.0,"[108.0, 29.0]","[1.0, 0.0]",137.0,0.9701492537313433,0.9898477157360406
3c7033ae-9bef-4aa4-a852-360dea5f9f40,False,"[(67, 122), (59, 126)]",100,100,59,67,59,59,67,59,59,59,59,67,59,179,"[41.0, 108.0]","[0.0, 1.0]",149.0,"[39.7623, 108.6189]","[0.1547, 0.8453]",148.3812,"[41.0, 108.0]","[-0.0, 1.0]",149.0,"[41.0, 108.0]","[0.0, 1.0]",149.0,0.9470899470899471,0.9675675675675676
3c7033ae-9bef-4aa4-a852-360dea5f9f40,False,"[(122, 67), (126, 59)]",234,234,126,122,126,126,122,126,126,126,126,122,126,179,"[108.0, 41.0]","[0.0, 1.0]",149.0,"[108.6189, 39.7623]","[0.1547, 0.8453]",148.3812,"[108.0, 41.0]","[-0.0, 1.0]",149.0,"[108.0, 41.0]","[0.0, 1.0]",149.0,0.9470899470899471,0.9675675675675676
fdffb30c-9ca7-4fa1-8d9e-ed57dcfcf5e3,False,"[(89, 78), (98, 65)]",122,122,98,89,98,98,89,89,89,98,89,98,98,163,"[32.9988, 66.0017]","[0.9999, 0.0001]",99.0005,"[29.6132, 70.8921]","[0.6237, 0.3763]",100.5053,"[33.0, 66.0]","[1.0, 0.0]",99.0,"[24.0, 79.0]","[0.0, 1.0]",103.0,0.9760479041916168,1.0
fdffb30c-9ca7-4fa1-8d9e-ed57dcfcf5e3,False,"[(78, 89), (65, 98)]",144,144,65,78,65,65,78,78,78,65,78,65,65,163,"[66.0017, 32.9988]","[0.9999, 0.0001]",99.0005,"[70.8921, 29.6132]","[0.6237, 0.3763]",100.5053,"[66.0, 33.0]","[1.0, 0.0]",99.0,"[79.0, 24.0]","[0.0, 1.0]",103.0,0.9760479041916168,1.0
1ffc4921-f48c-4476-a466-09cbd2ea6195,False,"[(92, 125), (96, 107)]",100,100,92,96,96,96,96,92,92,96,92,96,96,203,"[7.9999, 41.0004]","[1.0, 0.0]",49.000299999999996,"[6.4842, 47.8211]","[0.6211, 0.3789]",54.3053,"[8.0, 41.0]","[1.0, 0.0]",49.0,"[4.0, 59.0]","[0.0, 1.0]",63.0,0.9354838709677419,1.0
1ffc4921-f48c-4476-a466-09cbd2ea6195,False,"[(125, 92), (107, 96)]",166,166,125,107,107,107,107,125,125,107,125,107,107,203,"[41.0004, 7.9999]","[1.0, 0.0]",49.000299999999996,"[47.8211, 6.4842]","[0.6211, 0.3789]",54.3053,"[41.0, 8.0]","[1.0, 0.0]",49.0,"[59.0, 4.0]","[0.0, 1.0]",63.0,0.9354838709677419,1.0
c08eae83-1c9e-4ee6-9da4-eb56e1d0e58a,True,"[(68, 101), (77, 88)]",100,100,68,77,77,77,77,77,77,77,77,68,77,165,"[23.2725, 33.6063]","[0.0303, 0.9697]",56.8788,"[26.8144, 28.4903]","[0.4238, 0.5762]",55.3047,"[27.5, 27.5]","[0.5, 0.5]",55.0,"[23.0, 34.0]","[0.0, 1.0]",57.0,0.9763313609467456,1.0
c08eae83-1c9e-4ee6-9da4-eb56e1d0e58a,True,"[(101, 68), (88, 77)]",122,122,101,88,88,88,88,88,88,88,88,101,88,165,"[33.6063, 23.2725]","[0.0303, 0.9697]",56.8788,"[28.4903, 26.8144]","[0.4238, 0.5762]",55.3047,"[27.5, 27.5]","[0.5, 0.5]",55.0,"[34.0, 23.0]","[0.0, 1.0]",57.0,0.9763313609467456,1.0
f2121e2d-2e75-4449-beca-0edede579e4d,True,"[(76, 87), (68, 123), (59, 126)]",100,100,59,76,76,76,76,59,68,76,76,68,76,163,"[29.218, 67.0293]","[0.6931, 0.0, 0.3069]",96.24730000000001,"[31.7604, 61.1968]","[0.5435, 0.0, 0.4565]",92.9572,"[40.6964, 40.6964]","[0.0179, 0.0, 0.9821]",81.3928,"[24.0, 79.0]","[1.0, 0.0, 0.0]",103.0,0.8534031413612565,1.0
f2121e2d-2e75-4449-beca-0edede579e4d,True,"[(87, 76), (123, 68), (126, 59)]",166,166,126,87,87,87,87,126,123,87,87,123,87,163,"[67.0293, 29.218]","[0.6931, 0.0, 0.3069]",96.24730000000001,"[61.1968, 31.7604]","[0.5435, 0.0, 0.4565]",92.9572,"[40.6964, 40.6964]","[0.0179, 0.0, 0.9821]",81.3928,"[79.0, 24.0]","[1.0, 0.0, 0.0]",103.0,0.8534031413612565,1.0
81e033f7-969b-4f9c-9d65-1a96707a9db5,True,"[(88, 77), (97, 64)]",100,100,97,88,97,97,88,97,97,97,97,88,97,157,"[6.3462, 9.1667]","[0.3718, 0.6282]",15.5129,"[7.0213, 8.1915]","[0.4468, 0.5532]",15.2128,"[7.5, 7.5]","[0.5, 0.5]",15.0,"[3.0, 14.0]","[0.0, 1.0]",17.0,0.9515151515151515,0.9751552795031055
81e033f7-969b-4f9c-9d65-1a96707a9db5,True,"[(77, 88), (64, 97)]",78,78,64,77,64,64,77,64,64,64,64,77,64,157,"[9.1667, 6.3462]","[0.3718, 0.6282]",15.5129,"[8.1915, 7.0213]","[0.4468, 0.5532]",15.2128,"[7.5, 7.5]","[0.5, 0.5]",15.0,"[14.0, 3.0]","[0.0, 1.0]",17.0,0.9515151515151515,0.9751552795031055
