EID,SP1 is PNE,Potential,SP1,SP1|SP1,Min-Min,Min-Max,Min-Sum,Min-Avg,Min-Abs,Max-Min-Surplus,Max-Min-Improvement,Max-Avg-Improvement,MAX-Nash-Value,MIN-Nash-Value,MIN-Sum-Surplus,Social Sum,Nash,Nash-Ratio,Nash-Value,Kalai,Kalai-Ratio,Kalai-Value,Egalitarian,Egalitarian-Ratio,Egalitarian-Value,Utilitarian,Utilitarian-Ratio,Utilitarian-Value,PoS,PoA
5f453bb4-358c-4c7f-91c1-8566589c3b17,False,"[(70, 114), (66, 122)]",100,100,66,70,70,70,70,66,66,70,66,70,70,182,"[33.9989, 78.0022]","[0.0003, 0.9997]",112.00110000000001,"[32.2338, 81.5325]","[0.4416, 0.5584]",113.7663,"[34.0, 78.0]","[-0.0, 1.0]",112.0,"[30.0, 86.0]","[1.0, 0.0]",116.0,0.9680851063829787,0.9891304347826086
5f453bb4-358c-4c7f-91c1-8566589c3b17,False,"[(114, 70), (122, 66)]",200,200,122,114,114,114,114,122,122,114,122,114,114,182,"[78.0022, 33.9989]","[0.0003, 0.9997]",112.00110000000001,"[81.5325, 32.2338]","[0.4416, 0.5584]",113.7663,"[78.0, 34.0]","[-0.0, 1.0]",112.0,"[86.0, 30.0]","[1.0, 0.0]",116.0,0.9680851063829787,0.9891304347826086
30f7b3fd-0d4b-4fde-be88-1a74fd4fe802,True,"[(83, 61), (61, 83), (96, 52), (79, 79)]",100,100,96,79,83,83,79,61,61,61,61,96,83,144,"[39.0, 83.0]","[0.0, 1.0, 0.0, 0.0]",122.0,"[31.098, 90.902]","[0.3592, 0.6408, 0.0, 0.0]",122.0,"[39.0, 83.0]","[0.0, 1.0, 0.0, -0.0]",122.0,"[17.0, 105.0]","[1.0, 0.0, 0.0, 0.0]",122.0,0.9113924050632911,1.0
30f7b3fd-0d4b-4fde-be88-1a74fd4fe802,True,"[(61, 83), (83, 61), (52, 96), (79, 79)]",166,166,52,79,61,61,79,83,83,83,83,52,61,144,"[83.0, 39.0]","[0.0, 1.0, 0.0, 0.0]",122.0,"[90.902, 31.098]","[0.3592, 0.6408, 0.0, 0.0]",122.0,"[83.0, 39.0]","[0.0, 1.0, 0.0, -0.0]",122.0,"[105.0, 17.0]","[1.0, 0.0, 0.0, 0.0]",122.0,0.9113924050632911,1.0
8727caa6-f714-4385-b57e-f6cd5a7f13eb,True,"[(83, 83), (70, 92), (52, 96)]",100,100,52,83,52,52,83,52,52,52,52,83,52,148,"[48.0, 48.0]","[0.0, 0.0, 1.0]",96.0,"[40.3085, 51.2254]","[0.2481, 0.0, 0.7519]",91.5339,"[48.0, 48.0]","[0.0, -0.0, 1.0]",96.0,"[48.0, 48.0]","[0.0, 0.0, 1.0]",96.0,0.891566265060241,1.0
8727caa6-f714-4385-b57e-f6cd5a7f13eb,True,"[(83, 83), (92, 70), (96, 52)]",144,144,96,83,96,96,83,96,96,96,96,83,96,148,"[48.0, 48.0]","[0.0, 0.0, 1.0]",96.0,"[51.2254, 40.3085]","[0.2481, 0.0, 0.7519]",91.5339,"[48.0, 48.0]","[0.0, -0.0, 1.0]",96.0,"[48.0, 48.0]","[0.0, 0.0, 1.0]",96.0,0.891566265060241,1.0
265bd010-d7a8-4de3-9afb-54705508238a,False,"[(50, 94), (49, 105)]",122,122,49,50,50,50,50,50,50,50,50,49,50,144,"[72.0, 28.0]","[1.0, 0.0]",100.0,"[72.0337, 27.6294]","[0.9663, 0.0337]",99.6631,"[72.0, 28.0]","[1.0, 0.0]",100.0,"[72.0, 28.0]","[1.0, 0.0]",100.0,0.935064935064935,1.0
265bd010-d7a8-4de3-9afb-54705508238a,False,"[(94, 50), (105, 49)]",122,122,105,94,94,94,94,94,94,94,94,105,94,144,"[28.0, 72.0]","[1.0, 0.0]",100.0,"[27.6294, 72.0337]","[0.9663, 0.0337]",99.6631,"[28.0, 72.0]","[1.0, 0.0]",100.0,"[28.0, 72.0]","[1.0, 0.0]",100.0,0.935064935064935,1.0
7c330bfa-ea69-48e9-8132-5aedcc4e3377,True,"[(178, 46), (165, 55)]",178,178,178,165,165,165,165,165,165,178,165,178,165,220,"[13.0, 35.0]","[0.0, 1.0]",48.0,"[10.7925, 36.5283]","[0.1698, 0.8302]",47.320800000000006,"[13.0, 35.0]","[-0.0, 1.0]",48.0,"[13.0, 35.0]","[0.0, 1.0]",48.0,0.9821428571428571,1.0
7c330bfa-ea69-48e9-8132-5aedcc4e3377,True,"[(46, 178), (55, 165)]",90,90,46,55,55,55,55,55,55,46,55,46,55,220,"[35.0, 13.0]","[0.0, 1.0]",48.0,"[36.5283, 10.7925]","[0.1698, 0.8302]",47.320800000000006,"[35.0, 13.0]","[-0.0, 1.0]",48.0,"[35.0, 13.0]","[0.0, 1.0]",48.0,0.9821428571428571,1.0
a4d39609-d129-45c1-9346-5ae20dbe30e2,True,"[(65, 87), (79, 79)]",144,144,65,79,65,65,79,79,79,65,79,65,65,152,"[65.0, 21.0]","[0.0, 1.0]",86.0,"[69.4449, 18.46]","[0.3175, 0.6825]",87.9049,"[65.0, 21.0]","[-0.0, 1.0]",86.0,"[79.0, 13.0]","[1.0, 0.0]",92.0,0.9620253164556962,1.0
a4d39609-d129-45c1-9346-5ae20dbe30e2,True,"[(87, 65), (79, 79)]",100,100,87,79,87,87,79,79,79,87,79,87,87,152,"[21.0, 65.0]","[0.0, 1.0]",86.0,"[18.46, 69.4449]","[0.3175, 0.6825]",87.9049,"[21.0, 65.0]","[-0.0, 1.0]",86.0,"[13.0, 79.0]","[1.0, 0.0]",92.0,0.9620253164556962,1.0
8adad1af-7391-477f-8362-b46acb06f325,True,"[(82, 82), (65, 109)]",122,122,65,82,82,82,82,65,65,65,65,82,82,164,"[56.9889, 113.0177]","[0.0007, 0.9993]",170.0066,"[50.3241, 123.603]","[0.3927, 0.6073]",173.9271,"[57.0, 113.0]","[-0.0, 1.0]",170.0,"[40.0, 140.0]","[1.0, 0.0]",180.0,0.9425287356321839,1.0
