eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
d88acf86-1086-4545-9638-3a5c8c642885,1,False,"[(71, 48), (58, 81)]",200,188,43,39,200,71,119,119,71,119,71,119,71,119,71,119,71,119,71,119,71,119,71,119,71,139,58,119,71,119.0,71.0,124.5949,67.3634,123.7826,67.8913,119.0,71.0,1.1680672268907564,1.0
d88acf86-1086-4545-9638-3a5c8c642885,1,False,"[(48, 71), (81, 58)]",188,200,39,43,188,48,119,119,48,119,48,119,48,119,48,119,48,119,48,119,48,119,48,119,48,139,81,119,48,119.0,48.0,124.5949,57.2315,123.7826,55.8913,119.0,48.0,1.1680672268907564,1.0
02f30a51-81ea-4ce9-8bd4-66711af72969,22,False,"[(92, 81), (83, 106)]",276,288,69,72,276,92,173,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,189,83,173,92,173.0,92.0,177.457,89.493,183.8236,85.9118,173.0,92.0,1.092485549132948,1.0
02f30a51-81ea-4ce9-8bd4-66711af72969,22,False,"[(81, 92), (106, 83)]",288,276,72,69,288,81,173,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,189,106,173,81,173.0,81.0,177.457,87.964,183.8236,97.9118,173.0,81.0,1.092485549132948,1.0
c00545a9-aea6-4c89-b0c5-fdb2350f548e,11,False,"[(80, 57), (72, 61)]",200,166,62,43,200,71,131,137,80,133,72,133,72,133,72,133,72,137,80,133,72,133,72,133,72,137,80,133,72,133.0,72.0,134.4797,74.9595,137.0,80.0,133.0,72.0,1.0458015267175573,1.015267175572519
c00545a9-aea6-4c89-b0c5-fdb2350f548e,11,False,"[(57, 80), (61, 72)]",166,200,43,62,166,60,131,137,57,133,61,133,61,133,61,133,61,137,57,133,61,133,61,133,61,137,57,133,61,133.0,61.0,134.4797,59.5202,137.0,57.0,133.0,61.0,1.0458015267175573,1.015267175572519
02827bed-1c3b-4404-958a-d132d0239858,22,False,"[(196, 207), (205, 194)]",574,540,187,180,574,205,399,399,205,399,205,399,205,399,205,403,196,399,205,399,205,399,205,399,205,403,196,399,205,399.0,205.0,400.5516,201.509,399.0,205.0,399.0,205.0,1.0100250626566416,1.0
02827bed-1c3b-4404-958a-d132d0239858,22,False,"[(207, 196), (194, 205)]",540,574,180,187,540,194,399,399,194,399,194,399,194,399,194,403,207,399,194,399,194,399,194,399,194,403,207,399,194,399.0,194.0,400.5516,199.0426,399.0,194.0,399.0,194.0,1.0100250626566416,1.0
7293dc04-5ed3-441a-9383-dd9cc2ed30d6,0,False,"[(115, 92)]",234,188,92,78,234,115,207,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,1.0,1.0
7293dc04-5ed3-441a-9383-dd9cc2ed30d6,0,False,"[(92, 115)]",188,234,78,92,188,92,207,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,1.0,1.0
4c02ad1c-f775-4a7c-ad6b-4ee7864dc5a5,1,False,"[(71, 82), (79, 56)]",200,188,39,46,200,70,129,135,79,135,79,135,79,135,79,153,71,135,79,135,79,135,79,135,79,153,71,135,79,135.0,79.0,139.3103,77.0844,140.8236,76.4118,135.0,79.0,1.186046511627907,1.0465116279069768
4c02ad1c-f775-4a7c-ad6b-4ee7864dc5a5,1,False,"[(82, 71), (56, 79)]",188,200,46,39,188,59,129,135,56,135,56,135,56,135,56,153,82,135,56,135,56,135,56,135,56,153,82,135,56,135.0,56.0,139.3103,62.2259,140.8236,64.4118,135.0,56.0,1.186046511627907,1.0465116279069768
8bc6273b-b360-476f-92e1-f44b6e2721a9,23,True,"[(81, 104), (94, 83)]",210,232,61,65,210,94,177,185,81,177,94,177,94,177,94,177,94,185,81,177,94,177,94,177,94,185,81,177,94,177.0,94.0,180.3354,88.5801,184.7648,81.3824,177.0,94.0,1.0451977401129944,1.0
8bc6273b-b360-476f-92e1-f44b6e2721a9,23,True,"[(104, 81), (83, 94)]",232,210,65,61,232,83,177,185,104,177,83,177,83,177,83,177,83,185,104,177,83,177,83,177,83,185,104,177,83,177.0,83.0,180.3354,91.7553,184.7648,103.3824,177.0,83.0,1.0451977401129944,1.0
4003bcfb-9944-42c7-aee7-7006e9f68bd0,0,False,"[(154, 109)]",244,144,100,72,244,145,257,263,154,263,154,263,154,263,154,263,154,263,154,263,154,263,154,263,154,263,154,263,154,263,154,263,154,263,154,263,154,1.0233463035019454,1.0233463035019454
