eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
b1e0cff3-a7e7-4f53-b0ff-f12506f419eb,0,False,"[(262, 239)]",640,408,118,75,640,253,495,501,262,501,262,501,262,501,262,501,262,501,262,501,262,501,262,501,262,501,262,501,262,501,262,501,262,501,262,501,262,1.0121212121212122,1.0121212121212122
b1e0cff3-a7e7-4f53-b0ff-f12506f419eb,0,False,"[(239, 262)]",408,640,75,118,408,242,495,501,239,501,239,501,239,501,239,501,239,501,239,501,239,501,239,501,239,501,239,501,239,501,239,501,239,501,239,501,239,1.0121212121212122,1.0121212121212122
8f45808c-b858-49d9-ad99-3d0704c4e77a,0,False,"[(124, 101), (107, 118), (116, 105)]",520,474,97,87,520,115,219,225,124,221,116,221,116,221,116,225,107,225,124,221,116,221,116,221,116,225,107,221,116,221.0,116.0,221.7816,114.2415,225.0,124.0,221.0,116.0,1.0273972602739727,1.0091324200913243
8f45808c-b858-49d9-ad99-3d0704c4e77a,0,False,"[(101, 124), (118, 107), (105, 116)]",474,520,87,97,474,104,219,225,101,221,105,221,105,221,105,225,118,225,101,221,105,221,105,221,105,225,118,221,105,221.0,105.0,221.7816,107.5401,225.0,101.0,221.0,105.0,1.0273972602739727,1.0091324200913243
7b6aaf9d-8ec6-48d9-8e12-0b7f12053ea1,11,False,"[(65, 42), (57, 46), (47, 58)]",200,166,38,31,200,56,101,107,65,103,57,103,57,103,57,103,57,107,65,103,57,103,57,103,57,105,47,103,57,103.0,57.0,103.4083,54.9584,107.0,65.0,103.0,57.0,1.0594059405940595,1.0198019801980198
7b6aaf9d-8ec6-48d9-8e12-0b7f12053ea1,11,False,"[(42, 65), (46, 57), (58, 47)]",166,200,31,38,166,45,101,107,42,103,46,103,46,103,46,103,46,107,42,103,46,103,46,103,46,105,58,103,46,103.0,46.0,103.4083,48.4499,107.0,42.0,103.0,46.0,1.0594059405940595,1.0198019801980198
41fc6727-95eb-4500-a035-a426f56b6568,12,False,"[(190, 201), (199, 188)]",892,926,163,170,892,199,387,387,199,387,199,387,199,387,199,391,190,391,190,391,190,387,199,387,199,391,190,387,199,387.0,199.0,388.68489999999997,195.2089,391.0,190.0,387.0,199.0,1.0103359173126616,1.0
41fc6727-95eb-4500-a035-a426f56b6568,12,False,"[(201, 190), (188, 199)]",926,892,170,163,926,188,387,387,188,387,188,387,188,387,188,391,201,391,201,391,201,387,188,387,188,391,201,387,188,387.0,188.0,388.68489999999997,193.476,391.0,201.0,387.0,188.0,1.0103359173126616,1.0
3eff9ef7-3c7d-4b5c-9bcb-fa5743014cae,22,False,"[(47, 58), (72, 49)]",200,188,38,35,200,47,105,105,47,105,47,105,47,105,47,105,47,105,47,105,47,105,47,105,47,121,72,105,47,105.0,47.0,109.54079999999999,54.095,115.8236,63.9118,105.0,47.0,1.1523809523809523,1.0
3eff9ef7-3c7d-4b5c-9bcb-fa5743014cae,22,False,"[(58, 47), (49, 72)]",188,200,35,38,188,58,105,105,58,105,58,105,58,105,58,105,58,105,58,105,58,105,58,105,58,121,49,105,58,105.0,58.0,109.54079999999999,55.4458,115.8236,51.9118,105.0,58.0,1.1523809523809523,1.0
