eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
47bc37c4-3887-427e-8593-62df9a53327d,23,True,"[(442, 376)]",442,376,362,308,442,374,759,818,442,818,442,818,442,818,442,818,442,818,442,818,442,818,442,818,442,818,442,818,442,818.0,442.0,818.0,442.0,818.0,442.0,818.0,442.0,1.077733860342556,1.077733860342556
47bc37c4-3887-427e-8593-62df9a53327d,23,True,"[(376, 442)]",376,442,308,362,376,385,759,818,376,818,376,818,376,818,376,818,376,818,376,818,376,818,376,818,376,818,376,818,376,818.0,376.0,818.0,376.0,818.0,376.0,818.0,376.0,1.077733860342556,1.077733860342556
4d51163e-e9a2-44ad-b404-838ffd947522,0,True,"[(408, 982)]",408,982,264,694,408,408,1390,1390,408,1390,408,1390,408,1390,408,1390,408,1390,408,1390,408,1390,408,1390,408,1390,408,1390,408,1390.0,408.0,1390.0,408.0,1390.0,408.0,1390.0,408.0,1.0,1.0
4d51163e-e9a2-44ad-b404-838ffd947522,0,True,"[(982, 408)]",982,408,694,264,982,982,1390,1390,982,1390,982,1390,982,1390,982,1390,982,1390,982,1390,982,1390,982,1390,982,1390,982,1390,982,1390.0,982.0,1390.0,982.0,1390.0,982.0,1390.0,982.0,1.0,1.0
5ea186b0-5c16-4d01-a021-f628fb0106f0,22,False,"[(179, 168), (170, 193)]",210,222,138,146,210,182,341,347,179,347,179,347,179,347,179,347,179,347,179,347,179,347,179,347,179,363,170,347,179,347.00350000000003,178.998,357.8236,172.9118,347.0,179.0,352.2328,176.0565,1.064516129032258,1.0175953079178885
5ea186b0-5c16-4d01-a021-f628fb0106f0,22,False,"[(168, 179), (193, 170)]",222,210,146,138,222,159,341,347,168,347,168,347,168,347,168,347,168,347,168,347,168,347,168,347,168,363,193,347,168,347.00350000000003,168.00549999999998,357.8236,184.9118,347.0,168.0,352.2328,176.1763,1.064516129032258,1.0175953079178885
f19d913d-d40c-4859-aa77-a79c36837419,22,False,"[(175, 164), (170, 193)]",210,222,146,164,210,175,339,339,175,339,175,339,175,339,175,339,175,339,175,339,175,339,175,339,175,363,170,339,175,339.0,175.0,355.2352,171.6176,339.0,175.0,343.8,174.0,1.0707964601769913,1.0
f19d913d-d40c-4859-aa77-a79c36837419,22,False,"[(164, 175), (193, 170)]",222,210,164,146,222,164,339,339,164,339,164,339,164,339,164,339,164,339,164,339,164,339,164,339,164,363,193,339,164,339.0,164.0,355.2352,183.6176,339.0,164.0,343.8,169.8,1.0707964601769913,1.0
075fec08-7ad1-4d94-9f9a-d57a66dc77f5,11,False,"[(156, 145)]",210,188,147,125,210,156,301,301,156,301,156,301,156,301,156,301,156,301,156,301,156,301,156,301,156,301,156,301,156,301.0,156.0,301.0,156.0,301.0,156.0,301.0,156.0,1.0,1.0
075fec08-7ad1-4d94-9f9a-d57a66dc77f5,11,False,"[(145, 156)]",188,210,125,147,188,145,301,301,145,301,145,301,145,301,145,301,145,301,145,301,145,301,145,301,145,301,145,301,145,301.0,145.0,301.0,145.0,301.0,145.0,301.0,145.0,1.0,1.0
2b6f9604-159a-4617-b342-3e78501be905,0,True,"[(982, 584)]",982,584,757,458,982,982,1566,1566,982,1566,982,1566,982,1566,982,1566,982,1566,982,1566,982,1566,982,1566,982,1566,982,1566,982,1566.0,982.0,1566.0,982.0,1566.0,982.0,1566.0,982.0,1.0,1.0
2b6f9604-159a-4617-b342-3e78501be905,0,True,"[(584, 982)]",584,982,458,757,584,584,1566,1566,584,1566,584,1566,584,1566,584,1566,584,1566,584,1566,584,1566,584,1566,584,1566,584,1566,584,1566.0,584.0,1566.0,584.0,1566.0,584.0,1566.0,584.0,1.0,1.0
5a9c072c-54d6-47a5-a56f-6bf47bec08e2,1,False,"[(190, 167)]",244,232,176,167,244,190,357,357,190,357,190,357,190,357,190,357,190,357,190,357,190,357,190,357,190,357,190,357,190,357.0,190.0,357.0,190.0,357.0,190.0,357.0,190.0,1.0,1.0
5a9c072c-54d6-47a5-a56f-6bf47bec08e2,1,False,"[(167, 190)]",232,244,167,176,232,167,357,357,167,357,167,357,167,357,167,357,167,357,167,357,167,357,167,357,167,357,167,357,167,357.0,167.0,357.0,167.0,357.0,167.0,357.0,167.0,1.0,1.0
bdd581b8-5c9f-48be-a5c4-7c4d226645a7,22,False,"[(166, 143), (128, 151)]",200,200,128,110,200,131,273,279,128,279,128,279,128,279,128,309,166,279,128,279,128,279,128,279,128,309,166,279,128,279.0,128.0,294.0,147.0,279.0,128.0,285.302,135.98250000000002,1.1318681318681318,1.021978021978022
bdd581b8-5c9f-48be-a5c4-7c4d226645a7,22,False,"[(143, 166), (151, 128)]",200,200,110,128,200,142,273,279,151,279,151,279,151,279,151,309,143,279,151,279,151,279,151,279,151,309,143,279,151,279.0,151.0,294.0,147.0,279.0,151.0,285.302,149.3195,1.1318681318681318,1.021978021978022
3199bd33-942c-419a-a7f7-d7e02e44f664,1,False,"[(212, 189)]",288,276,189,186,288,212,401,401,212,401,212,401,212,401,212,401,212,401,212,401,212,401,212,401,212,401,212,401,212,401.0,212.0,401.0,212.0,401.0,212.0,401.0,212.0,1.0,1.0
3199bd33-942c-419a-a7f7-d7e02e44f664,1,False,"[(189, 212)]",276,288,186,189,276,189,401,401,189,401,189,401,189,401,189,401,189,401,189,401,189,401,189,401,189,401,189,401,189,401.0,189.0,401.0,189.0,401.0,189.0,401.0,189.0,1.0,1.0
d0d117c5-4d2c-4579-9880-4f41bdae496d,22,True,"[(151, 128)]",200,200,119,128,200,151,279,279,151,279,151,279,151,279,151,279,151,279,151,279,151,279,151,279,151,279,151,279,151,279.0,151.0,279.0,151.0,279.0,151.0,279.0,151.0,1.0,1.0
d0d117c5-4d2c-4579-9880-4f41bdae496d,22,True,"[(128, 151)]",200,200,128,119,200,128,279,279,128,279,128,279,128,279,128,279,128,279,128,279,128,279,128,279,128,279,128,279,128,279.0,128.0,279.0,128.0,279.0,128.0,279.0,128.0,1.0,1.0
d7ae2ff5-163b-4afc-aec5-e13f49da9ae2,33,True,"[(232, 232)]",232,232,205,196,232,232,464,464,232,464,232,464,232,464,232,464,232,464,232,464,232,464,232,464,232,464,232,464,232,464.0,232.0,464.0,232.0,464.0,232.0,464.0,232.0,1.0,1.0
d7ae2ff5-163b-4afc-aec5-e13f49da9ae2,33,True,"[(232, 232)]",232,232,196,205,232,232,464,464,232,464,232,464,232,464,232,464,232,464,232,464,232,464,232,464,232,464,232,464,232,464.0,232.0,464.0,232.0,464.0,232.0,464.0,232.0,1.0,1.0
bacbb36a-2e01-4d28-b845-5ca6546abf64,22,False,"[(128, 151)]",200,200,128,110,200,131,273,279,128,279,128,279,128,279,128,279,128,279,128,279,128,279,128,279,128,279,128,279,128,279.0,128.0,279.0,128.0,279.0,128.0,279.0,128.0,1.021978021978022,1.021978021978022
bacbb36a-2e01-4d28-b845-5ca6546abf64,22,False,"[(151, 128)]",200,200,110,128,200,142,273,279,151,279,151,279,151,279,151,279,151,279,151,279,151,279,151,279,151,279,151,279,151,279.0,151.0,279.0,151.0,279.0,151.0,279.0,151.0,1.021978021978022,1.021978021978022
74db139d-688e-47e7-9341-f00b0ef4dd32,0,False,"[(567, 590)]",738,784,553,581,738,570,1151,1157,567,1157,567,1157,567,1157,567,1157,567,1157,567,1157,567,1157,567,1157,567,1157,567,1157,567,1157.0,567.0,1157.0,567.0,1157.0,567.0,1157.0,567.0,1.0052128583840139,1.0052128583840139
74db139d-688e-47e7-9341-f00b0ef4dd32,0,False,"[(590, 567)]",784,738,581,553,784,581,1151,1157,590,1157,590,1157,590,1157,590,1157,590,1157,590,1157,590,1157,590,1157,590,1157,590,1157,590,1157.0,590.0,1157.0,590.0,1157.0,590.0,1157.0,590.0,1.0052128583840139,1.0052128583840139
fa638869-d5f4-488c-9021-32ce9dcf141d,23,True,"[(210, 298)]",210,298,141,253,210,233,489,508,210,508,210,508,210,508,210,508,210,508,210,508,210,508,210,508,210,508,210,508,210,508.0,210.0,508.0,210.0,508.0,210.0,508.0,210.0,1.0388548057259714,1.0388548057259714
fa638869-d5f4-488c-9021-32ce9dcf141d,23,True,"[(298, 210)]",298,210,253,141,298,256,489,508,298,508,298,508,298,508,298,508,298,508,298,508,298,508,298,508,298,508,298,508,298,508.0,298.0,508.0,298.0,508.0,298.0,508.0,298.0,1.0388548057259714,1.0388548057259714
47d62a98-c816-4fd9-b915-b6798a8b2a74,0,True,"[(145, 122)]",190,144,118,99,190,136,261,267,145,267,145,267,145,267,145,267,145,267,145,267,145,267,145,267,145,267,145,267,145,267.0,145.0,267.0,145.0,267.0,145.0,267.0,145.0,1.0229885057471264,1.0229885057471264
