eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
b7358c5f-50a7-4ad4-a3b8-0a6ff25466f0,12,False,"[(110, 99)]",232,288,52,72,232,110,209,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,1.0,1.0
b7358c5f-50a7-4ad4-a3b8-0a6ff25466f0,12,False,"[(99, 110)]",288,232,72,52,288,99,209,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,1.0,1.0
452c92eb-676a-4aea-9700-13ae0d003f78,1,False,"[(101, 78), (90, 79), (69, 80), (64, 87)]",210,222,55,58,210,67,145,151,64,149,69,149,69,149,69,169,90,149,69,149,69,149,69,149,69,179,101,149,69,149.0,69.0,149.4914,67.7715,149.1666,68.5833,149.0,69.0,1.2344827586206897,1.0275862068965518
452c92eb-676a-4aea-9700-13ae0d003f78,1,False,"[(78, 101), (79, 90), (80, 69), (87, 64)]",222,210,58,55,222,78,145,151,87,149,80,149,80,149,80,169,79,149,80,149,80,149,80,149,80,179,78,149,80,149.0,80.0,149.4914,81.7199,149.1666,80.5833,149.0,80.0,1.2344827586206897,1.0275862068965518
4a90864e-27de-427f-82ef-624c1277998e,11,False,"[(59, 70), (68, 57)]",210,210,48,48,210,68,125,125,68,125,68,125,68,125,68,129,59,125,68,125,68,125,68,125,68,129,59,125,68,125.0,68.0,126.6491,64.2895,127.0,63.5,125.0,68.0,1.032,1.0
4a90864e-27de-427f-82ef-624c1277998e,11,False,"[(70, 59), (57, 68)]",210,210,48,48,210,57,125,125,57,125,57,125,57,125,57,129,70,125,57,125,57,125,57,125,57,129,70,125,57,125.0,57.0,126.6491,62.3596,127.0,63.5,125.0,57.0,1.032,1.0
57675915-3442-4aa9-a7ae-8edf76f531f1,0,False,"[(66, 89)]",232,278,52,62,232,69,149,155,66,155,66,155,66,155,66,155,66,155,66,155,66,155,66,155,66,155,66,155,66,155,66,155,66,155,66,155,66,1.0402684563758389,1.0402684563758389
57675915-3442-4aa9-a7ae-8edf76f531f1,0,False,"[(89, 66)]",278,232,62,52,278,80,149,155,89,155,89,155,89,155,89,155,89,155,89,155,89,155,89,155,89,155,89,155,89,155,89,155,89,155,89,155,89,1.0402684563758389,1.0402684563758389
4b11130b-3aec-4f5a-9858-75bb4646edce,23,False,"[(263, 240), (255, 244)]",662,794,144,177,662,254,497,503,263,499,255,499,255,499,255,499,255,499,255,499,255,499,255,499,255,503,263,499,255,499.0,255.0,500.07460000000003,257.1492,499.0,255.0,499.0,255.0,1.012072434607646,1.0040241448692153
4b11130b-3aec-4f5a-9858-75bb4646edce,23,False,"[(240, 263), (244, 255)]",794,662,177,144,794,243,497,503,240,499,244,499,244,499,244,499,244,499,244,499,244,499,244,499,244,503,240,499,244,499.0,244.0,500.07460000000003,242.9254,499.0,244.0,499.0,244.0,1.012072434607646,1.0040241448692153
c4788b2a-fee7-402a-8aa7-18476fd58382,22,False,"[(193, 204)]",904,892,184,181,904,193,397,397,193,397,193,397,193,397,193,397,193,397,193,397,193,397,193,397,193,397,193,397,193,397,193,397,193,397,193,397,193,1.0,1.0
c4788b2a-fee7-402a-8aa7-18476fd58382,22,False,"[(204, 193)]",892,904,181,184,892,204,397,397,204,397,204,397,204,397,204,397,204,397,204,397,204,397,204,397,204,397,204,397,204,397,204,397,204,397,204,397,204,1.0,1.0
2753ab29-ff13-41f7-9ebd-8a64c9544718,0,False,"[(53, 76), (57, 68), (74, 63)]",210,256,39,49,210,56,123,129,53,125,57,125,57,125,57,125,57,129,53,125,57,125,57,125,57,137,74,125,57,125.0,57.0,125.0384,57.0544,129.0,53.0,125.0,57.0,1.113821138211382,1.016260162601626
2753ab29-ff13-41f7-9ebd-8a64c9544718,0,False,"[(76, 53), (68, 57), (63, 74)]",256,210,49,39,256,67,123,129,76,125,68,125,68,125,68,125,68,129,76,125,68,125,68,125,68,137,63,125,68,125.0,68.0,125.0384,67.984,129.0,76.0,125.0,68.0,1.113821138211382,1.016260162601626
66ec2254-75b0-41a0-b691-933f8dd6ed71,11,False,"[(97, 74), (94, 83)]",364,342,70,63,364,88,165,171,97,177,94,171,97,171,97,177,94,171,97,177,94,171,97,171,97,177,94,171,97,171.0,97.0,172.49169999999998,96.2542,171.5,96.75,171.0,97.0,1.0727272727272728,1.0363636363636364
66ec2254-75b0-41a0-b691-933f8dd6ed71,11,False,"[(74, 97), (83, 94)]",342,364,63,70,342,77,165,171,74,177,83,171,74,171,74,177,83,171,74,177,83,171,74,171,74,177,83,171,74,171.0,74.0,172.49169999999998,76.2375,171.5,74.75,171.0,74.0,1.0727272727272728,1.0363636363636364
46325b25-45bd-4c6f-8f7c-dd320aabe1a6,11,False,"[(302, 169), (299, 178)]",804,672,185,158,804,293,465,471,302,477,299,471,302,471,302,477,299,471,302,477,299,471,302,471,302,477,299,471,302,471.0,302.0,472.4955,301.2522,471.5,301.75,471.0,302.0,1.0258064516129033,1.0129032258064516
46325b25-45bd-4c6f-8f7c-dd320aabe1a6,11,False,"[(169, 302), (178, 299)]",672,804,158,185,672,172,465,471,169,477,178,471,169,471,169,477,178,471,169,477,178,471,169,471,169,477,178,471,169,471.0,169.0,472.4955,171.2433,471.5,169.75,471.0,169.0,1.0258064516129033,1.0129032258064516
9cc9c81a-e796-4f0d-a302-b736e0d1064d,12,False,"[(74, 51), (55, 78), (66, 55), (57, 68)]",210,222,42,42,210,65,119,125,74,121,66,121,66,121,66,121,66,125,57,125,57,121,66,121,66,133,55,121,66,121.0,65.9999,122.41919999999999,62.8067,125.66659999999999,56.8333,121.0,66.0,1.1176470588235294,1.0168067226890756
9cc9c81a-e796-4f0d-a302-b736e0d1064d,12,False,"[(51, 74), (78, 55), (55, 66), (68, 57)]",222,210,42,42,222,54,119,125,51,121,55,121,55,121,55,121,55,125,68,125,68,121,55,121,55,133,78,121,55,121.0,55.0001,122.41919999999999,59.6125,125.66659999999999,68.8333,121.0,55.0,1.1176470588235294,1.0168067226890756
f3411fe4-6243-466d-8a1c-ea22ce7ac91c,12,True,"[(210, 870)]",210,870,48,168,210,210,1080,1080,210,1080,210,1080,210,1080,210,1080,210,1080,210,1080,210,1080,210,1080,210,1080,210,1080,210,1080,210,1080,210,1080,210,1080,210,1.0,1.0
f3411fe4-6243-466d-8a1c-ea22ce7ac91c,12,True,"[(870, 210)]",870,210,168,48,870,870,1080,1080,870,1080,870,1080,870,1080,870,1080,870,1080,870,1080,870,1080,870,1080,870,1080,870,1080,870,1080,870,1080,870,1080,870,1080,870,1.0,1.0
de197849-56ff-4a01-8c8c-3575dcc36784,1,False,"[(60, 71), (55, 78)]",210,222,46,55,210,58,127,133,55,131,60,131,60,131,60,131,60,131,60,131,60,131,60,131,60,133,55,131,60,131.0,60.0,131.8207,57.9484,131.1666,59.5833,131.0,60.0,1.047244094488189,1.031496062992126
de197849-56ff-4a01-8c8c-3575dcc36784,1,False,"[(71, 60), (78, 55)]",222,210,55,46,222,69,127,133,78,131,71,131,71,131,71,131,71,131,71,131,71,131,71,131,71,133,78,131,71,131.0,71.0,131.8207,73.8723,131.1666,71.5833,131.0,71.0,1.047244094488189,1.031496062992126
c5ded717-dc54-4e35-b18b-6c0be2934340,22,False,"[(81, 104), (87, 76), (95, 72)]",288,288,64,64,288,86,161,167,95,163,87,163,87,163,87,163,87,163,87,163,87,163,87,163,87,185,81,163,87,163.0,87.0,164.4518,86.6041,170.1176,85.0588,163.0,87.0,1.1490683229813665,1.0124223602484472
c5ded717-dc54-4e35-b18b-6c0be2934340,22,False,"[(104, 81), (76, 87), (72, 95)]",288,288,64,64,288,75,161,167,72,163,76,163,76,163,76,163,76,163,76,163,76,163,76,163,76,185,104,163,76,163.0,76.0,164.4518,77.8477,170.1176,85.0588,163.0,76.0,1.1490683229813665,1.0124223602484472
cfe19d0d-822b-4864-b767-1bc3e48ac13a,22,False,"[(48, 71), (77, 54), (52, 63)]",200,200,39,42,200,51,113,119,48,115,52,115,52,115,52,115,52,115,52,115,52,115,52,115,52,131,77,115,52,115.0,52.0,117.4998,55.9059,120.1764,60.0882,115.0,52.0,1.1592920353982301,1.0176991150442478
