eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,PoA,PoS
a46097f6-d2b7-4f6d-8ccb-5f76fab1f8ca,22,False,"[(193, 82), (178, 101), (174, 141)]",232,200,92,73,232,193,275,275,193,315,174,275,193,275,193,315,174,315,174,315,174,275,193,279,178,315,174,275,193,279.0001,178.0,278.12260000000003,181.2904,275.0,193.0,315.0,174.0,1.1454545454545455,1.0
a46097f6-d2b7-4f6d-8ccb-5f76fab1f8ca,22,False,"[(82, 193), (101, 178), (141, 174)]",200,232,73,92,200,82,275,275,82,315,141,275,82,275,82,315,141,315,141,315,141,275,82,279,101,315,141,275,82,279.0001,101.0001,278.12260000000003,96.8322,275.0,82.0,315.0,141.0,1.1454545454545455,1.0
c12697b2-93e5-4566-9482-00acb1cd5de4,22,False,"[(141, 108)]",222,166,114,76,222,141,249,249,141,249,141,249,141,249,141,249,141,249,141,249,141,249,141,249,141,249,141,249,141,249.0,141.0,249.0,141.0,249.0,141.0,249.0,141.0,1.0,1.0
c12697b2-93e5-4566-9482-00acb1cd5de4,22,False,"[(108, 141)]",166,222,76,114,166,108,249,249,108,249,108,249,108,249,108,249,108,249,108,249,108,249,108,249,108,249,108,249,108,249.0,108.0,249.0,108.0,249.0,108.0,249.0,108.0,1.0,1.0
f69b8f9b-643e-4f07-a89d-dfed980155c6,0,True,"[(442, 276)]",442,276,208,123,442,298,585,718,442,718,442,718,442,718,442,718,442,718,442,718,442,718,442,718,442,718,442,718,442,718.0,442.0,718.0,442.0,718.0,442.0,718.0,442.0,1.2273504273504274,1.2273504273504274
f69b8f9b-643e-4f07-a89d-dfed980155c6,0,True,"[(276, 442)]",276,442,123,208,276,287,585,718,276,718,276,718,276,718,276,718,276,718,276,718,276,718,276,718,276,718,276,718,276,718.0,276.0,718.0,276.0,718.0,276.0,718.0,276.0,1.2273504273504274,1.2273504273504274
fa415906-915e-482e-bb46-d31bc3c511ce,0,False,"[(107, 130)]",210,256,93,121,210,110,231,237,107,237,107,237,107,237,107,237,107,237,107,237,107,237,107,237,107,237,107,237,107,237.0,107.0,237.0,107.0,237.0,107.0,237.0,107.0,1.025974025974026,1.025974025974026
fa415906-915e-482e-bb46-d31bc3c511ce,0,False,"[(130, 107)]",256,210,121,93,256,121,231,237,130,237,130,237,130,237,130,237,130,237,130,237,130,237,130,237,130,237,130,237,130,237.0,130.0,237.0,130.0,237.0,130.0,237.0,130.0,1.025974025974026,1.025974025974026
ffaa423d-0b39-4d34-b2f6-93a36ca872b8,0,False,"[(176, 153)]",278,232,144,133,278,167,323,329,176,329,176,329,176,329,176,329,176,329,176,329,176,329,176,329,176,329,176,329,176,329.0,176.0,329.0,176.0,329.0,176.0,329.0,176.0,1.0185758513931888,1.0185758513931888
ffaa423d-0b39-4d34-b2f6-93a36ca872b8,0,False,"[(153, 176)]",232,278,133,144,232,156,323,329,153,329,153,329,153,329,153,329,153,329,153,329,153,329,153,329,153,329,153,329,153,329.0,153.0,329.0,153.0,329.0,153.0,329.0,153.0,1.0185758513931888,1.0185758513931888
fab33e2f-e049-45ca-886d-89d5f5ea0303,22,False,"[(119, 142)]",244,232,105,119,244,122,255,261,119,261,119,261,119,261,119,261,119,261,119,261,119,261,119,261,119,261,119,261,119,261.0,119.0,261.0,119.0,261.0,119.0,261.0,119.0,1.0235294117647058,1.0235294117647058
fab33e2f-e049-45ca-886d-89d5f5ea0303,22,False,"[(142, 119)]",232,244,119,105,232,133,255,261,142,261,142,261,142,261,142,261,142,261,142,261,142,261,142,261,142,261,142,261,142,261.0,142.0,261.0,142.0,261.0,142.0,261.0,142.0,1.0235294117647058,1.0235294117647058
86995a95-3282-46ad-8a61-8e90bbfe762e,11,True,"[(210, 200)]",210,200,92,47,210,203,395,410,210,410,210,410,210,410,210,410,210,410,210,410,210,410,210,410,210,410,210,410,210,410.0,210.0,410.0,210.0,410.0,210.0,410.0,210.0,1.0379746835443038,1.0379746835443038
86995a95-3282-46ad-8a61-8e90bbfe762e,11,True,"[(200, 210)]",200,210,47,92,200,192,395,410,200,410,200,410,200,410,200,410,200,410,200,410,200,410,200,410,200,410,200,410,200,410.0,200.0,410.0,200.0,410.0,200.0,410.0,200.0,1.0379746835443038,1.0379746835443038
7c8db896-46ec-4217-a6db-76289ece5d93,0,False,"[(235, 258)]",320,366,221,240,320,238,487,493,235,493,235,493,235,493,235,493,235,493,235,493,235,493,235,493,235,493,235,493,235,493.0,235.0,493.0,235.0,493.0,235.0,493.0,235.0,1.0123203285420945,1.0123203285420945
7c8db896-46ec-4217-a6db-76289ece5d93,0,False,"[(258, 235)]",366,320,240,221,366,249,487,493,258,493,258,493,258,493,258,493,258,493,258,493,258,493,258,493,258,493,258,493,258,493.0,258.0,493.0,258.0,493.0,258.0,493.0,258.0,1.0123203285420945,1.0123203285420945
2e0d3422-1c8a-484e-bda2-612a1807c30e,22,False,"[(100, 77)]",200,200,82,66,200,100,177,177,100,177,100,177,100,177,100,177,100,177,100,177,100,177,100,177,100,177,100,177,100,177.0,100.0,177.0,100.0,177.0,100.0,177.0,100.0,1.0,1.0
2e0d3422-1c8a-484e-bda2-612a1807c30e,22,False,"[(77, 100)]",200,200,66,82,200,77,177,177,77,177,77,177,77,177,77,177,77,177,77,177,77,177,77,177,77,177,77,177,77,177.0,77.0,177.0,77.0,177.0,77.0,177.0,77.0,1.0,1.0
