eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,PoA,PoS
0ca3e11d-e7c4-43ee-896d-cbf6448971d8,12,True,"[(74, 85), (92, 81)]",210,232,70,65,210,74,159,159,74,159,74,159,74,159,74,159,74,159,74,159,74,159,74,159,74,173,92,159,74,159.0,74.0,159.0,74.0,161.3347,77.0018,159.0,74.0,1.0880503144654088,1.0
0ca3e11d-e7c4-43ee-896d-cbf6448971d8,12,True,"[(85, 74), (81, 92)]",232,210,65,70,232,85,159,159,85,159,85,159,85,159,85,159,85,159,85,159,85,159,85,159,85,173,81,159,85,159.0,85.0,159.0,85.0,161.3347,84.3329,159.0,85.0,1.0880503144654088,1.0
3bb14cf2-1e14-4fad-92e8-005c837d04e7,0,False,"[(77, 54)]",190,144,50,40,190,68,125,131,77,131,77,131,77,131,77,131,77,131,77,131,77,131,77,131,77,131,77,131,77,131.0,77.0,131.0,77.0,131.0,77.0,131.0,77.0,1.048,1.048
3bb14cf2-1e14-4fad-92e8-005c837d04e7,0,False,"[(54, 77)]",144,190,40,50,144,57,125,131,54,131,54,131,54,131,54,131,54,131,54,131,54,131,54,131,54,131,54,131,54,131.0,54.0,131.0,54.0,131.0,54.0,131.0,54.0,1.048,1.048
3f389223-2def-4c9c-9d66-9f09a541b5f8,0,False,"[(116, 139)]",210,310,52,103,210,119,249,255,116,255,116,255,116,255,116,255,116,255,116,255,116,255,116,255,116,255,116,255,116,255.0,116.0,255.0,116.0,255.0,116.0,255.0,116.0,1.0240963855421688,1.0240963855421688
3f389223-2def-4c9c-9d66-9f09a541b5f8,0,False,"[(139, 116)]",310,210,103,52,310,130,249,255,139,255,139,255,139,255,139,255,139,255,139,255,139,255,139,255,139,255,139,255,139,255.0,139.0,255.0,139.0,255.0,139.0,255.0,139.0,1.0240963855421688,1.0240963855421688
3c68c084-523d-45f9-8773-c4669fd154c7,1,False,"[(74, 85), (94, 71), (70, 93)]",210,244,56,62,210,73,157,163,70,159,74,159,74,159,74,159,74,163,70,159,74,159,74,159,74,165,94,159,74,159.00009999999997,74.0001,163.0,70.0,160.40370000000001,78.679,159.0,74.0,1.0509554140127388,1.0127388535031847
3c68c084-523d-45f9-8773-c4669fd154c7,1,False,"[(85, 74), (71, 94), (93, 70)]",244,210,62,56,244,84,157,163,93,159,85,159,85,159,85,159,85,163,93,159,85,159,85,159,85,165,71,159,85,159.00009999999997,85.0,163.0,93.0,160.40370000000001,81.72470000000001,159.0,85.0,1.0509554140127388,1.0127388535031847
15749e3c-1235-4597-8879-a59d7f946b7e,0,False,"[(57, 80), (78, 67)]",210,256,43,53,210,60,131,137,57,145,78,137,57,137,57,145,78,137,57,137,57,137,57,137,57,145,78,137,57,137.0,57.0,137.0,57.0,139.6707,64.01060000000001,137.0,57.0,1.1068702290076335,1.0458015267175573
15749e3c-1235-4597-8879-a59d7f946b7e,0,False,"[(80, 57), (67, 78)]",256,210,53,43,256,71,131,137,80,145,67,137,80,137,80,145,67,137,80,137,80,137,80,137,80,145,67,137,80,137.0,80.0,137.0,80.0,139.6707,75.6601,137.0,80.0,1.1068702290076335,1.0458015267175573
224d5fbc-e505-4abe-976b-623e01df7c6d,22,False,"[(82, 93), (102, 91)]",200,188,73,52,200,86,161,175,82,175,82,175,82,175,82,175,82,193,102,175,82,175,82,175,82,193,102,175,82,175.0,82.0,193.0,102.0,176.9522,84.1691,175.0,82.0,1.1987577639751552,1.0869565217391304
224d5fbc-e505-4abe-976b-623e01df7c6d,22,False,"[(93, 82), (91, 102)]",188,200,52,73,188,75,161,175,93,175,93,175,93,175,93,175,93,193,91,175,93,175,93,175,93,193,91,175,93,175.0,93.0,193.0,91.0,176.9522,92.7831,175.0,93.0,1.1987577639751552,1.0869565217391304
7850d325-6c21-4b98-b292-c131c9db6cca,22,False,"[(305, 624), (287, 650), (326, 623)]",376,672,116,237,376,305,929,937,287,949,326,929,305,929,305,949,326,949,326,949,326,937,287,929,305,937,287,929,305,929.0,305.0,949.0,326.0,930.985,300.5338,929.0,305.0,1.0215285252960171,1.0
7850d325-6c21-4b98-b292-c131c9db6cca,22,False,"[(624, 305), (650, 287), (623, 326)]",672,376,237,116,672,624,929,937,650,949,623,929,624,929,624,949,623,949,623,949,623,937,650,929,624,937,650,929,624,929.0,624.0,949.0,623.0,930.985,630.4512,929.0,624.0,1.0215285252960171,1.0
af4b2cf2-19c6-4a2f-8023-04301dec91c0,23,False,"[(66, 77), (84, 73), (87, 64)]",210,210,52,55,210,66,143,151,87,143,66,143,66,143,66,143,66,143,66,143,66,143,66,143,66,157,84,143,66,143.0,66.0,145.58819999999997,72.79409999999999,146.03279999999995,73.96109999999999,143.0,66.0,1.097902097902098,1.0
af4b2cf2-19c6-4a2f-8023-04301dec91c0,23,False,"[(77, 66), (73, 84), (64, 87)]",210,210,55,52,210,77,143,151,64,143,77,143,77,143,77,143,77,143,77,143,77,143,77,143,77,157,73,143,77,143.0,77.0,145.58819999999997,72.79409999999999,146.03279999999995,72.07169999999999,143.0,77.0,1.097902097902098,1.0
784b68de-73b1-425f-bcc0-8f56d9d78bfa,23,False,"[(111, 88)]",232,254,82,74,232,102,193,199,111,199,111,199,111,199,111,199,111,199,111,199,111,199,111,199,111,199,111,199,111,199.0,111.0,199.0,111.0,199.0,111.0,199.0,111.0,1.0310880829015545,1.0310880829015545
784b68de-73b1-425f-bcc0-8f56d9d78bfa,23,False,"[(88, 111)]",254,232,74,82,254,91,193,199,88,199,88,199,88,199,88,199,88,199,88,199,88,199,88,199,88,199,88,199,88,199.0,88.0,199.0,88.0,199.0,88.0,199.0,88.0,1.0310880829015545,1.0310880829015545
8bab832a-8952-4c22-bd86-8bc6b1197e0f,22,False,"[(88, 65), (80, 69), (62, 73)]",200,200,48,56,200,62,135,135,62,135,62,135,62,135,62,149,80,135,62,135,62,135,62,135,62,153,88,135,62,135.0,62.0,140.8236,70.4118,139.30690000000004,68.2211,135.0,62.0,1.1333333333333333,1.0
8bab832a-8952-4c22-bd86-8bc6b1197e0f,22,False,"[(65, 88), (69, 80), (73, 62)]",200,200,56,48,200,73,135,135,73,135,73,135,73,135,73,149,69,135,73,135,73,135,73,135,73,153,65,135,73,135.0,73.0,140.8236,70.4118,139.30690000000004,71.0858,135.0,73.0,1.1333333333333333,1.0
681ffeeb-d154-4463-8baa-1b4501d758b0,0,False,"[(93, 126)]",210,266,79,90,210,93,219,219,93,219,93,219,93,219,93,219,93,219,93,219,93,219,93,219,93,219,93,219,93,219.0,93.0,219.0,93.0,219.0,93.0,219.0,93.0,1.0,1.0
681ffeeb-d154-4463-8baa-1b4501d758b0,0,False,"[(126, 93)]",266,210,90,79,266,126,219,219,126,219,126,219,126,219,126,219,126,219,126,219,126,219,126,219,126,219,126,219,126,219.0,126.0,219.0,126.0,219.0,126.0,219.0,126.0,1.0,1.0
49da5caf-d46d-4e7f-9c9d-d18183d514ed,0,False,"[(52, 75)]",210,244,43,60,210,52,127,127,52,127,52,127,52,127,52,127,52,127,52,127,52,127,52,127,52,127,52,127,52,127.0,52.0,127.0,52.0,127.0,52.0,127.0,52.0,1.0,1.0
49da5caf-d46d-4e7f-9c9d-d18183d514ed,0,False,"[(75, 52)]",244,210,60,43,244,75,127,127,75,127,75,127,75,127,75,127,75,127,75,127,75,127,75,127,75,127,75,127,75,127.0,75.0,127.0,75.0,127.0,75.0,127.0,75.0,1.0,1.0
4465ff7b-e40f-422a-b160-6f3e3797c830,12,False,"[(57, 80), (66, 55)]",210,222,43,46,210,66,121,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,137,57,121,66,121.0,66.0,131.8236,59.9118,125.51350000000002,63.46109999999999,121.0,66.0,1.1322314049586777,1.0
4465ff7b-e40f-422a-b160-6f3e3797c830,12,False,"[(80, 57), (55, 66)]",222,210,46,43,222,55,121,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,137,80,121,55,121.0,55.0,131.8236,71.9118,125.51350000000002,62.052400000000006,121.0,55.0,1.1322314049586777,1.0
54fb2142-01ec-4272-8663-5fed1b97768b,23,True,"[(408, 266)]",408,266,155,104,408,408,674,674,408,674,408,674,408,674,408,674,408,674,408,674,408,674,408,674,408,674,408,674,408,674.0,408.0,674.0,408.0,674.0,408.0,674.0,408.0,1.0,1.0
54fb2142-01ec-4272-8663-5fed1b97768b,23,True,"[(266, 408)]",266,408,104,155,266,266,674,674,266,674,266,674,266,674,266,674,266,674,266,674,266,674,266,674,266,674,266,674,266,674.0,266.0,674.0,266.0,674.0,266.0,674.0,266.0,1.0,1.0
789f8902-411e-4f89-820b-a7b777531434,22,False,"[(111, 100), (115, 92)]",200,200,83,83,200,106,201,207,115,211,111,207,115,207,115,211,111,211,111,211,111,207,115,207,115,211,111,207,115,207.0,115.0,211.0,111.0,208.5105,113.4895,207.0,115.0,1.0497512437810945,1.0298507462686568
789f8902-411e-4f89-820b-a7b777531434,22,False,"[(100, 111), (92, 115)]",200,200,83,83,200,95,201,207,92,211,100,207,92,207,92,211,100,211,100,211,100,207,92,207,92,211,100,207,92,207.0,92.0,211.0,100.0,208.5105,95.021,207.0,92.0,1.0497512437810945,1.0298507462686568
30620df1-5c4c-45b7-bd23-cbdbda617903,33,False,"[(106, 151), (157, 112)]",232,232,79,70,232,109,251,257,106,257,106,257,106,257,106,257,106,257,106,257,106,257,106,257,106,269,157,257,106,259.36199999999997,116.0385,263.0,131.5,262.3442,128.7129,257.0,106.0,1.0717131474103585,1.0239043824701195
30620df1-5c4c-45b7-bd23-cbdbda617903,33,False,"[(151, 106), (112, 157)]",232,232,70,79,232,142,251,257,151,257,151,257,151,257,151,257,151,257,151,257,151,257,151,257,151,269,112,257,151,259.36199999999997,143.3235,263.0,131.5,262.3442,133.6313,257.0,151.0,1.0717131474103585,1.0239043824701195
a8aa464e-b197-429d-8a57-42d28c6b6b4f,22,False,"[(83, 72)]",200,166,56,49,200,83,155,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155.0,83.0,155.0,83.0,155.0,83.0,155.0,83.0,1.0,1.0
a8aa464e-b197-429d-8a57-42d28c6b6b4f,22,False,"[(72, 83)]",166,200,49,56,166,72,155,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155.0,72.0,155.0,72.0,155.0,72.0,155.0,72.0,1.0,1.0
ccc315f1-928d-4904-b7aa-5aab47a57ce4,0,False,"[(220, 197)]",552,518,194,183,552,220,417,417,220,417,220,417,220,417,220,417,220,417,220,417,220,417,220,417,220,417,220,417,220,417.0,220.0,417.0,220.0,417.0,220.0,417.0,220.0,1.0,1.0
ccc315f1-928d-4904-b7aa-5aab47a57ce4,0,False,"[(197, 220)]",518,552,183,194,518,197,417,417,197,417,197,417,197,417,197,417,197,417,197,417,197,417,197,417,197,417,197,417,197,417.0,197.0,417.0,197.0,417.0,197.0,417.0,197.0,1.0,1.0
d2a286d1-4b2c-4352-8ac8-49c1ee9d596b,22,False,"[(138, 281)]",200,320,66,99,200,138,419,419,138,419,138,419,138,419,138,419,138,419,138,419,138,419,138,419,138,419,138,419,138,419.0,138.0,419.0,138.0,419.0,138.0,419.0,138.0,1.0,1.0
d2a286d1-4b2c-4352-8ac8-49c1ee9d596b,22,False,"[(281, 138)]",320,200,99,66,320,281,419,419,281,419,281,419,281,419,281,419,281,419,281,419,281,419,281,419,281,419,281,419,281,419.0,281.0,419.0,281.0,419.0,281.0,419.0,281.0,1.0,1.0
f99b9dd2-70bc-4fd3-aaeb-216e2b1b8377,12,False,"[(95, 106), (104, 93)]",232,266,81,85,232,104,197,197,104,197,104,197,104,197,104,201,95,201,95,201,95,197,104,197,104,201,95,197,104,197.0023,103.9949,201.0,95.0,198.86579999999998,99.80199999999999,197.0,104.0,1.0203045685279188,1.0
f99b9dd2-70bc-4fd3-aaeb-216e2b1b8377,12,False,"[(106, 95), (93, 104)]",266,232,85,81,266,93,197,197,93,197,93,197,93,197,93,201,106,201,106,201,106,197,93,197,93,201,106,197,93,197.0023,93.00739999999999,201.0,106.0,198.86579999999998,99.06379999999999,197.0,93.0,1.0203045685279188,1.0
99deff17-b6fa-4fe7-93cf-37d847c562c0,0,False,"[(88, 65)]",190,144,65,45,190,88,153,153,88,153,88,153,88,153,88,153,88,153,88,153,88,153,88,153,88,153,88,153,88,153.0,88.0,153.0,88.0,153.0,88.0,153.0,88.0,1.0,1.0
99deff17-b6fa-4fe7-93cf-37d847c562c0,0,False,"[(65, 88)]",144,190,45,65,144,65,153,153,65,153,65,153,65,153,65,153,65,153,65,153,65,153,65,153,65,153,65,153,65,153.0,65.0,153.0,65.0,153.0,65.0,153.0,65.0,1.0,1.0
dcaac1bd-436f-43a9-bcf2-619f5ab5e1c1,0,False,"[(67, 44), (59, 48)]",190,144,47,27,190,58,105,111,67,107,59,107,59,107,59,107,59,111,67,107,59,107,59,107,59,111,67,107,59,107.0,59.0,111.0,67.0,108.5831,62.1662,107.0,59.0,1.0571428571428572,1.019047619047619
dcaac1bd-436f-43a9-bcf2-619f5ab5e1c1,0,False,"[(44, 67), (48, 59)]",144,190,27,47,144,47,105,111,44,107,48,107,48,107,48,107,48,111,44,107,48,107,48,107,48,111,44,107,48,107.0,48.0,111.0,44.0,108.5831,46.4169,107.0,48.0,1.0571428571428572,1.019047619047619
e3df0de5-33fa-41f4-9c2f-df8688769003,22,False,"[(90, 123), (111, 100), (116, 83)]",210,200,75,74,210,116,199,199,116,211,111,199,116,199,116,211,111,211,111,211,111,199,116,199,116,213,90,199,116,199.0002,115.9997,203.8788,106.9394,204.4307,105.9143,199.0,116.0,1.07035175879397,1.0
e3df0de5-33fa-41f4-9c2f-df8688769003,22,False,"[(123, 90), (100, 111), (83, 116)]",200,210,74,75,200,83,199,199,83,211,100,199,83,199,83,211,100,211,100,211,100,199,83,199,83,213,123,199,83,199.0002,83.0005,203.8788,96.9394,204.4307,98.5164,199.0,83.0,1.07035175879397,1.0
6c798acc-0062-449b-a017-a10900b1debb,23,True,"[(194, 217)]",210,376,61,133,210,197,405,411,194,411,194,411,194,411,194,411,194,411,194,411,194,411,194,411,194,411,194,411,194,411.0,194.0,411.0,194.0,411.0,194.0,411.0,194.0,1.0148148148148148,1.0148148148148148
6c798acc-0062-449b-a017-a10900b1debb,23,True,"[(217, 194)]",376,210,133,61,376,208,405,411,217,411,217,411,217,411,217,411,217,411,217,411,217,411,217,411,217,411,217,411,217,411.0,217.0,411.0,217.0,411.0,217.0,411.0,217.0,1.0148148148148148,1.0148148148148148
da021e33-811f-495f-a52a-9ef7bc04ffa7,1,False,"[(74, 63), (57, 80)]",210,222,48,52,210,57,137,137,57,137,74,137,74,137,74,137,74,137,57,137,74,137,57,137,57,137,74,137,74,137.0,62.5,137.0,62.5,137.0,65.3365,137.0,57.0,1.0,1.0
da021e33-811f-495f-a52a-9ef7bc04ffa7,1,False,"[(63, 74), (80, 57)]",222,210,52,48,222,80,137,137,80,137,63,137,63,137,63,137,63,137,80,137,63,137,80,137,80,137,63,137,63,137.0,74.5,137.0,74.5,137.0,71.6635,137.0,80.0,1.0,1.0
ba338df6-40a5-4298-9249-ba590ab8edab,22,False,"[(92, 81)]",210,222,69,72,210,92,173,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173.0,92.0,173.0,92.0,173.0,92.0,173.0,92.0,1.0,1.0
ba338df6-40a5-4298-9249-ba590ab8edab,22,False,"[(81, 92)]",222,210,72,69,222,81,173,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173.0,81.0,173.0,81.0,173.0,81.0,173.0,81.0,1.0,1.0
6bdbbf92-fb72-4dd1-ae38-2054b8f3f4f4,11,False,"[(114, 81), (100, 133)]",232,188,82,74,232,114,195,195,114,195,114,195,114,195,114,195,114,195,114,195,114,195,114,195,114,233,100,195,114,195.0,114.0,195.0,114.0,201.8075,111.492,195.0,114.0,1.1948717948717948,1.0
6bdbbf92-fb72-4dd1-ae38-2054b8f3f4f4,11,False,"[(81, 114), (133, 100)]",188,232,74,82,188,81,195,195,81,195,81,195,81,195,81,195,81,195,81,195,81,195,81,195,81,233,133,195,81,195.0,81.0,195.0,81.0,201.8075,90.3155,195.0,81.0,1.1948717948717948,1.0
657f7e50-b513-4ba8-84c1-386f3145e916,0,False,"[(66, 77), (99, 76)]",210,256,55,59,210,66,143,143,66,143,66,143,66,143,66,143,66,143,66,143,66,143,66,143,66,175,99,143,66,143.0,66.0,143.0,66.0,143.75740000000002,66.78110000000001,143.0,66.0,1.2237762237762237,1.0
657f7e50-b513-4ba8-84c1-386f3145e916,0,False,"[(77, 66), (76, 99)]",256,210,59,55,256,77,143,143,77,143,77,143,77,143,77,143,77,143,77,143,77,143,77,143,77,175,76,143,77,143.0,77.0,143.0,77.0,143.75740000000002,76.97630000000001,143.0,77.0,1.2237762237762237,1.0
928e7fe9-850b-4ce6-9e67-0f768227a8a5,1,False,"[(371, 348)]",992,980,339,339,992,362,713,719,371,719,371,719,371,719,371,719,371,719,371,719,371,719,371,719,371,719,371,719,371,719.0,371.0,719.0,371.0,719.0,371.0,719.0,371.0,1.008415147265077,1.008415147265077
928e7fe9-850b-4ce6-9e67-0f768227a8a5,1,False,"[(348, 371)]",980,992,339,339,980,351,713,719,348,719,348,719,348,719,348,719,348,719,348,719,348,719,348,719,348,719,348,719,348,719.0,348.0,719.0,348.0,719.0,348.0,719.0,348.0,1.008415147265077,1.008415147265077
902dcefc-eae2-4470-afcd-6f8809887b0c,0,False,"[(95, 118)]",210,244,66,83,210,112,213,213,95,213,95,213,95,213,95,213,95,213,95,213,95,213,95,213,95,213,95,213,95,213.0,95.0,213.0,95.0,213.0,95.0,213.0,95.0,1.0,1.0
902dcefc-eae2-4470-afcd-6f8809887b0c,0,False,"[(118, 95)]",244,210,83,66,244,101,213,213,118,213,118,213,118,213,118,213,118,213,118,213,118,213,118,213,118,213,118,213,118,213.0,118.0,213.0,118.0,213.0,118.0,213.0,118.0,1.0,1.0
3a106255-3247-4546-9ce6-0cd9c59f1507,11,False,"[(96, 107)]",254,254,87,87,254,96,203,203,96,203,96,203,96,203,96,203,96,203,96,203,96,203,96,203,96,203,96,203,96,203.0,96.0,203.0,96.0,203.0,96.0,203.0,96.0,1.0,1.0
3a106255-3247-4546-9ce6-0cd9c59f1507,11,False,"[(107, 96)]",254,254,87,87,254,107,203,203,107,203,107,203,107,203,107,203,107,203,107,203,107,203,107,203,107,203,107,203,107,203.0,107.0,203.0,107.0,203.0,107.0,203.0,107.0,1.0,1.0
98c97a0d-5928-408f-8746-871541205026,33,False,"[(96, 129), (86, 131)]",254,254,68,74,254,100,211,217,86,225,96,217,86,217,86,225,96,225,96,225,96,217,86,217,86,225,96,217,86,217.0,86.0,225.0,96.0,218.6948,88.11850000000001,217.0,86.0,1.066350710900474,1.028436018957346
98c97a0d-5928-408f-8746-871541205026,33,False,"[(129, 96), (131, 86)]",254,254,74,68,254,111,211,217,131,225,129,217,131,217,131,225,129,225,129,225,129,217,131,217,131,225,129,217,131,217.0,131.0,225.0,129.0,218.6948,130.5763,217.0,131.0,1.066350710900474,1.028436018957346
c520e120-c3e8-41f8-a669-fbbac1ddef37,23,False,"[(64, 87), (94, 71), (91, 80)]",210,210,64,56,210,64,151,151,64,151,64,151,64,151,64,171,91,151,64,151,64,151,64,151,64,171,91,151,64,151.0,64.0,158.0,79.0,156.0267,74.7716,151.0,64.0,1.1324503311258278,1.0
c520e120-c3e8-41f8-a669-fbbac1ddef37,23,False,"[(87, 64), (71, 94), (80, 91)]",210,210,56,64,210,87,151,151,87,151,87,151,87,151,87,171,80,151,87,151,87,151,87,151,87,171,80,151,87,151.0,87.0,158.0,79.0,156.0267,81.2551,151.0,87.0,1.1324503311258278,1.0
0663e952-984c-4292-a58a-5d1d9d949455,0,False,"[(75, 98)]",254,288,64,71,254,78,167,173,75,173,75,173,75,173,75,173,75,173,75,173,75,173,75,173,75,173,75,173,75,173.0,75.0,173.0,75.0,173.0,75.0,173.0,75.0,1.035928143712575,1.035928143712575
0663e952-984c-4292-a58a-5d1d9d949455,0,False,"[(98, 75)]",288,254,71,64,288,89,167,173,98,173,98,173,98,173,98,173,98,173,98,173,98,173,98,173,98,173,98,173,98,173.0,98.0,173.0,98.0,173.0,98.0,173.0,98.0,1.035928143712575,1.035928143712575
eb1d9292-0164-45af-b433-9d65f8ea893d,22,False,"[(104, 193), (109, 164), (118, 151)]",320,376,81,115,320,118,269,297,104,269,118,269,118,269,118,269,118,273,109,269,118,269,118,269,118,297,104,269,118,269.0,118.0,273.7058,108.8529,271.6071,112.13409999999999,269.0,118.0,1.104089219330855,1.0
eb1d9292-0164-45af-b433-9d65f8ea893d,22,False,"[(193, 104), (164, 109), (151, 118)]",376,320,115,81,376,151,269,297,193,269,151,269,151,269,151,269,151,273,164,269,151,269,151,269,151,297,193,269,151,269.0,151.0,273.7058,164.8529,271.6071,159.473,269.0,151.0,1.104089219330855,1.0
783c0795-07db-452c-8940-ad688608afab,11,False,"[(136, 103)]",298,254,109,92,298,136,239,239,136,239,136,239,136,239,136,239,136,239,136,239,136,239,136,239,136,239,136,239,136,239.0,136.0,239.0,136.0,239.0,136.0,239.0,136.0,1.0,1.0
783c0795-07db-452c-8940-ad688608afab,11,False,"[(103, 136)]",254,298,92,109,254,103,239,239,103,239,103,239,103,239,103,239,103,239,103,239,103,239,103,239,103,239,103,239,103,239.0,103.0,239.0,103.0,239.0,103.0,239.0,103.0,1.0,1.0
24320c82-0a85-4c48-88a9-ea6244ffe854,11,False,"[(90, 123), (96, 85), (99, 54)]",210,166,69,40,210,90,147,153,99,181,96,153,99,153,99,181,96,153,99,153,99,153,99,153,99,213,90,153,99,153.0,99.0,153.7692,98.8846,159.51170000000002,98.0233,153.0,99.0,1.4489795918367347,1.0408163265306123
24320c82-0a85-4c48-88a9-ea6244ffe854,11,False,"[(123, 90), (85, 96), (54, 99)]",166,210,40,69,166,57,147,153,54,181,85,153,54,153,54,181,85,153,54,153,54,153,54,153,54,213,123,153,54,153.0,54.0,153.7692,54.884600000000006,159.51170000000002,61.4884,153.0,54.0,1.4489795918367347,1.0408163265306123
564c8fe2-8b59-4c09-86bb-b2a71a2342d8,1,False,"[(65, 88), (69, 80)]",210,222,51,58,210,68,147,153,65,149,69,149,69,149,69,149,69,149,69,149,69,149,69,149,69,153,65,149,69,149.0,69.0,149.33339999999998,68.66669999999999,150.3148,67.68520000000001,149.0,69.0,1.0408163265306123,1.0136054421768708
564c8fe2-8b59-4c09-86bb-b2a71a2342d8,1,False,"[(88, 65), (80, 69)]",222,210,58,51,222,79,147,153,88,149,80,149,80,149,80,149,80,149,80,149,80,149,80,149,80,153,88,149,80,149.0,80.0,149.33339999999998,80.66669999999999,150.3148,82.62960000000001,149.0,80.0,1.0408163265306123,1.0136054421768708
