eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,PoA,PoS
f83ed925-43dd-4324-b864-7052d46b3fb9,11,False,"[(213, 202)]",320,320,162,175,320,216,409,415,213,415,213,415,213,415,213,415,213,415,213,415,213,415,213,415,213,415,213,415,213,415.0,213.0,415.0,213.0,415.0,213.0,415.0,213.0,1.0146699266503667,1.0146699266503667
f83ed925-43dd-4324-b864-7052d46b3fb9,11,False,"[(202, 213)]",320,320,175,162,320,193,409,415,202,415,202,415,202,415,202,415,202,415,202,415,202,415,202,415,202,415,202,415,202,415.0,202.0,415.0,202.0,415.0,202.0,415.0,202.0,1.0146699266503667,1.0146699266503667
92b70cf1-68fb-4871-8c7c-1dd8e1973ae3,22,False,"[(102, 113)]",200,188,93,93,200,102,215,215,102,215,102,215,102,215,102,215,102,215,102,215,102,215,102,215,102,215,102,215,102,215.0,102.0,215.0,102.0,215.0,102.0,215.0,102.0,1.0,1.0
92b70cf1-68fb-4871-8c7c-1dd8e1973ae3,22,False,"[(113, 102)]",188,200,93,93,188,113,215,215,113,215,113,215,113,215,113,215,113,215,113,215,113,215,113,215,113,215,113,215,113,215.0,113.0,215.0,113.0,215.0,113.0,215.0,113.0,1.0,1.0
34e5dc0f-1d94-4456-bdf0-e97f2baea1c3,0,False,"[(111, 100), (93, 104)]",200,166,93,85,200,93,197,197,93,197,93,197,93,197,93,211,111,211,111,211,111,197,93,197,93,211,111,197,93,197.0,93.0,200.7079,97.7673,197.0,93.0,211.0,111.0,1.0710659898477157,1.0
34e5dc0f-1d94-4456-bdf0-e97f2baea1c3,0,False,"[(100, 111), (104, 93)]",166,200,85,93,166,104,197,197,104,197,104,197,104,197,104,211,100,211,100,211,100,197,104,197,104,211,100,197,104,197.0,104.0,200.7079,102.9406,197.0,104.0,211.0,100.0,1.0710659898477157,1.0
4b43ba46-05d4-467e-940a-c20075c1b4d0,0,False,"[(131, 108), (93, 116)]",200,166,93,94,200,93,209,209,93,209,93,209,93,209,93,239,131,239,131,239,131,209,93,209,93,239,131,209,93,209.0,93.0,217.3922,103.6301,209.0,93.0,239.0,131.0,1.1435406698564594,1.0
4b43ba46-05d4-467e-940a-c20075c1b4d0,0,False,"[(108, 131), (116, 93)]",166,200,94,93,166,116,209,209,116,209,116,209,116,209,116,239,108,239,108,239,108,209,116,209,116,239,108,209,116,209.0,116.0,217.3922,113.7621,209.0,116.0,239.0,108.0,1.1435406698564594,1.0
d58e03a6-f125-4847-a130-1ba59c9d297a,1,False,"[(296, 319), (305, 316)]",364,496,193,274,364,299,609,615,296,621,305,615,296,615,296,621,305,615,296,615,296,615,296,615,296,621,305,615,296,615.0,296.0,615.6711,297.0066,615.0,296.0,615.0,296.0,1.019704433497537,1.0098522167487685
d58e03a6-f125-4847-a130-1ba59c9d297a,1,False,"[(319, 296), (316, 305)]",496,364,274,193,496,310,609,615,319,621,316,615,319,615,319,621,316,615,319,615,319,615,319,615,319,621,316,615,319,615.0,319.0,615.6711,318.6645,615.0,319.0,615.0,319.0,1.019704433497537,1.0098522167487685
a009a531-23ee-4bba-8523-6ab7936fd947,23,False,"[(912, 889)]",1740,1850,788,857,1740,903,1795,1801,912,1801,912,1801,912,1801,912,1801,912,1801,912,1801,912,1801,912,1801,912,1801,912,1801,912,1801.0,912.0,1801.0,912.0,1801.0,912.0,1801.0,912.0,1.0033426183844012,1.0033426183844012
a009a531-23ee-4bba-8523-6ab7936fd947,23,False,"[(889, 912)]",1850,1740,857,788,1850,892,1795,1801,889,1801,889,1801,889,1801,889,1801,889,1801,889,1801,889,1801,889,1801,889,1801,889,1801,889,1801.0,889.0,1801.0,889.0,1801.0,889.0,1801.0,889.0,1.0033426183844012,1.0033426183844012
8ad2ca1b-5b71-4291-b730-bfc7eaf2eb3e,44,True,"[(154, 109), (151, 118), (142, 131)]",232,144,110,54,232,145,257,263,154,273,142,263,154,263,154,273,142,263,154,263,154,263,154,263,154,273,142,263,154,263.0,154.0,264.75,151.9,263.0,154.0,263.0,154.0,1.0622568093385214,1.0233463035019454
8ad2ca1b-5b71-4291-b730-bfc7eaf2eb3e,44,True,"[(109, 154), (118, 151), (131, 142)]",144,232,54,110,144,112,257,263,109,273,131,263,109,263,109,273,131,263,109,263,109,263,109,263,109,273,131,263,109,263.0,109.0,264.75,112.85,263.0,109.0,263.0,109.0,1.0622568093385214,1.0233463035019454
e0f735e7-ff57-424c-a3ce-6e32373d9e5b,1,False,"[(802, 735)]",1256,1200,768,726,1256,793,1531,1537,802,1537,802,1537,802,1537,802,1537,802,1537,802,1537,802,1537,802,1537,802,1537,802,1537,802,1537.0,802.0,1537.0,802.0,1537.0,802.0,1537.0,802.0,1.0039190071848465,1.0039190071848465
e0f735e7-ff57-424c-a3ce-6e32373d9e5b,1,False,"[(735, 802)]",1200,1256,726,768,1200,738,1531,1537,735,1537,735,1537,735,1537,735,1537,735,1537,735,1537,735,1537,735,1537,735,1537,735,1537,735,1537.0,735.0,1537.0,735.0,1537.0,735.0,1537.0,735.0,1.0039190071848465,1.0039190071848465
2e08f5ea-f4ed-46c2-9c39-8562fe866d05,0,False,"[(104, 127)]",210,244,93,113,210,104,231,231,104,231,104,231,104,231,104,231,104,231,104,231,104,231,104,231,104,231,104,231,104,231.0,104.0,231.0,104.0,231.0,104.0,231.0,104.0,1.0,1.0
2e08f5ea-f4ed-46c2-9c39-8562fe866d05,0,False,"[(127, 104)]",244,210,113,93,244,127,231,231,127,231,127,231,127,231,127,231,127,231,127,231,127,231,127,231,127,231,127,231,127,231.0,127.0,231.0,127.0,231.0,127.0,231.0,127.0,1.0,1.0
7b4903fc-443f-4da7-91ce-6cfc98cb8e65,1,False,"[(644, 667)]",1200,1212,644,642,1200,647,1305,1311,644,1311,644,1311,644,1311,644,1311,644,1311,644,1311,644,1311,644,1311,644,1311,644,1311,644,1311.0,644.0,1311.0,644.0,1311.0,644.0,1311.0,644.0,1.0045977011494254,1.0045977011494254
7b4903fc-443f-4da7-91ce-6cfc98cb8e65,1,False,"[(667, 644)]",1212,1200,642,644,1212,658,1305,1311,667,1311,667,1311,667,1311,667,1311,667,1311,667,1311,667,1311,667,1311,667,1311,667,1311,667,1311.0,667.0,1311.0,667.0,1311.0,667.0,1311.0,667.0,1.0045977011494254,1.0045977011494254
a7a7ad22-1fff-48ba-9ef9-879a73348586,33,False,"[(111, 100)]",210,210,57,91,210,111,211,211,111,211,111,211,111,211,111,211,111,211,111,211,111,211,111,211,111,211,111,211,111,211.0,111.0,211.0,111.0,211.0,111.0,211.0,111.0,1.0,1.0
a7a7ad22-1fff-48ba-9ef9-879a73348586,33,False,"[(100, 111)]",210,210,91,57,210,100,211,211,100,211,100,211,100,211,100,211,100,211,100,211,100,211,100,211,100,211,100,211,100,211.0,100.0,211.0,100.0,211.0,100.0,211.0,100.0,1.0,1.0
d7786d70-59ec-4815-8bfa-e3a288755f1b,0,False,"[(147, 158), (138, 161)]",210,256,115,138,210,141,293,299,138,305,147,299,138,299,138,305,147,299,138,299,138,299,138,299,138,305,147,299,138,299.0,138.0,300.1803,139.7705,299.0,138.0,299.0,138.0,1.0409556313993173,1.0204778156996588
d7786d70-59ec-4815-8bfa-e3a288755f1b,0,False,"[(158, 147), (161, 138)]",256,210,138,115,256,152,293,299,161,305,158,299,161,299,161,305,158,299,161,299,161,299,161,299,161,305,158,299,161,299.0,161.0,300.1803,160.40980000000002,299.0,161.0,299.0,161.0,1.0409556313993173,1.0204778156996588
f39c3176-aa59-46ec-bc33-f498cc380bbd,0,False,"[(141, 118)]",200,166,97,107,200,115,253,259,141,259,141,259,141,259,141,259,141,259,141,259,141,259,141,259,141,259,141,259,141,259.0,141.0,259.0,141.0,259.0,141.0,259.0,141.0,1.023715415019763,1.023715415019763
f39c3176-aa59-46ec-bc33-f498cc380bbd,0,False,"[(118, 141)]",166,200,107,97,166,138,253,259,118,259,118,259,118,259,118,259,118,259,118,259,118,259,118,259,118,259,118,259,118,259.0,118.0,259.0,118.0,259.0,118.0,259.0,118.0,1.023715415019763,1.023715415019763
0bdeab19-3333-4472-9a48-d0c04a034c67,23,False,"[(111, 134)]",210,200,111,102,210,111,245,245,111,245,111,245,111,245,111,245,111,245,111,245,111,245,111,245,111,245,111,245,111,245.0,111.0,245.0,111.0,245.0,111.0,245.0,111.0,1.0,1.0
0bdeab19-3333-4472-9a48-d0c04a034c67,23,False,"[(134, 111)]",200,210,102,111,200,134,245,245,134,245,134,245,134,245,134,245,134,245,134,245,134,245,134,245,134,245,134,245,134,245.0,134.0,245.0,134.0,245.0,134.0,245.0,134.0,1.0,1.0
275b08d9-113f-4767-8fdb-f39688157c8e,23,False,"[(415, 438)]",618,552,415,340,618,415,853,853,415,853,415,853,415,853,415,853,415,853,415,853,415,853,415,853,415,853,415,853,415,853.0,415.0,853.0,415.0,853.0,415.0,853.0,415.0,1.0,1.0
275b08d9-113f-4767-8fdb-f39688157c8e,23,False,"[(438, 415)]",552,618,340,415,552,438,853,853,438,853,438,853,438,853,438,853,438,853,438,853,438,853,438,853,438,853,438,853,438,853.0,438.0,853.0,438.0,853.0,438.0,853.0,438.0,1.0,1.0
28db420d-449e-4ed5-ab2a-8b706f53222a,0,False,"[(575, 598)]",606,904,345,535,606,575,1173,1173,575,1173,575,1173,575,1173,575,1173,575,1173,575,1173,575,1173,575,1173,575,1173,575,1173,575,1173.0,575.0,1173.0,575.0,1173.0,575.0,1173.0,575.0,1.0,1.0
28db420d-449e-4ed5-ab2a-8b706f53222a,0,False,"[(598, 575)]",904,606,535,345,904,598,1173,1173,598,1173,598,1173,598,1173,598,1173,598,1173,598,1173,598,1173,598,1173,598,1173,598,1173,598,1173.0,598.0,1173.0,598.0,1173.0,598.0,1173.0,598.0,1.0,1.0
e8a2f4a3-cd4e-430d-b6b3-98fa15ae257d,22,False,"[(145, 156), (177, 154)]",222,222,132,127,222,139,289,301,145,301,145,301,145,301,145,301,145,301,145,301,145,301,145,301,145,331,177,301,145,301.0,145.0,302.9828,147.115,301.0,145.0,310.7058,155.3529,1.1453287197231834,1.041522491349481
e8a2f4a3-cd4e-430d-b6b3-98fa15ae257d,22,False,"[(156, 145), (154, 177)]",222,222,127,132,222,150,289,301,156,301,156,301,156,301,156,301,156,301,156,301,156,301,156,301,156,331,154,301,156,301.0,156.0,302.9828,155.8678,301.0,156.0,310.7058,155.3529,1.1453287197231834,1.041522491349481
0c2358dc-7141-4eac-9271-2ffb8782e828,11,False,"[(155, 144), (162, 139)]",232,210,153,128,232,155,299,301,162,299,155,299,155,299,155,299,155,301,162,299,155,299,155,299,155,301,162,299,155,299.0,155.0,299.8731,158.0556,299.0,155.0,300.8334,161.4167,1.0066889632107023,1.0
0c2358dc-7141-4eac-9271-2ffb8782e828,11,False,"[(144, 155), (139, 162)]",210,232,128,153,210,144,299,301,139,299,144,299,144,299,144,299,144,301,139,299,144,299,144,299,144,301,139,299,144,299.0,144.0,299.8731,141.8175,299.0,144.0,300.8334,139.4167,1.0066889632107023,1.0
8a82d15e-64d3-4b4e-9e16-945d50193c75,22,False,"[(210, 187), (207, 218)]",354,354,184,178,354,210,397,397,210,397,210,397,210,397,210,425,207,397,210,397,210,397,210,397,210,425,207,397,210,397.0,210.0,399.77340000000004,209.7028,397.0,210.0,415.9412,207.9706,1.070528967254408,1.0
8a82d15e-64d3-4b4e-9e16-945d50193c75,22,False,"[(187, 210), (218, 207)]",354,354,178,184,354,187,397,397,187,397,187,397,187,397,187,425,218,397,187,397,187,397,187,397,187,425,218,397,187,397.0,187.0,399.77340000000004,190.0706,397.0,187.0,415.9412,207.9706,1.070528967254408,1.0
11720259-57cb-46d7-8a7d-39e13d48b4e7,0,False,"[(122, 99), (92, 103), (83, 106)]",190,144,83,76,190,83,189,189,83,195,92,189,83,189,83,195,92,221,122,221,122,189,83,189,83,221,122,189,83,189.0283,83.0424,195.3364,92.3881,189.0,83.0,221.0,122.0,1.1693121693121693,1.0
11720259-57cb-46d7-8a7d-39e13d48b4e7,0,False,"[(99, 122), (103, 92), (106, 83)]",144,190,76,83,144,106,189,189,106,195,103,189,106,189,106,195,103,221,99,221,99,189,106,189,106,221,99,189,106,189.0283,105.9859,195.3364,102.9483,189.0,106.0,221.0,99.0,1.1693121693121693,1.0
4e0af42f-9d72-4c01-bb4a-7b666a95391f,0,False,"[(171, 160)]",256,210,162,128,256,174,325,331,171,331,171,331,171,331,171,331,171,331,171,331,171,331,171,331,171,331,171,331,171,331.0,171.0,331.0,171.0,331.0,171.0,331.0,171.0,1.0184615384615385,1.0184615384615385
4e0af42f-9d72-4c01-bb4a-7b666a95391f,0,False,"[(160, 171)]",210,256,128,162,210,151,325,331,160,331,160,331,160,331,160,331,160,331,160,331,160,331,160,331,160,331,160,331,160,331.0,160.0,331.0,160.0,331.0,160.0,331.0,160.0,1.0184615384615385,1.0184615384615385
6929cba9-da37-4e26-a63a-224fa8666905,22,False,"[(116, 105), (98, 121), (107, 118)]",210,222,75,97,210,101,213,219,98,221,116,219,98,219,98,221,116,225,107,225,107,219,98,219,98,225,107,219,98,219.00009999999997,98.0003,219.9194,106.275,219.0,98.0,219.647,103.8235,1.056338028169014,1.028169014084507
6929cba9-da37-4e26-a63a-224fa8666905,22,False,"[(105, 116), (121, 98), (118, 107)]",222,210,97,75,222,112,213,219,121,221,105,219,121,219,121,221,105,225,118,225,118,219,121,219,121,225,118,219,121,219.00009999999997,120.9998,219.9194,113.6444,219.0,121.0,219.647,115.8235,1.056338028169014,1.028169014084507
bd6994d8-ecd3-4297-8f37-f502f7e4184c,0,False,"[(152, 129)]",278,232,143,106,278,152,281,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281.0,152.0,281.0,152.0,281.0,152.0,281.0,152.0,1.0,1.0
bd6994d8-ecd3-4297-8f37-f502f7e4184c,0,False,"[(129, 152)]",232,278,106,143,232,129,281,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281.0,129.0,281.0,129.0,281.0,129.0,281.0,129.0,1.0,1.0
77c96778-e7a7-409c-8cd0-885a3f27b199,0,False,"[(120, 131), (129, 118), (137, 114)]",200,166,102,103,200,111,233,251,137,247,129,247,129,247,129,251,120,251,137,251,137,247,129,247,129,251,120,247,129,247.0,129.0,247.3926,128.11669999999998,247.0,129.0,251.0,137.0,1.0772532188841202,1.0600858369098713
77c96778-e7a7-409c-8cd0-885a3f27b199,0,False,"[(131, 120), (118, 129), (114, 137)]",166,200,103,102,166,122,233,251,114,247,118,247,118,247,118,251,131,251,114,251,114,247,118,247,118,251,131,247,118,247.0,118.0,247.3926,119.27590000000001,247.0,118.0,251.0,114.0,1.0772532188841202,1.0600858369098713
4aec9a4e-bb77-4677-a83a-c82ea79e18b9,0,True,"[(210, 508)]",210,508,138,300,210,210,718,718,210,718,210,718,210,718,210,718,210,718,210,718,210,718,210,718,210,718,210,718,210,718.0,210.0,718.0,210.0,718.0,210.0,718.0,210.0,1.0,1.0
4aec9a4e-bb77-4677-a83a-c82ea79e18b9,0,True,"[(508, 210)]",508,210,300,138,508,508,718,718,508,718,508,718,508,718,508,718,508,718,508,718,508,718,508,718,508,718,508,718,508,718.0,508.0,718.0,508.0,718.0,508.0,718.0,508.0,1.0,1.0
d6c303e6-372e-42f3-b8da-02f4001e82ac,1,False,"[(143, 120)]",222,210,114,111,222,134,257,263,143,263,143,263,143,263,143,263,143,263,143,263,143,263,143,263,143,263,143,263,143,263.0,143.0,263.0,143.0,263.0,143.0,263.0,143.0,1.0233463035019454,1.0233463035019454
d6c303e6-372e-42f3-b8da-02f4001e82ac,1,False,"[(120, 143)]",210,222,111,114,210,123,257,263,120,263,120,263,120,263,120,263,120,263,120,263,120,263,120,263,120,263,120,263,120,263.0,120.0,263.0,120.0,263.0,120.0,263.0,120.0,1.0233463035019454,1.0233463035019454
48c5ee5d-4e89-4e37-82fa-a2aa6518a0d0,0,False,"[(121, 132), (149, 126)]",232,266,110,114,232,121,253,253,121,253,121,253,121,253,121,253,121,253,121,253,121,253,121,253,121,275,149,253,121,253.0,121.0,256.195,125.0663,253.0,121.0,253.0,121.0,1.0869565217391304,1.0
48c5ee5d-4e89-4e37-82fa-a2aa6518a0d0,0,False,"[(132, 121), (126, 149)]",266,232,114,110,266,132,253,253,132,253,132,253,132,253,132,253,132,253,132,253,132,253,132,253,132,275,126,253,132,253.0,132.0,256.195,131.1287,253.0,132.0,253.0,132.0,1.0869565217391304,1.0
a2c68b60-4bb0-4884-a221-8b4acd6160b8,22,False,"[(513, 524), (525, 502)]",914,926,490,493,914,525,1027,1027,525,1037,513,1027,525,1027,525,1037,513,1037,513,1037,513,1027,525,1027,525,1037,513,1027,525,1027.0,525.0,1030.6578,520.6106,1027.0,525.0,1037.0,513.0,1.0097370983446934,1.0
a2c68b60-4bb0-4884-a221-8b4acd6160b8,22,False,"[(524, 513), (502, 525)]",926,914,493,490,926,502,1027,1027,502,1037,524,1027,502,1027,502,1037,524,1037,524,1037,524,1027,502,1027,502,1037,524,1027,502,1027.0,502.0,1030.6578,510.0472,1027.0,502.0,1037.0,524.0,1.0097370983446934,1.0
3ff561cb-8a36-4fdb-b181-ef86aa62d890,0,False,"[(146, 123)]",200,166,137,103,200,146,269,269,146,269,146,269,146,269,146,269,146,269,146,269,146,269,146,269,146,269,146,269,146,269.0,146.0,269.0,146.0,269.0,146.0,269.0,146.0,1.0,1.0
3ff561cb-8a36-4fdb-b181-ef86aa62d890,0,False,"[(123, 146)]",166,200,103,137,166,123,269,269,123,269,123,269,123,269,123,269,123,269,123,269,123,269,123,269,123,269,123,269,123,269.0,123.0,269.0,123.0,269.0,123.0,269.0,123.0,1.0,1.0
a657b90d-a9a4-4fe5-8089-3afa90b999ce,11,False,"[(143, 154), (173, 150)]",276,276,132,136,276,143,297,297,143,297,143,297,143,297,143,297,143,297,143,297,143,297,143,297,143,323,173,297,143,297.0,143.0,300.2078,146.7013,297.0,143.0,305.41179999999997,152.70589999999999,1.0875420875420876,1.0
a657b90d-a9a4-4fe5-8089-3afa90b999ce,11,False,"[(154, 143), (150, 173)]",276,276,136,132,276,154,297,297,154,297,154,297,154,297,154,297,154,297,154,297,154,297,154,297,154,323,150,297,154,297.0,154.0,300.2078,153.50650000000002,297.0,154.0,305.41179999999997,152.70589999999999,1.0875420875420876,1.0
c44e0642-08fd-4e75-9305-3852afff004a,0,False,"[(297, 274)]",486,452,279,263,486,288,565,571,297,571,297,571,297,571,297,571,297,571,297,571,297,571,297,571,297,571,297,571,297,571.0,297.0,571.0,297.0,571.0,297.0,571.0,297.0,1.0106194690265486,1.0106194690265486
c44e0642-08fd-4e75-9305-3852afff004a,0,False,"[(274, 297)]",452,486,263,279,452,277,565,571,274,571,274,571,274,571,274,571,274,571,274,571,274,571,274,571,274,571,274,571,274,571.0,274.0,571.0,274.0,571.0,274.0,571.0,274.0,1.0106194690265486,1.0106194690265486
611b53a4-6cfa-4e0a-908a-fe831333eb6b,23,False,"[(152, 129)]",200,210,115,120,200,152,281,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281.0,152.0,281.0,152.0,281.0,152.0,281.0,152.0,1.0,1.0
611b53a4-6cfa-4e0a-908a-fe831333eb6b,23,False,"[(129, 152)]",210,200,120,115,210,129,281,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281.0,129.0,281.0,129.0,281.0,129.0,281.0,129.0,1.0,1.0
9bec0d51-b980-495d-9d5e-a6459c2beb16,1,False,"[(273, 250)]",442,430,253,241,442,273,523,523,273,523,273,523,273,523,273,523,273,523,273,523,273,523,273,523,273,523,273,523,273,523.0,273.0,523.0,273.0,523.0,273.0,523.0,273.0,1.0,1.0
9bec0d51-b980-495d-9d5e-a6459c2beb16,1,False,"[(250, 273)]",430,442,241,253,430,250,523,523,250,523,250,523,250,523,250,523,250,523,250,523,250,523,250,523,250,523,250,523,250,523.0,250.0,523.0,250.0,523.0,250.0,523.0,250.0,1.0,1.0
6a19c1fe-0cc2-4013-bc12-728fc1240192,22,False,"[(124, 101)]",200,200,92,101,200,115,219,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225.0,124.0,225.0,124.0,225.0,124.0,225.0,124.0,1.0273972602739727,1.0273972602739727
6a19c1fe-0cc2-4013-bc12-728fc1240192,22,False,"[(101, 124)]",200,200,101,92,200,104,219,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225.0,101.0,225.0,101.0,225.0,101.0,225.0,101.0,1.0273972602739727,1.0273972602739727
131bc3df-aa1f-4c6c-8393-54de35c0ae1f,1,False,"[(122, 111)]",200,188,111,102,200,122,233,233,122,233,122,233,122,233,122,233,122,233,122,233,122,233,122,233,122,233,122,233,122,233.0,122.0,233.0,122.0,233.0,122.0,233.0,122.0,1.0,1.0
131bc3df-aa1f-4c6c-8393-54de35c0ae1f,1,False,"[(111, 122)]",188,200,102,111,188,111,233,233,111,233,111,233,111,233,111,233,111,233,111,233,111,233,111,233,111,233,111,233,111,233.0,111.0,233.0,111.0,233.0,111.0,233.0,111.0,1.0,1.0
57041480-e05b-484a-8922-f1c1c740f467,22,False,"[(110, 133)]",200,200,110,101,200,113,237,243,110,243,110,243,110,243,110,243,110,243,110,243,110,243,110,243,110,243,110,243,110,243.0,110.0,243.0,110.0,243.0,110.0,243.0,110.0,1.0253164556962024,1.0253164556962024
57041480-e05b-484a-8922-f1c1c740f467,22,False,"[(133, 110)]",200,200,101,110,200,124,237,243,133,243,133,243,133,243,133,243,133,243,133,243,133,243,133,243,133,243,133,243,133,243.0,133.0,243.0,133.0,243.0,133.0,243.0,133.0,1.0253164556962024,1.0253164556962024
846b6e82-8fa1-4b04-b057-7bb007afa455,11,False,"[(129, 152)]",232,232,118,126,232,129,281,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281,129,281.0,129.0,281.0,129.0,281.0,129.0,281.0,129.0,1.0,1.0
846b6e82-8fa1-4b04-b057-7bb007afa455,11,False,"[(152, 129)]",232,232,126,118,232,152,281,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281,152,281.0,152.0,281.0,152.0,281.0,152.0,281.0,152.0,1.0,1.0
aba8201c-973e-4117-b365-5bc5fec2e625,11,False,"[(120, 109), (111, 122)]",210,210,88,109,210,102,215,229,120,229,120,229,120,229,120,229,120,229,120,229,120,229,120,229,120,233,111,229,120,229.0,120.0,230.65570000000002,116.2746,229.0,120.0,231.0,115.5,1.083720930232558,1.0651162790697675
aba8201c-973e-4117-b365-5bc5fec2e625,11,False,"[(109, 120), (122, 111)]",210,210,109,88,210,113,215,229,109,229,109,229,109,229,109,229,109,229,109,229,109,229,109,229,109,233,122,229,109,229.0,109.0,230.65570000000002,114.3811,229.0,109.0,231.0,115.5,1.083720930232558,1.0651162790697675
