eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,PoA,PoS
1ef209f8-dc5e-4568-a529-489bc06090c2,22,False,"[(118, 107), (122, 99), (106, 117)]",332,320,92,76,332,113,215,221,122,223,106,221,122,221,122,225,118,225,118,225,118,221,122,221,122,225,118,221,122,221.0,122.0,221.647,116.8235,221.92999999999995,114.55969999999999,221.0,122.0,1.0465116279069768,1.027906976744186
1ef209f8-dc5e-4568-a529-489bc06090c2,22,False,"[(107, 118), (99, 122), (117, 106)]",320,332,76,92,320,102,215,221,99,223,117,221,99,221,99,225,107,225,107,225,107,221,99,221,99,225,107,221,99,221.0,99.0,221.647,104.8235,221.92999999999995,107.37029999999999,221.0,99.0,1.0465116279069768,1.027906976744186
cf860e9c-e9ac-4509-840b-681d9c663443,23,True,"[(94, 105), (119, 96)]",342,320,83,87,342,94,199,199,94,199,94,199,94,199,94,199,94,215,119,199,94,199,94,199,94,215,119,199,94,199.0,94.0,214.5294,118.2647,203.55970000000002,101.12459999999999,199.0,94.0,1.0804020100502512,1.0
cf860e9c-e9ac-4509-840b-681d9c663443,23,True,"[(105, 94), (96, 119)]",320,342,87,83,320,105,199,199,105,199,105,199,105,199,105,199,105,215,96,199,105,199,105,199,105,215,96,199,105,199.0,105.0,214.5294,96.2647,203.55970000000002,102.4351,199.0,105.0,1.0804020100502512,1.0
d7cbfca4-5925-46ac-917d-a0b236d9203f,11,False,"[(118, 129), (151, 128)]",408,408,109,111,408,118,247,247,118,247,118,247,118,247,118,247,118,247,118,247,118,247,118,247,118,279,151,247,118,247.0,118.0,257.35299999999995,128.67649999999998,247.97379999999998,119.00420000000003,247.0,118.0,1.1295546558704452,1.0
d7cbfca4-5925-46ac-917d-a0b236d9203f,11,False,"[(129, 118), (128, 151)]",408,408,111,109,408,129,247,247,129,247,129,247,129,247,129,247,129,247,129,247,129,247,129,247,129,279,128,247,129,247.0,129.0,257.35299999999995,128.67649999999998,247.97379999999998,128.9696,247.0,129.0,1.1295546558704452,1.0
dd56cfcd-e5d6-482c-a2fb-38f7e35724ee,22,False,"[(204, 181)]",420,420,167,172,420,204,385,385,204,385,204,385,204,385,204,385,204,385,204,385,204,385,204,385,204,385,204,385,204,385.0,204.0,385.0,204.0,385.0,204.0,385.0,204.0,1.0,1.0
dd56cfcd-e5d6-482c-a2fb-38f7e35724ee,22,False,"[(181, 204)]",420,420,172,167,420,181,385,385,181,385,181,385,181,385,181,385,181,385,181,385,181,385,181,385,181,385,181,385,181,385.0,181.0,385.0,181.0,385.0,181.0,385.0,181.0,1.0,1.0
7b1c8459-9f29-4f85-b3a5-aa526fe91918,23,False,"[(182, 205)]",508,420,146,125,508,185,381,387,182,387,182,387,182,387,182,387,182,387,182,387,182,387,182,387,182,387,182,387,182,387.0,182.0,387.0,182.0,387.0,182.0,387.0,182.0,1.015748031496063,1.015748031496063
7b1c8459-9f29-4f85-b3a5-aa526fe91918,23,False,"[(205, 182)]",420,508,125,146,420,196,381,387,205,387,205,387,205,387,205,387,205,387,205,387,205,387,205,387,205,387,205,387,205,387.0,205.0,387.0,205.0,387.0,205.0,387.0,205.0,1.015748031496063,1.015748031496063
78b571b3-c094-4f42-87ec-c86ef6f1f29d,0,False,"[(86, 109), (112, 101), (119, 96)]",342,388,72,87,342,89,189,195,86,195,86,195,86,195,86,213,112,195,86,195,86,195,86,195,86,215,119,195,86,195.0,86.0,195.0,86.0,200.13429999999994,94.47149999999999,195.0,86.0,1.1375661375661377,1.0317460317460319
78b571b3-c094-4f42-87ec-c86ef6f1f29d,0,False,"[(109, 86), (101, 112), (96, 119)]",388,342,87,72,388,100,189,195,109,195,109,195,109,195,109,213,101,195,109,195,109,195,109,195,109,215,96,195,109,195.0,109.0,195.0,109.0,200.13429999999994,105.6628,195.0,109.0,1.1375661375661377,1.0317460317460319
20ebffba-ded7-4a6d-8cc3-f4723eb8226a,22,False,"[(126, 103), (97, 120), (101, 112)]",376,376,97,89,376,100,211,217,97,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213,101,229,126,213,101,213.0,101.0,218.17639999999994,109.08819999999997,215.43190000000004,104.7998,213.0,101.0,1.085308056872038,1.009478672985782
20ebffba-ded7-4a6d-8cc3-f4723eb8226a,22,False,"[(103, 126), (120, 97), (112, 101)]",376,376,89,97,376,111,211,217,120,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213,112,229,103,213,112,213.0,112.0,218.17639999999994,109.08819999999997,215.43190000000004,110.63209999999998,213.0,112.0,1.085308056872038,1.009478672985782
d69bc236-446e-4133-b53a-368982fa2370,23,False,"[(532, 543), (550, 539)]",980,738,315,214,980,532,1075,1075,532,1075,532,1075,532,1075,532,1075,532,1089,550,1089,550,1075,532,1075,532,1089,550,1075,532,1075.0,532.0,1089.0,550.0,1079.6684,538.0022,1075.0,532.0,1.0130232558139536,1.0
d69bc236-446e-4133-b53a-368982fa2370,23,False,"[(543, 532), (539, 550)]",738,980,214,315,738,543,1075,1075,543,1075,543,1075,543,1075,543,1075,543,1089,539,1089,539,1075,543,1075,543,1089,539,1075,543,1075.0,543.0,1089.0,539.0,1079.6684,541.6662,1075.0,543.0,1.0130232558139536,1.0
f3a269d9-9164-48db-aa86-616bdfd9b2df,22,False,"[(527, 538)]",1960,1960,510,509,1960,527,1065,1065,527,1065,527,1065,527,1065,527,1065,527,1065,527,1065,527,1065,527,1065,527,1065,527,1065,527,1065.0,527.0,1065.0,527.0,1065.0,527.0,1065.0,527.0,1.0,1.0
f3a269d9-9164-48db-aa86-616bdfd9b2df,22,False,"[(538, 527)]",1960,1960,509,510,1960,538,1065,1065,538,1065,538,1065,538,1065,538,1065,538,1065,538,1065,538,1065,538,1065,538,1065,538,1065,538,1065.0,538.0,1065.0,538.0,1065.0,538.0,1065.0,538.0,1.0,1.0
6386f4da-939d-469a-bd40-4c7dd58f1d2f,1,False,"[(361, 350), (369, 346)]",1146,1134,338,337,1146,360,709,715,369,711,361,711,361,711,361,711,361,711,361,711,361,711,361,711,361,715,369,711,361,711.0,361.0,711.3334,361.6667,712.3299999999999,363.6599,711.0,361.0,1.008462623413258,1.002820874471086
6386f4da-939d-469a-bd40-4c7dd58f1d2f,1,False,"[(350, 361), (346, 369)]",1134,1146,337,338,1134,349,709,715,346,711,350,711,350,711,350,711,350,711,350,711,350,711,350,711,350,715,346,711,350,711.0,350.0,711.3334,349.6667,712.3299999999999,348.67010000000005,711.0,350.0,1.008462623413258,1.002820874471086
e50c6fb9-34db-4ab6-bebc-1f5c2024d1f1,23,False,"[(143, 154)]",386,364,134,121,386,143,297,297,143,297,143,297,143,297,143,297,143,297,143,297,143,297,143,297,143,297,143,297,143,297.0,143.0,297.0,143.0,297.0,143.0,297.0,143.0,1.0,1.0
e50c6fb9-34db-4ab6-bebc-1f5c2024d1f1,23,False,"[(154, 143)]",364,386,121,134,364,154,297,297,154,297,154,297,154,297,154,297,154,297,154,297,154,297,154,297,154,297,154,297,154,297.0,154.0,297.0,154.0,297.0,154.0,297.0,154.0,1.0,1.0
2b4dd240-19ed-4d1a-8e82-e7f2c1f2be61,1,False,"[(462, 495)]",1332,1388,448,468,1332,462,957,957,462,957,462,957,462,957,462,957,462,957,462,957,462,957,462,957,462,957,462,957,462,957.0,462.0,957.0,462.0,957.0,462.0,957.0,462.0,1.0,1.0
2b4dd240-19ed-4d1a-8e82-e7f2c1f2be61,1,False,"[(495, 462)]",1388,1332,468,448,1388,495,957,957,495,957,495,957,495,957,495,957,495,957,495,957,495,957,495,957,495,957,495,957,495,957.0,495.0,957.0,495.0,957.0,495.0,957.0,495.0,1.0,1.0
64b9452a-3309-40fa-be7a-89081f625990,1,False,"[(139, 116), (110, 121)]",364,398,96,107,364,110,231,231,110,231,110,231,110,231,110,231,110,231,110,231,110,231,110,231,110,255,139,231,110,231.0,110.0,231.0,110.0,234.22609999999997,113.8982,231.0,110.0,1.103896103896104,1.0
64b9452a-3309-40fa-be7a-89081f625990,1,False,"[(116, 139), (121, 110)]",398,364,107,96,398,121,231,231,121,231,121,231,121,231,121,231,121,231,121,231,121,231,121,231,121,255,116,231,121,231.0,121.0,231.0,121.0,234.22609999999997,120.3279,231.0,121.0,1.103896103896104,1.0
fee083b9-aa78-45c2-9660-7c56fc6adcff,0,False,"[(309, 286)]",960,914,289,269,960,309,595,595,309,595,309,595,309,595,309,595,309,595,309,595,309,595,309,595,309,595,309,595,309,595.0,309.0,595.0,309.0,595.0,309.0,595.0,309.0,1.0,1.0
fee083b9-aa78-45c2-9660-7c56fc6adcff,0,False,"[(286, 309)]",914,960,269,289,914,286,595,595,286,595,286,595,286,595,286,595,286,595,286,595,286,595,286,595,286,595,286,595,286,595.0,286.0,595.0,286.0,595.0,286.0,595.0,286.0,1.0,1.0
8a0a927b-e93b-41b4-af0f-19ed08c5c09b,23,False,"[(117, 94), (105, 116)]",332,342,90,76,332,117,211,211,117,221,105,211,117,211,117,221,105,221,105,221,105,211,117,211,117,221,105,211,117,211.0,117.0,220.7058,105.3529,214.73400000000004,112.51920000000001,211.0,117.0,1.04739336492891,1.0
8a0a927b-e93b-41b4-af0f-19ed08c5c09b,23,False,"[(94, 117), (116, 105)]",342,332,76,90,342,94,211,211,94,221,116,211,94,211,94,221,116,221,116,221,116,211,94,211,94,221,116,211,94,211.0,94.0,220.7058,115.3529,214.73400000000004,102.2148,211.0,94.0,1.04739336492891,1.0
d8f6e006-3c13-4d44-a38b-2c946857c6a3,0,False,"[(248, 403)]",562,740,237,273,562,251,645,651,248,651,248,651,248,651,248,651,248,651,248,651,248,651,248,651,248,651,248,651,248,651.0,248.0,651.0,248.0,651.0,248.0,651.0,248.0,1.0093023255813953,1.0093023255813953
d8f6e006-3c13-4d44-a38b-2c946857c6a3,0,False,"[(403, 248)]",740,562,273,237,740,394,645,651,403,651,403,651,403,651,403,651,403,651,403,651,403,651,403,651,403,651,403,651,403,651.0,403.0,651.0,403.0,651.0,403.0,651.0,403.0,1.0093023255813953,1.0093023255813953
97e87e84-ec4f-421d-9ea1-4108c7a610eb,331,True,"[(672, 320)]",672,320,217,98,672,672,992,992,672,992,672,992,672,992,672,992,672,992,672,992,672,992,672,992,672,992,672,992,672,992.0,672.0,992.0,672.0,992.0,672.0,992.0,672.0,1.0,1.0
97e87e84-ec4f-421d-9ea1-4108c7a610eb,331,True,"[(320, 672)]",320,672,98,217,320,320,992,992,320,992,320,992,320,992,320,992,320,992,320,992,320,992,320,992,320,992,320,992,320,992.0,320.0,992.0,320.0,992.0,320.0,992.0,320.0,1.0,1.0
e7bdb9d1-b4a5-4f20-bc50-0aa0d23c8929,22,False,"[(95, 84), (82, 93)]",332,320,71,75,332,82,175,175,82,175,82,175,82,175,82,179,95,179,95,179,95,175,82,175,82,179,95,175,82,175.0,82.0,179.0,95.0,176.69240000000002,87.5002,175.0,82.0,1.022857142857143,1.0
e7bdb9d1-b4a5-4f20-bc50-0aa0d23c8929,22,False,"[(84, 95), (93, 82)]",320,332,75,71,320,93,175,175,93,175,93,175,93,175,93,179,84,179,84,179,84,175,93,175,93,179,84,175,93,175.0,93.0,179.0,84.0,176.69240000000002,89.19220000000001,175.0,93.0,1.022857142857143,1.0
e2643226-b734-4ddc-81a1-dc844f05f9a4,0,False,"[(100, 111), (105, 94), (113, 90)]",322,276,86,76,322,104,197,203,113,199,105,199,105,199,105,211,100,203,113,199,105,199,105,199,105,211,100,199,105,199.0,105.0,203.0,113.0,199.10720000000003,104.9554,199.0,105.0,1.0710659898477157,1.0101522842639594
