eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,PoA,PoS
5a781178-da70-4a2b-821a-3f252c44244e,11,False,"[(100, 77), (98, 87), (83, 106), (89, 100)]",332,298,72,63,332,91,171,177,100,185,98,177,100,177,100,185,98,177,100,185,98,177,100,177,100,189,83,177,100,177.0,100.0,177.0,100.0,181.10680000000002,94.18209999999999,177.0,100.0,1.105263157894737,1.0350877192982457
5a781178-da70-4a2b-821a-3f252c44244e,11,False,"[(77, 100), (87, 98), (106, 83), (100, 89)]",298,332,63,72,298,80,171,177,77,185,87,177,77,177,77,185,87,177,77,185,87,177,77,177,77,189,106,177,77,177.0,77.0,177.0,77.0,181.10680000000002,86.9247,177.0,77.0,1.105263157894737,1.0350877192982457
023d859a-4ca8-4b1d-898b-f42384a41180,22,False,"[(120, 97), (92, 115), (93, 104)]",332,332,92,83,332,93,197,207,92,197,93,197,93,197,93,197,93,197,93,197,93,197,93,197,93,217,120,197,93,197.0,93.0,197.0,93.0,200.60130000000004,97.86170000000001,203.4706,101.7353,1.101522842639594,1.0
023d859a-4ca8-4b1d-898b-f42384a41180,22,False,"[(97, 120), (115, 92), (104, 93)]",332,332,83,92,332,104,197,207,115,197,104,197,104,197,104,197,104,197,104,197,104,197,104,197,104,217,97,197,104,197.0,104.0,197.0,104.0,200.60130000000004,102.7396,203.4706,101.7353,1.101522842639594,1.0
bace43d8-7898-4554-a660-77c45b17ae21,22,False,"[(175, 142), (149, 160)]",420,364,144,119,420,166,299,317,175,309,149,309,149,309,149,309,149,317,175,317,175,309,149,309,149,317,175,309,149,309.0,149.0,309.0046,149.0147,312.66420000000005,160.9087,317.0,175.0,1.060200668896321,1.0334448160535117
bace43d8-7898-4554-a660-77c45b17ae21,22,False,"[(142, 175), (160, 149)]",364,420,119,144,364,133,299,317,142,309,160,309,160,309,160,309,160,317,142,317,142,309,160,309,160,317,142,309,160,309.0,160.0,309.0046,159.9899,312.66420000000005,151.7555,317.0,142.0,1.060200668896321,1.0334448160535117
c6dae442-76a4-451f-b4b0-6a48f7e67334,22,False,"[(125, 102), (99, 110)]",332,332,83,83,332,106,201,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,227,125,209,99,209.0,99.0,209.0,99.0,213.2774,105.17850000000001,214.8236,107.4118,1.1293532338308458,1.0398009950248757
c6dae442-76a4-451f-b4b0-6a48f7e67334,22,False,"[(102, 125), (110, 99)]",332,332,83,83,332,95,201,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,227,102,209,110,209.0,110.0,209.0,110.0,213.2774,108.09889999999999,214.8236,107.4118,1.1293532338308458,1.0398009950248757
c7777b64-3170-4fbf-8c2a-49455b834c05,22,False,"[(246, 223)]",706,706,223,214,706,237,463,469,246,469,246,469,246,469,246,469,246,469,246,469,246,469,246,469,246,469,246,469,246,469.0,246.0,469.0,246.0,469.0,246.0,469.0,246.0,1.0129589632829374,1.0129589632829374
c7777b64-3170-4fbf-8c2a-49455b834c05,22,False,"[(223, 246)]",706,706,214,223,706,226,463,469,223,469,223,469,223,469,223,469,223,469,223,469,223,469,223,469,223,469,223,469,223,469.0,223.0,469.0,223.0,469.0,223.0,469.0,223.0,1.0129589632829374,1.0129589632829374
d4440fc5-a009-4975-8ff0-df37db83a07f,22,False,"[(86, 109), (99, 76)]",332,332,70,67,332,90,169,175,99,175,99,175,99,175,99,195,86,175,99,175,99,175,99,175,99,195,86,175,99,175.0,99.0,175.0,99.0,180.8152,95.2202,185.0,92.5,1.1538461538461537,1.0355029585798816
d4440fc5-a009-4975-8ff0-df37db83a07f,22,False,"[(109, 86), (76, 99)]",332,332,67,70,332,79,169,175,76,175,76,175,76,175,76,195,109,175,76,175,76,175,76,175,76,195,109,175,76,175.0,76.0,175.0,76.0,180.8152,85.595,185.0,92.5,1.1538461538461537,1.0355029585798816
db38cb76-f36c-4e1e-9823-821dbbab0d5c,22,False,"[(117, 128), (135, 124)]",332,332,108,105,332,117,245,245,117,245,117,245,117,245,117,245,117,245,117,245,117,245,117,245,117,259,135,245,117,245.0,117.0,245.0,117.0,247.61509999999998,120.3623,252.0,126.0,1.0571428571428572,1.0
db38cb76-f36c-4e1e-9823-821dbbab0d5c,22,False,"[(128, 117), (124, 135)]",332,332,105,108,332,128,245,245,128,245,128,245,128,245,128,245,128,245,128,245,128,245,128,245,128,259,124,245,128,245.0,128.0,245.0,128.0,247.61509999999998,127.25280000000001,252.0,126.0,1.0571428571428572,1.0
7697f14d-456e-4ac4-bce9-77122b9f592b,0,False,"[(258, 281)]",716,750,247,258,716,261,533,539,258,539,258,539,258,539,258,539,258,539,258,539,258,539,258,539,258,539,258,539,258,539.0,258.0,539.0,258.0,539.0,258.0,539.0,258.0,1.0112570356472796,1.0112570356472796
7697f14d-456e-4ac4-bce9-77122b9f592b,0,False,"[(281, 258)]",750,716,258,247,750,272,533,539,281,539,281,539,281,539,281,539,281,539,281,539,281,539,281,539,281,539,281,539,281,539.0,281.0,539.0,281.0,539.0,281.0,539.0,281.0,1.0112570356472796,1.0112570356472796
c1e0464e-f1e9-47f4-b48b-cf6ef03afa65,66,False,"[(311, 278), (403, 260), (411, 256)]",662,540,234,171,662,311,589,667,411,589,311,589,311,589,311,589,311,589,311,589,311,589,311,589,311,667,411,589,311,589.0,311.0,589.0,311.0,605.6745,332.3776,645.9016,383.9508,1.132427843803056,1.0
c1e0464e-f1e9-47f4-b48b-cf6ef03afa65,66,False,"[(278, 311), (260, 403), (256, 411)]",540,662,171,234,540,278,589,667,256,589,278,589,278,589,278,589,278,589,278,589,278,589,278,589,278,667,256,589,278,589.0,278.0,589.0,278.0,605.6745,273.2969,645.9016,261.9508,1.132427843803056,1.0
2ac97e12-1360-4940-8c4f-54a5d4ff9cb9,22,False,"[(365, 332), (369, 314)]",1024,958,306,272,1024,369,683,683,369,697,365,683,369,683,369,697,365,683,369,697,365,683,369,683,369,697,365,683,369,683.0,369.0,683.0,369.0,685.4978000000001,368.2863,683.0,369.0,1.020497803806735,1.0
2ac97e12-1360-4940-8c4f-54a5d4ff9cb9,22,False,"[(332, 365), (314, 369)]",958,1024,272,306,958,314,683,683,314,697,332,683,314,683,314,697,332,683,314,697,332,683,314,683,314,697,332,683,314,683.0,314.0,683.0,314.0,685.4978000000001,317.2115,683.0,314.0,1.020497803806735,1.0
e38fbc8a-0cdd-4648-a559-057f3f7e7573,11,False,"[(80, 91)]",342,342,71,71,342,80,171,171,80,171,80,171,80,171,80,171,80,171,80,171,80,171,80,171,80,171,80,171,80,171.0,80.0,171.0,80.0,171.0,80.0,171.0,80.0,1.0,1.0
e38fbc8a-0cdd-4648-a559-057f3f7e7573,11,False,"[(91, 80)]",342,342,71,71,342,91,171,171,91,171,91,171,91,171,91,171,91,171,91,171,91,171,91,171,91,171,91,171,91,171.0,91.0,171.0,91.0,171.0,91.0,171.0,91.0,1.0,1.0
