eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,PoA,PoS
a6e8ed42-e459-41cc-ae53-39723ef2aab6,22,False,"[(100, 77), (92, 81)]",254,266,62,66,254,91,171,177,100,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,177,100,173,92,173.0,92.0,174.20000000000005,94.4,173.0,92.0,173.0,92.0,1.0350877192982457,1.0116959064327486
a0d4b3c7-244f-48e3-bc92-ebadcd983922,22,False,"[(198, 143), (167, 156), (163, 174), (124, 179)]",320,332,106,114,320,118,291,303,124,323,167,303,124,303,124,323,167,337,163,323,167,303,124,303,124,341,198,303,124,316.0304,152.0152,314.169,148.0133,303.0,124.0,303.0,124.0,1.1718213058419245,1.041237113402062
a0d4b3c7-244f-48e3-bc92-ebadcd983922,22,False,"[(143, 198), (156, 167), (174, 163), (179, 124)]",332,320,114,106,332,173,291,303,179,323,156,303,179,303,179,323,156,337,174,323,156,303,179,303,179,341,143,303,179,316.0304,164.0152,314.169,166.1557,303.0,179.0,303.0,179.0,1.1718213058419245,1.041237113402062
2f582ed9-d04e-42a8-ab66-7608ff87fbc3,22,False,"[(202, 179)]",486,486,170,170,486,193,375,381,202,381,202,381,202,381,202,381,202,381,202,381,202,381,202,381,202,381,202,381,202,381.0,202.0,381.0,202.0,381.0,202.0,381.0,202.0,1.016,1.016
2f582ed9-d04e-42a8-ab66-7608ff87fbc3,22,False,"[(179, 202)]",486,486,170,170,486,182,375,381,179,381,179,381,179,381,179,381,179,381,179,381,179,381,179,381,179,381,179,381,179,381.0,179.0,381.0,179.0,381.0,179.0,381.0,179.0,1.016,1.016
a46057a2-2552-4193-a50f-355b31ffd824,23,False,"[(104, 127), (135, 112)]",342,376,90,103,342,107,225,231,104,231,104,231,104,231,104,231,104,231,104,231,104,231,104,231,104,247,135,231,104,231.0,104.0,235.8596,113.41550000000001,231.0,104.0,231.0,104.0,1.0977777777777777,1.0266666666666666
a46057a2-2552-4193-a50f-355b31ffd824,23,False,"[(127, 104), (112, 135)]",376,342,103,90,376,118,225,231,127,231,127,231,127,231,127,231,127,231,127,231,127,231,127,231,127,247,112,231,127,231.0,127.0,235.8596,122.44409999999999,231.0,127.0,231.0,127.0,1.0977777777777777,1.0266666666666666
ae70c1f7-638f-4f26-a154-eae93b15b29a,0,False,"[(309, 320), (305, 328)]",848,894,291,301,848,308,627,633,305,629,309,629,309,629,309,629,309,633,305,629,309,629,309,629,309,633,305,629,309,633.0,305.0,630.3832,307.6169,629.0,309.0,629.0,309.0,1.0095693779904307,1.003189792663477
ae70c1f7-638f-4f26-a154-eae93b15b29a,0,False,"[(320, 309), (328, 305)]",894,848,301,291,894,319,627,633,328,629,320,629,320,629,320,629,320,633,328,629,320,629,320,629,320,633,328,629,320,633.0,328.0,630.3832,322.7663,629.0,320.0,629.0,320.0,1.0095693779904307,1.003189792663477
b362fa0f-daea-46d6-a08e-0dc46cb01e80,22,False,"[(87, 98), (91, 80), (92, 69)]",266,254,65,55,266,83,155,161,92,171,91,161,92,161,92,185,87,171,91,171,91,161,92,161,92,185,87,161,92,168.76479999999998,90.38239999999999,164.6298,91.2438,161.00009999999997,92.0,161.0,92.0,1.1935483870967742,1.038709677419355
b362fa0f-daea-46d6-a08e-0dc46cb01e80,22,False,"[(98, 87), (80, 91), (69, 92)]",254,266,55,65,254,72,155,161,69,171,80,161,69,161,69,185,98,171,80,171,80,161,69,161,69,185,98,161,69,168.76479999999998,78.38239999999999,164.6298,73.386,161.00009999999997,69.0001,161.0,69.0,1.1935483870967742,1.038709677419355
949b8fab-20e2-4c6e-a592-d1eb9c1b5c57,22,False,"[(59, 82), (85, 74)]",266,266,50,50,266,62,135,141,59,141,59,141,59,141,59,159,85,141,59,141,59,141,59,141,59,159,85,141,59,153.1764,76.5882,145.4837,65.47649999999999,141.0,59.0,141.0,59.0,1.1777777777777778,1.0444444444444445
949b8fab-20e2-4c6e-a592-d1eb9c1b5c57,22,False,"[(82, 59), (74, 85)]",266,266,50,50,266,73,135,141,82,141,82,141,82,141,82,159,74,141,82,141,82,141,82,141,82,159,74,141,82,153.1764,76.5882,145.4837,80.00720000000001,141.0,82.0,141.0,82.0,1.1777777777777778,1.0444444444444445
08e8c1a2-fbe3-4673-af41-a34349b545d2,1,False,"[(99, 110), (112, 101)]",320,354,85,92,320,99,209,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,209,99,213,112,209,99,209.0,99.0,210.50739999999996,103.899,209.0,99.0,209.0,99.0,1.0191387559808613,1.0
08e8c1a2-fbe3-4673-af41-a34349b545d2,1,False,"[(110, 99), (101, 112)]",354,320,92,85,354,110,209,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,209,110,213,101,209,110,209.0,110.0,210.50739999999996,106.60839999999999,209.0,110.0,209.0,110.0,1.0191387559808613,1.0
6ec36d2a-3607-43ee-943e-bad7dc8476f3,1,False,"[(113, 90)]",288,276,81,81,288,104,197,203,113,203,113,203,113,203,113,203,113,203,113,203,113,203,113,203,113,203,113,203,113,203.0,113.0,203.0,113.0,203.0,113.0,203.0,113.0,1.0304568527918783,1.0304568527918783
6ec36d2a-3607-43ee-943e-bad7dc8476f3,1,False,"[(90, 113)]",276,288,81,81,276,93,197,203,90,203,90,203,90,203,90,203,90,203,90,203,90,203,90,203,90,203,90,203,90,203.0,90.0,203.0,90.0,203.0,90.0,203.0,90.0,1.0304568527918783,1.0304568527918783
3d691e6c-3e5e-44ca-b568-b6e0052b8cbf,22,False,"[(85, 74), (76, 87)]",276,288,59,63,276,85,159,159,85,159,85,159,85,159,85,159,85,163,76,163,76,159,85,159,85,163,76,159,85,163.0,76.0,160.70209999999997,81.17009999999999,159.0,85.0,159.0,85.0,1.0251572327044025,1.0
3d691e6c-3e5e-44ca-b568-b6e0052b8cbf,22,False,"[(74, 85), (87, 76)]",288,276,63,59,288,74,159,159,74,159,74,159,74,159,74,159,74,163,87,163,87,159,74,159,74,163,87,159,74,163.0,87.0,160.70209999999997,79.53200000000001,159.0,74.0,159.0,74.0,1.0251572327044025,1.0
645f1f0a-3c0b-43ea-8eea-bf2826a83c89,0,False,"[(92, 115), (98, 75)]",266,232,72,64,266,98,173,173,98,173,98,173,98,173,98,207,92,173,98,173,98,173,98,173,98,207,92,173,98,173.0,98.0,177.05309999999997,97.28469999999999,173.0,98.0,173.0,98.0,1.1965317919075145,1.0
645f1f0a-3c0b-43ea-8eea-bf2826a83c89,0,False,"[(115, 92), (75, 98)]",232,266,64,72,232,75,173,173,75,173,75,173,75,173,75,207,115,173,75,173,75,173,75,173,75,207,115,173,75,173.0,75.0,177.05309999999997,79.76840000000001,173.0,75.0,173.0,75.0,1.1965317919075145,1.0
f3fa1ccc-9b30-44dd-9666-6544320d820d,22,False,"[(138, 115), (109, 120)]",398,386,100,97,398,109,229,229,109,229,109,229,109,229,109,229,109,229,109,229,109,229,109,229,109,253,138,229,109,245.23519999999996,128.61759999999998,232.72749999999996,113.50400000000002,229.0,109.0,229.0,109.0,1.1048034934497817,1.0
f3fa1ccc-9b30-44dd-9666-6544320d820d,22,False,"[(115, 138), (120, 109)]",386,398,97,100,386,120,229,229,120,229,120,229,120,229,120,229,120,229,120,229,120,229,120,229,120,253,115,229,120,245.23519999999996,116.61759999999998,232.72749999999996,119.2235,229.0,120.0,229.0,120.0,1.1048034934497817,1.0
ee6e421b-95c2-44fa-8c95-f99df367e528,23,True,"[(103, 92), (86, 109)]",276,276,72,71,276,89,189,195,86,195,103,195,103,195,103,195,103,195,103,195,103,195,103,195,103,195,86,195,103,195.0,97.5,195.0,94.63640000000001,195.0,97.5,195.0,86.0,1.0317460317460319,1.0317460317460319
ee6e421b-95c2-44fa-8c95-f99df367e528,23,True,"[(92, 103), (109, 86)]",276,276,71,72,276,100,189,195,109,195,92,195,92,195,92,195,92,195,92,195,92,195,92,195,92,195,109,195,92,195.0,97.5,195.0,100.36359999999999,195.0,97.5,195.0,109.0,1.0317460317460319,1.0317460317460319
fac69888-deee-4da1-b8d0-e3e9e617feea,0,False,"[(229, 206)]",432,364,193,170,432,220,429,435,229,435,229,435,229,435,229,435,229,435,229,435,229,435,229,435,229,435,229,435,229,435.0,229.0,435.0,229.0,435.0,229.0,435.0,229.0,1.013986013986014,1.013986013986014
fac69888-deee-4da1-b8d0-e3e9e617feea,0,False,"[(206, 229)]",364,432,170,193,364,209,429,435,206,435,206,435,206,435,206,435,206,435,206,435,206,435,206,435,206,435,206,435,206,435.0,206.0,435.0,206.0,435.0,206.0,435.0,206.0,1.013986013986014,1.013986013986014
8671fa06-4167-4236-b198-dc67d60d353d,1,False,"[(88, 65), (79, 68)]",266,254,68,56,266,79,147,153,88,147,79,147,79,147,79,147,79,147,79,147,79,147,79,147,79,153,88,147,79,147.5,79.75,148.48810000000003,81.2321,147.0,79.0,147.0,79.0,1.0408163265306123,1.0
8671fa06-4167-4236-b198-dc67d60d353d,1,False,"[(65, 88), (68, 79)]",254,266,56,68,254,68,147,153,65,147,68,147,68,147,68,147,68,147,68,147,68,147,68,147,68,153,65,147,68,147.5,67.75,148.48810000000003,67.256,147.0,68.0,147.0,68.0,1.0408163265306123,1.0
