eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,PoA,PoS
d4748c98-1be1-415c-8b17-277019519d9c,22,False,"[(110, 87)]",222,222,69,78,222,101,191,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197.0,110.0,197.0,110.0,197.0,110.0,197.0,110.0,1.031413612565445,1.031413612565445
d4748c98-1be1-415c-8b17-277019519d9c,22,False,"[(87, 110)]",222,222,78,69,222,90,191,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197.0,87.0,197.0,87.0,197.0,87.0,197.0,87.0,1.031413612565445,1.031413612565445
7dba8e6f-00a6-4278-85fa-fafd1c1afc2a,12,False,"[(110, 87), (107, 96)]",210,232,59,51,210,101,191,197,110,203,107,197,110,197,110,203,107,203,107,203,107,197,110,197,110,203,107,197,110,198.9163,109.0419,197.0,110.0,197.0,110.0,203.0,107.0,1.0628272251308901,1.031413612565445
7dba8e6f-00a6-4278-85fa-fafd1c1afc2a,12,False,"[(87, 110), (96, 107)]",232,210,51,59,232,90,191,197,87,203,96,197,87,197,87,203,96,203,96,203,96,197,87,197,87,203,96,197,87,198.9163,89.87440000000001,197.0,87.0,197.0,87.0,203.0,96.0,1.0628272251308901,1.031413612565445
cc39a777-b1f7-46d1-bf8d-6ad7711c18ad,11,False,"[(60, 49)]",200,166,42,35,200,60,109,109,60,109,60,109,60,109,60,109,60,109,60,109,60,109,60,109,60,109,60,109,60,109.0,60.0,109.0,60.0,109.0,60.0,109.0,60.0,1.0,1.0
cc39a777-b1f7-46d1-bf8d-6ad7711c18ad,11,False,"[(49, 60)]",166,200,35,42,166,49,109,109,49,109,49,109,49,109,49,109,49,109,49,109,49,109,49,109,49,109,49,109,49,109.0,49.0,109.0,49.0,109.0,49.0,109.0,49.0,1.0,1.0
bb941f6a-5646-47f4-800e-b50a0403cbb2,0,False,"[(63, 52), (67, 44), (58, 81)]",190,144,38,31,190,58,105,111,67,115,63,111,67,111,67,115,63,111,67,111,67,111,67,111,67,139,58,111,67,113.4726,64.5275,111.0,67.0,111.0,67.0,111.0,67.0,1.3238095238095238,1.0571428571428572
bb941f6a-5646-47f4-800e-b50a0403cbb2,0,False,"[(52, 63), (44, 67), (81, 58)]",144,190,31,38,144,47,105,111,44,115,52,111,44,111,44,115,52,111,44,111,44,111,44,111,44,139,81,111,44,113.4726,48.9451,111.0,44.0,111.0,44.0,111.0,44.0,1.3238095238095238,1.0571428571428572
8554f883-35c3-410f-9698-5c00d5454425,23,True,"[(83, 72)]",210,166,66,61,210,83,155,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155.0,83.0,155.0,83.0,155.0,83.0,155.0,83.0,1.0,1.0
8554f883-35c3-410f-9698-5c00d5454425,23,True,"[(72, 83)]",166,210,61,66,166,72,155,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155.0,72.0,155.0,72.0,155.0,72.0,155.0,72.0,1.0,1.0
85c7fd81-8f30-49aa-b935-d53a7c27f09c,22,False,"[(82, 93), (111, 88)]",200,200,73,77,200,82,175,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175,82,199,111,175,82,178.6895,86.4581,175.0,82.0,175.0,82.0,182.7648,91.3824,1.1371428571428572,1.0
85c7fd81-8f30-49aa-b935-d53a7c27f09c,22,False,"[(93, 82), (88, 111)]",200,200,77,73,200,93,175,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175,93,199,88,175,93,178.6895,92.2314,175.0,93.0,175.0,93.0,182.7648,91.3824,1.1371428571428572,1.0
d031900f-4138-4caf-9cb6-0181c9246852,22,False,"[(117, 106)]",486,452,111,92,486,117,223,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223.0,117.0,223.0,117.0,223.0,117.0,223.0,117.0,1.0,1.0
d031900f-4138-4caf-9cb6-0181c9246852,22,False,"[(106, 117)]",452,486,92,111,452,106,223,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223.0,106.0,223.0,106.0,223.0,106.0,223.0,106.0,1.0,1.0
e76dee2c-eb70-45ce-863b-1268f43d7ab3,22,False,"[(80, 69), (92, 47)]",210,200,56,38,210,92,139,139,92,149,80,139,92,139,92,149,80,149,80,149,80,139,92,139,92,149,80,139,92,142.90970000000004,87.3083,139.0,92.0,139.0,92.0,149.0,80.0,1.0719424460431655,1.0
e76dee2c-eb70-45ce-863b-1268f43d7ab3,22,False,"[(69, 80), (47, 92)]",200,210,38,56,200,47,139,139,47,149,69,139,47,139,47,149,69,149,69,149,69,139,47,139,47,149,69,139,47,142.90970000000004,55.60140000000001,139.0,47.0,139.0,47.0,149.0,69.0,1.0719424460431655,1.0
970728bd-29cc-464f-b086-57a3efaaa832,1,False,"[(92, 115), (101, 112)]",232,254,83,92,232,92,207,207,92,213,101,207,92,207,92,213,101,207,92,213,101,207,92,207,92,213,101,207,92,208.4841,94.2261,207.0,92.0,207.0,92.0,207.5,92.75,1.0289855072463767,1.0
970728bd-29cc-464f-b086-57a3efaaa832,1,False,"[(115, 92), (112, 101)]",254,232,92,83,254,115,207,207,115,213,112,207,115,207,115,213,112,207,115,213,112,207,115,207,115,213,112,207,115,208.4841,114.25800000000001,207.0,115.0,207.0,115.0,207.5,114.75,1.0289855072463767,1.0
e421780e-3c85-4f52-bada-a3b1c7c855bb,1,False,"[(240, 217)]",640,628,211,211,640,231,451,457,240,457,240,457,240,457,240,457,240,457,240,457,240,457,240,457,240,457,240,457,240,457.0,240.0,457.0,240.0,457.0,240.0,457.0,240.0,1.0133037694013303,1.0133037694013303
e421780e-3c85-4f52-bada-a3b1c7c855bb,1,False,"[(217, 240)]",628,640,211,211,628,220,451,457,217,457,217,457,217,457,217,457,217,457,217,457,217,457,217,457,217,457,217,457,217,457.0,217.0,457.0,217.0,457.0,217.0,457.0,217.0,1.0133037694013303,1.0133037694013303
c28d7855-d3e9-4b01-a5b6-60ac200806d8,0,False,"[(102, 79)]",212,166,73,67,212,93,175,181,102,181,102,181,102,181,102,181,102,181,102,181,102,181,102,181,102,181,102,181,102,181.0,102.0,181.0,102.0,181.0,102.0,181.0,102.0,1.0342857142857143,1.0342857142857143
c28d7855-d3e9-4b01-a5b6-60ac200806d8,0,False,"[(79, 102)]",166,212,67,73,166,82,175,181,79,181,79,181,79,181,79,181,79,181,79,181,79,181,79,181,79,181,79,181,79,181.0,79.0,181.0,79.0,181.0,79.0,181.0,79.0,1.0342857142857143,1.0342857142857143
0d881b03-4b1d-4636-af35-2e29d020a320,11,False,"[(471, 328)]",1124,958,363,314,1124,471,799,799,471,799,471,799,471,799,471,799,471,799,471,799,471,799,471,799,471,799,471,799,471,799.0,471.0,799.0,471.0,799.0,471.0,799.0,471.0,1.0,1.0
0d881b03-4b1d-4636-af35-2e29d020a320,11,False,"[(328, 471)]",958,1124,314,363,958,328,799,799,328,799,328,799,328,799,328,799,328,799,328,799,328,799,328,799,328,799,328,799,328,799.0,328.0,799.0,328.0,799.0,328.0,799.0,328.0,1.0,1.0
f9337c2a-fed5-4229-96a8-4b4f38f66dda,0,False,"[(118, 141)]",342,398,85,114,342,118,259,259,118,259,118,259,118,259,118,259,118,259,118,259,118,259,118,259,118,259,118,259,118,259.0,118.0,259.0,118.0,259.0,118.0,259.0,118.0,1.0,1.0
f9337c2a-fed5-4229-96a8-4b4f38f66dda,0,False,"[(141, 118)]",398,342,114,85,398,141,259,259,141,259,141,259,141,259,141,259,141,259,141,259,141,259,141,259,141,259,141,259,141,259.0,141.0,259.0,141.0,259.0,141.0,259.0,141.0,1.0,1.0
adf82806-1712-4d9f-96c1-bb2e652b187e,0,False,"[(53, 76)]",210,256,39,58,210,56,123,129,53,129,53,129,53,129,53,129,53,129,53,129,53,129,53,129,53,129,53,129,53,129.0,53.0,129.0,53.0,129.0,53.0,129.0,53.0,1.048780487804878,1.048780487804878
adf82806-1712-4d9f-96c1-bb2e652b187e,0,False,"[(76, 53)]",256,210,58,39,256,67,123,129,76,129,76,129,76,129,76,129,76,129,76,129,76,129,76,129,76,129,76,129,76,129.0,76.0,129.0,76.0,129.0,76.0,129.0,76.0,1.048780487804878,1.048780487804878
463d0eec-99bd-4ffb-a6cc-6ab65d07e2ef,22,False,"[(95, 118)]",244,244,86,95,244,95,213,213,95,213,95,213,95,213,95,213,95,213,95,213,95,213,95,213,95,213,95,213,95,213.0,95.0,213.0,95.0,213.0,95.0,213.0,95.0,1.0,1.0
463d0eec-99bd-4ffb-a6cc-6ab65d07e2ef,22,False,"[(118, 95)]",244,244,95,86,244,118,213,213,118,213,118,213,118,213,118,213,118,213,118,213,118,213,118,213,118,213,118,213,118,213.0,118.0,213.0,118.0,213.0,118.0,213.0,118.0,1.0,1.0
e947a9db-1e5d-4246-a950-1d442b1b1fef,23,False,"[(101, 124)]",232,222,56,59,232,104,219,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225.0,101.0,225.0,101.0,225.0,101.0,225.0,101.0,1.0273972602739727,1.0273972602739727
e947a9db-1e5d-4246-a950-1d442b1b1fef,23,False,"[(124, 101)]",222,232,59,56,222,115,219,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225.0,124.0,225.0,124.0,225.0,124.0,225.0,124.0,1.0273972602739727,1.0273972602739727
e02c5fe6-7ba8-40eb-b22c-ea191872cdec,0,False,"[(67, 78)]",200,166,56,57,200,67,145,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145.0,67.0,145.0,67.0,145.0,67.0,145.0,67.0,1.0,1.0
e02c5fe6-7ba8-40eb-b22c-ea191872cdec,0,False,"[(78, 67)]",166,200,57,56,166,78,145,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145.0,78.0,145.0,78.0,145.0,78.0,145.0,78.0,1.0,1.0
f04e12ab-7eb6-40bf-a4e3-e68ef4eb1d3f,22,False,"[(83, 72), (77, 88), (73, 96)]",200,166,56,58,200,83,155,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,169,73,155,83,158.29989999999998,80.6429,155.0,83.0,155.0,83.0,155.0,83.0,1.0903225806451613,1.0
f04e12ab-7eb6-40bf-a4e3-e68ef4eb1d3f,22,False,"[(72, 83), (88, 77), (96, 73)]",166,200,58,56,166,72,155,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,169,96,155,72,158.29989999999998,77.657,155.0,72.0,155.0,72.0,155.0,72.0,1.0903225806451613,1.0
9edea438-384b-4b7c-8146-edd65685b7a5,0,False,"[(91, 80), (75, 98)]",210,256,61,71,210,91,171,173,75,171,91,171,91,171,91,171,91,173,75,173,75,173,75,173,75,171,91,171,91,172.0736,82.4114,171.0,91.0,172.99710000000005,75.02350000000001,173.0,75.0,1.0116959064327486,1.0
9edea438-384b-4b7c-8146-edd65685b7a5,0,False,"[(80, 91), (98, 75)]",256,210,71,61,256,80,171,173,98,171,80,171,80,171,80,171,80,173,98,173,98,173,98,173,98,171,80,171,80,172.0736,89.66220000000001,171.0,80.0,172.99710000000005,97.9736,173.0,98.0,1.0116959064327486,1.0
42656c5d-bbe2-40ce-bd15-79af23c8fe82,1,False,"[(75, 98)]",210,244,61,79,210,75,173,173,75,173,75,173,75,173,75,173,75,173,75,173,75,173,75,173,75,173,75,173,75,173.0,75.0,173.0,75.0,173.0,75.0,173.0,75.0,1.0,1.0
42656c5d-bbe2-40ce-bd15-79af23c8fe82,1,False,"[(98, 75)]",244,210,79,61,244,98,173,173,98,173,98,173,98,173,98,173,98,173,98,173,98,173,98,173,98,173,98,173,98,173.0,98.0,173.0,98.0,173.0,98.0,173.0,98.0,1.0,1.0
89cf4271-91d9-42db-865c-5774fb85d100,11,False,"[(174, 163)]",584,562,145,145,584,168,325,337,174,337,174,337,174,337,174,337,174,337,174,337,174,337,174,337,174,337,174,337,174,337.0,174.0,337.0,174.0,337.0,174.0,337.0,174.0,1.0369230769230768,1.0369230769230768
89cf4271-91d9-42db-865c-5774fb85d100,11,False,"[(163, 174)]",562,584,145,145,562,157,325,337,163,337,163,337,163,337,163,337,163,337,163,337,163,337,163,337,163,337,163,337,163,337.0,163.0,337.0,163.0,337.0,163.0,337.0,163.0,1.0369230769230768,1.0369230769230768
366dba7c-3787-415a-a3c7-4a53ba3b2382,0,False,"[(115, 92)]",278,232,88,78,278,106,201,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207.0,115.0,207.0,115.0,207.0,115.0,207.0,115.0,1.0298507462686568,1.0298507462686568
366dba7c-3787-415a-a3c7-4a53ba3b2382,0,False,"[(92, 115)]",232,278,78,88,232,95,201,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207.0,92.0,207.0,92.0,207.0,92.0,207.0,92.0,1.0298507462686568,1.0298507462686568
b41a9b6e-2d98-4863-859b-f5909aad1a3b,23,False,"[(77, 88)]",254,232,59,52,254,77,165,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165.0,77.0,165.0,77.0,165.0,77.0,165.0,77.0,1.0,1.0
b41a9b6e-2d98-4863-859b-f5909aad1a3b,23,False,"[(88, 77)]",232,254,52,59,232,88,165,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165.0,88.0,165.0,88.0,165.0,88.0,165.0,88.0,1.0,1.0
ad222c89-7872-42cb-b69a-dc407d7e08e5,22,False,"[(100, 89)]",254,310,68,71,254,100,189,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189.0,100.0,189.0,100.0,189.0,100.0,189.0,100.0,1.0,1.0
ad222c89-7872-42cb-b69a-dc407d7e08e5,22,False,"[(89, 100)]",310,254,71,68,310,89,189,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189.0,89.0,189.0,89.0,189.0,89.0,189.0,89.0,1.0,1.0
dfabafa2-a765-466d-b771-b9630de78602,22,False,"[(84, 61)]",200,200,55,60,200,75,139,145,84,145,84,145,84,145,84,145,84,145,84,145,84,145,84,145,84,145,84,145,84,145.0,84.0,145.0,84.0,145.0,84.0,145.0,84.0,1.0431654676258992,1.0431654676258992
dfabafa2-a765-466d-b771-b9630de78602,22,False,"[(61, 84)]",200,200,60,55,200,64,139,145,61,145,61,145,61,145,61,145,61,145,61,145,61,145,61,145,61,145,61,145,61,145.0,61.0,145.0,61.0,145.0,61.0,145.0,61.0,1.0431654676258992,1.0431654676258992
cc581d60-9ec3-47a6-8844-8f92370a7fb2,22,False,"[(104, 71), (83, 116)]",210,144,68,44,210,104,175,175,104,175,104,175,104,175,104,175,104,175,104,175,104,175,104,175,104,199,83,175,104,180.0762,99.5584,175.0,104.0,175.0,104.0,175.0,104.0,1.1371428571428572,1.0
cc581d60-9ec3-47a6-8844-8f92370a7fb2,22,False,"[(71, 104), (116, 83)]",144,210,44,68,144,71,175,175,71,175,71,175,71,175,71,175,71,175,71,175,71,175,71,175,71,199,116,175,71,180.0762,80.5178,175.0,71.0,175.0,71.0,175.0,71.0,1.1371428571428572,1.0
ec6e9ead-7c14-485d-822c-e4985cef7d52,22,False,"[(179, 740)]",376,914,123,289,376,179,919,919,179,919,179,919,179,919,179,919,179,919,179,919,179,919,179,919,179,919,179,919,179,919.0,179.0,919.0,179.0,919.0,179.0,919.0,179.0,1.0,1.0
ec6e9ead-7c14-485d-822c-e4985cef7d52,22,False,"[(740, 179)]",914,376,289,123,914,740,919,919,740,919,740,919,740,919,740,919,740,919,740,919,740,919,740,919,740,919,740,919,740,919.0,740.0,919.0,740.0,919.0,740.0,919.0,740.0,1.0,1.0
51e7f992-f375-4caf-81ca-f34b2cda32cf,22,False,"[(65, 76), (78, 67), (56, 79)]",200,188,48,38,200,59,129,135,56,141,65,135,56,135,56,141,65,145,78,145,78,135,56,135,56,145,78,135,56,138.93619999999999,64.65969999999999,135.0,56.0,135.0001,56.0001,145.0,78.0,1.124031007751938,1.0465116279069768
51e7f992-f375-4caf-81ca-f34b2cda32cf,22,False,"[(76, 65), (67, 78), (79, 56)]",188,200,38,48,188,70,129,135,79,141,76,135,79,135,79,141,76,145,67,145,67,135,79,135,79,145,67,135,79,138.93619999999999,74.2765,135.0,79.0,135.0001,79.0,145.0,67.0,1.124031007751938,1.0465116279069768
13560be0-2d74-4f1b-a962-d9ece8305ec1,11,False,"[(75, 86), (79, 56)]",200,188,59,47,200,79,135,135,79,135,79,135,79,135,79,161,75,135,79,135,79,135,79,135,79,161,75,135,79,138.209,78.5063,135.0,79.0,135.0,79.0,143.4118,77.7059,1.1925925925925926,1.0
13560be0-2d74-4f1b-a962-d9ece8305ec1,11,False,"[(86, 75), (56, 79)]",188,200,47,59,188,56,135,135,56,135,56,135,56,135,56,161,86,135,56,135,56,135,56,135,56,161,86,135,56,138.209,59.70269999999999,135.0,56.0,135.0,56.0,143.4118,65.7059,1.1925925925925926,1.0
9f7c9e85-f412-481d-a4d3-dbfac1616521,12,True,"[(119, 96), (77, 100)]",210,254,68,71,210,80,171,177,77,177,77,177,77,177,77,215,119,177,77,177,77,177,77,177,77,215,119,177,77,179.82029999999997,80.1172,177.0,77.0,177.0,77.0,177.0,77.0,1.2573099415204678,1.0350877192982457
9f7c9e85-f412-481d-a4d3-dbfac1616521,12,True,"[(96, 119), (100, 77)]",254,210,71,68,254,91,171,177,100,177,100,177,100,177,100,215,96,177,100,177,100,177,100,177,100,215,96,177,100,179.82029999999997,99.7031,177.0,100.0,177.0,100.0,177.0,100.0,1.2573099415204678,1.0350877192982457
9dd00156-2e8d-4c82-be71-5a96a8bcf709,22,False,"[(159, 170), (177, 166)]",474,486,145,152,474,159,329,329,159,329,159,329,159,329,159,329,159,329,159,329,159,329,159,329,159,343,177,329,159,331.51289999999995,162.2308,329.0,159.0,329.0,159.0,329.0,159.0,1.0425531914893618,1.0
9dd00156-2e8d-4c82-be71-5a96a8bcf709,22,False,"[(170, 159), (166, 177)]",486,474,152,145,486,170,329,329,170,329,170,329,170,329,170,329,170,329,170,329,170,329,170,329,170,343,166,329,170,331.51289999999995,169.2821,329.0,170.0,329.0,170.0,329.0,170.0,1.0425531914893618,1.0
f6de2a17-0f94-478b-9a08-d95c1638bb39,1,False,"[(97, 130)]",298,342,86,94,298,97,227,227,97,227,97,227,97,227,97,227,97,227,97,227,97,227,97,227,97,227,97,227,97,227.0,97.0,227.0,97.0,227.0,97.0,227.0,97.0,1.0,1.0
f6de2a17-0f94-478b-9a08-d95c1638bb39,1,False,"[(130, 97)]",342,298,94,86,342,130,227,227,130,227,130,227,130,227,130,227,130,227,130,227,130,227,130,227,130,227,130,227,130,227.0,130.0,227.0,130.0,227.0,130.0,227.0,130.0,1.0,1.0
2c588467-89ec-430e-8b2a-52b7c031b4a9,1,False,"[(76, 87)]",210,244,65,69,210,76,163,163,76,163,76,163,76,163,76,163,76,163,76,163,76,163,76,163,76,163,76,163,76,163.0,76.0,163.0,76.0,163.0,76.0,163.0,76.0,1.0,1.0
2c588467-89ec-430e-8b2a-52b7c031b4a9,1,False,"[(87, 76)]",244,210,69,65,244,87,163,163,87,163,87,163,87,163,87,163,87,163,87,163,87,163,87,163,87,163,87,163,87,163.0,87.0,163.0,87.0,163.0,87.0,163.0,87.0,1.0,1.0
84970058-ce72-4a55-8118-28493cc456d5,0,False,"[(104, 81), (67, 90)]",210,244,56,67,210,67,157,157,67,157,67,157,67,157,67,185,104,157,67,157,67,157,67,157,67,185,104,157,67,161.92430000000002,73.50710000000001,157.0,67.0,157.0,67.0,157.0,67.0,1.178343949044586,1.0
84970058-ce72-4a55-8118-28493cc456d5,0,False,"[(81, 104), (90, 67)]",244,210,67,56,244,90,157,157,90,157,90,157,90,157,90,185,81,157,90,157,90,157,90,157,90,185,81,157,90,161.92430000000002,88.41720000000001,157.0,90.0,157.0,90.0,157.0,90.0,1.178343949044586,1.0
6c342a5c-a439-4ede-9d15-a21c34eef523,22,False,"[(71, 82), (97, 74)]",200,200,57,64,200,71,153,153,71,153,71,153,71,153,71,153,71,153,71,153,71,153,71,153,71,171,97,153,71,157.312,77.2284,153.0,71.0,153.0,71.0,158.8236,79.4118,1.1176470588235294,1.0
6c342a5c-a439-4ede-9d15-a21c34eef523,22,False,"[(82, 71), (74, 97)]",200,200,64,57,200,82,153,153,82,153,82,153,82,153,82,153,82,153,82,153,82,153,82,153,82,171,74,153,82,157.312,80.0836,153.0,82.0,153.0,82.0,158.8236,79.4118,1.1176470588235294,1.0
84f73698-027f-4c57-be4a-b2586257c793,0,False,"[(299, 122)]",542,342,186,108,542,299,421,421,299,421,299,421,299,421,299,421,299,421,299,421,299,421,299,421,299,421,299,421,299,421.0,299.0,421.0,299.0,421.0,299.0,421.0,299.0,1.0,1.0
84f73698-027f-4c57-be4a-b2586257c793,0,False,"[(122, 299)]",342,542,108,186,342,122,421,421,122,421,122,421,122,421,122,421,122,421,122,421,122,421,122,421,122,421,122,421,122,421.0,122.0,421.0,122.0,421.0,122.0,421.0,122.0,1.0,1.0
9bcd6c66-1b5f-4dbf-b826-f0d81249b309,0,False,"[(142, 119)]",278,232,124,105,278,142,261,261,142,261,142,261,142,261,142,261,142,261,142,261,142,261,142,261,142,261,142,261,142,261.0,142.0,261.0,142.0,261.0,142.0,261.0,142.0,1.0,1.0
9bcd6c66-1b5f-4dbf-b826-f0d81249b309,0,False,"[(119, 142)]",232,278,105,124,232,119,261,261,119,261,119,261,119,261,119,261,119,261,119,261,119,261,119,261,119,261,119,261,119,261.0,119.0,261.0,119.0,261.0,119.0,261.0,119.0,1.0,1.0
15dd215f-3a24-43c0-8db5-a723627fcdc9,0,False,"[(68, 91), (88, 65), (80, 69)]",210,256,51,51,210,79,147,153,88,149,80,149,80,149,80,149,80,159,68,159,68,149,80,149,80,153,88,149,80,152.1832,76.18020000000001,149.0,80.0,149.0,80.0,159.0,68.0,1.0816326530612246,1.0136054421768708
15dd215f-3a24-43c0-8db5-a723627fcdc9,0,False,"[(91, 68), (65, 88), (69, 80)]",256,210,51,51,256,68,147,153,65,149,69,149,69,149,69,149,69,159,91,159,91,149,69,149,69,153,65,149,69,152.1832,76.00299999999999,149.0,69.0,149.0,69.0,159.0,91.0,1.0816326530612246,1.0136054421768708
fb1c339b-c253-429c-ad32-99252bf4008a,0,False,"[(121, 98), (83, 106)]",210,256,60,74,210,86,183,189,83,189,83,189,83,189,83,219,121,189,83,189,83,189,83,189,83,219,121,189,83,193.3419,88.4997,189.0,83.0,189.0,83.0,189.0,83.0,1.1967213114754098,1.0327868852459017
fb1c339b-c253-429c-ad32-99252bf4008a,0,False,"[(98, 121), (106, 83)]",256,210,74,60,256,97,183,189,106,189,106,189,106,189,106,219,98,189,106,189,106,189,106,189,106,219,98,189,106,193.3419,104.84219999999999,189.0,106.0,189.0,106.0,189.0,106.0,1.1967213114754098,1.0327868852459017
4c8ba99f-5e4c-4365-b8a7-3c6453f43480,23,True,"[(73, 96), (98, 75)]",210,254,56,64,210,76,163,169,73,169,73,169,73,169,73,169,73,169,73,169,73,169,73,169,73,173,98,169,73,170.56529999999998,82.7831,169.0,73.0,169.0,73.0,169.0,73.0,1.0613496932515338,1.0368098159509203
4c8ba99f-5e4c-4365-b8a7-3c6453f43480,23,True,"[(96, 73), (75, 98)]",254,210,64,56,254,87,163,169,96,169,96,169,96,169,96,169,96,169,96,169,96,169,96,169,96,173,75,169,96,170.56529999999998,87.78219999999999,169.0,96.0,169.0,96.0,169.0,96.0,1.0613496932515338,1.0368098159509203
91d05259-6bd1-4308-a092-fca22e18861f,11,False,"[(99, 132), (103, 114), (145, 112), (152, 107)]",254,276,76,82,254,88,209,231,99,217,103,217,103,217,103,217,103,217,103,217,103,217,103,217,103,259,152,217,103,218.83410000000003,105.13980000000001,217.0,103.0,217.0,103.0,224.0,101.0,1.2392344497607655,1.0382775119617225
91d05259-6bd1-4308-a092-fca22e18861f,11,False,"[(132, 99), (114, 103), (112, 145), (107, 152)]",276,254,82,76,276,121,209,231,132,217,114,217,114,217,114,217,114,217,114,217,114,217,114,217,114,259,107,217,114,218.83410000000003,113.6943,217.0,114.0,217.0,114.0,224.0,123.0,1.2392344497607655,1.0382775119617225
bb2f0df4-58ed-41c6-b7c9-ed99f0179111,0,False,"[(85, 96), (80, 103), (98, 75)]",234,188,72,61,234,89,167,173,98,181,85,173,98,173,98,181,85,173,98,173,98,173,98,173,98,183,80,173,98,176.20520000000002,92.23070000000001,173.0,98.0,173.0,98.0,173.0,98.0,1.095808383233533,1.035928143712575
bb2f0df4-58ed-41c6-b7c9-ed99f0179111,0,False,"[(96, 85), (103, 80), (75, 98)]",188,234,61,72,188,78,167,173,75,181,96,173,75,173,75,181,96,173,75,173,75,173,75,173,75,183,103,173,75,176.20520000000002,83.9745,173.0,75.0,173.0,75.0,173.0,75.0,1.095808383233533,1.035928143712575
fee633ff-ce12-468c-b1e5-af273729f2f1,11,False,"[(106, 139), (112, 101), (119, 74)]",210,166,81,65,210,110,187,193,119,213,112,193,119,193,119,213,112,193,119,193,119,193,119,193,119,245,106,193,119,199.9293,116.5747,193.0,119.0,193.0,119.0,193.5882,118.7941,1.3101604278074865,1.032085561497326
fee633ff-ce12-468c-b1e5-af273729f2f1,11,False,"[(139, 106), (101, 112), (74, 119)]",166,210,65,81,166,77,187,193,74,213,101,193,74,193,74,213,101,193,74,193,74,193,74,193,74,245,139,193,74,199.9293,83.3546,193.0,74.0,193.0,74.0,193.5882,74.7941,1.3101604278074865,1.032085561497326
3fd5d506-ba73-42b4-91d3-da44c5d3f07f,22,False,"[(96, 73), (84, 107)]",232,244,70,64,232,96,169,169,96,169,96,169,96,169,96,169,96,191,84,169,96,169,96,169,96,191,84,169,96,175.3727,92.524,169.0,96.0,169.0,96.0,185.73919999999998,86.86959999999999,1.1301775147928994,1.0
3fd5d506-ba73-42b4-91d3-da44c5d3f07f,22,False,"[(73, 96), (107, 84)]",244,232,64,70,244,73,169,169,73,169,73,169,73,169,73,169,73,191,107,169,73,169,73,169,73,191,107,169,73,175.3727,82.84870000000001,169.0,73.0,169.0,73.0,185.73919999999998,98.86959999999999,1.1301775147928994,1.0
2350a057-0eaf-43e1-a700-934607719260,22,False,"[(54, 77)]",200,200,43,51,200,54,131,131,54,131,54,131,54,131,54,131,54,131,54,131,54,131,54,131,54,131,54,131,54,131.0,54.0,131.0,54.0,131.0,54.0,131.0,54.0,1.0,1.0
2350a057-0eaf-43e1-a700-934607719260,22,False,"[(77, 54)]",200,200,51,43,200,77,131,131,77,131,77,131,77,131,77,131,77,131,77,131,77,131,77,131,77,131,77,131,77,131.0,77.0,131.0,77.0,131.0,77.0,131.0,77.0,1.0,1.0
