eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,PoA,PoS
17a71035-634b-417d-bab8-7a2ee704b200,11,False,"[(108, 97), (107, 130)]",288,254,90,83,288,108,205,205,108,205,108,205,108,205,108,205,108,205,108,205,108,205,108,205,108,237,107,205,108,205.81960000000004,107.9744,205.0,108.0,205.0,108.0,205.0,108.0,1.1560975609756097,1.0
17a71035-634b-417d-bab8-7a2ee704b200,11,False,"[(97, 108), (130, 107)]",254,288,83,90,254,97,205,205,97,205,97,205,97,205,97,205,97,205,97,205,97,205,97,205,97,237,130,205,97,205.81960000000004,97.8452,205.0,97.0,205.0,97.0,205.0,97.0,1.1560975609756097,1.0
a2e4f65b-418a-4f87-b8df-dddeb465d5b8,0,False,"[(88, 77), (96, 73)]",322,276,69,59,322,87,163,169,96,165,88,165,88,165,88,165,88,169,96,165,88,165,88,165,88,169,96,165,88,166.46249999999998,90.92500000000001,165.0,88.0,165.0,88.0,169.0,96.0,1.0368098159509203,1.0122699386503067
a2e4f65b-418a-4f87-b8df-dddeb465d5b8,0,False,"[(77, 88), (73, 96)]",276,322,59,69,276,76,163,169,73,165,77,165,77,165,77,165,77,169,73,165,77,165,77,165,77,169,73,165,77,166.46249999999998,75.5375,165.0,77.0,165.0,77.0,169.0,73.0,1.0368098159509203,1.0122699386503067
a0116de6-de2c-4fe4-bbdc-566f78caac95,0,False,"[(126, 149), (130, 141)]",232,266,115,129,232,129,269,275,126,271,130,271,130,271,130,271,130,275,126,275,126,271,130,271,130,275,126,271,130,272.4837,128.5163,271.0,130.0,271.0,130.0,275.0,126.0,1.0223048327137547,1.0074349442379182
a0116de6-de2c-4fe4-bbdc-566f78caac95,0,False,"[(149, 126), (141, 130)]",266,232,129,115,266,140,269,275,149,271,141,271,141,271,141,271,141,275,149,275,149,271,141,271,141,275,149,271,141,272.4837,143.9674,271.0,141.0,271.0,141.0,275.0,149.0,1.0223048327137547,1.0074349442379182
99ea0c9d-a09c-421c-9beb-613c7188f7e6,0,False,"[(73, 50)]",190,144,47,36,190,56,123,123,73,123,73,123,73,123,73,123,73,123,73,123,73,123,73,123,73,123,73,123,73,123.0,73.0,123.0,73.0,123.0,73.0,123.0,73.0,1.0,1.0
99ea0c9d-a09c-421c-9beb-613c7188f7e6,0,False,"[(50, 73)]",144,190,36,47,144,67,123,123,50,123,50,123,50,123,50,123,50,123,50,123,50,123,50,123,50,123,50,123,50,123.0,50.0,123.0,50.0,123.0,50.0,123.0,50.0,1.0,1.0
de173a3a-533f-47a4-99e1-af2b7b361c64,1,False,"[(172, 127)]",310,276,138,127,310,172,299,299,172,299,172,299,172,299,172,299,172,299,172,299,172,299,172,299,172,299,172,299,172,299.0,172.0,299.0,172.0,299.0,172.0,299.0,172.0,1.0,1.0
de173a3a-533f-47a4-99e1-af2b7b361c64,1,False,"[(127, 172)]",276,310,127,138,276,127,299,299,127,299,127,299,127,299,127,299,127,299,127,299,127,299,127,299,127,299,127,299,127,299.0,127.0,299.0,127.0,299.0,127.0,299.0,127.0,1.0,1.0
c69acf21-666b-4881-8289-41db4cd9d2a0,22,False,"[(204, 227)]",728,728,195,195,728,207,425,431,204,431,204,431,204,431,204,431,204,431,204,431,204,431,204,431,204,431,204,431,204,431.0,204.0,431.0,204.0,431.0,204.0,431.0,204.0,1.0141176470588236,1.0141176470588236
c69acf21-666b-4881-8289-41db4cd9d2a0,22,False,"[(227, 204)]",728,728,195,195,728,218,425,431,227,431,227,431,227,431,227,431,227,431,227,431,227,431,227,431,227,431,227,431,227,431.0,227.0,431.0,227.0,431.0,227.0,431.0,227.0,1.0141176470588236,1.0141176470588236
0317f34b-8cfb-43df-9027-6fe7d7081a6c,23,True,"[(244, 452)]",244,452,54,119,244,241,471,696,244,696,244,696,244,696,244,696,244,696,244,696,244,696,244,696,244,696,244,696,244,696.0,244.0,696.0,244.0,696.0,244.0,696.0,244.0,1.4777070063694266,1.4777070063694266
0317f34b-8cfb-43df-9027-6fe7d7081a6c,23,True,"[(452, 244)]",452,244,119,54,452,230,471,696,452,696,452,696,452,696,452,696,452,696,452,696,452,696,452,696,452,696,452,696,452,696.0,452.0,696.0,452.0,696.0,452.0,696.0,452.0,1.4777070063694266,1.4777070063694266
5b8e31a9-f868-4396-b2e5-94e54fc17190,0,False,"[(173, 150)]",388,342,144,130,388,164,317,323,173,323,173,323,173,323,173,323,173,323,173,323,173,323,173,323,173,323,173,323,173,323.0,173.0,323.0,173.0,323.0,173.0,323.0,173.0,1.0189274447949528,1.0189274447949528
5b8e31a9-f868-4396-b2e5-94e54fc17190,0,False,"[(150, 173)]",342,388,130,144,342,153,317,323,150,323,150,323,150,323,150,323,150,323,150,323,150,323,150,323,150,323,150,323,150,323.0,150.0,323.0,150.0,323.0,150.0,323.0,150.0,1.0189274447949528,1.0189274447949528
6f43133d-4969-4e1c-95a6-46c3da294e93,22,False,"[(271, 248), (263, 252), (254, 277)]",948,948,240,237,948,262,513,519,271,515,263,515,263,515,263,515,263,515,263,515,263,515,263,515,263,531,254,515,263,517.3841,261.6589,515.0,263.0,515.0001,263.0,520.1764000000001,260.08820000000003,1.0350877192982457,1.003898635477583
6f43133d-4969-4e1c-95a6-46c3da294e93,22,False,"[(248, 271), (252, 263), (277, 254)]",948,948,237,240,948,251,513,519,248,515,252,515,252,515,252,515,252,515,252,515,252,515,252,515,252,531,277,515,252,517.3841,255.72519999999997,515.0,252.0,515.0001,252.00009999999997,520.1764000000001,260.08820000000003,1.0350877192982457,1.003898635477583
