eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,PoA,PoS
5ad1eed7-2bc7-41a1-8c8e-ab5d7ea782fd,1,False,"[(185, 162), (169, 180)]",518,530,159,148,518,168,347,347,185,349,169,347,185,347,185,349,169,349,169,349,169,347,185,347,185,349,169,347,185,347.96759999999995,177.25900000000001,349.0,169.0,347.0028,184.97770000000003,347.0,185.0,1.005763688760807,1.0
5ad1eed7-2bc7-41a1-8c8e-ab5d7ea782fd,1,False,"[(162, 185), (180, 169)]",530,518,148,159,530,179,347,347,162,349,180,347,162,347,162,349,180,349,180,349,180,347,162,347,162,349,180,347,162,347.96759999999995,170.7086,349.0,180.0,347.0028,162.0251,347.0,162.0,1.005763688760807,1.0
38a60f6c-3228-4d1f-b519-b5e80b8a6467,22,False,"[(95, 106), (108, 97)]",310,298,84,85,310,95,201,201,95,201,95,201,95,201,95,201,95,205,108,205,108,201,95,201,95,205,108,201,95,202.70180000000005,100.531,205.0,108.0,201.0,95.0,201.0,95.0,1.0199004975124377,1.0
38a60f6c-3228-4d1f-b519-b5e80b8a6467,22,False,"[(106, 95), (97, 108)]",298,310,85,84,298,106,201,201,106,201,106,201,106,201,106,201,106,205,97,205,97,201,106,201,106,205,97,201,106,202.70180000000005,102.17080000000001,205.0,97.0,201.0,106.0,201.0,106.0,1.0199004975124377,1.0
1d3bdbdf-fa54-4e69-8997-7eedac76ae6f,23,False,"[(81, 92), (106, 83)]",320,320,72,72,320,81,173,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,189,106,173,81,177.2615,87.6586,178.1764,89.0882,173.0,81.0,173.0,81.0,1.092485549132948,1.0
1d3bdbdf-fa54-4e69-8997-7eedac76ae6f,23,False,"[(92, 81), (83, 106)]",320,320,72,72,320,92,173,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,189,83,173,92,177.2615,89.6029,178.1764,89.0882,173.0,92.0,173.0,92.0,1.092485549132948,1.0
118f678c-55e3-4e01-91f2-aa35be5e6398,22,False,"[(182, 159), (174, 163)]",464,464,162,150,464,173,335,341,182,337,174,337,174,337,174,337,174,337,174,337,174,337,174,337,174,341,182,337,174,338.2889,176.57780000000002,337.0,174.0,337.0,174.0,337.0,174.0,1.017910447761194,1.0059701492537314
118f678c-55e3-4e01-91f2-aa35be5e6398,22,False,"[(159, 182), (163, 174)]",464,464,150,162,464,162,335,341,159,337,163,337,163,337,163,337,163,337,163,337,163,337,163,337,163,341,159,337,163,338.2889,161.7111,337.0,163.0,337.0,163.0,337.0,163.0,1.017910447761194,1.0059701492537314
789a44fc-095a-428f-b80b-97df1dc59003,22,False,"[(134, 157), (138, 149)]",442,442,131,126,442,137,285,291,134,287,138,287,138,287,138,287,138,287,138,287,138,287,138,287,138,291,134,287,138,288.2894,136.71069999999997,287.0,138.0,287.0,138.0,287.0,138.0,1.0210526315789474,1.0070175438596491
789a44fc-095a-428f-b80b-97df1dc59003,22,False,"[(157, 134), (149, 138)]",442,442,126,131,442,148,285,291,157,287,149,287,149,287,149,287,149,287,149,287,149,287,149,287,149,291,157,287,149,288.2894,151.57870000000003,287.0,149.0,287.0,149.0,287.0,149.0,1.0210526315789474,1.0070175438596491
