eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,PoA,PoS
7af637ab-30e9-47c7-8004-ae3f33f14ce3,22,False,"[(50, 73), (54, 65), (67, 56)]",200,200,39,38,200,53,117,123,50,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119,54,123,50,119,54,121.0,60.5,119.96089999999998,57.12289999999999,119.0,54.0,119.0,54.0,1.0512820512820513,1.017094017094017
7af637ab-30e9-47c7-8004-ae3f33f14ce3,22,False,"[(73, 50), (65, 54), (56, 67)]",200,200,38,39,200,64,117,123,73,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119,65,123,73,119,65,121.0,60.5,119.96089999999998,62.837999999999994,119.0,65.0,119.0,65.0,1.0512820512820513,1.017094017094017
2e48bb47-2b80-41ea-bf9e-6bae3ea55b98,45,False,"[(123, 168)]",276,232,80,68,276,126,285,291,123,291,123,291,123,291,123,291,123,291,123,291,123,291,123,291,123,291,123,291,123,291.0,123.0,291.0,123.0,291.0,123.0,291.0,123.0,1.0210526315789474,1.0210526315789474
2e48bb47-2b80-41ea-bf9e-6bae3ea55b98,45,False,"[(168, 123)]",232,276,68,80,232,159,285,291,168,291,168,291,168,291,168,291,168,291,168,291,168,291,168,291,168,291,168,291,168,291.0,168.0,291.0,168.0,291.0,168.0,291.0,168.0,1.0210526315789474,1.0210526315789474
5cdce8b3-67e0-4d60-b4de-d7f94bba0315,0,False,"[(62, 85), (67, 44)]",200,166,42,40,200,67,111,111,67,111,67,111,67,111,67,147,62,111,67,111,67,111,67,111,67,147,62,111,67,111.0,67.0,114.50349999999997,66.51339999999999,111.0,67.0,111.0,67.0,1.3243243243243243,1.0
5cdce8b3-67e0-4d60-b4de-d7f94bba0315,0,False,"[(85, 62), (44, 67)]",166,200,40,42,166,44,111,111,44,111,44,111,44,111,44,147,85,111,44,111,44,111,44,111,44,147,85,111,44,111.0,44.0,114.50349999999997,47.9901,111.0,44.0,111.0,44.0,1.3243243243243243,1.0
9b0cace6-887a-4498-a042-66dfb880d106,0,False,"[(65, 42)]",190,144,47,31,190,65,107,107,65,107,65,107,65,107,65,107,65,107,65,107,65,107,65,107,65,107,65,107,65,107.0,65.0,107.0,65.0,107.0,65.0,107.0,65.0,1.0,1.0
9b0cace6-887a-4498-a042-66dfb880d106,0,False,"[(42, 65)]",144,190,31,47,144,42,107,107,42,107,42,107,42,107,42,107,42,107,42,107,42,107,42,107,42,107,42,107,42,107.0,42.0,107.0,42.0,107.0,42.0,107.0,42.0,1.0,1.0
d2c18d3a-6ad9-4039-911a-1854515f2ca3,22,False,"[(75, 64), (62, 73), (59, 82)]",200,200,48,55,200,62,135,141,59,135,62,135,62,135,62,139,75,135,62,135,62,135,62,135,62,141,59,135,62,137.0,68.5,136.13400000000001,65.68549999999999,135.00009999999997,62.0001,135.0,62.0,1.0444444444444445,1.0
d2c18d3a-6ad9-4039-911a-1854515f2ca3,22,False,"[(64, 75), (73, 62), (82, 59)]",200,200,55,48,200,73,135,141,82,135,73,135,73,135,73,139,64,135,73,135,73,135,73,135,73,141,82,135,73,137.0,68.5,136.13400000000001,70.4485,135.00009999999997,73.0,135.0,73.0,1.0444444444444445,1.0
746797b1-0890-4625-b679-5aa065b5d854,23,False,"[(74, 97), (78, 89), (96, 85)]",210,188,60,70,210,77,165,171,74,167,78,167,78,167,78,167,78,181,96,181,96,167,78,167,78,181,96,167,78,181.0,96.0,167.7706,78.99080000000001,167.0,78.0,167.0,78.0,1.096969696969697,1.0121212121212122
746797b1-0890-4625-b679-5aa065b5d854,23,False,"[(97, 74), (89, 78), (85, 96)]",188,210,70,60,188,88,165,171,97,167,89,167,89,167,89,167,89,181,85,181,85,167,89,167,89,181,85,167,89,181.0,85.0,167.7706,88.7798,167.0,89.0,167.0,89.0,1.096969696969697,1.0121212121212122
60e33ec4-61a1-4d78-93c4-8d025cfe6b31,22,False,"[(100, 77), (92, 103)]",222,222,68,72,222,91,171,177,100,177,100,177,100,177,100,195,92,177,100,177,100,177,100,177,100,195,92,177,100,189.1764,94.5882,181.59910000000002,97.9559,177.0,100.0,177.0,100.0,1.1403508771929824,1.0350877192982457
60e33ec4-61a1-4d78-93c4-8d025cfe6b31,22,False,"[(77, 100), (103, 92)]",222,222,72,68,222,80,171,177,77,177,77,177,77,177,77,195,103,177,77,177,77,177,77,177,77,195,103,177,77,189.1764,94.5882,181.59910000000002,83.64320000000001,177.0,77.0,177.0,77.0,1.1403508771929824,1.0350877192982457
39bb7bd6-d071-4f19-ae19-945c5a6c0220,22,False,"[(96, 73)]",222,222,64,73,222,87,163,169,96,169,96,169,96,169,96,169,96,169,96,169,96,169,96,169,96,169,96,169,96,169.0,96.0,169.0,96.0,169.0,96.0,169.0,96.0,1.0368098159509203,1.0368098159509203
39bb7bd6-d071-4f19-ae19-945c5a6c0220,22,False,"[(73, 96)]",222,222,73,64,222,76,163,169,73,169,73,169,73,169,73,169,73,169,73,169,73,169,73,169,73,169,73,169,73,169.0,73.0,169.0,73.0,169.0,73.0,169.0,73.0,1.0368098159509203,1.0368098159509203
c895ad9d-7286-45f5-8628-b525056ae401,23,True,"[(86, 97)]",232,166,68,53,232,86,183,183,86,183,86,183,86,183,86,183,86,183,86,183,86,183,86,183,86,183,86,183,86,183.0,86.0,183.0,86.0,183.0,86.0,183.0,86.0,1.0,1.0
c895ad9d-7286-45f5-8628-b525056ae401,23,True,"[(97, 86)]",166,232,53,68,166,97,183,183,97,183,97,183,97,183,97,183,97,183,97,183,97,183,97,183,97,183,97,183,97,183.0,97.0,183.0,97.0,183.0,97.0,183.0,97.0,1.0,1.0
f2e91729-c427-4256-8184-94b743acc13f,22,False,"[(56, 79), (85, 62), (65, 76)]",200,188,47,47,200,59,129,135,56,141,65,135,56,135,56,141,65,147,85,141,65,135,56,135,56,147,85,135,56,144.1304,78.0652,139.8141,67.63419999999999,135.0,56.0,135.0,56.0,1.1395348837209303,1.0465116279069768
f2e91729-c427-4256-8184-94b743acc13f,22,False,"[(79, 56), (62, 85), (76, 65)]",188,200,47,47,188,70,129,135,79,141,76,135,79,135,79,141,76,147,62,141,76,135,79,135,79,147,62,135,79,144.1304,66.0652,139.8141,72.1799,135.0,79.0,135.0,79.0,1.1395348837209303,1.0465116279069768
