eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,PoA,PoS
89b312a8-8985-47e0-8deb-05cf47069bb0,22,False,"[(71, 94), (80, 91)]",332,320,63,72,332,71,165,165,71,171,80,165,71,165,71,171,80,171,80,171,80,165,71,165,71,171,80,165,71,165.0,71.0,165.0,71.0,166.6519,73.4778,171.0,80.0,1.0363636363636364,1.0
89b312a8-8985-47e0-8deb-05cf47069bb0,22,False,"[(94, 71), (91, 80)]",320,332,72,63,320,94,165,165,94,171,91,165,94,165,94,171,91,171,91,171,91,165,94,165,94,171,91,165,94,165.0,94.0,165.0,94.0,166.6519,93.17410000000001,171.0,91.0,1.0363636363636364,1.0
91393d41-8ed7-44b5-8728-d5b657c09337,22,False,"[(100, 89), (87, 98)]",332,332,78,75,332,87,185,185,87,185,87,185,87,185,87,189,100,185,87,185,87,185,87,185,87,189,100,185,87,185.0,87.0,185.0,87.0,186.6443,92.344,187.0,93.5,1.0216216216216216,1.0
91393d41-8ed7-44b5-8728-d5b657c09337,22,False,"[(89, 100), (98, 87)]",332,332,75,78,332,98,185,185,98,185,98,185,98,185,98,189,89,185,98,185,98,185,98,185,98,189,89,185,98,185.0,98.0,185.0,98.0,186.6443,94.3003,187.0,93.5,1.0216216216216216,1.0
197ae34c-cb23-4d80-bf95-0979b77b5aa4,11,False,"[(116, 105), (107, 130), (123, 100)]",342,320,89,89,342,98,207,223,123,221,116,221,116,221,116,221,116,223,123,221,116,221,116,221,116,237,107,221,116,221.0,116.0,221.0,116.0,222.63979999999998,115.0777,222.83339999999998,122.41669999999999,1.144927536231884,1.067632850241546
197ae34c-cb23-4d80-bf95-0979b77b5aa4,11,False,"[(105, 116), (130, 107), (100, 123)]",320,342,89,89,320,109,207,223,100,221,105,221,105,221,105,221,105,223,100,221,105,221,105,221,105,237,130,221,105,221.0,105.0,221.0,105.0,222.63979999999998,107.56209999999999,222.83339999999998,100.41669999999999,1.144927536231884,1.067632850241546
bc170d56-7d53-4a72-b5e2-4729e41506fa,11,False,"[(110, 99), (101, 112)]",342,376,87,95,342,110,209,209,110,209,110,209,110,209,110,209,110,213,101,213,101,209,110,209,110,213,101,209,110,209.0,110.0,209.0,110.0,210.77250000000004,106.0119,213.0,101.0,1.0191387559808613,1.0
bc170d56-7d53-4a72-b5e2-4729e41506fa,11,False,"[(99, 110), (112, 101)]",376,342,95,87,376,99,209,209,99,209,99,209,99,209,99,209,99,213,112,213,112,209,99,209,99,213,112,209,99,209.0,99.0,209.0,99.0,210.77250000000004,104.76060000000001,213.0,112.0,1.0191387559808613,1.0
a486feb2-39bb-4303-8219-0236635b9c49,22,False,"[(94, 71)]",332,332,71,62,332,85,159,165,94,165,94,165,94,165,94,165,94,165,94,165,94,165,94,165,94,165,94,165,94,165.0,94.0,165.0,94.0,165.0,94.0,165.0,94.0,1.0377358490566038,1.0377358490566038
a486feb2-39bb-4303-8219-0236635b9c49,22,False,"[(71, 94)]",332,332,62,71,332,74,159,165,71,165,71,165,71,165,71,165,71,165,71,165,71,165,71,165,71,165,71,165,71,165.0,71.0,165.0,71.0,165.0,71.0,165.0,71.0,1.0377358490566038,1.0377358490566038
a8108a78-e53b-49dc-aca5-eb2aed616abb,0,False,"[(139, 116), (99, 122)]",342,388,85,95,342,99,221,221,99,221,99,221,99,221,99,255,139,221,99,221,99,221,99,221,99,255,139,221,99,221.0,99.0,221.0,99.0,225.0179,103.7269,221.0,99.0,1.1538461538461537,1.0
a8108a78-e53b-49dc-aca5-eb2aed616abb,0,False,"[(116, 139), (122, 99)]",388,342,95,85,388,122,221,221,122,221,122,221,122,221,122,255,116,221,122,221,122,221,122,221,122,255,116,221,122,221.0,122.0,221.0,122.0,225.0179,121.291,221.0,122.0,1.1538461538461537,1.0
50c0e2f4-2aa9-4c13-a2e4-070a539361e8,11,False,"[(97, 74), (76, 87)]",342,342,67,63,342,76,163,171,97,163,76,163,76,163,76,163,76,163,76,163,76,163,76,163,76,171,97,163,76,163.0,76.0,163.0,76.0,166.04469999999992,83.9923,165.58820000000003,82.79410000000001,1.049079754601227,1.0
50c0e2f4-2aa9-4c13-a2e4-070a539361e8,11,False,"[(74, 97), (87, 76)]",342,342,63,67,342,87,163,171,74,163,87,163,87,163,87,163,87,163,87,163,87,163,87,163,87,171,74,163,87,163.0,87.0,163.0,87.0,166.04469999999992,82.05239999999998,165.58820000000003,82.79410000000001,1.049079754601227,1.0
39348bf3-5677-481c-9aa4-6e394a1b8b3e,33,False,"[(157, 102)]",364,342,103,84,364,157,259,259,157,259,157,259,157,259,157,259,157,259,157,259,157,259,157,259,157,259,157,259,157,259.0,157.0,259.0,157.0,259.0,157.0,259.0,157.0,1.0,1.0
39348bf3-5677-481c-9aa4-6e394a1b8b3e,33,False,"[(102, 157)]",342,364,84,103,342,102,259,259,102,259,102,259,102,259,102,259,102,259,102,259,102,259,102,259,102,259,102,259,102,259.0,102.0,259.0,102.0,259.0,102.0,259.0,102.0,1.0,1.0
bb6f3a21-6766-4042-9718-7c122cac894f,0,False,"[(87, 98), (96, 73)]",322,276,69,59,322,87,163,169,96,169,96,169,96,169,96,185,87,169,96,169,96,169,96,169,96,185,87,169,96,169.0,96.0,169.0,96.0,172.79539999999997,93.86510000000001,169.0,96.0,1.1349693251533743,1.0368098159509203
bb6f3a21-6766-4042-9718-7c122cac894f,0,False,"[(98, 87), (73, 96)]",276,322,59,69,276,76,163,169,73,169,73,169,73,169,73,185,98,169,73,169,73,169,73,169,73,185,98,169,73,169.0,73.0,169.0,73.0,172.79539999999997,78.93029999999999,169.0,73.0,1.1349693251533743,1.0368098159509203
402fcdcc-38df-4dd0-a7c0-1afc2e2ad220,11,False,"[(172, 161)]",376,342,154,147,376,172,333,333,172,333,172,333,172,333,172,333,172,333,172,333,172,333,172,333,172,333,172,333,172,333.0,172.0,333.0,172.0,333.0,172.0,333.0,172.0,1.0,1.0
402fcdcc-38df-4dd0-a7c0-1afc2e2ad220,11,False,"[(161, 172)]",342,376,147,154,342,161,333,333,161,333,161,333,161,333,161,333,161,333,161,333,161,333,161,333,161,333,161,333,161,333.0,161.0,333.0,161.0,333.0,161.0,333.0,161.0,1.0,1.0
3bec3485-eddc-48c4-ae19-4d31c7867c96,22,False,"[(156, 133)]",354,354,124,124,354,147,283,289,156,289,156,289,156,289,156,289,156,289,156,289,156,289,156,289,156,289,156,289,156,289.0,156.0,289.0,156.0,289.0,156.0,289.0,156.0,1.0212014134275618,1.0212014134275618
3bec3485-eddc-48c4-ae19-4d31c7867c96,22,False,"[(133, 156)]",354,354,124,124,354,136,283,289,133,289,133,289,133,289,133,289,133,289,133,289,133,289,133,289,133,289,133,289,133,289.0,133.0,289.0,133.0,289.0,133.0,289.0,133.0,1.0212014134275618,1.0212014134275618
ecc87599-f707-4362-8e23-5ffd3233a032,0,False,"[(110, 77), (101, 90)]",344,276,74,63,344,110,187,187,110,191,101,187,110,187,110,191,101,187,110,187,110,187,110,187,110,191,101,187,110,187.0,110.0,187.0,110.0,188.44719999999995,106.74359999999999,187.0,110.0,1.0213903743315509,1.0
ecc87599-f707-4362-8e23-5ffd3233a032,0,False,"[(77, 110), (90, 101)]",276,344,63,74,276,77,187,187,77,191,90,187,77,187,77,191,90,187,77,187,77,187,77,187,77,191,90,187,77,187.0,77.0,187.0,77.0,188.44719999999995,81.7036,187.0,77.0,1.0213903743315509,1.0
e7b91afb-2500-4ee8-90cf-01588fb5c9bf,0,False,"[(83, 72), (74, 85)]",332,298,63,63,332,83,155,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,159,74,155,83,155.0,83.0,155.0,83.0,156.51,79.60239999999999,155.0,83.0,1.0258064516129033,1.0
e7b91afb-2500-4ee8-90cf-01588fb5c9bf,0,False,"[(72, 83), (85, 74)]",298,332,63,63,298,72,155,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,159,85,155,72,155.0,72.0,155.0,72.0,156.51,76.9076,155.0,72.0,1.0258064516129033,1.0
58274084-61ef-46d5-a71d-5027dd12ab51,22,False,"[(80, 69)]",332,298,65,55,332,80,149,149,80,149,80,149,80,149,80,149,80,149,80,149,80,149,80,149,80,149,80,149,80,149.0,80.0,149.0,80.0,149.0,80.0,149.0,80.0,1.0,1.0
58274084-61ef-46d5-a71d-5027dd12ab51,22,False,"[(69, 80)]",298,332,55,65,298,69,149,149,69,149,69,149,69,149,69,149,69,149,69,149,69,149,69,149,69,149,69,149,69,149.0,69.0,149.0,69.0,149.0,69.0,149.0,69.0,1.0,1.0
07d922e0-5268-4276-8665-4e7126598eef,0,False,"[(193, 170)]",454,408,166,147,454,193,363,363,193,363,193,363,193,363,193,363,193,363,193,363,193,363,193,363,193,363,193,363,193,363.0,193.0,363.0,193.0,363.0,193.0,363.0,193.0,1.0,1.0
07d922e0-5268-4276-8665-4e7126598eef,0,False,"[(170, 193)]",408,454,147,166,408,170,363,363,170,363,170,363,170,363,170,363,170,363,170,363,170,363,170,363,170,363,170,363,170,363.0,170.0,363.0,170.0,363.0,170.0,363.0,170.0,1.0,1.0
6509e294-5800-44ca-bf65-457edff6bcf9,0,False,"[(91, 68), (74, 85)]",322,276,62,51,322,82,153,159,91,159,74,159,91,159,91,159,74,159,91,159,91,159,91,159,91,159,74,159,91,159.0,90.99719999999999,159.0,74.0,159.0,83.2456,159.0,91.0,1.0392156862745099,1.0392156862745099
6509e294-5800-44ca-bf65-457edff6bcf9,0,False,"[(68, 91), (85, 74)]",276,322,51,62,276,71,153,159,68,159,85,159,68,159,68,159,85,159,68,159,68,159,68,159,68,159,85,159,68,159.0,68.00280000000001,159.0,85.0,159.0,75.7544,159.0,68.0,1.0392156862745099,1.0392156862745099
8e533617-9b69-4a23-8203-7818cd7174b9,0,False,"[(135, 158)]",342,388,121,131,342,138,287,293,135,293,135,293,135,293,135,293,135,293,135,293,135,293,135,293,135,293,135,293,135,293.0,135.0,293.0,135.0,293.0,135.0,293.0,135.0,1.0209059233449478,1.0209059233449478
8e533617-9b69-4a23-8203-7818cd7174b9,0,False,"[(158, 135)]",388,342,131,121,388,149,287,293,158,293,158,293,158,293,158,293,158,293,158,293,158,293,158,293,158,293,158,293,158,293.0,158.0,293.0,158.0,293.0,158.0,293.0,158.0,1.0209059233449478,1.0209059233449478
