eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
a46538d0-8120-4781-b887-c3937108d148,11,False,"[(312, 235), (316, 217), (320, 199)]",727,639,239,188,727,320,519,519,320,547,312,519,320,519,320,547,312,533,316,547,312,519,320,519,320,547,312,519,320,519.0002,320.0,524.3390999999999,318.4745,540.0,314.0,519.0,320.0,1.0539499036608864,1.0
a46538d0-8120-4781-b887-c3937108d148,11,False,"[(235, 312), (217, 316), (199, 320)]",639,727,188,239,639,199,519,519,199,547,235,519,199,519,199,547,235,533,217,547,235,519,199,519,199,547,235,519,199,519.0002,199.0002,524.3390999999999,205.8646,540.0,226.0,519.0,199.0,1.0539499036608864,1.0
724a9221-0f3e-4eea-b3b0-4f6b4e68b259,1,False,"[(71, 104), (63, 108)]",265,321,49,81,265,66,165,171,63,175,71,171,63,171,63,175,71,171,63,175,71,171,63,171,63,175,71,171,63,171.0,63.0,172.2705,65.5409,171.0,63.0,171.0,63.0,1.0606060606060606,1.0363636363636364
724a9221-0f3e-4eea-b3b0-4f6b4e68b259,1,False,"[(104, 71), (108, 63)]",321,265,81,49,321,99,165,171,108,175,104,171,108,171,108,175,104,171,108,175,104,171,108,171,108,175,104,171,108,171.0,108.0,172.2705,106.7296,171.0,108.0,171.0,108.0,1.0606060606060606,1.0363636363636364
6c348a82-3c79-45c1-8807-793cc912ce37,11,True,"[(139, 94), (132, 99), (127, 116), (91, 124)]",265,243,80,80,265,91,215,215,91,215,91,215,91,215,91,243,127,231,132,243,127,215,91,215,91,243,127,215,91,215.0,91.0,222.5946,111.2522,227.6924,124.8462,215.0,91.0,1.130232558139535,1.0
6c348a82-3c79-45c1-8807-793cc912ce37,11,True,"[(94, 139), (99, 132), (116, 127), (124, 91)]",243,265,80,80,243,124,215,215,124,215,124,215,124,215,124,243,116,231,99,243,116,215,124,215,124,243,116,215,124,215.0,124.0,222.5946,111.3424,227.6924,102.8462,215.0,124.0,1.130232558139535,1.0
02160761-ba5e-446f-adc3-aab79656f536,44,False,"[(266, 89)]",431,265,116,80,431,257,349,355,266,355,266,355,266,355,266,355,266,355,266,355,266,355,266,355,266,355,266,355,266,355,266,355,266,355,266,355,266,1.0171919770773639,1.0171919770773639
02160761-ba5e-446f-adc3-aab79656f536,44,False,"[(89, 266)]",265,431,80,116,265,92,349,355,89,355,89,355,89,355,89,355,89,355,89,355,89,355,89,355,89,355,89,355,89,355,89,355,89,355,89,355,89,1.0171919770773639,1.0171919770773639
ee2a0e22-2a98-4c0f-99f5-9b03aa8a0c65,0,False,"[(111, 88), (87, 110)]",265,299,76,79,265,87,197,197,87,197,87,197,87,197,87,199,111,197,87,197,87,197,87,197,87,199,111,197,87,197.00060000000002,87.0073,197.8721,97.4659,197.0,87.0,197.0,87.0,1.0101522842639594,1.0
ee2a0e22-2a98-4c0f-99f5-9b03aa8a0c65,0,False,"[(88, 111), (110, 87)]",299,265,79,76,299,110,197,197,110,197,110,197,110,197,110,199,88,197,110,197,110,197,110,197,110,199,88,197,110,197.00060000000002,109.9933,197.8721,100.4062,197.0,110.0,197.0,110.0,1.0101522842639594,1.0
