eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,PoA,PoS
8192c6fb-f5ed-4613-87fe-a43366dd65a6,23,False,"[(343, 354), (348, 337), (352, 329)]",870,1014,254,293,870,343,675,681,352,685,348,681,352,681,352,697,343,697,343,697,343,681,352,681,352,697,343,681,352,684.5452,348.45489999999995,681.0,352.0,681.0,352.0,697.0,343.0,1.0325925925925925,1.008888888888889
8192c6fb-f5ed-4613-87fe-a43366dd65a6,23,False,"[(354, 343), (337, 348), (329, 352)]",1014,870,293,254,1014,332,675,681,329,685,337,681,329,681,329,697,354,697,354,697,354,681,329,681,329,697,354,681,329,684.5452,336.09029999999996,681.0,329.0,681.0,329.0,697.0,354.0,1.0325925925925925,1.008888888888889
7f8a005e-218b-4506-ad78-a87863d3c841,22,False,"[(331, 364), (314, 369), (305, 382)]",386,464,97,125,386,314,683,687,305,695,331,683,314,683,314,695,331,687,305,683,314,683,314,683,314,695,331,683,314,684.0138,311.7189,683.0,314.0,683.0,314.0,687.0,305.0,1.0175695461200585,1.0
7f8a005e-218b-4506-ad78-a87863d3c841,22,False,"[(364, 331), (369, 314), (382, 305)]",464,386,125,97,464,369,683,687,382,695,364,683,369,683,369,695,364,687,382,683,369,683,369,683,369,695,364,683,369,684.0138,372.2949,683.0,369.0,683.0,369.0,687.0,382.0,1.0175695461200585,1.0
cea1f980-b890-42bc-857f-73d4b8e423f7,23,False,"[(79, 102), (83, 94)]",320,320,68,77,320,82,175,181,79,177,83,177,83,177,83,177,83,177,83,177,83,177,83,177,83,181,79,177,83,178.27689999999996,81.72319999999999,177.0,83.0,177.0,83.0,177.0,83.0,1.0342857142857143,1.0114285714285713
cea1f980-b890-42bc-857f-73d4b8e423f7,23,False,"[(102, 79), (94, 83)]",320,320,77,68,320,93,175,181,102,177,94,177,94,177,94,177,94,177,94,177,94,177,94,177,94,181,102,177,94,178.27689999999996,96.55369999999999,177.0,94.0,177.0,94.0,177.0,94.0,1.0342857142857143,1.0114285714285713
4334433a-82d2-4673-a7d8-1ef59fcca512,22,False,"[(94, 127), (98, 109)]",310,320,85,80,310,98,207,221,94,207,98,207,98,207,98,207,98,207,98,207,98,207,98,207,98,221,94,207,98,209.4971,97.28659999999999,207.0,98.0,207.0,98.0,207.0,98.0,1.067632850241546,1.0
4334433a-82d2-4673-a7d8-1ef59fcca512,22,False,"[(127, 94), (109, 98)]",320,310,80,85,320,109,207,221,127,207,109,207,109,207,109,207,109,207,109,207,109,207,109,207,109,221,127,207,109,209.4971,112.2105,207.0,109.0,207.0,109.0,207.0,109.0,1.067632850241546,1.0
651b2792-49a5-4be6-980d-8248571d8926,1,False,"[(102, 79), (76, 87)]",310,298,67,67,310,76,163,163,76,163,76,163,76,163,76,163,76,163,76,163,76,163,76,163,76,181,102,163,76,167.4536,82.43299999999999,163.0,76.0,163.0,76.0,175.1764,93.5882,1.1104294478527608,1.0
651b2792-49a5-4be6-980d-8248571d8926,1,False,"[(79, 102), (87, 76)]",298,310,67,67,298,87,163,163,87,163,87,163,87,163,87,163,87,163,87,163,87,163,87,163,87,181,79,163,87,167.4536,85.0206,163.0,87.0,163.0,87.0,175.1764,81.5882,1.1104294478527608,1.0
aa8b54e4-3568-4a68-b872-61c6560ee602,11,False,"[(362, 1407), (376, 1377), (371, 1394)]",430,1420,104,363,430,376,1753,1769,362,1753,376,1753,376,1753,376,1753,376,1753,376,1753,376,1769,362,1753,376,1769,362,1753,376,1756.6457,372.81,1753.0,376.0,1753.0,376.0,1753.0,376.0,1.009127210496292,1.0
aa8b54e4-3568-4a68-b872-61c6560ee602,11,False,"[(1407, 362), (1377, 376), (1394, 371)]",1420,430,363,104,1420,1377,1753,1769,1407,1753,1377,1753,1377,1753,1377,1753,1377,1753,1377,1753,1377,1769,1407,1753,1377,1769,1407,1753,1377,1756.6457,1383.8357,1753.0,1377.0,1753.0,1377.0,1753.0,1377.0,1.009127210496292,1.0
c10a9a41-a2fa-410f-b4d3-bc2e91e60042,22,False,"[(515, 438), (518, 429)]",1354,1300,441,420,1354,509,941,947,518,953,515,947,518,947,518,953,515,953,515,953,515,947,518,947,518,953,515,947,518,948.5425,517.2287,947.0,518.0,947.0,518.0,953.0,515.0,1.0127523910733263,1.006376195536663
c10a9a41-a2fa-410f-b4d3-bc2e91e60042,22,False,"[(438, 515), (429, 518)]",1300,1354,420,441,1300,432,941,947,429,953,438,947,429,947,429,953,438,953,438,953,438,947,429,947,429,953,438,947,429,948.5425,431.3138,947.0,429.0,947.0,429.0,953.0,438.0,1.0127523910733263,1.006376195536663
af62041c-6a4d-400c-a98e-d8114080c091,22,False,"[(192, 203), (188, 211)]",596,596,179,171,596,191,393,399,188,395,192,395,192,395,192,395,192,395,192,395,192,395,192,395,192,399,188,395,192,396.3003,190.69979999999998,395.0,192.0,395.0,192.0,395.0,192.0,1.015267175572519,1.005089058524173
af62041c-6a4d-400c-a98e-d8114080c091,22,False,"[(203, 192), (211, 188)]",596,596,171,179,596,202,393,399,211,395,203,395,203,395,203,395,203,395,203,395,203,395,203,395,203,399,211,395,203,396.3003,205.6005,395.0,203.0,395.0,203.0,395.0,203.0,1.015267175572519,1.005089058524173
1ca5127e-60df-4d2d-a232-d68f4b645773,1,False,"[(94, 83), (102, 79)]",310,298,67,68,310,93,175,181,102,177,94,177,94,177,94,177,94,177,94,177,94,177,94,177,94,181,102,177,94,178.3211,96.6422,177.0,94.0,177.0,94.0,177.33339999999998,94.66669999999999,1.0342857142857143,1.0114285714285713
1ca5127e-60df-4d2d-a232-d68f4b645773,1,False,"[(83, 94), (79, 102)]",298,310,68,67,298,82,175,181,79,177,83,177,83,177,83,177,83,177,83,177,83,177,83,177,83,181,79,177,83,178.3211,81.6789,177.0,83.0,177.0,83.0,177.33339999999998,82.66669999999999,1.0342857142857143,1.0114285714285713
2246d76b-e9dd-44c4-83e9-a4bcf8e1dd7a,0,False,"[(196, 219)]",650,696,182,202,650,199,409,415,196,415,196,415,196,415,196,415,196,415,196,415,196,415,196,415,196,415,196,415,196,415.0,196.0,415.0,196.0,415.0,196.0,415.0,196.0,1.0146699266503667,1.0146699266503667
2246d76b-e9dd-44c4-83e9-a4bcf8e1dd7a,0,False,"[(219, 196)]",696,650,202,182,696,210,409,415,219,415,219,415,219,415,219,415,219,415,219,415,219,415,219,415,219,415,219,415,219,415.0,219.0,415.0,219.0,415.0,219.0,415.0,219.0,1.0146699266503667,1.0146699266503667
f4c4253a-e0e0-471c-b842-96ef7fa6c1e1,23,False,"[(105, 128)]",332,310,96,74,332,108,227,233,105,233,105,233,105,233,105,233,105,233,105,233,105,233,105,233,105,233,105,233,105,233.0,105.0,233.0,105.0,233.0,105.0,233.0,105.0,1.026431718061674,1.026431718061674
f4c4253a-e0e0-471c-b842-96ef7fa6c1e1,23,False,"[(128, 105)]",310,332,74,96,310,119,227,233,128,233,128,233,128,233,128,233,128,233,128,233,128,233,128,233,128,233,128,233,128,233.0,128.0,233.0,128.0,233.0,128.0,233.0,128.0,1.026431718061674,1.026431718061674
