eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,PoA,PoS
49c1a322-3e64-4024-bcbd-d3e4b65a99a7,11,False,"[(66, 55)]",233,199,48,41,233,66,121,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121.0,66.0,121.0,66.0,121.0,66.0,121.0,66.0,1.0,1.0
49c1a322-3e64-4024-bcbd-d3e4b65a99a7,11,False,"[(55, 66)]",199,233,41,48,199,55,121,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121.0,55.0,121.0,55.0,121.0,55.0,121.0,55.0,1.0,1.0
aa4a18c1-4e33-4853-92fd-03ccf0d19235,22,False,"[(65, 54)]",145,145,33,49,145,65,119,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119.0,65.0,119.0,65.0,119.0,65.0,119.0,65.0,1.0,1.0
aa4a18c1-4e33-4853-92fd-03ccf0d19235,22,False,"[(54, 65)]",145,145,49,33,145,54,119,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119.0,54.0,119.0,54.0,119.0,54.0,119.0,54.0,1.0,1.0
fd4c7ecf-943e-4621-ab03-59e1a924b92c,0,False,"[(65, 88), (108, 85)]",155,201,42,52,155,68,147,153,65,153,65,153,65,153,65,153,65,153,65,153,65,153,65,153,65,193,108,153,65,153.0,65.0,153.0,65.0,155.054,67.2081,153.0,65.0,1.3129251700680271,1.0408163265306123
fd4c7ecf-943e-4621-ab03-59e1a924b92c,0,False,"[(88, 65), (85, 108)]",201,155,52,42,201,79,147,153,88,153,88,153,88,153,88,153,88,153,88,153,88,153,88,153,88,193,85,153,88,153.0,88.0,153.0,88.0,155.054,87.8459,153.0,88.0,1.3129251700680271,1.0408163265306123
6d7f3fd6-ab44-44a7-82ad-a6a477c6bc0d,0,False,"[(51, 62), (47, 70)]",155,201,33,52,155,50,111,117,47,113,51,113,51,113,51,113,51,117,47,113,51,113,51,113,51,117,47,113,51,113.0,51.0,113.0,51.0,114.56619999999998,49.433800000000005,117.0,47.0,1.054054054054054,1.018018018018018
6d7f3fd6-ab44-44a7-82ad-a6a477c6bc0d,0,False,"[(62, 51), (70, 47)]",201,155,52,33,201,61,111,117,70,113,62,113,62,113,62,113,62,117,70,113,62,113,62,113,62,117,70,113,62,113.0,62.0,113.0,62.0,114.56619999999998,65.13239999999999,117.0,70.0,1.054054054054054,1.018018018018018
14c26e85-c340-4797-a84c-70c2723e766e,22,False,"[(121, 144)]",343,343,112,120,343,124,259,265,121,265,121,265,121,265,121,265,121,265,121,265,121,265,121,265,121,265,121,265,121,265.0,121.0,265.0,121.0,265.0,121.0,265.0,121.0,1.0231660231660231,1.0231660231660231
14c26e85-c340-4797-a84c-70c2723e766e,22,False,"[(144, 121)]",343,343,120,112,343,135,259,265,144,265,144,265,144,265,144,265,144,265,144,265,144,265,144,265,144,265,144,265,144,265.0,144.0,265.0,144.0,265.0,144.0,265.0,144.0,1.0231660231660231,1.0231660231660231
96fc9336-f30d-4bfa-9463-1269af2ea07c,1,False,"[(441, 418)]",563,551,197,212,563,432,853,859,441,859,441,859,441,859,441,859,441,859,441,859,441,859,441,859,441,859,441,859,441,859.0,441.0,859.0,441.0,859.0,441.0,859.0,441.0,1.0070339976553342,1.0070339976553342
96fc9336-f30d-4bfa-9463-1269af2ea07c,1,False,"[(418, 441)]",551,563,212,197,551,421,853,859,418,859,418,859,418,859,418,859,418,859,418,859,418,859,418,859,418,859,418,859,418,859.0,418.0,859.0,418.0,859.0,418.0,859.0,418.0,1.0070339976553342,1.0070339976553342
fc1484ff-c655-43bc-ba86-4ad7ef55b487,22,False,"[(78, 67)]",167,167,67,58,167,78,145,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145.0,78.0,145.0,78.0,145.0,78.0,145.0,78.0,1.0,1.0
fc1484ff-c655-43bc-ba86-4ad7ef55b487,22,False,"[(67, 78)]",167,167,58,67,167,67,145,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145.0,67.0,145.0,67.0,145.0,67.0,145.0,67.0,1.0,1.0
6a3cf09c-ccd6-486c-a7e8-2243ed1d6612,11,False,"[(79, 56), (74, 85)]",155,155,53,42,155,62,135,135,79,135,79,135,79,135,79,159,74,135,79,135,79,135,79,135,79,159,74,135,79,135.0,79.0,135.0,79.0,139.1772,78.1297,151.2352,75.6176,1.1777777777777778,1.0
6a3cf09c-ccd6-486c-a7e8-2243ed1d6612,11,False,"[(56, 79), (85, 74)]",155,155,42,53,155,73,135,135,56,135,56,135,56,135,56,159,85,135,56,135,56,135,56,135,56,159,85,135,56,135.0,56.0,135.0,56.0,139.1772,61.0475,151.2352,75.6176,1.1777777777777778,1.0
3e7bc414-7fca-466e-9c1c-ad58ae9f50e4,22,False,"[(76, 99), (85, 74)]",167,167,67,60,167,85,159,159,85,159,85,159,85,159,85,159,85,159,85,159,85,159,85,159,85,175,76,159,85,159.0,85.0,159.0,85.0,163.3034,82.5794,164.1764,82.0882,1.10062893081761,1.0
3e7bc414-7fca-466e-9c1c-ad58ae9f50e4,22,False,"[(99, 76), (74, 85)]",167,167,60,67,167,74,159,159,74,159,74,159,74,159,74,159,74,159,74,159,74,159,74,159,74,175,99,159,74,159.0,74.0,159.0,74.0,163.3034,80.724,164.1764,82.0882,1.10062893081761,1.0
