eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
2fd3fce6-2b53-46f0-81e9-f342ed779b17,11,False,"[(328, 305), (325, 314)]",893,859,310,282,893,319,627,633,328,639,325,633,328,633,328,639,325,633,328,639,325,633,328,633,328,639,325,633,328,633.0,328.0,633.0,328.0,633.0,328.0,634.4721,327.264,1.0191387559808613,1.0095693779904307
2fd3fce6-2b53-46f0-81e9-f342ed779b17,11,False,"[(305, 328), (314, 325)]",859,893,282,310,859,308,627,633,305,639,314,633,305,633,305,639,314,633,305,639,314,633,305,633,305,639,314,633,305,633.0,305.0,633.0,305.0,633.0,305.0,634.4721,307.20809999999994,1.0191387559808613,1.0095693779904307
010b2a7a-9c74-4f13-9b28-6095a06c6c1a,22,False,"[(190, 135), (155, 222), (159, 214)]",375,343,143,117,375,184,313,325,190,325,190,325,190,325,190,325,190,325,190,325,190,325,190,325,190,377,155,325,190,334.8032,183.4016,325.0,190.0,325.0,190.0,339.32849999999996,180.3558,1.2044728434504792,1.038338658146965
010b2a7a-9c74-4f13-9b28-6095a06c6c1a,22,False,"[(135, 190), (222, 155), (214, 159)]",343,375,117,143,343,129,313,325,135,325,135,325,135,325,135,325,135,325,135,325,135,325,135,325,135,377,222,325,135,334.8032,151.4016,325.0,135.0,325.0,135.0,339.32849999999996,158.9727,1.2044728434504792,1.038338658146965
89e14945-d5ee-4703-92e3-82894b4502fa,11,False,"[(136, 103)]",331,309,95,84,331,136,239,239,136,239,136,239,136,239,136,239,136,239,136,239,136,239,136,239,136,239,136,239,136,239.0,136.0,239.0,136.0,239.0,136.0,239.0,136.0,1.0,1.0
89e14945-d5ee-4703-92e3-82894b4502fa,11,False,"[(103, 136)]",309,331,84,95,309,103,239,239,103,239,103,239,103,239,103,239,103,239,103,239,103,239,103,239,103,239,103,239,103,239.0,103.0,239.0,103.0,239.0,103.0,239.0,103.0,1.0,1.0
7199405e-93c1-4e55-975a-d165c82f6d55,22,False,"[(92, 115), (121, 98)]",321,321,69,82,321,92,207,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,207,92,219,121,207,92,213.0,106.5,207.0,92.0,207.0,92.0,211.5093,102.8974,1.0579710144927537,1.0
7199405e-93c1-4e55-975a-d165c82f6d55,22,False,"[(115, 92), (98, 121)]",321,321,82,69,321,115,207,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,207,115,219,98,207,115,213.0,106.5,207.0,115.0,207.0,115.0,211.5093,108.61189999999999,1.0579710144927537,1.0
ca283055-12ca-4ec4-8a77-b22b32195ff6,0,False,"[(73, 96), (78, 67), (86, 63)]",311,265,59,49,311,77,143,149,86,145,78,145,78,145,78,145,78,149,86,145,78,145,78,145,78,169,73,145,78,149.0,86.0,145.0,78.0,145.0,78.0,145.1759,77.9633,1.1818181818181819,1.013986013986014
ca283055-12ca-4ec4-8a77-b22b32195ff6,0,False,"[(96, 73), (67, 78), (63, 86)]",265,311,49,59,265,66,143,149,63,145,67,145,67,145,67,145,67,149,63,145,67,145,67,145,67,169,96,145,67,149.0,63.0,145.0,67.0,145.0,67.0,145.1759,67.21260000000001,1.1818181818181819,1.013986013986014
a60e33c3-527b-4c46-9d20-a60006c85701,0,False,"[(95, 72), (87, 76), (78, 89)]",321,287,64,61,321,86,161,167,95,163,87,163,87,163,87,163,87,167,95,163,87,163,87,163,87,167,78,163,87,167.0,95.0,163.0,87.0,163.0,87.0,163.75620000000004,85.2986,1.0372670807453417,1.0124223602484472
a60e33c3-527b-4c46-9d20-a60006c85701,0,False,"[(72, 95), (76, 87), (89, 78)]",287,321,61,64,287,75,161,167,72,163,76,163,76,163,76,163,76,167,72,163,76,163,76,163,76,167,89,163,76,167.0,72.0,163.0,76.0,163.0,76.0,163.75620000000004,78.45760000000001,1.0372670807453417,1.0124223602484472
11f6cd5c-facf-4fc6-a491-66f939db37f9,0,False,"[(130, 153), (138, 149)]",485,531,116,130,485,133,277,283,130,287,138,283,130,283,130,287,138,283,130,287,138,283,130,283,130,287,138,283,130,283.0,130.0,283.0,130.0,283.0,130.0,284.269,132.538,1.036101083032491,1.0216606498194947
11f6cd5c-facf-4fc6-a491-66f939db37f9,0,False,"[(153, 130), (149, 138)]",531,485,130,116,531,144,277,283,153,287,149,283,153,283,153,287,149,283,153,287,149,283,153,283,153,287,149,283,153,283.0,153.0,283.0,153.0,283.0,153.0,284.269,151.731,1.036101083032491,1.0216606498194947
e86b32ed-998b-45a5-876f-62a4e13c8dd3,22,False,"[(103, 126), (121, 110)]",343,343,94,94,343,106,223,229,103,231,121,229,103,229,103,231,121,231,121,231,121,229,103,229,103,231,121,229,103,230.353,115.1765,229.0,103.0,229.0034,103.03110000000001,229.95589999999999,111.6034,1.0358744394618835,1.0269058295964126
e86b32ed-998b-45a5-876f-62a4e13c8dd3,22,False,"[(126, 103), (110, 121)]",343,343,94,94,343,117,223,229,126,231,110,229,126,229,126,231,110,231,110,231,110,229,126,229,126,231,110,229,126,230.353,115.1765,229.0,126.0,229.0034,125.97229999999999,229.95589999999999,118.35249999999999,1.0358744394618835,1.0269058295964126
aaa2395b-6323-4c34-a566-5e748b28bb7a,22,False,"[(135, 146)]",321,321,117,105,321,139,267,281,135,281,135,281,135,281,135,281,135,281,135,281,135,281,135,281,135,281,135,281,135,281.0,135.0,281.0,135.0,281.0,135.0,281.0,135.0,1.0524344569288389,1.0524344569288389
aaa2395b-6323-4c34-a566-5e748b28bb7a,22,False,"[(146, 135)]",321,321,105,117,321,128,267,281,146,281,146,281,146,281,146,281,146,281,146,281,146,281,146,281,146,281,146,281,146,281.0,146.0,281.0,146.0,281.0,146.0,281.0,146.0,1.0524344569288389,1.0524344569288389
1604b9b6-0e29-4fd3-b2f7-6aed17ea2f85,0,False,"[(82, 105), (87, 98), (95, 72)]",311,265,69,58,311,86,161,167,95,167,95,167,95,167,95,185,87,167,95,167,95,167,95,167,95,187,82,167,95,167.0,95.0,167.0,95.0,167.0,95.0,171.9851,91.75970000000001,1.1614906832298137,1.0372670807453417
1604b9b6-0e29-4fd3-b2f7-6aed17ea2f85,0,False,"[(105, 82), (98, 87), (72, 95)]",265,311,58,69,265,75,161,167,72,167,72,167,72,167,72,185,98,167,72,167,72,167,72,167,72,187,105,167,72,167.0,72.0,167.0,72.0,167.0,72.0,171.9851,80.22540000000001,1.1614906832298137,1.0372670807453417
34c386d7-ac61-4654-ae3f-44cd5d95d87c,1,False,"[(111, 100), (94, 117)]",331,343,83,86,331,97,205,211,94,211,111,211,111,211,111,211,111,211,94,211,111,211,94,211,94,211,111,211,111,211.0,99.5,211.0,94.0,211.0,99.5,211.00009999999997,102.3938,1.0292682926829269,1.0292682926829269
34c386d7-ac61-4654-ae3f-44cd5d95d87c,1,False,"[(100, 111), (117, 94)]",343,331,86,83,343,108,205,211,117,211,100,211,100,211,100,211,100,211,117,211,100,211,117,211,117,211,100,211,100,211.0,111.5,211.0,117.0,211.0,111.5,211.0,108.6062,1.0292682926829269,1.0292682926829269
b31894c7-d595-45b2-a3c1-7314c1a3abb5,11,False,"[(459, 470)]",1299,1321,418,434,1299,459,929,929,459,929,459,929,459,929,459,929,459,929,459,929,459,929,459,929,459,929,459,929,459,929.0,459.0,929.0,459.0,929.0,459.0,929.0,459.0,1.0,1.0
b31894c7-d595-45b2-a3c1-7314c1a3abb5,11,False,"[(470, 459)]",1321,1299,434,418,1321,470,929,929,470,929,470,929,470,929,470,929,470,929,470,929,470,929,470,929,470,929,470,929,470,929.0,470.0,929.0,470.0,929.0,470.0,929.0,470.0,1.0,1.0
