eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,PoA,PoS
6e32703b-ed61-4409-8c3c-ba4deead42f8,13,True,"[(35, 35)]",35,35,8,8,35,20,51,70,35,70,35,70,35,70,35,70,35,70,35,70,35,70,35,70,35,70,35,70,35,70.0,35.0,70.0,35.0,70.0,35.0,70.0,35.0,1.3725490196078431,1.3725490196078431
6e32703b-ed61-4409-8c3c-ba4deead42f8,13,True,"[(35, 35)]",35,35,8,8,35,31,51,70,35,70,35,70,35,70,35,70,35,70,35,70,35,70,35,70,35,70,35,70,35,70.0,35.0,70.0,35.0,70.0,35.0,70.0,35.0,1.3725490196078431,1.3725490196078431
8de7787f-ea1a-4402-80bd-6edd5894d077,22,True,"[(57, 57)]",57,57,30,31,57,62,113,114,57,114,57,114,57,114,57,114,57,114,57,114,57,114,57,114,57,114,57,114,57,114.0,57.0,114.0,57.0,114.0,57.0,114.0,57.0,1.008849557522124,1.008849557522124
8de7787f-ea1a-4402-80bd-6edd5894d077,22,True,"[(57, 57)]",57,57,31,30,57,51,113,114,57,114,57,114,57,114,57,114,57,114,57,114,57,114,57,114,57,114,57,114,57,114.0,57.0,114.0,57.0,114.0,57.0,114.0,57.0,1.008849557522124,1.008849557522124
e726ad78-3cd7-4ee4-90f6-0dbde6ad723b,11,True,"[(409, 57)]",409,57,178,13,409,400,459,466,409,466,409,466,409,466,409,466,409,466,409,466,409,466,409,466,409,466,409,466,409,466.0,409.0,466.0,409.0,466.0,409.0,466.0,409.0,1.0152505446623095,1.0152505446623095
e726ad78-3cd7-4ee4-90f6-0dbde6ad723b,11,True,"[(57, 409)]",57,409,13,178,57,59,459,466,57,466,57,466,57,466,57,466,57,466,57,466,57,466,57,466,57,466,57,466,57,466.0,57.0,466.0,57.0,466.0,57.0,466.0,57.0,1.0152505446623095,1.0152505446623095
f93130e4-d855-4783-b6e8-355bc1ccad44,22,True,"[(111, 35)]",111,35,39,8,111,111,146,146,111,146,111,146,111,146,111,146,111,146,111,146,111,146,111,146,111,146,111,146,111,146.0,111.0,146.0,111.0,146.0,111.0,146.0,111.0,1.0,1.0
f93130e4-d855-4783-b6e8-355bc1ccad44,22,True,"[(35, 111)]",35,111,8,39,35,35,146,146,35,146,35,146,35,146,35,146,35,146,35,146,35,146,35,146,35,146,35,146,35,146.0,35.0,146.0,35.0,146.0,35.0,146.0,35.0,1.0,1.0
82b5fb88-e1b3-4508-9e87-432f0e930051,23,True,"[(30, 41)]",45,45,16,9,45,30,71,71,30,71,30,71,30,71,30,71,30,71,30,71,30,71,30,71,30,71,30,71,30,71.0,30.0,71.0,30.0,71.0,30.0,71.0,30.0,1.0,1.0
82b5fb88-e1b3-4508-9e87-432f0e930051,23,True,"[(41, 30)]",45,45,9,16,45,41,71,71,41,71,41,71,41,71,41,71,41,71,41,71,41,71,41,71,41,71,41,71,41,71.0,41.0,71.0,41.0,71.0,41.0,71.0,41.0,1.0,1.0
c4870ae5-9ce6-47b5-9c34-b91ab8fff167,11,True,"[(45, 57)]",45,57,9,21,45,28,89,102,45,102,45,102,45,102,45,102,45,102,45,102,45,102,45,102,45,102,45,102,45,102.0,45.0,102.0,45.0,102.0,45.0,102.0,45.0,1.146067415730337,1.146067415730337
c4870ae5-9ce6-47b5-9c34-b91ab8fff167,11,True,"[(57, 45)]",57,45,21,9,57,61,89,102,57,102,57,102,57,102,57,102,57,102,57,102,57,102,57,102,57,102,57,102,57,102.0,57.0,102.0,57.0,102.0,57.0,102.0,57.0,1.146067415730337,1.146067415730337
46e3fa7a-b4f3-484b-aff7-cfbc415f5284,11,False,"[(398, 409), (399, 376)]",1519,1497,370,367,1519,390,769,775,399,775,399,775,399,775,399,807,398,775,399,775,399,775,399,775,399,807,398,775,399,775.9412000000002,398.9706000000001,775.9412000000002,398.9706000000001,775.0,399.0,775.0,399.0,1.0494148244473342,1.0078023407022108
46e3fa7a-b4f3-484b-aff7-cfbc415f5284,11,False,"[(409, 398), (376, 399)]",1497,1519,367,370,1497,379,769,775,376,775,376,775,376,775,376,807,409,775,376,775,376,775,376,775,376,807,409,775,376,775.9412000000002,376.9706000000001,775.9412000000002,376.9706000000001,775.0,376.0,775.0,376.0,1.0494148244473342,1.0078023407022108
