eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
6356b020-21d2-400f-b0e4-fcf0e901fe2e,22,False,"[(36, 59)]",90,90,36,18,90,39,89,95,36,95,36,95,36,95,36,95,36,95,36,95,36,95,36,95,36,95,36,95,36,95.0,36.0,95.0,36.0,95.0,36.0,95.0,36.0,1.0674157303370786,1.0674157303370786
6356b020-21d2-400f-b0e4-fcf0e901fe2e,22,False,"[(59, 36)]",90,90,18,36,90,50,89,95,59,95,59,95,59,95,59,95,59,95,59,95,59,95,59,95,59,95,59,95,59,95.0,59.0,95.0,59.0,95.0,59.0,95.0,59.0,1.0674157303370786,1.0674157303370786
a8b6b1dc-430e-4e74-8835-bc9933955e99,0,False,"[(46, 69)]",100,146,32,51,100,46,115,115,46,115,46,115,46,115,46,115,46,115,46,115,46,115,46,115,46,115,46,115,46,115.0,46.0,115.0,46.0,115.0,46.0,115.0,46.0,1.0,1.0
a8b6b1dc-430e-4e74-8835-bc9933955e99,0,False,"[(69, 46)]",146,100,51,32,146,69,115,115,69,115,69,115,69,115,69,115,69,115,69,115,69,115,69,115,69,115,69,115,69,115.0,69.0,115.0,69.0,115.0,69.0,115.0,69.0,1.0,1.0
3715cd7f-3717-4e02-9846-8027beb064ed,22,False,"[(80, 147), (97, 130)]",332,376,71,84,332,97,227,227,80,227,97,227,80,227,80,227,97,227,97,227,97,227,80,227,97,227,80,227,80,227.0,91.5,227.0,97.0,227.0,91.50049999999999,227.0,88.60239999999999,1.0,1.0
3715cd7f-3717-4e02-9846-8027beb064ed,22,False,"[(147, 80), (130, 97)]",376,332,84,71,376,130,227,227,147,227,130,227,147,227,147,227,130,227,130,227,130,227,147,227,130,227,147,227,147,227.0,135.5,227.0,130.0,227.0,135.4995,227.0,138.3976,1.0,1.0
715e72cb-1b30-44cb-940a-1863d1dc3c6d,22,False,"[(63, 40)]",112,112,31,31,112,54,97,103,63,103,63,103,63,103,63,103,63,103,63,103,63,103,63,103,63,103,63,103,63,103.0,63.0,103.0,63.0,103.0,63.0,103.0,63.0,1.0618556701030928,1.0618556701030928
715e72cb-1b30-44cb-940a-1863d1dc3c6d,22,False,"[(40, 63)]",112,112,31,31,112,43,97,103,40,103,40,103,40,103,40,103,40,103,40,103,40,103,40,103,40,103,40,103,40,103.0,40.0,103.0,40.0,103.0,40.0,103.0,40.0,1.0618556701030928,1.0618556701030928
bf14c59d-45da-4746-8884-c343dd347e20,12,False,"[(46, 91), (77, 66), (51, 84)]",100,156,28,57,100,45,123,137,46,143,77,135,51,135,51,143,77,137,46,135,51,137,46,135,51,143,77,135,51,137.0,46.0,135.0,51.0,135.4857,49.7856,136.2608,55.0978,1.1626016260162602,1.0975609756097562
bf14c59d-45da-4746-8884-c343dd347e20,12,False,"[(91, 46), (66, 77), (84, 51)]",156,100,57,28,156,78,123,137,91,143,66,135,84,135,84,143,66,137,91,135,84,137,91,135,84,143,66,135,84,137.0,91.0,135.0,84.0,135.4857,85.7001,136.2608,81.163,1.1626016260162602,1.0975609756097562
9d715d4d-8992-47de-8eda-3899f8c5f48d,1,True,"[(33, 56), (35, 46)]",100,122,19,23,100,35,81,89,33,81,35,81,35,81,35,81,35,89,33,81,35,81,35,81,35,89,33,81,35,88.33340000000001,33.166700000000006,81.0,35.0,81.0,35.0,82.47930000000002,34.6302,1.0987654320987654,1.0
9d715d4d-8992-47de-8eda-3899f8c5f48d,1,True,"[(56, 33), (46, 35)]",122,100,23,19,122,46,81,89,56,81,46,81,46,81,46,81,46,89,56,81,46,81,46,81,46,89,56,81,46,88.33340000000001,55.166700000000006,81.0,46.0,81.0,46.0,82.47930000000002,47.84910000000001,1.0987654320987654,1.0
544455d7-7479-418d-9694-175ce451ec2b,1,False,"[(104, 81), (96, 119)]",156,144,85,72,156,104,185,185,104,185,104,185,104,185,104,185,104,185,104,185,104,185,104,185,104,215,96,185,104,192.174,102.087,185.0,104.0,185.0,104.0,190.43099999999998,102.5517,1.162162162162162,1.0
544455d7-7479-418d-9694-175ce451ec2b,1,False,"[(81, 104), (119, 96)]",144,156,72,85,144,81,185,185,81,185,81,185,81,185,81,185,81,185,81,185,81,185,81,185,81,215,119,185,81,192.174,90.087,185.0,81.0,185.0,81.0,190.43099999999998,87.8793,1.162162162162162,1.0
