eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,Nash,Individual Time In Nash,PoA,PoS
27e27173-5027-43b5-8425-90fa3e77709e,22,False,"[(88, 111), (109, 98)]",255,255,83,79,255,91,193,199,88,207,109,199,88,199,88,207,109,207,109,207,109,199,88,199,88,207,109,199,88,202.17629999999997,96.33779999999999,199.0,88.0,204.41180000000003,102.20590000000001,199.0,88.0,1.072538860103627,1.0310880829015545
27e27173-5027-43b5-8425-90fa3e77709e,22,False,"[(111, 88), (98, 109)]",255,255,79,83,255,102,193,199,111,207,98,199,111,199,111,207,98,207,98,207,98,199,111,199,111,207,98,199,111,202.17629999999997,105.83850000000001,199.0,111.0,204.41180000000003,102.20590000000001,199.0,111.0,1.072538860103627,1.0310880829015545
f602414f-a819-4c13-9f46-895f4554cb56,0,False,"[(368, 279)]",751,507,251,169,751,359,641,647,368,647,368,647,368,647,368,647,368,647,368,647,368,647,368,647,368,647,368,647,368,647.0,368.0,647.0,368.0,647.0,368.0,647.0,368.0,1.0093603744149766,1.0093603744149766
f602414f-a819-4c13-9f46-895f4554cb56,0,False,"[(279, 368)]",507,751,169,251,507,282,641,647,279,647,279,647,279,647,279,647,279,647,279,647,279,647,279,647,279,647,279,647,279,647.0,279.0,647.0,279.0,647.0,279.0,647.0,279.0,1.0093603744149766,1.0093603744149766
2b8a5609-a80f-46f5-bd9a-a9d15f1480bc,0,False,"[(88, 111), (114, 91)]",267,221,79,68,267,105,199,199,88,199,88,199,88,199,88,199,88,205,114,205,114,199,88,205,114,199,88,199,88,202.08620000000002,101.37360000000001,199.0,88.0,205.0,114.0,203.1538,106.0,1.0301507537688441,1.0
2b8a5609-a80f-46f5-bd9a-a9d15f1480bc,0,False,"[(111, 88), (91, 114)]",221,267,68,79,221,94,199,199,111,199,111,199,111,199,111,199,111,205,91,205,91,199,111,205,91,199,111,199,111,202.08620000000002,100.7126,199.0,111.0,205.0,91.0,203.1538,97.1538,1.0301507537688441,1.0
98cf4a11-7a4f-4561-a539-8978d945baba,22,False,"[(80, 57)]",255,255,48,48,255,71,131,137,80,137,80,137,80,137,80,137,80,137,80,137,80,137,80,137,80,137,80,137,80,137.0,80.0,137.0,80.0,137.0,80.0,137.0,80.0,1.0458015267175573,1.0458015267175573
98cf4a11-7a4f-4561-a539-8978d945baba,22,False,"[(57, 80)]",255,255,48,48,255,60,131,137,57,137,57,137,57,137,57,137,57,137,57,137,57,137,57,137,57,137,57,137,57,137.0,57.0,137.0,57.0,137.0,57.0,137.0,57.0,1.0458015267175573,1.0458015267175573
dab1060c-de19-4f34-8c1a-fcb522177596,22,False,"[(98, 75), (91, 80), (73, 96)]",255,255,53,66,255,89,167,169,73,171,91,169,73,169,73,171,91,171,91,171,91,169,73,169,73,173,98,169,73,170.2425,84.18270000000001,169.0,73.0,170.353,85.1765,169.17359999999996,74.5625,1.035928143712575,1.0119760479041917
dab1060c-de19-4f34-8c1a-fcb522177596,22,False,"[(75, 98), (80, 91), (96, 73)]",255,255,66,53,255,78,167,169,96,171,80,169,96,169,96,171,80,171,80,171,80,169,96,169,96,173,75,169,96,170.2425,86.0598,169.0,96.0,170.353,85.1765,169.17359999999996,94.6111,1.035928143712575,1.0119760479041917
b212ae08-b6f6-4da9-b62a-d500e2c5b205,0,False,"[(282, 305), (286, 297)]",661,751,242,260,661,285,581,587,282,583,286,583,286,583,286,583,286,587,282,587,282,583,286,583,286,587,282,583,286,584.4984,284.5017,583.0,286.0,587.0,282.0,583.0,286.0,1.0103270223752152,1.0034423407917383
b212ae08-b6f6-4da9-b62a-d500e2c5b205,0,False,"[(305, 282), (297, 286)]",751,661,260,242,751,296,581,587,305,583,297,583,297,583,297,583,297,587,305,587,305,583,297,583,297,587,305,583,297,584.4984,299.9967,583.0,297.0,587.0,305.0,583.0,297.0,1.0103270223752152,1.0034423407917383
d5b8f170-0787-4115-83b0-76fc7571edc3,11,False,"[(62, 73), (71, 60)]",265,265,53,49,265,71,131,131,71,131,71,131,71,131,71,135,62,131,71,131,71,131,71,131,71,135,62,131,71,132.6458,67.29679999999999,131.0,71.0,133.0,66.5,131.0,71.0,1.0305343511450382,1.0
d5b8f170-0787-4115-83b0-76fc7571edc3,11,False,"[(73, 62), (60, 71)]",265,265,49,53,265,60,131,131,60,131,60,131,60,131,60,135,73,131,60,131,60,131,60,131,60,135,73,131,60,132.6458,65.34899999999999,131.0,60.0,133.0,66.5,131.0,60.0,1.0305343511450382,1.0
4807f30d-7fa6-426a-b434-5ca8889f9ed6,0,False,"[(234, 211)]",695,661,214,200,695,225,439,445,234,445,234,445,234,445,234,445,234,445,234,445,234,445,234,445,234,445,234,445,234,445.0,234.0,445.0,234.0,445.0,234.0,445.0,234.0,1.0136674259681093,1.0136674259681093
4807f30d-7fa6-426a-b434-5ca8889f9ed6,0,False,"[(211, 234)]",661,695,200,214,661,214,439,445,211,445,211,445,211,445,211,445,211,445,211,445,211,445,211,445,211,445,211,445,211,445.0,211.0,445.0,211.0,445.0,211.0,445.0,211.0,1.0136674259681093,1.0136674259681093
f2564432-073d-45b6-83a4-cfb682195830,23,False,"[(103, 80), (96, 107), (86, 109)]",265,265,75,66,265,86,183,183,103,183,103,183,103,183,103,203,96,183,103,183,103,183,103,183,103,203,96,183,103,187.5274,96.5863,183.0,103.0,189.0,94.5,183.0,103.0,1.1092896174863387,1.0
f2564432-073d-45b6-83a4-cfb682195830,23,False,"[(80, 103), (107, 96), (109, 86)]",265,265,66,75,265,97,183,183,80,183,80,183,80,183,80,203,107,183,80,183,80,183,80,183,80,203,107,183,80,187.5274,90.9411,183.0,80.0,189.0,94.5,183.0,80.0,1.1092896174863387,1.0
82f4ce02-d70d-414d-a382-7d3d5a1d4db0,0,False,"[(90, 101)]",287,321,79,83,287,90,191,191,90,191,90,191,90,191,90,191,90,191,90,191,90,191,90,191,90,191,90,191,90,191.0,90.0,191.0,90.0,191.0,90.0,191.0,90.0,1.0,1.0
82f4ce02-d70d-414d-a382-7d3d5a1d4db0,0,False,"[(101, 90)]",321,287,83,79,321,101,191,191,101,191,101,191,101,191,101,191,101,191,101,191,101,191,101,191,101,191,101,191,101,191.0,101.0,191.0,101.0,191.0,101.0,191.0,101.0,1.0,1.0
bf58cd14-fd5a-48e1-be21-4c04efbab0f2,22,False,"[(85, 108), (94, 83)]",265,299,62,65,265,88,165,177,94,177,94,177,94,177,94,177,94,193,85,177,94,177,94,177,94,193,85,177,94,181.8268,91.2849,177.0,94.0,193.0,85.0,177.0,94.0,1.1696969696969697,1.0727272727272728
bf58cd14-fd5a-48e1-be21-4c04efbab0f2,22,False,"[(108, 85), (83, 94)]",299,265,65,62,299,77,165,177,83,177,83,177,83,177,83,177,83,193,108,177,83,177,83,177,83,193,108,177,83,181.8268,90.5419,177.0,83.0,193.0,108.0,177.0,83.0,1.1696969696969697,1.0727272727272728
568fef61-fa4f-4260-86b9-bdffafa633db,22,False,"[(84, 73), (67, 90)]",255,255,57,53,255,75,139,157,67,157,84,157,84,157,84,157,84,157,84,157,84,157,84,157,84,157,67,157,84,157.0,75.6378,157.0,67.0,157.0,78.5,157.0,78.5,1.129496402877698,1.129496402877698
568fef61-fa4f-4260-86b9-bdffafa633db,22,False,"[(73, 84), (90, 67)]",255,255,53,57,255,64,139,157,90,157,73,157,73,157,73,157,73,157,73,157,73,157,73,157,73,157,90,157,73,157.0,81.3622,157.0,90.0,157.0,78.5,157.0,78.5,1.129496402877698,1.129496402877698
c04fc76c-5220-4d09-a6f7-a8ad3b820b76,67,False,"[(318, 207)]",585,551,164,153,585,318,525,525,318,525,318,525,318,525,318,525,318,525,318,525,318,525,318,525,318,525,318,525,318,525.0,318.0,525.0,318.0,525.0,318.0,525.0,318.0,1.0,1.0
c04fc76c-5220-4d09-a6f7-a8ad3b820b76,67,False,"[(207, 318)]",551,585,153,164,551,207,525,525,207,525,207,525,207,525,207,525,207,525,207,525,207,525,207,525,207,525,207,525,207,525.0,207.0,525.0,207.0,525.0,207.0,525.0,207.0,1.0,1.0
6781c5de-ba4c-4a16-9a12-0868f9b10e26,22,False,"[(79, 90), (97, 86), (101, 78)]",265,277,65,77,265,79,169,179,101,169,79,169,79,169,79,169,79,169,79,169,79,169,79,169,79,183,97,169,79,172.37670000000003,86.42869999999999,169.0,79.0,169.0,79.0,169.0,79.0,1.0828402366863905,1.0
6781c5de-ba4c-4a16-9a12-0868f9b10e26,22,False,"[(90, 79), (86, 97), (78, 101)]",277,265,77,65,277,90,169,179,78,169,90,169,90,169,90,169,90,169,90,169,90,169,90,169,90,183,86,169,90,172.37670000000003,85.94800000000001,169.0,90.0,169.0,90.0,169.0,90.0,1.0828402366863905,1.0
a47d3d88-e36a-4b11-bae7-ea8c4e5bf776,0,False,"[(94, 105)]",277,243,74,87,277,85,193,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199.0,94.0,199.0,94.0,199.0,94.0,199.0,94.0,1.0310880829015545,1.0310880829015545
a47d3d88-e36a-4b11-bae7-ea8c4e5bf776,0,False,"[(105, 94)]",243,277,87,74,243,108,193,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199.0,105.0,199.0,105.0,199.0,105.0,199.0,105.0,1.0310880829015545,1.0310880829015545
