eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
7fad2810-478c-4df1-b728-f428b5e2089f,1,1,False,"[(36, 59), (43, 32), (54, 31)]",90,78,27,22,90,43,75,85,54,75,43,75,43,75,43,75,43,75,43,75,43,75,43,75,43,95,36,75,43,75.0,43.0,78.0778,41.9228,75.8334,43.9167,75.0,43.0,0.7894736842105263,1.0
7fad2810-478c-4df1-b728-f428b5e2089f,1,1,False,"[(59, 36), (32, 43), (31, 54)]",78,90,22,27,78,32,75,85,31,75,32,75,32,75,32,75,32,75,32,75,32,75,32,75,32,95,59,75,32,75.0,32.0,78.0778,36.155,75.8334,31.9167,75.0,32.0,0.7894736842105263,1.0
a5f5bdfa-41ee-4ce9-b2b1-e91d8f120d39,2,22,False,"[(52, 29), (49, 38), (36, 47)]",90,78,25,15,90,43,75,81,52,83,36,81,52,81,52,87,49,87,49,87,49,81,52,81,52,87,49,81,52,81.3473,49.222,81.8929,44.8565,81.647,46.8235,81.0,52.0,0.8620689655172413,0.9259259259259259
a5f5bdfa-41ee-4ce9-b2b1-e91d8f120d39,2,22,False,"[(29, 52), (38, 49), (47, 36)]",78,90,15,25,78,32,75,81,29,83,47,81,29,81,29,87,38,87,38,87,38,81,29,81,29,87,38,81,29,81.3473,32.1253,81.8929,37.0364,81.647,34.8235,81.0,29.0,0.8620689655172413,0.9259259259259259
cad20635-4c5e-4764-85f1-91b0fa7f16c1,2,22,False,"[(42, 65), (45, 56), (54, 43)]",90,90,31,23,90,54,97,107,42,97,54,97,54,97,54,101,45,97,54,97,54,97,54,97,54,107,42,97,54,97.0,54.0,99.1548,49.1519,99.0,49.5,97.0,54.0,0.9065420560747663,1.0
cad20635-4c5e-4764-85f1-91b0fa7f16c1,2,22,False,"[(65, 42), (56, 45), (43, 54)]",90,90,23,31,90,43,97,107,65,97,43,97,43,97,43,101,56,97,43,97,43,97,43,97,43,107,65,97,43,97.0,43.0,99.1548,50.0029,99.0,49.5,97.0,43.0,0.9065420560747663,1.0
5932e95e-315e-4688-ae34-75dd845cedf7,2,12,False,"[(58, 47), (42, 53)]",100,112,28,27,100,42,95,95,42,95,42,95,42,95,42,105,58,95,42,95,42,95,42,95,42,105,58,95,42,95.0,42.0,97.5072,46.0115,95.0,42.0,95.0,42.0,0.9047619047619048,1.0
5932e95e-315e-4688-ae34-75dd845cedf7,2,12,False,"[(47, 58), (53, 42)]",112,100,27,28,112,53,95,95,53,95,53,95,53,95,53,105,47,95,53,95,53,95,53,95,53,105,47,95,53,95.0,53.0,97.5072,51.4957,95.0,53.0,95.0,53.0,0.9047619047619048,1.0
a3c034be-8061-4a49-8f9e-984cb809e144,2,22,False,"[(54, 31), (42, 53), (33, 56)]",90,90,19,22,90,45,79,85,54,95,42,85,54,85,54,95,42,95,42,95,42,85,54,85,54,95,42,85,54,86.29140000000001,47.2199,86.8604,44.2331,87.0,43.5,85.0,54.0,0.8315789473684211,0.9294117647058824
a3c034be-8061-4a49-8f9e-984cb809e144,2,22,False,"[(31, 54), (53, 42), (56, 33)]",90,90,22,19,90,34,79,85,31,95,53,85,31,85,31,95,53,95,53,95,53,85,31,85,31,95,53,85,31,86.29140000000001,39.0715,86.8604,42.6273,87.0,43.5,85.0,31.0,0.8315789473684211,0.9294117647058824
01f9e1bd-252c-45e4-94b3-685dab28c1d9,0,0,False,"[(59, 48), (62, 39), (33, 56)]",100,146,19,30,100,33,89,89,33,89,33,89,33,89,33,107,59,89,33,89,33,89,33,89,33,107,59,89,33,89.0,33.0,92.22210000000001,40.7867,89.0,33.0,89.0,33.0,0.8317757009345794,1.0
01f9e1bd-252c-45e4-94b3-685dab28c1d9,0,0,False,"[(48, 59), (39, 62), (56, 33)]",146,100,30,19,146,56,89,89,56,89,56,89,56,89,56,107,48,89,56,89,56,89,56,89,56,107,48,89,56,89.0,56.0,92.22210000000001,51.4354,89.0,56.0,89.0,56.0,0.8317757009345794,1.0
d6ff7e7e-cb81-485e-8b89-01f619b1a0de,0,0,False,"[(41, 52), (37, 60), (62, 51)]",100,146,23,33,100,40,91,97,37,93,41,93,41,93,41,93,41,97,37,93,41,93,41,93,41,113,62,93,41,93.0,41.0,94.43439999999998,39.5656,97.0,37.0,93.0,41.0,0.8053097345132744,0.978494623655914
d6ff7e7e-cb81-485e-8b89-01f619b1a0de,0,0,False,"[(52, 41), (60, 37), (51, 62)]",146,100,33,23,146,51,91,97,60,93,52,93,52,93,52,93,52,97,60,93,52,93,52,93,52,113,51,93,52,93.0,52.0,94.43439999999998,54.86879999999999,97.0,60.0,93.0,52.0,0.8053097345132744,0.978494623655914
a619d952-d905-46c8-b2c8-c9fb1a90f1b3,1,1,True,"[(50, 61), (51, 28)]",112,100,22,19,112,42,73,79,51,79,51,79,51,79,51,111,50,79,51,79,51,79,51,79,51,111,50,79,51,79.0,51.0,80.08779999999999,50.966,89.353,50.6765,79.0,51.0,0.6576576576576577,0.9240506329113924
a619d952-d905-46c8-b2c8-c9fb1a90f1b3,1,1,True,"[(61, 50), (28, 51)]",100,112,19,22,100,31,73,79,28,79,28,79,28,79,28,111,61,79,28,79,28,79,28,79,28,111,61,79,28,79.0,28.0,80.08779999999999,29.121799999999993,89.353,38.6765,79.0,28.0,0.6576576576576577,0.9240506329113924
e9ce8487-b8d5-4773-b7d5-c0326e34f551,2,22,False,"[(102, 57), (90, 123)]",178,156,70,57,178,102,159,159,102,159,102,159,102,159,102,213,90,159,102,159,102,159,102,159,102,213,90,159,102,159.0,102.0,168.1698,99.9623,174.923,98.4615,159.0,102.0,0.7464788732394366,1.0
e9ce8487-b8d5-4773-b7d5-c0326e34f551,2,22,False,"[(57, 102), (123, 90)]",156,178,57,70,156,57,159,159,57,159,57,159,57,159,57,213,123,159,57,159,57,159,57,159,57,213,123,159,57,159.0,57.0,168.1698,68.2075,174.923,76.4615,159.0,57.0,0.7464788732394366,1.0
b68a2fa8-d834-4042-842a-4676e1ee1712,2,22,False,"[(45, 56), (36, 59), (70, 47)]",90,78,27,33,90,36,95,95,36,101,45,95,36,95,36,101,45,101,45,101,45,95,36,95,36,117,70,95,36,95.0592,36.0915,103.37610000000001,48.9448,111.7392,61.8696,95.0,36.0,0.811965811965812,1.0
b68a2fa8-d834-4042-842a-4676e1ee1712,2,22,False,"[(56, 45), (59, 36), (47, 70)]",78,90,33,27,78,59,95,95,59,101,56,95,59,95,59,101,56,101,56,101,56,95,59,95,59,117,47,95,59,95.0592,58.9677,103.37610000000001,54.4313,111.7392,49.8696,95.0,59.0,0.811965811965812,1.0
79f1e6b0-6f79-4ba7-a1ad-6cb03868d7b1,0,0,False,"[(44, 21), (36, 25)]",80,34,26,7,80,35,59,65,44,61,36,61,36,61,36,61,36,65,44,65,44,65,44,65,44,61,36,61,36,65.0,44.0,63.5143,41.0286,65.0,44.0,61.0,36.0,0.9076923076923077,0.9672131147540983
79f1e6b0-6f79-4ba7-a1ad-6cb03868d7b1,0,0,False,"[(21, 44), (25, 36)]",34,80,7,26,34,24,59,65,21,61,25,61,25,61,25,61,25,65,21,65,21,65,21,65,21,61,25,61,25,65.0,21.0,63.5143,22.4857,65.0,21.0,61.0,25.0,0.9076923076923077,0.9672131147540983
52231567-a074-4b3e-ad94-7393ef25c98c,2,22,False,"[(33, 44), (50, 27)]",90,90,18,18,90,41,71,77,50,77,33,77,33,77,33,77,33,77,33,77,33,77,33,77,33,77,50,77,33,77.0,38.5,77.0,41.075,77.0,38.5,77.0,50.0,0.922077922077922,0.922077922077922
52231567-a074-4b3e-ad94-7393ef25c98c,2,22,False,"[(44, 33), (27, 50)]",90,90,18,18,90,30,71,77,27,77,44,77,44,77,44,77,44,77,44,77,44,77,44,77,44,77,27,77,44,77.0,38.5,77.0,35.925,77.0,38.5,77.0,27.0,0.922077922077922,0.922077922077922
