EID,SP1 is PNE,Potential,SP1,SP1|SP1,Min-Min,Min-Max,Min-Sum,Min-Avg,Min-Abs,Max-Min-Surplus,Max-Min-Improvement,Max-Avg-Improvement,MAX-Nash-Value,MIN-Nash-Value,MIN-Sum-Surplus,Social Sum,Nash,Nash-Ratio,Nash-Value,Kalai,Kalai-Ratio,Kalai-Value,Egalitarian,Egalitarian-Ratio,Egalitarian-Value,Utilitarian,Utilitarian-Ratio,Utilitarian-Value,PoS,PoA
c9e50a31-287f-4f84-bc6f-4484a8e07875,True,"[(122, 111), (104, 137)]",122,122,104,122,122,122,122,104,104,104,104,122,122,227,"[17.9999, 63.0001]","[0.0, 1.0]",81.0,"[13.9304, 68.8783]","[0.2261, 0.7739]",82.8087,"[18.0, 63.0]","[-0.0, 1.0]",81.0,"[0.0, 89.0]","[1.0, 0.0]",89.0,0.941908713692946,0.9742489270386266
c9e50a31-287f-4f84-bc6f-4484a8e07875,True,"[(111, 122), (137, 104)]",200,200,137,111,111,111,111,137,137,137,137,111,111,227,"[63.0001, 17.9999]","[0.0, 1.0]",81.0,"[68.8783, 13.9304]","[0.2261, 0.7739]",82.8087,"[63.0, 18.0]","[-0.0, 1.0]",81.0,"[89.0, 0.0]","[1.0, 0.0]",89.0,0.941908713692946,0.9742489270386266
7c6a93d5-66f3-462c-80f4-552400455c11,False,"[(298, 243), (290, 257), (229, 262), (220, 297)]",738,738,220,229,229,229,290,229,229,229,229,290,229,491,"[509.0, 476.0]","[0.0, 0.0, 1.0, 0.0]",985.0,"[500.5516, 478.3264]","[0.1224, 0.0, 0.8776, 0.0]",978.8779999999999,"[483.125, 483.125]","[0.375, 0.0, 0.625, 0.0]",966.25,"[509.0, 476.0]","[0.0, 0.0, 1.0, 0.0]",985.0,0.8976234003656307,1.0
7c6a93d5-66f3-462c-80f4-552400455c11,False,"[(243, 298), (257, 290), (262, 229), (297, 220)]",738,738,297,262,262,262,257,262,262,262,262,257,262,491,"[476.0, 509.0]","[0.0, 0.0, 1.0, 0.0]",985.0,"[478.3264, 500.5516]","[0.1224, 0.0, 0.8776, 0.0]",978.8779999999999,"[483.125, 483.125]","[0.375, 0.0, 0.625, 0.0]",966.25,"[476.0, 509.0]","[0.0, 0.0, 1.0, 0.0]",985.0,0.8976234003656307,1.0
ac5b9fb1-d279-433b-b9dc-f72cf725123c,False,"[(69, 356), (74, 349)]",100,100,69,74,74,74,74,69,74,69,69,74,74,409,"[30.4997, 42.7004]","[0.8999, 0.1001]",73.2001,"[28.6515, 45.2879]","[0.5303, 0.4697]",73.9394,"[31.0, 42.0]","[1.0, 0.0]",73.0,"[26.0, 49.0]","[0.0, 1.0]",75.0,0.9623529411764706,0.966903073286052
ac5b9fb1-d279-433b-b9dc-f72cf725123c,False,"[(356, 69), (349, 74)]",398,398,356,349,349,349,349,356,349,356,356,349,349,409,"[42.7004, 30.4997]","[0.8999, 0.1001]",73.2001,"[45.2879, 28.6515]","[0.5303, 0.4697]",73.9394,"[42.0, 31.0]","[1.0, 0.0]",73.0,"[49.0, 26.0]","[0.0, 1.0]",75.0,0.9623529411764706,0.966903073286052
66817b6d-05d0-4378-89e0-ee58c85900f1,True,"[(95, 150), (86, 163)]",100,100,86,95,95,95,95,86,86,86,86,95,95,215,"[13.998, 37.0028]","[0.0002, 0.9998]",51.0008,"[11.4082, 40.7437]","[0.288, 0.712]",52.1519,"[14.0, 37.0]","[-0.0, 1.0]",51.0,"[5.0, 50.0]","[1.0, 0.0]",55.0,0.8634538152610441,0.8775510204081632
66817b6d-05d0-4378-89e0-ee58c85900f1,True,"[(150, 95), (163, 86)]",200,200,163,150,150,150,150,163,163,163,163,150,150,215,"[37.0028, 13.998]","[0.0002, 0.9998]",51.0008,"[40.7437, 11.4082]","[0.288, 0.712]",52.1519,"[37.0, 14.0]","[-0.0, 1.0]",51.0,"[50.0, 5.0]","[1.0, 0.0]",55.0,0.8634538152610441,0.8775510204081632
58652b79-3a71-4030-8ee6-e79e5265ecc8,False,"[(68, 201), (92, 191)]",100,100,68,92,68,68,92,68,68,68,68,92,68,263,"[32.0, 43.0]","[1.0, 0.0]",75.0,"[27.1759, 45.0101]","[0.799, 0.201]",72.186,"[32.0, 43.0]","[1.0, 0.0]",75.0,"[32.0, 43.0]","[1.0, 0.0]",75.0,0.9293286219081273,0.9776951672862454
58652b79-3a71-4030-8ee6-e79e5265ecc8,False,"[(201, 68), (191, 92)]",244,244,201,191,201,201,191,201,201,201,201,191,201,263,"[43.0, 32.0]","[1.0, 0.0]",75.0,"[45.0101, 27.1759]","[0.799, 0.201]",72.186,"[43.0, 32.0]","[1.0, 0.0]",75.0,"[43.0, 32.0]","[1.0, 0.0]",75.0,0.9293286219081273,0.9776951672862454
