eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
8e1dbfdd-1b3e-4298-8e0e-70fc0a64e69e,2,22,False,"[(158, 125), (146, 179)]",200,210,131,102,200,158,283,283,158,283,158,283,158,283,158,283,158,283,158,283,158,283,158,283,158,325,146,283,158,283.0,158.0,293.8841,154.8902,310.3636,150.1818,283.0,158.0,0.8707692307692307,1.0
8e1dbfdd-1b3e-4298-8e0e-70fc0a64e69e,2,22,False,"[(125, 158), (179, 146)]",210,200,102,131,210,125,283,283,125,283,125,283,125,283,125,283,125,283,125,283,125,283,125,283,125,325,179,283,125,283.0,125.0,293.8841,138.9939,310.3636,160.1818,283.0,125.0,0.8707692307692307,1.0
30257999-667d-4f98-947f-ff0e9b284739,0,0,False,"[(124, 113), (127, 104)]",190,144,124,90,190,127,231,231,127,237,124,231,127,231,127,237,124,231,127,231,127,231,127,231,127,237,124,231,127,231.0,127.0,232.0084,126.4958,231.0,127.0,231.0,127.0,0.9746835443037974,1.0
30257999-667d-4f98-947f-ff0e9b284739,0,0,False,"[(113, 124), (104, 127)]",144,190,90,124,144,104,231,231,104,237,113,231,104,231,104,237,113,231,104,231,104,231,104,231,104,237,113,231,104,231.0,104.0,232.0084,105.51259999999999,231.0,104.0,231.0,104.0,0.9746835443037974,1.0
272c74d9-d603-4231-82af-f0938e925b87,1,11,False,"[(411, 422), (402, 435)]",628,628,339,366,628,411,833,837,402,833,411,833,411,833,411,833,411,833,411,833,411,833,411,833,411,837,402,833,411,833.0,411.0,834.5475,407.5179,833.0,411.0,833.0,411.0,0.995221027479092,1.0
272c74d9-d603-4231-82af-f0938e925b87,1,11,False,"[(422, 411), (435, 402)]",628,628,366,339,628,422,833,837,435,833,422,833,422,833,422,833,422,833,422,833,422,833,422,833,422,837,435,833,422,833.0,422.0,834.5475,427.02959999999996,833.0,422.0,833.0,422.0,0.995221027479092,1.0
96dde298-aea1-4a8a-ad65-12dfb3cb0135,2,22,False,"[(164, 141), (157, 146)]",200,200,137,132,200,156,301,305,164,303,157,303,157,303,157,303,157,303,157,303,157,303,157,303,157,305,164,303,157,303.0,157.0,303.6847,159.3965,303.0,157.0,303.0,157.0,0.9868852459016394,0.9933993399339934
96dde298-aea1-4a8a-ad65-12dfb3cb0135,2,22,False,"[(141, 164), (146, 157)]",200,200,132,137,200,145,301,305,141,303,146,303,146,303,146,303,146,303,146,303,146,303,146,303,146,305,141,303,146,303.0,146.0,303.6847,144.28820000000002,303.0,146.0,303.0,146.0,0.9868852459016394,0.9933993399339934
96033550-8a69-4d77-a6c2-1705ef04d089,0,0,False,"[(128, 139), (154, 131)]",190,144,119,108,190,128,267,267,128,267,128,267,128,267,128,267,128,285,154,285,154,267,128,285,154,267,128,267,128,282.8365,150.875,277.705,143.46280000000002,285.0,154.0,267.0,128.0,0.9368421052631579,1.0
96033550-8a69-4d77-a6c2-1705ef04d089,0,0,False,"[(139, 128), (131, 154)]",144,190,108,119,144,139,267,267,139,267,139,267,139,267,139,267,139,285,131,285,131,267,139,285,131,267,139,267,139,282.8365,131.9615,277.705,134.2422,285.0,131.0,267.0,139.0,0.9368421052631579,1.0
