EID,SP1 is PNE,Potential,SP1,SP1|SP1,Min-Min,Min-Max,Min-Sum,Min-Avg,Min-Abs,Max-Min-Surplus,Max-Min-Improvement,Max-Avg-Improvement,MAX-Nash-Value,MIN-Nash-Value,MIN-Sum-Surplus,Social Sum,Nash,Nash-Ratio,Nash-Value,Kalai,Kalai-Ratio,Kalai-Value,Egalitarian,Egalitarian-Ratio,Egalitarian-Value,Utilitarian,Utilitarian-Ratio,Utilitarian-Value,PoS,PoA
2348b3c2-ca80-45cd-a161-07ff07bf7734,True,"[(49, 56), (50, 53)]",58,58,49,50,50,50,50,49,49,50,50,49,50,103,"[8.0, 15.0]","[0.0, 1.0]",23.0,"[8.3571, 13.9286]","[0.3571, 0.6429]",22.2857,"[9.0, 12.0]","[1.0, 0.0]",21.0,"[8.0, 15.0]","[0.0, 1.0]",23.0,0.9809523809523809,1.0
2348b3c2-ca80-45cd-a161-07ff07bf7734,True,"[(56, 49), (53, 50)]",68,68,56,53,53,53,53,56,56,53,53,56,53,103,"[15.0, 8.0]","[0.0, 1.0]",23.0,"[13.9286, 8.3571]","[0.3571, 0.6429]",22.2857,"[12.0, 9.0]","[1.0, 0.0]",21.0,"[15.0, 8.0]","[0.0, 1.0]",23.0,0.9809523809523809,1.0
0f6a1b97-5561-4efd-8f3f-8eb7235182be,False,"[(48, 55), (57, 54)]",58,58,48,48,48,48,57,48,48,48,48,57,48,103,"[10.0, 17.0]","[1.0, 0.0]",27.0,"[9.4767, 17.0581]","[0.9419, 0.0581]",26.534799999999997,"[10.0, 17.0]","[1.0, 0.0]",27.0,"[10.0, 17.0]","[1.0, 0.0]",27.0,0.9279279279279279,1.0
0f6a1b97-5561-4efd-8f3f-8eb7235182be,False,"[(55, 48), (54, 57)]",72,72,55,55,55,55,54,55,55,55,55,54,55,103,"[17.0, 10.0]","[1.0, 0.0]",27.0,"[17.0581, 9.4767]","[0.9419, 0.0581]",26.534799999999997,"[17.0, 10.0]","[1.0, 0.0]",27.0,"[17.0, 10.0]","[1.0, 0.0]",27.0,0.9279279279279279,1.0
0a8db5d9-234c-4f69-97ad-d2aea2536bd8,False,"[(55, 52), (50, 53)]",70,70,50,50,50,50,55,50,50,50,50,55,50,103,"[20.0, 17.0]","[0.0, 1.0]",37.0,"[19.0909, 17.1818]","[0.1818, 0.8182]",36.2727,"[17.5, 17.5]","[0.5, 0.5]",35.0,"[20.0, 17.0]","[0.0, 1.0]",37.0,0.9626168224299065,1.0
0a8db5d9-234c-4f69-97ad-d2aea2536bd8,False,"[(52, 55), (53, 50)]",70,70,53,53,53,53,52,53,53,53,53,52,53,103,"[17.0, 20.0]","[0.0, 1.0]",37.0,"[17.1818, 19.0909]","[0.1818, 0.8182]",36.2727,"[17.5, 17.5]","[0.5, 0.5]",35.0,"[17.0, 20.0]","[0.0, 1.0]",37.0,0.9626168224299065,1.0
586a6d71-3ced-43d4-b3fd-840ec95b2258,False,"[(43, 62), (44, 59), (49, 58)]",58,58,43,49,44,44,49,44,44,44,44,49,44,103,"[14.0, 11.0]","[0.0, 1.0, 0.0]",25.0,"[13.8, 11.04]","[0.0, 0.96, 0.04]",24.84,"[11.5, 11.5]","[0.0, 0.5, 0.5]",23.0,"[14.0, 11.0]","[0.0, 1.0, 0.0]",25.0,0.9626168224299065,1.0
586a6d71-3ced-43d4-b3fd-840ec95b2258,False,"[(62, 43), (59, 44), (58, 49)]",70,70,62,58,59,59,58,59,59,59,59,58,59,103,"[11.0, 14.0]","[0.0, 1.0, 0.0]",25.0,"[11.04, 13.8]","[0.0, 0.96, 0.04]",24.84,"[11.5, 11.5]","[0.0, 0.5, 0.5]",23.0,"[11.0, 14.0]","[0.0, 1.0, 0.0]",25.0,0.9626168224299065,1.0
4c56164e-860a-4870-adbe-61bac540dba2,True,"[(43, 46), (44, 41)]",58,58,44,44,44,44,43,44,44,44,44,43,44,85,"[14.0, 5.0]","[0.0, 1.0]",19.0,"[14.0625, 4.6875]","[0.0625, 0.9375]",18.75,"[14.0, 5.0]","[-0.0, 1.0]",19.0,"[14.0, 5.0]","[0.0, 1.0]",19.0,0.9550561797752809,1.0
4c56164e-860a-4870-adbe-61bac540dba2,True,"[(46, 43), (41, 44)]",46,46,41,41,41,41,46,41,41,41,41,46,41,85,"[5.0, 14.0]","[0.0, 1.0]",19.0,"[4.6875, 14.0625]","[0.0625, 0.9375]",18.75,"[5.0, 14.0]","[-0.0, 1.0]",19.0,"[5.0, 14.0]","[0.0, 1.0]",19.0,0.9550561797752809,1.0
