eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
4b4883ce-398f-426d-8b16-f5d6e9dff3d2,1,11,True,"[(56, 89), (65, 76), (69, 36)]",155,111,38,25,155,69,105,105,69,105,69,105,69,105,69,141,65,105,69,105,69,105,69,105,69,145,56,105,69,105.0001,69.0,111.2681,66.9629,105.0,69.0,105.0,69.0,0.7241379310344828,1.0
4b4883ce-398f-426d-8b16-f5d6e9dff3d2,1,11,True,"[(89, 56), (76, 65), (36, 69)]",111,155,25,38,111,36,105,105,36,105,36,105,36,105,36,141,76,105,36,105,36,105,36,105,36,145,89,105,36,105.0001,36.0001,111.2681,44.3052,105.0,36.0,105.0,36.0,0.7241379310344828,1.0
6c33142a-d5cb-4f95-bca9-003396b3e6ed,1,1,False,"[(57, 80), (70, 59), (66, 77)]",155,177,48,45,155,70,129,137,57,129,70,129,70,129,70,129,70,137,57,143,66,129,70,129,70,143,66,129,70,129.0,70.0,132.41649999999998,64.4482,136.7648,57.382400000000004,129.0,70.0,0.9020979020979021,1.0
6c33142a-d5cb-4f95-bca9-003396b3e6ed,1,1,False,"[(80, 57), (59, 70), (77, 66)]",177,155,45,48,177,59,129,137,80,129,59,129,59,129,59,129,59,137,80,143,77,129,59,129,59,143,77,129,59,129.0,59.0,132.41649999999998,67.9683,136.7648,79.3824,129.0,59.0,0.9020979020979021,1.0
b9464deb-c9f4-4e05-88d3-2cf1806db99e,0,0,False,"[(89, 78), (77, 88), (67, 90), (92, 69)]",155,201,47,58,155,83,155,157,67,165,77,157,67,157,67,167,89,157,67,157,67,157,67,157,67,167,89,157,67,157.0,67.0001,158.4359,75.9744,157.0,67.0,157.0,67.0,0.9281437125748503,0.9872611464968153
b9464deb-c9f4-4e05-88d3-2cf1806db99e,0,0,False,"[(78, 89), (88, 77), (90, 67), (69, 92)]",201,155,58,47,201,72,155,157,90,165,88,157,90,157,90,167,78,157,90,157,90,157,90,157,90,167,78,157,90,157.0,89.9999,158.4359,82.4615,157.0,90.0,157.0,90.0,0.9281437125748503,0.9872611464968153
71bbcb1d-1b3e-4790-9f73-0809479d8c5b,1,11,False,"[(50, 61), (79, 56)]",155,155,41,42,155,50,111,111,50,111,50,111,50,111,50,111,50,111,50,111,50,111,50,111,50,135,79,111,50,111.0,50.0,114.71019999999999,54.4832,118.76480000000001,59.382400000000004,111.0,50.0,0.8222222222222222,1.0
71bbcb1d-1b3e-4790-9f73-0809479d8c5b,1,11,False,"[(61, 50), (56, 79)]",155,155,42,41,155,61,111,111,61,111,61,111,61,111,61,111,61,111,61,111,61,111,61,111,61,135,56,111,61,111.0,61.0,114.71019999999999,60.227000000000004,118.76480000000001,59.382400000000004,111.0,61.0,0.8222222222222222,1.0
13200887-1b5e-4898-9f61-477e1f8c28ab,1,11,False,"[(52, 75), (58, 47)]",155,155,37,47,155,58,105,105,58,105,58,105,58,105,58,105,58,105,58,105,58,105,58,105,58,127,52,105,58,105.0,58.0,109.03620000000001,56.89919999999999,112.11760000000001,56.058800000000005,105.0,58.0,0.8267716535433071,1.0
13200887-1b5e-4898-9f61-477e1f8c28ab,1,11,False,"[(75, 52), (47, 58)]",155,155,47,37,155,47,105,105,47,105,47,105,47,105,47,105,47,105,47,105,47,105,47,105,47,127,75,105,47,105.0,47.0,109.03620000000001,52.137,112.11760000000001,56.058800000000005,105.0,47.0,0.8267716535433071,1.0
