eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
5f453bb4-358c-4c7f-91c1-8566589c3b17,0,0,False,"[(70, 114), (66, 122)]",100,200,37,52,100,69,182,188,66,184,70,184,70,184,70,184,70,188,66,188,66,184,70,188,66,184,70,184,70,187.9989,66.00110000000001,186.2337,67.7662,188.0,66.0,184.0,70.0,0.9680851063829787,0.9891304347826086
5f453bb4-358c-4c7f-91c1-8566589c3b17,0,0,False,"[(114, 70), (122, 66)]",200,100,52,37,200,113,182,188,122,184,114,184,114,184,114,184,114,188,122,188,122,184,114,188,122,184,114,184,114,187.9989,121.9978,186.2337,118.4675,188.0,122.0,184.0,114.0,0.9680851063829787,0.9891304347826086
30f7b3fd-0d4b-4fde-be88-1a74fd4fe802,6,56,True,"[(83, 61), (61, 83), (96, 52), (79, 79)]",100,166,32,34,100,61,144,148,96,158,79,144,83,144,83,158,79,144,61,144,61,144,61,144,61,148,96,144,83,144.0,61.0,144.0,68.902,144.0,61.0,144.0,83.0,0.9113924050632911,1.0
30f7b3fd-0d4b-4fde-be88-1a74fd4fe802,6,56,True,"[(61, 83), (83, 61), (52, 96), (79, 79)]",166,100,34,32,166,83,144,148,52,158,79,144,61,144,61,158,79,144,83,144,83,144,83,144,83,148,52,144,61,144.0,83.0,144.0,75.098,144.0,83.0,144.0,61.0,0.9113924050632911,1.0
8727caa6-f714-4385-b57e-f6cd5a7f13eb,3,23,True,"[(83, 83), (70, 92), (52, 96)]",100,144,23,44,100,52,148,148,52,166,83,148,52,148,52,166,83,148,52,148,52,148,52,148,52,166,83,148,52,148.0,52.0,152.46609999999998,59.6915,148.0,52.0,148.0,52.0,0.891566265060241,1.0
8727caa6-f714-4385-b57e-f6cd5a7f13eb,3,23,True,"[(83, 83), (92, 70), (96, 52)]",144,100,44,23,144,96,148,148,96,166,83,148,96,148,96,166,83,148,96,148,96,148,96,148,96,166,83,148,96,148.0,96.0,152.46609999999998,92.77459999999999,148.0,96.0,148.0,96.0,0.891566265060241,1.0
265bd010-d7a8-4de3-9afb-54705508238a,5,56,False,"[(50, 94), (49, 105)]",122,122,27,40,122,50,144,154,49,144,50,144,50,144,50,144,50,144,50,144,50,144,50,144,50,154,49,144,50,144.0,50.0,144.3369,49.966300000000004,144.0,50.0,144.0,50.0,0.935064935064935,1.0
265bd010-d7a8-4de3-9afb-54705508238a,5,56,False,"[(94, 50), (105, 49)]",122,122,40,27,122,94,144,154,105,144,94,144,94,144,94,144,94,144,94,144,94,144,94,144,94,154,105,144,94,144.0,94.0,144.3369,94.3706,144.0,94.0,144.0,94.0,0.935064935064935,1.0
7c330bfa-ea69-48e9-8132-5aedcc4e3377,4,44,True,"[(178, 46), (165, 55)]",178,90,79,36,178,165,220,224,178,220,165,220,165,220,165,220,165,220,165,220,165,224,178,220,165,224,178,220,165,220.0,165.0,220.67919999999998,167.2075,220.0,165.0,220.0,165.0,0.9821428571428571,1.0
7c330bfa-ea69-48e9-8132-5aedcc4e3377,4,44,True,"[(46, 178), (55, 165)]",90,178,36,79,90,55,220,224,46,220,55,220,55,220,55,220,55,220,55,220,55,224,46,220,55,224,46,220,55,220.0,55.0,220.67919999999998,53.4717,220.0,55.0,220.0,55.0,0.9821428571428571,1.0
a4d39609-d129-45c1-9346-5ae20dbe30e2,4,56,True,"[(65, 87), (79, 79)]",144,100,40,31,144,65,152,152,65,158,79,152,65,152,65,158,79,158,79,158,79,152,65,158,79,152,65,152,65,158.0,79.0,156.0951,74.5551,158.0,79.0,152.0,65.0,0.9620253164556962,1.0
a4d39609-d129-45c1-9346-5ae20dbe30e2,4,56,True,"[(87, 65), (79, 79)]",100,144,31,40,100,87,152,152,87,158,79,152,87,152,87,158,79,158,79,158,79,152,87,158,79,152,87,152,87,158.0,79.0,156.0951,81.53999999999999,158.0,79.0,152.0,87.0,0.9620253164556962,1.0
8adad1af-7391-477f-8362-b46acb06f325,3,23,True,"[(82, 82), (65, 109)]",122,222,32,64,122,82,164,174,65,164,82,164,82,164,82,164,82,174,65,174,65,174,65,174,65,164,82,164,82,173.9934,65.0111,170.0729,71.6759,174.0,65.0,164.0,82.0,0.9425287356321839,1.0
