eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
9b898810-eb76-445e-a463-d8b2c3bd3c93,0,0,False,"[(128, 105), (120, 109)]",200,166,94,91,200,114,217,233,128,229,120,229,120,229,120,229,120,233,128,233,128,229,120,229,120,233,128,229,120,229.0,120.0,230.5841,123.1683,233.0,128.0,229.0,120.0,0.9313304721030042,0.9475982532751092
9b898810-eb76-445e-a463-d8b2c3bd3c93,0,0,False,"[(105, 128), (109, 120)]",166,200,91,94,166,103,217,233,105,229,109,229,109,229,109,229,109,233,105,233,105,229,109,229,109,233,105,229,109,229.0,109.0,230.5841,107.41579999999999,233.0,105.0,229.0,109.0,0.9313304721030042,0.9475982532751092
678993ab-ff43-44ec-bb5a-02ebf58938d4,1,11,False,"[(185, 162), (183, 172)]",232,210,172,142,232,185,347,347,185,355,183,347,185,347,185,355,183,347,185,347,185,347,185,347,185,355,183,347,185,347.0,185.0,348.3106,184.6724,347.6666,184.8333,347.0,185.0,0.9774647887323944,1.0
678993ab-ff43-44ec-bb5a-02ebf58938d4,1,11,False,"[(162, 185), (172, 183)]",210,232,142,172,210,162,347,347,162,355,172,347,162,347,162,355,172,347,162,347,162,347,162,347,162,355,172,347,162,347.0,162.0,348.3106,163.63819999999998,347.6666,162.8333,347.0,162.0,0.9774647887323944,1.0
bc8014a9-6e08-4b79-aec4-015e79323035,1,11,False,"[(163, 140), (131, 154)]",210,232,120,134,210,134,279,285,131,285,131,285,131,285,131,303,163,285,131,285,131,285,131,285,131,303,163,285,131,285.0,131.0,289.9156,139.7388,285.3914,131.6957,285.0,131.0,0.9207920792079208,0.9789473684210527
bc8014a9-6e08-4b79-aec4-015e79323035,1,11,False,"[(140, 163), (154, 131)]",232,210,134,120,232,145,279,285,154,285,154,285,154,285,154,303,140,285,154,285,154,285,154,285,154,303,140,285,154,285.0,154.0,289.9156,150.17680000000001,285.3914,153.6957,285.0,154.0,0.9207920792079208,0.9789473684210527
e9d67506-8fd8-4f49-ad8a-b93c913c3f35,0,0,False,"[(156, 201), (160, 193)]",232,300,133,192,232,159,351,357,156,353,160,353,160,353,160,353,160,357,156,357,156,353,160,353,160,357,156,353,160,353.0,160.0,354.65250000000003,158.3475,357.0,156.0,353.0,160.0,0.9831932773109243,0.9943342776203966
e9d67506-8fd8-4f49-ad8a-b93c913c3f35,0,0,False,"[(201, 156), (193, 160)]",300,232,192,133,300,192,351,357,201,353,193,353,193,353,193,353,193,357,201,357,201,353,193,353,193,357,201,353,193,353.0,193.0,354.65250000000003,196.305,357.0,201.0,353.0,193.0,0.9831932773109243,0.9943342776203966
e39b6926-5643-4503-ba2a-a5934f256b13,3,23,False,"[(156, 167), (169, 158)]",276,320,123,140,276,156,323,323,156,323,156,323,156,323,156,323,156,323,156,323,156,323,156,323,156,327,169,323,156,323.0,156.0,324.356,160.4068,323.0,156.0,323.0,156.0,0.9877675840978594,1.0
e39b6926-5643-4503-ba2a-a5934f256b13,3,23,False,"[(167, 156), (158, 169)]",320,276,140,123,320,167,323,323,167,323,167,323,167,323,167,323,167,323,167,323,167,323,167,323,167,327,158,323,167,323.0,167.0,324.356,163.9492,323.0,167.0,323.0,167.0,0.9877675840978594,1.0
e186f7a6-1d1f-4737-a888-99da4360c4b2,1,1,True,"[(119, 142), (129, 140)]",210,244,105,124,210,119,261,261,119,269,129,261,119,261,119,269,129,261,119,261,119,261,119,261,119,269,129,261,119,261.0,119.0,262.1915,120.4894,261.0,119.0,261.0,119.0,0.9702602230483272,1.0
e186f7a6-1d1f-4737-a888-99da4360c4b2,1,1,True,"[(142, 119), (140, 129)]",244,210,124,105,244,142,261,261,142,269,140,261,142,261,142,269,140,261,142,261,142,261,142,261,142,269,140,261,142,261.0,142.0,262.1915,141.7021,261.0,142.0,261.0,142.0,0.9702602230483272,1.0
5eeb4fcf-cc42-44f2-803e-355c637e2b8e,3,23,True,"[(110, 99), (97, 108)]",210,232,83,86,210,95,201,205,97,205,97,205,97,205,97,209,110,205,97,205,97,205,97,205,97,209,110,205,97,205.0,97.0,206.4814,101.8146,205.0,97.0,205.0,97.0,0.9617224880382775,0.9804878048780488
5eeb4fcf-cc42-44f2-803e-355c637e2b8e,3,23,True,"[(99, 110), (108, 97)]",232,210,86,83,232,106,201,205,108,205,108,205,108,205,108,209,99,205,108,205,108,205,108,205,108,209,99,205,108,205.0,108.0,206.4814,104.6668,205.0,108.0,205.0,108.0,0.9617224880382775,0.9804878048780488
63d5e625-f75b-4257-a1f6-33bf2e8be2e4,2,22,False,"[(87, 98), (83, 106)]",200,166,83,74,200,86,183,189,83,185,87,185,87,185,87,185,87,185,87,185,87,185,87,185,87,189,83,185,87,185.0,87.0,185.9006,86.0993,185.0,87.0,185.0,87.0,0.9682539682539683,0.9891891891891892
63d5e625-f75b-4257-a1f6-33bf2e8be2e4,2,22,False,"[(98, 87), (106, 83)]",166,200,74,83,166,97,183,189,106,185,98,185,98,185,98,185,98,185,98,185,98,185,98,185,98,189,106,185,98,185.0,98.0,185.9006,99.8013,185.0,98.0,185.0,98.0,0.9682539682539683,0.9891891891891892
ba2335ab-7f8b-429f-ad43-89c2003b7896,2,22,False,"[(96, 119), (100, 111)]",200,200,83,87,200,99,209,215,96,211,100,211,100,211,100,211,100,211,100,211,100,211,100,211,100,215,96,211,100,211.0,100.0,212.1986,98.8013,211.0,100.0,211.0,100.0,0.9720930232558139,0.990521327014218
ba2335ab-7f8b-429f-ad43-89c2003b7896,2,22,False,"[(119, 96), (111, 100)]",200,200,87,83,200,110,209,215,119,211,111,211,111,211,111,211,111,211,111,211,111,211,111,211,111,215,119,211,111,211.0,111.0,212.1986,113.3973,211.0,111.0,211.0,111.0,0.9720930232558139,0.990521327014218
09819ca8-2078-4003-b69f-73ff15c283c6,1,1,False,"[(156, 133), (113, 136)]",210,222,102,110,210,113,249,249,113,249,113,249,113,249,113,289,156,249,113,249,113,249,113,249,113,289,156,249,113,249.0,113.0,251.82659999999998,116.0386,258.5652,123.2826,249.0,113.0,0.8615916955017301,1.0
09819ca8-2078-4003-b69f-73ff15c283c6,1,1,False,"[(133, 156), (136, 113)]",222,210,110,102,222,136,249,249,136,249,136,249,136,249,136,289,133,249,136,249,136,249,136,249,136,289,133,249,136,249.0,136.0,251.82659999999998,135.788,258.5652,135.2826,249.0,136.0,0.8615916955017301,1.0
7c936da8-1775-4a36-9ef3-f0430eda548f,1,1,False,"[(106, 117), (102, 125)]",210,222,91,109,210,106,223,227,102,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223,106,227,102,223,106,223.0,106.0,224.3084,104.6916,223.3334,105.6667,223.0,106.0,0.9823788546255506,1.0
7c936da8-1775-4a36-9ef3-f0430eda548f,1,1,False,"[(117, 106), (125, 102)]",222,210,109,91,222,117,223,227,125,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223,117,227,125,223,117,223.0,117.0,224.3084,119.6168,223.3334,117.6667,223.0,117.0,0.9823788546255506,1.0
