EID,SP1 is PNE,Potential,SP1,SP1|SP1,Min-Min,Min-Max,Min-Sum,Min-Avg,Min-Abs,Max-Min-Surplus,Max-Min-Improvement,Max-Avg-Improvement,MAX-Nash-Value,MIN-Nash-Value,MIN-Sum-Surplus,Social Sum,Nash,Nash-Ratio,Nash-Value,Kalai,Kalai-Ratio,Kalai-Value,Egalitarian,Egalitarian-Ratio,Egalitarian-Value,Utilitarian,Utilitarian-Ratio,Utilitarian-Value,PoS,PoA
48ad7cbb-8441-46fd-bfd6-c501b5655613,False,"[(90, 59), (70, 85), (57, 88)]",286,286,57,70,57,57,70,70,70,57,57,70,57,135,"[229.0, 214.0]","[0.0, 0.0, 1.0]",443.0,"[214.051, 227.137]","[0.453, 0.0, 0.547]",441.188,"[221.0161, 221.0161]","[0.2419, 0.0, 0.7581]",442.0322,"[229.0, 214.0]","[0.0, 0.0, 1.0]",443.0,0.8709677419354839,0.9310344827586207
48ad7cbb-8441-46fd-bfd6-c501b5655613,False,"[(59, 90), (85, 70), (88, 57)]",302,302,88,85,88,88,85,85,85,88,88,85,88,135,"[214.0, 229.0]","[0.0, 0.0, 1.0]",443.0,"[227.137, 214.051]","[0.453, 0.0, 0.547]",441.188,"[221.0161, 221.0161]","[0.2419, 0.0, 0.7581]",442.0322,"[214.0, 229.0]","[0.0, 0.0, 1.0]",443.0,0.8709677419354839,0.9310344827586207
c293f426-4b42-4373-8adb-824fa8f26656,False,"[(155, 140), (138, 153), (129, 160)]",346,346,129,138,129,129,155,138,138,129,129,155,129,273,"[216.9998, 202.0001]","[0.0, 0.0, 1.0]",418.9999,"[205.8785, 210.6223]","[0.1248, 0.8752, 0.0]",416.5008,"[208.5625, 208.5625]","[0.0, 0.9375, 0.0625]",417.125,"[217.0, 202.0]","[0.0, 0.0, 1.0]",419.0,0.9254237288135593,0.9446366782006921
c293f426-4b42-4373-8adb-824fa8f26656,False,"[(140, 155), (153, 138), (160, 129)]",362,362,160,153,160,160,140,153,153,160,160,140,160,273,"[202.0001, 216.9998]","[0.0, 0.0, 1.0]",418.9999,"[210.6223, 205.8785]","[0.1248, 0.8752, 0.0]",416.5008,"[208.5625, 208.5625]","[0.0, 0.9375, 0.0625]",417.125,"[202.0, 217.0]","[0.0, 0.0, 1.0]",419.0,0.9254237288135593,0.9446366782006921
6db15ce5-fb47-42ee-8ffc-7aca5ff458b8,False,"[(101, 132), (121, 90)]",318,318,121,121,121,121,101,121,121,121,121,101,121,201,"[197.0, 166.0]","[0.0, 1.0]",363.0,"[202.3402, 154.7856]","[0.267, 0.733]",357.1258,"[197.0, 166.0]","[-0.0, 1.0]",363.0,"[197.0, 166.0]","[0.0, 1.0]",363.0,0.8626609442060086,0.95260663507109
6db15ce5-fb47-42ee-8ffc-7aca5ff458b8,False,"[(132, 101), (90, 121)]",256,256,90,90,90,90,132,90,90,90,90,132,90,201,"[166.0, 197.0]","[0.0, 1.0]",363.0,"[154.7856, 202.3402]","[0.267, 0.733]",357.1258,"[166.0, 197.0]","[-0.0, 1.0]",363.0,"[166.0, 197.0]","[0.0, 1.0]",363.0,0.8626609442060086,0.95260663507109
56fb14ad-8e5a-4b40-a52e-448c98020856,False,"[(118, 179), (122, 77)]",286,286,122,122,122,122,122,122,122,122,122,118,122,199,"[164.0, 195.0]","[0.0, 1.0]",359.0,"[164.1741, 190.5593]","[0.0435, 0.9565]",354.7334,"[165.1698, 165.1698]","[0.2925, 0.7075]",330.3396,"[164.0, 195.0]","[0.0, 1.0]",359.0,0.67003367003367,1.0
56fb14ad-8e5a-4b40-a52e-448c98020856,False,"[(179, 118), (77, 122)]",272,272,77,77,77,77,77,77,77,77,77,179,77,199,"[195.0, 164.0]","[0.0, 1.0]",359.0,"[190.5593, 164.1741]","[0.0435, 0.9565]",354.7334,"[165.1698, 165.1698]","[0.2925, 0.7075]",330.3396,"[195.0, 164.0]","[0.0, 1.0]",359.0,0.67003367003367,1.0
1635e8a3-3366-44db-861e-d420fa036ed8,False,"[(161, 206), (152, 287)]",286,286,152,161,161,161,161,161,161,161,161,152,161,367,"[125.0, 156.0]","[1.0, 0.0]",281.0,"[126.0308, 146.7225]","[0.8855, 0.1145]",272.75329999999997,"[128.1, 128.1]","[0.6556, 0.3444]",256.2,"[125.0, 156.0]","[1.0, 0.0]",281.0,0.835990888382688,1.0
1635e8a3-3366-44db-861e-d420fa036ed8,False,"[(206, 161), (287, 152)]",362,362,287,206,206,206,206,206,206,206,206,287,206,367,"[156.0, 125.0]","[1.0, 0.0]",281.0,"[146.7225, 126.0308]","[0.8855, 0.1145]",272.75329999999997,"[128.1, 128.1]","[0.6556, 0.3444]",256.2,"[156.0, 125.0]","[1.0, 0.0]",281.0,0.835990888382688,1.0
