eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
0476326b-5b39-411c-beb3-0726642ed1b0,2,10,False,"[(55, 50), (44, 55)]",92,92,41,41,92,44,99,99,44,105,55,99,44,99,44,105,55,105,55,105,55,99,44,99,44,105,55,99,44,99.0,44.0,101.0513,47.7607,103.125,51.5625,99.0,44.0,0.9428571428571428,1.0
0476326b-5b39-411c-beb3-0726642ed1b0,2,10,False,"[(50, 55), (55, 44)]",92,92,41,41,92,55,99,99,55,105,50,99,55,99,55,105,50,105,50,105,50,99,55,99,55,105,50,99,55,99.0,55.0,101.0513,53.2906,103.125,51.5625,99.0,55.0,0.9428571428571428,1.0
e9d4fa40-5501-42b5-85d3-3ab5f2222b28,1,1,False,"[(62, 51), (60, 55)]",102,96,51,48,102,59,113,113,62,115,60,113,62,113,62,115,60,115,60,115,60,113,62,113,62,115,60,113,62,113.0,62.0,113.6976,61.3023,114.6666,60.3333,113.0,62.0,0.9826086956521739,1.0
e9d4fa40-5501-42b5-85d3-3ab5f2222b28,1,1,False,"[(51, 62), (55, 60)]",96,102,48,51,96,54,113,113,51,115,55,113,51,113,51,115,55,115,55,115,55,113,51,113,51,115,55,113,51,113.0,51.0,113.6976,52.3953,114.6666,54.3333,113.0,51.0,0.9826086956521739,1.0
2e694b36-08b2-4ada-b335-cf81af6caf88,1,1,False,"[(62, 57), (65, 54)]",92,86,57,51,92,65,119,119,65,119,62,119,62,119,62,119,62,119,62,119,62,119,65,119,62,119,65,119,62,119.0,62.5,119.0,63.4516,119.0,62.5,119.0,65.0,1.0,1.0
2e694b36-08b2-4ada-b335-cf81af6caf88,1,1,False,"[(57, 62), (54, 65)]",86,92,51,57,86,54,119,119,54,119,57,119,57,119,57,119,57,119,57,119,57,119,54,119,57,119,54,119,57,119.0,56.5,119.0,55.5484,119.0,56.5,119.0,54.0,1.0,1.0
0f41a24e-b778-456b-bf48-962a3839fd5d,2,10,True,"[(81, 56), (83, 52)]",126,96,61,48,126,83,135,135,83,137,81,135,83,135,83,137,81,135,83,137,81,135,83,135,83,137,81,135,83,135.0,83.0,135.6567,82.3433,135.33339999999998,82.66669999999999,135.0,83.0,0.9854014598540146,1.0
0f41a24e-b778-456b-bf48-962a3839fd5d,2,10,True,"[(56, 81), (52, 83)]",96,126,48,61,96,52,135,135,52,137,56,135,52,135,52,137,56,135,52,137,56,135,52,135,52,137,56,135,52,135.0,52.0,135.6567,53.3134,135.33339999999998,52.6667,135.0,52.0,0.9854014598540146,1.0
cef74292-7e39-4788-8787-575a0ae764bb,1,5,False,"[(58, 47), (48, 53)]",96,96,42,42,96,48,101,105,58,101,48,101,48,101,48,101,48,101,48,101,48,101,48,101,48,105,58,101,48,101.0,48.0,102.4807,51.7018,102.25,51.125,101.0,48.0,0.9619047619047619,1.0
cef74292-7e39-4788-8787-575a0ae764bb,1,5,False,"[(47, 58), (53, 48)]",96,96,42,42,96,53,101,105,47,101,53,101,53,101,53,101,53,101,53,101,53,101,53,101,53,105,47,101,53,101.0,53.0,102.4807,50.7789,102.25,51.125,101.0,53.0,0.9619047619047619,1.0
