EID,SP1 is PNE,Potential,SP1,SP1|SP1,Min-Min,Min-Max,Min-Sum,Min-Avg,Min-Abs,Max-Min-Surplus,Max-Min-Improvement,Max-Avg-Improvement,MAX-Nash-Value,MIN-Nash-Value,MIN-Sum-Surplus,Social Sum,Nash,Nash-Ratio,Nash-Value,Kalai,Kalai-Ratio,Kalai-Value,Egalitarian,Egalitarian-Ratio,Egalitarian-Value,Utilitarian,Utilitarian-Ratio,Utilitarian-Value,PoS,PoA
15ac388e-18df-4833-a45e-1082531f6efc,False,"[(99, 66), (86, 75), (85, 118)]",222,222,99,86,86,86,86,86,86,86,86,85,86,161,"[136.0, 157.0]","[0.0, 1.0, 0.0]",293.0,"[131.9095, 159.8319]","[0.3147, 0.6853, 0.0]",291.7414,"[136.4773, 136.4773]","[0.0, 0.5227, 0.4773]",272.9546,"[136.0, 157.0]","[0.0, 1.0, 0.0]",293.0,0.7931034482758621,1.0
15ac388e-18df-4833-a45e-1082531f6efc,False,"[(66, 99), (75, 86), (118, 85)]",232,232,66,75,75,75,75,75,75,75,75,118,75,161,"[157.0, 136.0]","[0.0, 1.0, 0.0]",293.0,"[159.8319, 131.9095]","[0.3147, 0.6853, 0.0]",291.7414,"[136.4773, 136.4773]","[0.0, 0.5227, 0.4773]",272.9546,"[157.0, 136.0]","[0.0, 1.0, 0.0]",293.0,0.7931034482758621,1.0
3f6dada0-8fb0-49df-8313-2335e4cf73b9,False,"[(72, 83), (63, 86), (98, 75)]",210,210,63,72,63,63,72,63,72,63,63,98,63,143,"[146.9998, 158.0001]","[0.0, 1.0, 0.0]",304.9999,"[139.5826, 160.4725]","[0.8242, 0.1758, 0.0]",300.05510000000004,"[147.0, 158.0]","[-0.0, 1.0, 0.0]",305.0,"[147.0, 158.0]","[0.0, 1.0, 0.0]",305.0,0.8265895953757225,0.959731543624161
3f6dada0-8fb0-49df-8313-2335e4cf73b9,False,"[(83, 72), (86, 63), (75, 98)]",244,244,86,83,86,86,83,86,83,86,86,75,86,143,"[158.0001, 146.9998]","[0.0, 1.0, 0.0]",304.9999,"[160.4725, 139.5826]","[0.8242, 0.1758, 0.0]",300.05510000000004,"[158.0, 147.0]","[-0.0, 1.0, 0.0]",305.0,"[158.0, 147.0]","[0.0, 1.0, 0.0]",305.0,0.8265895953757225,0.959731543624161
9adc0723-1e35-4550-b514-f0d2537cd7c3,False,"[(62, 85), (66, 77)]",210,210,62,66,66,66,66,62,66,66,66,62,66,141,"[144.0, 179.0]","[0.0, 1.0]",323.0,"[145.5074, 175.9853]","[0.3768, 0.6232]",321.4927,"[148.0, 171.0]","[1.0, 0.0]",319.0,"[144.0, 179.0]","[0.0, 1.0]",323.0,0.9591836734693877,0.986013986013986
9adc0723-1e35-4550-b514-f0d2537cd7c3,False,"[(85, 62), (77, 66)]",256,256,85,77,77,77,77,85,77,77,77,85,77,141,"[179.0, 144.0]","[0.0, 1.0]",323.0,"[175.9853, 145.5074]","[0.3768, 0.6232]",321.4927,"[171.0, 148.0]","[1.0, 0.0]",319.0,"[179.0, 144.0]","[0.0, 1.0]",323.0,0.9591836734693877,0.986013986013986
958fee1c-2abe-4a3d-9bbc-06c4fc98e3fe,False,"[(136, 147), (149, 138)]",430,430,136,136,136,136,136,136,136,136,136,149,136,283,"[294.0, 295.0]","[1.0, 0.0]",589.0,"[288.7866, 298.6093]","[0.599, 0.401]",587.3959,"[294.0, 295.0]","[1.0, 0.0]",589.0,"[294.0, 295.0]","[1.0, 0.0]",589.0,0.9860627177700348,1.0
958fee1c-2abe-4a3d-9bbc-06c4fc98e3fe,False,"[(147, 136), (138, 149)]",442,442,147,147,147,147,147,147,147,147,147,138,147,283,"[295.0, 294.0]","[1.0, 0.0]",589.0,"[298.6093, 288.7866]","[0.599, 0.401]",587.3959,"[295.0, 294.0]","[1.0, 0.0]",589.0,"[295.0, 294.0]","[1.0, 0.0]",589.0,0.9860627177700348,1.0
bfe7b373-186f-4d8e-8b7e-3b95bd584fbe,False,"[(56, 79), (65, 76)]",210,210,56,65,56,56,65,56,65,56,56,65,56,135,"[154.0, 165.0]","[1.0, 0.0]",319.0,"[151.8936, 165.7021]","[0.766, 0.234]",317.59569999999997,"[154.0, 165.0]","[1.0, 0.0]",319.0,"[154.0, 165.0]","[1.0, 0.0]",319.0,0.9574468085106383,1.0
bfe7b373-186f-4d8e-8b7e-3b95bd584fbe,False,"[(79, 56), (76, 65)]",244,244,79,76,79,79,76,79,76,79,79,76,79,135,"[165.0, 154.0]","[1.0, 0.0]",319.0,"[165.7021, 151.8936]","[0.766, 0.234]",317.59569999999997,"[165.0, 154.0]","[1.0, 0.0]",319.0,"[165.0, 154.0]","[1.0, 0.0]",319.0,0.9574468085106383,1.0
