EID,SP1 is PNE,Potential,SP1,SP1|SP1,Min-Min,Min-Max,Min-Sum,Min-Avg,Min-Abs,Max-Min-Surplus,Max-Min-Improvement,Max-Avg-Improvement,MAX-Nash-Value,MIN-Nash-Value,MIN-Sum-Surplus,Social Sum,Nash,Nash-Ratio,Nash-Value,Kalai,Kalai-Ratio,Kalai-Value,Egalitarian,Egalitarian-Ratio,Egalitarian-Value,Utilitarian,Utilitarian-Ratio,Utilitarian-Value,PoS,PoA
5cc50a10-6c1f-420a-aef4-9a4f6cd8d6b6,False,"[(120, 139), (148, 109)]",762,762,148,120,148,148,120,148,120,148,148,120,148,231,"[614.0183, 632.9804]","[0.0007, 0.9993]",1246.9987,"[627.4186, 618.623]","[0.4792, 0.5208]",1246.0416,"[623.1724, 623.1724]","[0.3276, 0.6724]",1246.3448,"[614.0, 633.0]","[0.0, 1.0]",1247.0,0.8918918918918919,0.8988326848249028
5cc50a10-6c1f-420a-aef4-9a4f6cd8d6b6,False,"[(139, 120), (109, 148)]",742,742,109,139,109,109,139,109,139,109,109,139,109,231,"[632.9804, 614.0183]","[0.0007, 0.9993]",1246.9987,"[618.623, 627.4186]","[0.4792, 0.5208]",1246.0416,"[623.1724, 623.1724]","[0.3276, 0.6724]",1246.3448,"[633.0, 614.0]","[0.0, 1.0]",1247.0,0.8918918918918919,0.8988326848249028
54a4f95f-facd-45b0-9c27-1fa3a304a27c,False,"[(269, 250), (294, 199), (369, 160), (301, 168)]",552,552,369,269,301,301,269,294,269,301,301,369,301,469,"[251.0, 327.9999]","[0.0, 0.0, 0.0, 1.0]",578.9999,"[258.9986, 307.5036]","[0.25, 0.0, 0.0, 0.75]",566.5022,"[272.614, 272.614]","[0.6754, 0.0, 0.0, 0.3246]",545.228,"[251.0, 328.0]","[0.0, 0.0, 0.0, 1.0]",579.0,0.8865784499054821,1.0
54a4f95f-facd-45b0-9c27-1fa3a304a27c,False,"[(250, 269), (199, 294), (160, 369), (168, 301)]",496,496,160,250,168,168,250,199,250,168,168,160,168,469,"[327.9999, 251.0]","[0.0, 0.0, 0.0, 1.0]",578.9999,"[307.5036, 258.9986]","[0.25, 0.0, 0.0, 0.75]",566.5022,"[272.614, 272.614]","[0.6754, 0.0, 0.0, 0.3246]",545.228,"[328.0, 251.0]","[0.0, 0.0, 0.0, 1.0]",579.0,0.8865784499054821,1.0
a0760a08-a7d6-478d-9553-891205ed092c,False,"[(151, 170), (160, 121)]",382,382,160,160,160,160,151,151,160,160,160,151,160,267,"[222.0, 279.0]","[0.0, 1.0]",501.0,"[223.6341, 270.1035]","[0.1816, 0.8184]",493.7376,"[230.8448, 230.8448]","[0.9828, 0.0172]",461.6896,"[222.0, 279.0]","[0.0, 1.0]",501.0,0.8317757009345794,0.9501779359430605
a0760a08-a7d6-478d-9553-891205ed092c,False,"[(170, 151), (121, 160)]",400,400,121,121,121,121,170,170,121,121,121,170,121,267,"[279.0, 222.0]","[0.0, 1.0]",501.0,"[270.1035, 223.6341]","[0.1816, 0.8184]",493.7376,"[230.8448, 230.8448]","[0.9828, 0.0172]",461.6896,"[279.0, 222.0]","[0.0, 1.0]",501.0,0.8317757009345794,0.9501779359430605
15104409-b173-4165-a576-7e7cca25fd57,False,"[(136, 175), (144, 163)]",552,552,136,144,144,144,144,136,144,144,144,136,144,297,"[408.0, 447.0]","[0.0, 1.0]",855.0,"[411.3389, 441.9916]","[0.4174, 0.5826]",853.3305,"[416.0, 435.0]","[1.0, 0.0]",851.0,"[408.0, 447.0]","[0.0, 1.0]",855.0,0.954983922829582,0.9674267100977199
15104409-b173-4165-a576-7e7cca25fd57,False,"[(175, 136), (163, 144)]",610,610,175,163,163,163,163,175,163,163,163,175,163,297,"[447.0, 408.0]","[0.0, 1.0]",855.0,"[441.9916, 411.3389]","[0.4174, 0.5826]",853.3305,"[435.0, 416.0]","[1.0, 0.0]",851.0,"[447.0, 408.0]","[0.0, 1.0]",855.0,0.954983922829582,0.9674267100977199
ad360066-5e16-4aae-90dd-458215f570e5,False,"[(129, 90), (126, 107), (84, 123)]",344,344,84,84,84,84,126,84,84,84,84,126,84,193,"[260.0, 221.0]","[0.0, 0.0, 1.0]",481.0,"[240.7046, 235.1499]","[0.4288, 0.0, 0.5712]",475.85450000000003,"[237.5, 237.5]","[0.5, 0.0, 0.5]",475.0,"[260.0, 221.0]","[0.0, 0.0, 1.0]",481.0,0.8283261802575107,0.9323671497584541
ad360066-5e16-4aae-90dd-458215f570e5,False,"[(90, 129), (107, 126), (123, 84)]",344,344,123,123,123,123,107,123,123,123,123,107,123,193,"[221.0, 260.0]","[0.0, 0.0, 1.0]",481.0,"[235.1499, 240.7046]","[0.4288, 0.0, 0.5712]",475.85450000000003,"[237.5, 237.5]","[0.5, 0.0, 0.5]",475.0,"[221.0, 260.0]","[0.0, 0.0, 1.0]",481.0,0.8283261802575107,0.9323671497584541
c8181061-3aa2-47d8-adcb-46d9bf0707e3,False,"[(77, 116), (86, 105), (127, 88)]",362,362,77,86,86,86,86,86,86,86,86,127,86,179,"[276.0, 257.0]","[0.0, 1.0, 0.0]",533.0,"[269.9338, 259.5153]","[0.0, 0.852, 0.148]",529.4491,"[262.569, 262.569]","[0.0, 0.6724, 0.3276]",525.138,"[276.0, 257.0]","[0.0, 1.0, 0.0]",533.0,0.8325581395348837,0.93717277486911
c8181061-3aa2-47d8-adcb-46d9bf0707e3,False,"[(116, 77), (105, 86), (88, 127)]",362,362,116,105,105,105,105,105,105,105,105,88,105,179,"[257.0, 276.0]","[0.0, 1.0, 0.0]",533.0,"[259.5153, 269.9338]","[0.0, 0.852, 0.148]",529.4491,"[262.569, 262.569]","[0.0, 0.6724, 0.3276]",525.138,"[257.0, 276.0]","[0.0, 1.0, 0.0]",533.0,0.8325581395348837,0.93717277486911
bbe9120a-0811-413d-862e-37670e23ed01,False,"[(72, 129), (139, 82), (71, 148), (96, 115)]",344,344,71,96,72,72,96,96,96,72,72,139,72,179,"[272.0, 233.0]","[1.0, 0.0, 0.0, 0.0]",505.0,"[245.3811, 251.6729]","[0.6027, 0.3973, 0.0, 0.0]",497.054,"[249.0789, 249.0789]","[0.6579, 0.3421, 0.0, 0.0]",498.1578,"[272.0, 233.0]","[1.0, 0.0, 0.0, 0.0]",505.0,0.8099547511312217,0.8905472636815921
bbe9120a-0811-413d-862e-37670e23ed01,False,"[(129, 72), (82, 139), (148, 71), (115, 96)]",362,362,148,115,129,129,115,115,115,129,129,82,129,179,"[233.0, 272.0]","[1.0, 0.0, 0.0, 0.0]",505.0,"[251.6729, 245.3811]","[0.6027, 0.3973, 0.0, 0.0]",497.054,"[249.0789, 249.0789]","[0.6579, 0.3421, 0.0, 0.0]",498.1578,"[233.0, 272.0]","[1.0, 0.0, 0.0, 0.0]",505.0,0.8099547511312217,0.8905472636815921
5fce4876-6f55-4abd-8dc0-f2d0e29dc846,False,"[(144, 183), (149, 130)]",704,704,149,149,149,149,149,149,149,149,149,144,149,279,"[555.0, 594.0]","[0.0, 1.0]",1149.0,"[555.4548, 589.1789]","[0.091, 0.909]",1144.6336999999999,"[558.3621, 558.3621]","[0.6724, 0.3276]",1116.7242,"[555.0, 594.0]","[0.0, 1.0]",1149.0,0.8532110091743119,1.0
5fce4876-6f55-4abd-8dc0-f2d0e29dc846,False,"[(183, 144), (130, 149)]",724,724,130,130,130,130,130,130,130,130,130,183,130,279,"[594.0, 555.0]","[0.0, 1.0]",1149.0,"[589.1789, 555.4548]","[0.091, 0.909]",1144.6336999999999,"[558.3621, 558.3621]","[0.6724, 0.3276]",1116.7242,"[594.0, 555.0]","[0.0, 1.0]",1149.0,0.8532110091743119,1.0
2c914344-f136-4cf5-a9a4-9a7124ddef31,False,"[(188, 227), (200, 219)]",628,628,188,200,188,188,200,200,200,188,188,200,188,401,"[440.0, 421.0]","[1.0, 0.0]",861.0,"[435.1269, 424.2487]","[0.5939, 0.4061]",859.3756,"[428.6, 428.6]","[0.05, 0.95]",857.2,"[440.0, 421.0]","[1.0, 0.0]",861.0,0.9570405727923628,0.9662650602409638
2c914344-f136-4cf5-a9a4-9a7124ddef31,False,"[(227, 188), (219, 200)]",648,648,227,219,227,227,219,219,219,227,227,219,227,401,"[421.0, 440.0]","[1.0, 0.0]",861.0,"[424.2487, 435.1269]","[0.5939, 0.4061]",859.3756,"[428.6, 428.6]","[0.05, 0.95]",857.2,"[421.0, 440.0]","[1.0, 0.0]",861.0,0.9570405727923628,0.9662650602409638
e33cfd44-83d4-4f97-ad85-308f96d78248,False,"[(229, 172), (219, 276), (288, 117)]",438,438,288,229,229,229,229,219,229,229,229,219,229,401,"[209.0, 342.0]","[1.0, 0.0, 0.0]",551.0,"[195.5675, 354.5219]","[0.7723, 0.0, 0.2277]",550.0894000000001,"[219.0, 238.0]","[-0.0, 1.0, 0.0]",457.0,"[209.0, 342.0]","[1.0, 0.0, 0.0]",551.0,0.8101010101010101,1.0
e33cfd44-83d4-4f97-ad85-308f96d78248,False,"[(172, 229), (276, 219), (117, 288)]",514,514,117,172,172,172,172,276,172,172,172,276,172,401,"[342.0, 209.0]","[1.0, 0.0, 0.0]",551.0,"[354.5219, 195.5675]","[0.7723, 0.0, 0.2277]",550.0894000000001,"[238.0, 219.0]","[-0.0, 1.0, 0.0]",457.0,"[342.0, 209.0]","[1.0, 0.0, 0.0]",551.0,0.8101010101010101,1.0
212ae0d4-43c4-4e1b-ade0-14f6bfc20a7f,False,"[(123, 84), (70, 109)]",362,362,70,70,70,70,123,70,70,70,70,123,70,179,"[292.0, 311.0]","[0.0, 1.0]",603.0,"[276.5906, 318.2686]","[0.2907, 0.7093]",594.8592,"[292.0, 311.0]","[-0.0, 1.0]",603.0,"[292.0, 311.0]","[0.0, 1.0]",603.0,0.8647342995169082,1.0
212ae0d4-43c4-4e1b-ade0-14f6bfc20a7f,False,"[(84, 123), (109, 70)]",420,420,109,109,109,109,84,109,109,109,109,84,109,179,"[311.0, 292.0]","[0.0, 1.0]",603.0,"[318.2686, 276.5906]","[0.2907, 0.7093]",594.8592,"[311.0, 292.0]","[-0.0, 1.0]",603.0,"[311.0, 292.0]","[0.0, 1.0]",603.0,0.8647342995169082,1.0
