EID,SP1 is PNE,Potential,SP1,SP1|SP1,Min-Min,Min-Max,Min-Sum,Min-Avg,Min-Abs,Max-Min-Surplus,Max-Min-Improvement,Max-Avg-Improvement,MAX-Nash-Value,MIN-Nash-Value,MIN-Sum-Surplus,Social Sum,Nash,Nash-Ratio,Nash-Value,Kalai,Kalai-Ratio,Kalai-Value,Egalitarian,Egalitarian-Ratio,Egalitarian-Value,Utilitarian,Utilitarian-Ratio,Utilitarian-Value,PoS,PoA
afd58ef9-d5ac-4818-bdb4-676527272d7f,False,"[(198, 132), (185, 141), (181, 159), (146, 168)]",254,245,198,146,146,146,181,146,146,146,146,198,146,314,"[108.0, 108.0]","[0.0, 0.0, 0.0, 1.0]",216.0,"[90.2278, 120.3038]","[0.0, 0.4557, 0.0, 0.5443]",210.5316,"[108.0, 108.0]","[0.0, -0.0, 0.0, 1.0]",216.0,"[108.0, 108.0]","[0.0, 0.0, 0.0, 1.0]",216.0,0.9235294117647059,1.0
afd58ef9-d5ac-4818-bdb4-676527272d7f,False,"[(132, 198), (141, 185), (159, 181), (168, 146)]",276,267,132,168,168,168,159,168,168,168,168,132,168,314,"[108.0, 108.0]","[0.0, 0.0, 0.0, 1.0]",216.0,"[120.3038, 90.2278]","[0.0, 0.4557, 0.0, 0.5443]",210.5316,"[108.0, 108.0]","[0.0, 0.0, -0.0, 1.0]",216.0,"[108.0, 108.0]","[0.0, 0.0, 0.0, 1.0]",216.0,0.9235294117647059,1.0
73a039ff-577f-40a2-ba07-43a9ff065f27,True,"[(90, 190), (95, 183)]",100,100,90,95,95,95,95,90,90,90,90,95,95,254,"[10.0, 76.0]","[1.0, 0.0]",86.0,"[9.2784, 77.0103]","[0.8557, 0.1443]",86.2887,"[10.0, 76.0]","[1.0, 0.0]",86.0,"[5.0, 83.0]","[0.0, 1.0]",88.0,0.9071428571428571,0.9136690647482014
73a039ff-577f-40a2-ba07-43a9ff065f27,True,"[(190, 90), (183, 95)]",266,266,190,183,183,183,183,190,190,190,190,183,183,254,"[76.0, 10.0]","[1.0, 0.0]",86.0,"[77.0103, 9.2784]","[0.8557, 0.1443]",86.2887,"[76.0, 10.0]","[1.0, 0.0]",86.0,"[83.0, 5.0]","[0.0, 1.0]",88.0,0.9071428571428571,0.9136690647482014
ff266a00-7448-4f23-9f2a-7d53a4fd446d,False,"[(347, 259), (355, 255)]",794,794,355,347,347,347,347,355,355,347,347,355,347,604,"[447.0, 303.0]","[1.0, 0.0]",750.0,"[443.6296, 304.6852]","[0.5787, 0.4213]",748.3148,"[439.0, 307.0]","[-0.0, 1.0]",746.0,"[447.0, 303.0]","[1.0, 0.0]",750.0,0.9901639344262295,0.9966996699669967
ff266a00-7448-4f23-9f2a-7d53a4fd446d,False,"[(259, 347), (255, 355)]",562,562,255,259,259,259,259,255,255,259,259,255,259,604,"[303.0, 447.0]","[1.0, 0.0]",750.0,"[304.6852, 443.6296]","[0.5787, 0.4213]",748.3148,"[307.0, 439.0]","[-0.0, 1.0]",746.0,"[303.0, 447.0]","[1.0, 0.0]",750.0,0.9901639344262295,0.9966996699669967
4bbcdb8c-0984-4597-85e5-41d38cc041ce,True,"[(170, 236), (126, 258), (122, 266)]",188,188,122,170,126,126,170,126,126,126,126,170,126,382,"[60.9991, 30.5005]","[0.0227, 0.9773, 0.0]",91.4996,"[47.3647, 37.3176]","[0.3326, 0.6674, 0.0]",84.6823,"[40.6667, 40.6667]","[0.4848, 0.5152, 0.0]",81.3334,"[62.0, 30.0]","[0.0, 1.0, 0.0]",92.0,0.9408866995073891,0.9947916666666666
4bbcdb8c-0984-4597-85e5-41d38cc041ce,True,"[(236, 170), (258, 126), (266, 122)]",288,288,266,236,258,258,236,258,258,258,258,236,258,382,"[30.5005, 60.9991]","[0.0227, 0.9773, 0.0]",91.4996,"[37.3176, 47.3647]","[0.3326, 0.6674, 0.0]",84.6823,"[40.6667, 40.6667]","[0.4848, 0.5152, 0.0]",81.3334,"[30.0, 62.0]","[0.0, 1.0, 0.0]",92.0,0.9408866995073891,0.9947916666666666
7a0c2df5-4e40-49f8-9c9f-8fb26504f560,True,"[(92, 158), (75, 175)]",100,100,75,92,92,92,92,75,75,75,75,92,92,244,"[25.0, 125.0]","[0.0, 1.0]",150.0,"[22.4551, 127.5449]","[0.1497, 0.8503]",150.0,"[25.0, 125.0]","[-0.0, 1.0]",150.0,"[25.0, 125.0]","[0.0, 1.0]",150.0,0.976,0.976
7a0c2df5-4e40-49f8-9c9f-8fb26504f560,True,"[(158, 92), (175, 75)]",300,300,175,158,158,158,158,175,175,175,175,158,158,244,"[125.0, 25.0]","[0.0, 1.0]",150.0,"[127.5449, 22.4551]","[0.1497, 0.8503]",150.0,"[125.0, 25.0]","[-0.0, 1.0]",150.0,"[125.0, 25.0]","[0.0, 1.0]",150.0,0.976,0.976
