eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
ec075047-5ecc-4d13-adde-5409268d731e,2,22,False,"[(170, 159), (173, 150)]",210,222,132,150,210,164,317,323,173,329,170,323,173,323,173,329,170,329,170,329,170,323,173,323,173,329,170,323,173,323.0,173.0,325.25,171.875,329.0,170.0,323.0,173.0,0.9635258358662614,0.9814241486068112
ec075047-5ecc-4d13-adde-5409268d731e,2,22,False,"[(159, 170), (150, 173)]",222,210,150,132,222,153,317,323,150,329,159,323,150,323,150,329,159,329,159,329,159,323,150,323,150,329,159,323,150,323.0,150.0,325.25,153.375,329.0,159.0,323.0,150.0,0.9635258358662614,0.9814241486068112
e2e5536d-2e48-4fe2-b679-894fb6fec816,3,23,True,"[(190, 179), (161, 184)]",210,210,138,156,210,164,339,345,161,345,161,345,161,345,161,369,190,345,161,345,161,345,161,345,161,369,190,345,161,345.0,161.0,350.1399,167.2107,361.2352,180.6176,345.0,161.0,0.9186991869918699,0.9826086956521739
e2e5536d-2e48-4fe2-b679-894fb6fec816,3,23,True,"[(179, 190), (184, 161)]",210,210,156,138,210,175,339,345,184,345,184,345,184,345,184,369,179,345,184,345,184,345,184,345,184,369,179,345,184,345.0,184.0,350.1399,182.9292,361.2352,180.6176,345.0,184.0,0.9186991869918699,0.9826086956521739
93499550-850c-4ef7-96d6-873c3a493563,3,23,False,"[(149, 138), (140, 163)]",210,210,129,138,210,149,287,287,149,287,149,287,149,287,149,287,149,287,149,287,149,287,149,287,149,303,140,287,149,287.0,149.0,291.3236,146.56799999999998,292.1764,146.0882,287.0,149.0,0.9471947194719472,1.0
93499550-850c-4ef7-96d6-873c3a493563,3,23,False,"[(138, 149), (163, 140)]",210,210,138,129,210,138,287,287,138,287,138,287,138,287,138,287,138,287,138,287,138,287,138,287,138,303,163,287,138,287.0,138.0,291.3236,144.75560000000002,292.1764,146.0882,287.0,138.0,0.9471947194719472,1.0
aaf8f9ef-43d5-4b37-8c4d-1b468ea2343d,0,0,False,"[(168, 145), (160, 149)]",200,166,150,130,200,159,307,313,168,309,160,309,160,309,160,309,160,313,168,313,168,309,160,309,160,313,168,309,160,310.5,163.0,310.9512,163.9024,313.0,168.0,309.0,160.0,0.9808306709265175,0.9935275080906149
aaf8f9ef-43d5-4b37-8c4d-1b468ea2343d,0,0,False,"[(145, 168), (149, 160)]",166,200,130,150,166,148,307,313,145,309,149,309,149,309,149,309,149,313,145,313,145,309,149,309,149,313,145,309,149,310.5,147.5,310.9512,147.0488,313.0,145.0,309.0,149.0,0.9808306709265175,0.9935275080906149
623df5d5-dec2-4e4e-8f9f-d4c1f4541616,0,0,True,"[(155, 132), (151, 140)]",190,144,146,117,190,155,287,287,155,291,151,287,155,287,155,291,151,287,155,287,155,287,155,287,155,291,151,287,155,287.0,155.0,287.53340000000003,154.4667,287.0,155.0,287.0,155.0,0.9862542955326461,1.0
623df5d5-dec2-4e4e-8f9f-d4c1f4541616,0,0,True,"[(132, 155), (140, 151)]",144,190,117,146,144,132,287,287,132,291,140,287,132,287,132,291,140,287,132,287,132,287,132,287,132,291,140,287,132,287.0,132.0,287.53340000000003,133.0667,287.0,132.0,287.0,132.0,0.9862542955326461,1.0
2fa209f0-bed3-4f0d-86fa-caaec31f7153,3,23,True,"[(171, 148), (170, 159), (161, 172)]",210,188,137,125,210,165,319,319,171,329,170,319,171,319,171,329,170,319,171,319,171,319,171,319,171,333,161,319,171,319.0,171.0,322.55330000000004,168.4619,319.41179999999997,170.70589999999999,319.0,171.0,0.9579579579579579,1.0
2fa209f0-bed3-4f0d-86fa-caaec31f7153,3,23,True,"[(148, 171), (159, 170), (172, 161)]",188,210,125,137,188,154,319,319,148,329,159,319,148,319,148,329,159,319,148,319,148,319,148,319,148,333,172,319,148,319.0,148.0,322.55330000000004,154.0914,319.41179999999997,148.70589999999999,319.0,148.0,0.9579579579579579,1.0
