eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
44ef9fa0-aadb-43fe-9f0c-f5bac36c4741,0,0,False,"[(50, 116), (63, 107)]",100,178,32,39,82,50,166,166,50,170,63,166,50,166,50,170,63,166,50,170,63,166,50,166,50,170,63,166,50,166.0,50.0,167.31099999999998,54.2607,166.0,50.0,166.0,50.0,0.9764705882352941,1.0
44ef9fa0-aadb-43fe-9f0c-f5bac36c4741,0,0,False,"[(116, 50), (107, 63)]",178,100,39,32,160,116,166,166,116,170,107,166,116,166,116,170,107,166,116,170,107,166,116,166,116,170,107,166,116,166.0,116.0,167.31099999999998,113.0503,166.0,116.0,166.0,116.0,0.9764705882352941,1.0
2cbeaf70-3636-4bd5-9d23-f6bcc211f6ca,4,56,False,"[(102, 146), (142, 98)]",144,188,54,80,144,142,240,240,142,240,142,240,142,240,142,248,102,248,102,248,102,248,102,248,102,240,142,240,142,247.3,105.5002,245.1282,116.35900000000001,248.0,102.0,240.0,142.0,0.967741935483871,1.0
2cbeaf70-3636-4bd5-9d23-f6bcc211f6ca,4,56,False,"[(146, 102), (98, 142)]",188,144,80,54,188,98,240,240,98,240,98,240,98,240,98,248,146,248,146,248,146,248,146,248,146,240,98,240,98,247.3,141.7998,245.1282,128.7692,248.0,146.0,240.0,98.0,0.967741935483871,1.0
e0032efe-dc20-4c71-b075-130fd896584f,4,44,False,"[(275, 319), (293, 315)]",650,628,194,202,650,270,584,594,275,608,293,594,275,594,275,608,293,608,293,608,293,594,275,594,275,608,293,594,275,594.0,275.0,596.9437,278.7847,608.0,293.0,594.0,275.0,0.9605263157894737,0.9831649831649831
e0032efe-dc20-4c71-b075-130fd896584f,4,44,False,"[(319, 275), (315, 293)]",628,650,202,194,628,314,584,594,319,608,315,594,319,594,319,608,315,608,315,608,315,594,319,594,319,608,315,594,319,594.0,319.0,596.9437,318.159,608.0,315.0,594.0,319.0,0.9605263157894737,0.9831649831649831
d2b76ac4-e9f8-4d80-9725-f39eeb5c9e8b,4,44,False,"[(50, 116), (63, 107)]",100,178,19,35,100,50,166,166,50,170,63,166,50,166,50,170,63,166,50,170,63,166,50,166,50,170,63,166,50,166.0,50.0,167.31099999999998,54.2607,166.0,50.0,166.0,50.0,0.9764705882352941,1.0
d2b76ac4-e9f8-4d80-9725-f39eeb5c9e8b,4,44,False,"[(116, 50), (107, 63)]",178,100,35,19,178,116,166,166,116,170,107,166,116,166,116,170,107,166,116,170,107,166,116,166,116,170,107,166,116,166.0,116.0,167.31099999999998,113.0503,166.0,116.0,166.0,116.0,0.9764705882352941,1.0
b5bac2b9-07c7-4c7a-a4bc-052724b63525,8,78,True,"[(95, 117), (90, 134)]",100,144,32,40,100,124,204,224,90,212,95,212,95,212,95,212,95,224,90,224,90,212,95,212,95,224,90,212,95,215.5294,93.5294,217.3115,92.7869,224.0,90.0,212.0,95.0,0.9107142857142857,0.9622641509433962
b5bac2b9-07c7-4c7a-a4bc-052724b63525,8,78,True,"[(117, 95), (134, 90)]",144,100,40,32,144,80,204,224,134,212,117,212,117,212,117,212,117,224,134,224,134,212,117,212,117,224,134,212,117,215.5294,122.0,217.3115,124.52459999999999,224.0,134.0,212.0,117.0,0.9107142857142857,0.9622641509433962
