eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
a102b39d-0697-45ba-bf8c-0f85765173c6,5,45,True,"[(73, 84), (40, 85), (78, 67)]",90,90,27,18,90,43,119,125,40,145,78,125,40,125,40,157,73,145,78,145,78,125,40,145,78,157,73,125,40,135.3801,59.7222,135.1466,59.2785,141.07139999999998,70.53569999999999,125.0,40.0,0.7579617834394905,0.952
a102b39d-0697-45ba-bf8c-0f85765173c6,5,45,True,"[(84, 73), (85, 40), (67, 78)]",90,90,18,27,90,76,119,125,85,145,67,125,85,125,85,157,84,145,67,145,67,125,85,145,67,157,84,125,85,135.3801,75.6579,135.1466,75.8681,141.07139999999998,70.53569999999999,125.0,85.0,0.7579617834394905,0.952
64be9538-2993-43a1-9ded-da8e3962ba82,0,12,False,"[(73, 106), (82, 93)]",100,156,37,55,100,64,161,179,73,175,82,175,82,175,82,175,82,179,73,179,73,179,73,179,73,175,82,175,82,178.9974,73.0058,177.4706,76.4412,179.0,73.0,175.0,82.0,0.8994413407821229,0.92
64be9538-2993-43a1-9ded-da8e3962ba82,0,12,False,"[(106, 73), (93, 82)]",156,100,55,37,156,97,161,179,106,175,93,175,93,175,93,175,93,179,106,179,106,179,106,179,106,175,93,175,93,178.9974,105.9916,177.4706,101.02940000000001,179.0,106.0,175.0,93.0,0.8994413407821229,0.92
889fcb29-c4df-4bd4-9b31-762cb5269cfa,4,44,False,"[(188, 331), (184, 349)]",310,430,116,141,310,192,505,533,184,519,188,519,188,519,188,519,188,519,188,519,188,519,188,519,188,533,184,519,188,519.0,188.0,521.0811,187.4054,519.0,188.0,519.0,188.0,0.9474671669793621,0.9730250481695568
889fcb29-c4df-4bd4-9b31-762cb5269cfa,4,44,False,"[(331, 188), (349, 184)]",430,310,141,116,430,313,505,533,349,519,331,519,331,519,331,519,331,519,331,519,331,519,331,519,331,533,349,519,331,519.0,331.0,521.0811,333.6757,519.0,331.0,519.0,331.0,0.9474671669793621,0.9730250481695568
4dde3a16-2fc3-4973-8651-ebbd6c1856ad,3,23,True,"[(73, 62), (77, 44)]",90,78,23,34,90,77,121,121,77,135,73,121,77,121,77,135,73,135,73,135,73,121,77,121,77,135,73,121,77,121.0,77.0,125.3077,75.7692,134.3636,73.1818,121.0,77.0,0.8962962962962963,1.0
4dde3a16-2fc3-4973-8651-ebbd6c1856ad,3,23,True,"[(62, 73), (44, 77)]",78,90,34,23,78,44,121,121,44,135,62,121,44,121,44,135,62,135,62,135,62,121,44,121,44,135,62,121,44,121.0,44.0,125.3077,49.5385,134.3636,61.181799999999996,121.0,44.0,0.8962962962962963,1.0
a22c065f-4cc4-4201-adfd-803c41845061,1,11,False,"[(57, 46), (45, 78)]",100,100,19,28,100,57,103,123,45,103,57,103,57,103,57,103,57,103,57,103,57,103,57,103,57,123,45,103,57,103.0,57.0,108.38210000000001,53.7708,108.0,54.0,103.0,57.0,0.8373983739837398,1.0
a22c065f-4cc4-4201-adfd-803c41845061,1,11,False,"[(46, 57), (78, 45)]",100,100,28,19,100,46,103,123,78,103,46,103,46,103,46,103,46,103,46,103,46,103,46,103,46,123,78,103,46,103.0,46.0,108.38210000000001,54.6113,108.0,54.0,103.0,46.0,0.8373983739837398,1.0
e6d5dacd-0589-4677-9915-21915ba985da,5,45,True,"[(40, 85), (53, 64)]",90,90,26,19,90,53,117,125,40,117,53,117,53,117,53,117,53,117,53,117,53,117,53,117,53,125,40,117,53,117.0001,53.0,118.9481,49.8343,117.0,53.0,117.0,53.0,0.936,1.0
e6d5dacd-0589-4677-9915-21915ba985da,5,45,True,"[(85, 40), (64, 53)]",90,90,19,26,90,64,117,125,85,117,64,117,64,117,64,117,64,117,64,117,64,117,64,117,64,125,85,117,64,117.0001,64.0001,118.9481,69.1138,117.0,64.0,117.0,64.0,0.936,1.0
8f0432d6-593a-44a7-b593-6f52052ece4b,4,44,True,"[(99, 54), (66, 55)]",100,78,30,27,100,66,121,153,99,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,153,99,121,66,121.0,66.0,122.3172,67.3584,131.353,76.6765,121.0,66.0,0.7908496732026143,1.0
8f0432d6-593a-44a7-b593-6f52052ece4b,4,44,True,"[(54, 99), (55, 66)]",78,100,27,30,78,55,121,153,54,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,153,54,121,55,121.0,55.0,122.3172,54.9588,131.353,54.676500000000004,121.0,55.0,0.7908496732026143,1.0
7b856b55-0e6d-46b2-8bfb-f2d44d5317e9,3,45,True,"[(99, 66), (81, 70)]",100,134,27,52,100,81,151,165,99,151,81,151,81,151,81,151,81,151,81,151,81,151,81,151,81,165,99,151,81,151.0,81.0,151.8185,82.0523,151.0,81.0,151.0,81.0,0.9151515151515152,1.0
7b856b55-0e6d-46b2-8bfb-f2d44d5317e9,3,45,True,"[(66, 99), (70, 81)]",134,100,52,27,134,70,151,165,66,151,70,151,70,151,70,151,70,151,70,151,70,151,70,151,70,165,66,151,70,151.0,70.0,151.8185,69.7662,151.0,70.0,151.0,70.0,0.9151515151515152,1.0
b2ee9aea-a5b1-4cf9-b2a5-106135ad9733,5,45,True,"[(48, 93), (56, 67), (75, 64)]",100,100,32,28,100,56,123,141,48,123,56,123,56,123,56,123,56,123,56,123,56,123,56,123,56,141,48,123,56,123.0,56.0,124.4488,55.3561,131.0,65.5,123.0,56.0,0.8723404255319149,1.0
b2ee9aea-a5b1-4cf9-b2a5-106135ad9733,5,45,True,"[(93, 48), (67, 56), (64, 75)]",100,100,28,32,100,67,123,141,93,123,67,123,67,123,67,123,67,123,67,123,67,123,67,123,67,141,93,123,67,123.0,67.0,124.4488,69.09270000000001,131.0,65.5,123.0,67.0,0.8723404255319149,1.0
a246c938-5f32-4d20-b195-145750fa6bf4,3,23,False,"[(46, 91), (53, 86), (74, 85)]",100,112,28,32,100,49,131,137,46,159,74,137,46,137,46,159,74,139,53,159,74,137,46,139,53,159,74,137,46,139.0,53.0,138.4118,50.9412,158.091,73.0455,137.0,46.0,0.8238993710691824,0.9562043795620438
a246c938-5f32-4d20-b195-145750fa6bf4,3,23,False,"[(91, 46), (86, 53), (85, 74)]",112,100,32,28,112,82,131,137,91,159,85,137,91,137,91,159,85,139,86,159,85,137,91,139,86,159,85,137,91,139.0,86.0,138.4118,87.4706,158.091,85.0455,137.0,91.0,0.8238993710691824,0.9562043795620438
898f4b56-e52e-4203-9c1a-b6fa07ad5b30,1,11,False,"[(45, 56), (64, 31)]",90,56,18,11,90,64,95,95,64,101,45,95,64,95,64,101,45,95,64,95,64,95,64,95,64,101,45,95,64,95.0,64.0,96.7813,58.3594,95.0,64.0,95.0,64.0,0.9405940594059405,1.0
898f4b56-e52e-4203-9c1a-b6fa07ad5b30,1,11,False,"[(56, 45), (31, 64)]",56,90,11,18,56,31,95,95,31,101,56,95,31,95,31,101,56,95,31,95,31,95,31,95,31,101,56,95,31,95.0,31.0,96.7813,38.4219,95.0,31.0,95.0,31.0,0.9405940594059405,1.0
