eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
afd58ef9-d5ac-4818-bdb4-676527272d7f,0,0,False,"[(198, 132), (185, 141), (181, 159), (146, 168)]",254,276,105,87,245,146,314,330,198,314,146,314,146,314,146,340,181,314,146,314,146,314,146,314,146,330,198,314,146,314.0,146.0,319.4684,163.7722,314.0,146.0,314.0,146.0,0.9235294117647059,1.0
afd58ef9-d5ac-4818-bdb4-676527272d7f,0,0,False,"[(132, 198), (141, 185), (159, 181), (168, 146)]",276,254,87,105,267,168,314,330,132,314,168,314,168,314,168,340,159,314,168,314,168,314,168,314,168,330,132,314,168,314.0,168.0,319.4684,155.6962,314.0,168.0,314.0,168.0,0.9235294117647059,1.0
73a039ff-577f-40a2-ba07-43a9ff065f27,2,12,True,"[(90, 190), (95, 183)]",100,266,23,59,100,149,254,280,90,278,95,278,95,278,95,278,95,280,90,280,90,280,90,280,90,278,95,278,95,280.0,90.0,279.7113,90.7216,280.0,90.0,278.0,95.0,0.9071428571428571,0.9136690647482014
73a039ff-577f-40a2-ba07-43a9ff065f27,2,12,True,"[(190, 90), (183, 95)]",266,100,59,23,266,105,254,280,190,278,183,278,183,278,183,278,183,280,190,280,190,280,190,280,190,278,183,278,183,280.0,190.0,279.7113,188.9897,280.0,190.0,278.0,183.0,0.9071428571428571,0.9136690647482014
ff266a00-7448-4f23-9f2a-7d53a4fd446d,0,0,False,"[(347, 259), (355, 255)]",794,562,220,155,794,346,604,610,355,606,347,606,347,606,347,606,347,610,355,610,355,606,347,606,347,610,355,606,347,606.0,347.0,607.6852,350.3704,610.0,355.0,606.0,347.0,0.9901639344262295,0.9966996699669967
ff266a00-7448-4f23-9f2a-7d53a4fd446d,0,0,False,"[(259, 347), (255, 355)]",562,794,155,220,562,258,604,610,255,606,259,606,259,606,259,606,259,610,255,610,255,606,259,606,259,610,255,606,259,606.0,259.0,607.6852,257.3148,610.0,255.0,606.0,259.0,0.9901639344262295,0.9966996699669967
4bbcdb8c-0984-4597-85e5-41d38cc041ce,0,0,True,"[(170, 236), (126, 258), (122, 266)]",188,288,75,81,188,125,382,388,122,406,170,384,126,384,126,406,170,384,126,384,126,384,126,384,126,406,170,384,126,384.5004,127.0009,391.3177,140.6353,394.6666,147.3333,384.0,126.0,0.9408866995073891,0.9947916666666666
4bbcdb8c-0984-4597-85e5-41d38cc041ce,0,0,True,"[(236, 170), (258, 126), (266, 122)]",288,188,81,75,288,257,382,388,266,406,236,384,258,384,258,406,236,384,258,384,258,384,258,384,258,406,236,384,258,384.5004,257.4995,391.3177,250.6824,394.6666,247.3333,384.0,258.0,0.9408866995073891,0.9947916666666666
7a0c2df5-4e40-49f8-9c9f-8fb26504f560,0,0,True,"[(92, 158), (75, 175)]",100,300,27,59,100,78,244,250,75,250,92,250,92,250,92,250,92,250,75,250,75,250,75,250,75,250,92,250,92,250.0,75.0,250.0,77.5449,250.0,75.0,250.0,75.0,0.976,0.976
7a0c2df5-4e40-49f8-9c9f-8fb26504f560,0,0,True,"[(158, 92), (175, 75)]",300,100,59,27,300,166,244,250,175,250,158,250,158,250,158,250,158,250,175,250,175,250,175,250,175,250,158,250,158,250.0,175.0,250.0,172.45510000000002,250.0,175.0,250.0,175.0,0.976,0.976
