eid,manhatten_div,path_time_div,is_sp_pne,Potential,SP1(1),SP(2),SP2(1),SP2(2),SP1|SP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai,Individual Time In Kalai,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
c9e50a31-287f-4f84-bc6f-4484a8e07875,0,67,True,"[(122, 111), (104, 137)]",122,200,36,56,122,86,227,241,104,233,122,233,122,233,122,233,122,241,104,241,104,241,104,241,104,233,122,233,122,241.0,104.0001,239.1913,108.0696,241.0,104.0,233.0,122.0,0.941908713692946,0.9742489270386266
c9e50a31-287f-4f84-bc6f-4484a8e07875,0,67,True,"[(111, 122), (137, 104)]",200,122,56,36,200,141,227,241,137,233,111,233,111,233,111,233,111,241,137,241,137,241,137,241,137,233,111,233,111,241.0,136.9999,239.1913,131.1217,241.0,137.0,233.0,111.0,0.941908713692946,0.9742489270386266
7c6a93d5-66f3-462c-80f4-552400455c11,0,33,False,"[(298, 243), (290, 257), (229, 262), (220, 297)]",738,738,184,179,738,229,491,517,220,491,229,491,229,491,229,547,290,491,229,491,229,491,229,491,229,547,290,491,229,491.0,229.0,497.12200000000007,237.4484,509.75,254.875,491.0,229.0,0.8976234003656307,1.0
7c6a93d5-66f3-462c-80f4-552400455c11,0,33,False,"[(243, 298), (257, 290), (262, 229), (297, 220)]",738,738,179,184,738,262,491,517,297,491,262,491,262,491,262,547,257,491,262,491,262,491,262,491,262,547,257,491,262,491.0,262.0,497.12200000000007,259.6736,509.75,254.875,491.0,262.0,0.8976234003656307,1.0
ac5b9fb1-d279-433b-b9dc-f72cf725123c,0,0,False,"[(69, 356), (74, 349)]",100,398,28,118,100,78,409,425,69,423,74,423,74,423,74,423,74,425,69,423,74,425,69,425,69,423,74,423,74,424.7999,69.5003,424.0606,71.3485,425.0,69.0,423.0,74.0,0.9623529411764706,0.966903073286052
ac5b9fb1-d279-433b-b9dc-f72cf725123c,0,0,False,"[(356, 69), (349, 74)]",398,100,118,28,398,331,409,425,356,423,349,423,349,423,349,423,349,425,356,423,349,425,356,425,356,423,349,423,349,424.7999,355.2996,424.0606,352.7121,425.0,356.0,423.0,349.0,0.9623529411764706,0.966903073286052
66817b6d-05d0-4378-89e0-ee58c85900f1,0,77,True,"[(95, 150), (86, 163)]",100,200,27,46,100,69,215,249,86,245,95,245,95,245,95,245,95,249,86,249,86,249,86,249,86,245,95,245,95,248.9992,86.002,247.8481,88.5918,249.0,86.0,245.0,95.0,0.8634538152610441,0.8775510204081632
66817b6d-05d0-4378-89e0-ee58c85900f1,0,77,True,"[(150, 95), (163, 86)]",200,100,46,27,200,146,215,249,163,245,150,245,150,245,150,245,150,249,163,249,163,249,163,249,163,245,150,245,150,248.9992,162.9972,247.8481,159.2563,249.0,163.0,245.0,150.0,0.8634538152610441,0.8775510204081632
58652b79-3a71-4030-8ee6-e79e5265ecc8,0,0,False,"[(68, 201), (92, 191)]",100,244,28,55,100,71,263,269,68,283,92,269,68,269,68,283,92,269,68,269,68,269,68,269,68,283,92,269,68,269.0,68.0,271.81399999999996,72.8241,269.0,68.0,269.0,68.0,0.9293286219081273,0.9776951672862454
58652b79-3a71-4030-8ee6-e79e5265ecc8,0,0,False,"[(201, 68), (191, 92)]",244,100,55,28,244,192,263,269,201,283,191,269,201,269,201,283,191,269,201,269,201,269,201,269,201,283,191,269,201,269.0,201.0,271.81399999999996,198.9899,269.0,201.0,269.0,201.0,0.9293286219081273,0.9776951672862454
c7bba217-df3d-4e21-b7e2-5117c8ada501,0,11,False,"[(196, 141), (166, 155), (153, 164), (135, 168)]",298,320,81,77,298,135,303,303,135,317,153,303,135,303,135,321,166,303,135,317,153,303,135,303,135,337,196,303,135,303.0001,135.0001,312.7673,152.5236,307.25,142.625,303.0,135.0,0.8991097922848664,1.0
c7bba217-df3d-4e21-b7e2-5117c8ada501,0,11,False,"[(141, 196), (155, 166), (164, 153), (168, 135)]",320,298,77,81,320,168,303,303,168,317,164,303,168,303,168,321,155,303,168,317,164,303,168,303,168,337,141,303,168,303.0001,168.0,312.7673,160.2437,307.25,164.625,303.0,168.0,0.8991097922848664,1.0
