eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
b36687b6-fdc7-420d-84af-b3dda29f2191,11,True,"[(266, 188)]",266,188,90,62,266,267,446,454,266,454,266,454,266,454,266,454,266,454,266,454,266,454,266,454,266,454,266,454,266,454.0,266.0,454.0,266.0,454.0,266.0,454.0,266.0,1.0179372197309418,1.0179372197309418
b36687b6-fdc7-420d-84af-b3dda29f2191,11,True,"[(188, 266)]",188,266,62,90,188,179,446,454,188,454,188,454,188,454,188,454,188,454,188,454,188,454,188,454,188,454,188,454,188,454.0,188.0,454.0,188.0,454.0,188.0,454.0,188.0,1.0179372197309418,1.0179372197309418
5ff7e190-2a91-49e2-af05-7a96388bdbce,78,True,"[(100, 100)]",100,100,27,23,100,124,170,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.1764705882352942,1.1764705882352942
5ff7e190-2a91-49e2-af05-7a96388bdbce,78,True,"[(100, 100)]",100,100,23,27,100,46,170,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.1764705882352942,1.1764705882352942
5a707869-5a65-4250-a5da-9b1c9cfe7a58,45,True,"[(83, 127), (93, 115)]",100,188,28,48,100,102,204,210,83,208,93,208,93,208,93,208,93,210,83,210,83,210,83,210,83,208,93,208,93,209.5632,85.1842,210.0,83.0,210.0,83.0,208.0,93.0,1.0294117647058822,1.0196078431372548
5a707869-5a65-4250-a5da-9b1c9cfe7a58,45,True,"[(127, 83), (115, 93)]",188,100,48,28,188,102,204,210,127,208,115,208,115,208,115,208,115,210,127,210,127,210,127,210,127,208,115,208,115,209.5632,124.37899999999999,210.0,127.0,210.0,127.0,208.0,115.0,1.0294117647058822,1.0196078431372548
f6c428b6-d604-4c75-8ae3-4ff18fb81f79,45,True,"[(78, 122), (61, 139)]",100,166,19,58,100,64,194,200,61,200,78,200,78,200,78,200,78,200,61,200,78,200,61,200,61,200,78,200,78,200.0,68.988,200.0,67.0,200.0,67.0,200.0,61.0,1.0309278350515463,1.0309278350515463
f6c428b6-d604-4c75-8ae3-4ff18fb81f79,45,True,"[(122, 78), (139, 61)]",166,100,58,19,166,130,194,200,139,200,122,200,122,200,122,200,122,200,139,200,122,200,139,200,139,200,122,200,122,200.0,131.012,200.0,133.0,200.0,133.0,200.0,139.0,1.0309278350515463,1.0309278350515463
a9bdcecc-f10b-47a1-94ec-21941db4d0b3,78,True,"[(88, 176)]",100,232,37,88,100,88,264,264,88,264,88,264,88,264,88,264,88,264,88,264,88,264,88,264,88,264,88,264,88,264.0,88.0,264.0,88.0,264.0,88.0,264.0,88.0,1.0,1.0
a9bdcecc-f10b-47a1-94ec-21941db4d0b3,78,True,"[(176, 88)]",232,100,88,37,232,176,264,264,176,264,176,264,176,264,176,264,176,264,176,264,176,264,176,264,176,264,176,264,176,264.0,176.0,264.0,176.0,264.0,176.0,264.0,176.0,1.0,1.0
1411d5a6-e66e-4e75-a8e5-6b12908b8d74,78,True,"[(98, 76), (85, 85), (72, 94)]",100,100,23,19,100,72,166,166,72,170,85,166,72,166,72,170,85,170,85,170,85,166,72,170,85,174,98,166,72,169.5744,83.617,168.9744,81.66669999999999,170.0,85.0,166.0,72.0,1.0481927710843373,1.0
1411d5a6-e66e-4e75-a8e5-6b12908b8d74,78,True,"[(76, 98), (85, 85), (94, 72)]",100,100,19,23,100,94,166,166,94,170,85,166,94,166,94,170,85,170,85,170,85,166,94,170,85,174,76,166,94,169.5744,85.9574,168.9744,87.3077,170.0,85.0,166.0,94.0,1.0481927710843373,1.0
303be811-87f0-4e63-9951-f1e0ba7b75f4,66,True,"[(100, 144)]",100,144,39,31,100,127,188,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.297872340425532,1.297872340425532
303be811-87f0-4e63-9951-f1e0ba7b75f4,66,True,"[(144, 100)]",144,100,31,39,144,61,188,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.297872340425532,1.297872340425532
