eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,PoA,PoS
dc253aac-9071-4a84-b8d9-f2632af87fd1,0,True,"[(188, 100)]",300,100,59,41,300,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
49354b1a-cab6-4ee6-8167-a886d1cd4a71,56,True,"[(88, 188)]",100,222,27,61,100,92,250,276,88,276,88,276,88,276,88,276,88,276,88,276,88,276,88,276,88,276,88,276,88,276.0,88.0,276.0,88.0,276.0,88.0,276.0,88.0,1.104,1.104
49354b1a-cab6-4ee6-8167-a886d1cd4a71,56,True,"[(188, 88)]",222,100,61,27,222,158,250,276,188,276,188,276,188,276,188,276,188,276,188,276,188,276,188,276,188,276,188,276,188,276.0,188.0,276.0,188.0,276.0,188.0,276.0,188.0,1.104,1.104
645c7b16-a840-496c-97ac-c157b3449570,66,True,"[(100, 78)]",100,78,28,15,100,100,178,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0,1.0
645c7b16-a840-496c-97ac-c157b3449570,66,True,"[(78, 100)]",78,100,15,28,78,78,178,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0,1.0
749bc62e-aa5f-4e58-ae5a-87db06aaf8e9,88,True,"[(100, 56)]",100,56,19,19,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
749bc62e-aa5f-4e58-ae5a-87db06aaf8e9,88,True,"[(56, 100)]",56,100,19,19,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
3230939a-6bdc-4ebf-b09f-37ffac3cbfe3,100,True,"[(100, 782)]",100,782,32,227,100,100,882,882,100,882,100,882,100,882,100,882,100,882,100,882,100,882,100,882,100,882,100,882,100,882.0,100.0,882.0,100.0,882.0,100.0,882.0,100.0,1.0,1.0
3230939a-6bdc-4ebf-b09f-37ffac3cbfe3,100,True,"[(782, 100)]",782,100,227,32,782,782,882,882,782,882,782,882,782,882,782,882,782,882,782,882,782,882,782,882,782,882,782,882,782,882.0,782.0,882.0,782.0,882.0,782.0,882.0,782.0,1.0,1.0
dd90bdc4-7641-4512-9c51-453c477697bd,66,True,"[(122, 188)]",122,188,59,71,122,122,310,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310.0,122.0,310.0,122.0,310.0,122.0,310.0,122.0,1.0,1.0
dd90bdc4-7641-4512-9c51-453c477697bd,66,True,"[(188, 122)]",188,122,71,59,188,188,310,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310.0,188.0,310.0,188.0,310.0,188.0,310.0,188.0,1.0,1.0
995a7835-50a8-4810-81ee-52630d4b8cc5,22,True,"[(256, 122)]",256,122,84,40,256,257,370,378,256,378,256,378,256,378,256,378,256,378,256,378,256,378,256,378,256,378,256,378,256,378.0,256.0,378.0,256.0,378.0,256.0,378.0,256.0,1.0216216216216216,1.0216216216216216
995a7835-50a8-4810-81ee-52630d4b8cc5,22,True,"[(122, 256)]",122,256,40,84,122,113,370,378,122,378,122,378,122,378,122,378,122,378,122,378,122,378,122,378,122,378,122,378,122,378.0,122.0,378.0,122.0,378.0,122.0,378.0,122.0,1.0216216216216216,1.0216216216216216
2b33cd7c-f98c-41d3-9859-e604dee1af55,88,True,"[(100, 56)]",100,56,19,15,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
2b33cd7c-f98c-41d3-9859-e604dee1af55,88,True,"[(56, 100)]",56,100,15,19,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
ee5b7fd7-bef6-4ad7-9bf8-14d2b1bfcd22,56,True,"[(122, 320)]",122,320,41,113,122,122,442,442,122,442,122,442,122,442,122,442,122,442,122,442,122,442,122,442,122,442,122,442,122,442.0,122.0,442.0,122.0,442.0,122.0,442.0,122.0,1.0,1.0
ee5b7fd7-bef6-4ad7-9bf8-14d2b1bfcd22,56,True,"[(320, 122)]",320,122,113,41,320,320,442,442,320,442,320,442,320,442,320,442,320,442,320,442,320,442,320,442,320,442,320,442,320,442.0,320.0,442.0,320.0,442.0,320.0,442.0,320.0,1.0,1.0
d9d536d0-c801-40cb-a89e-e5551aed1148,88,True,"[(178, 100)]",178,100,70,23,178,178,278,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278.0,178.0,278.0,178.0,278.0,178.0,278.0,178.0,1.0,1.0
d9d536d0-c801-40cb-a89e-e5551aed1148,88,True,"[(100, 178)]",100,178,23,70,100,100,278,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278.0,100.0,278.0,100.0,278.0,100.0,278.0,100.0,1.0,1.0
3a1f6989-f979-4bfc-b8fe-a9c22284a68d,22,True,"[(77, 165)]",100,200,19,48,100,119,238,242,77,242,77,242,77,242,77,242,77,242,77,242,77,242,77,242,77,242,77,242,77,242.0,77.0,242.0,77.0,242.0,77.0,242.0,77.0,1.0168067226890756,1.0168067226890756
3a1f6989-f979-4bfc-b8fe-a9c22284a68d,22,True,"[(165, 77)]",200,100,48,19,200,119,238,242,165,242,165,242,165,242,165,242,165,242,165,242,165,242,165,242,165,242,165,242,165,242.0,165.0,242.0,165.0,242.0,165.0,242.0,165.0,1.0168067226890756,1.0168067226890756
03c79b7e-5923-49a0-9022-375151403698,56,False,"[(353, 673)]",1002,1256,326,408,1002,356,1020,1026,353,1026,353,1026,353,1026,353,1026,353,1026,353,1026,353,1026,353,1026,353,1026,353,1026,353,1026.0,353.0,1026.0,353.0,1026.0,353.0,1026.0,353.0,1.0058823529411764,1.0058823529411764
03c79b7e-5923-49a0-9022-375151403698,56,False,"[(673, 353)]",1256,1002,408,326,1256,664,1020,1026,673,1026,673,1026,673,1026,673,1026,673,1026,673,1026,673,1026,673,1026,673,1026,673,1026,673,1026.0,673.0,1026.0,673.0,1026.0,673.0,1026.0,673.0,1.0058823529411764,1.0058823529411764
f7bc88cb-1724-48a7-93f6-72fcf3d4e738,0,False,"[(289, 101)]",442,232,126,61,442,289,390,390,289,390,289,390,289,390,289,390,289,390,289,390,289,390,289,390,289,390,289,390,289,390.0,289.0,390.0,289.0,390.0,289.0,390.0,289.0,1.0,1.0
f7bc88cb-1724-48a7-93f6-72fcf3d4e738,0,False,"[(101, 289)]",232,442,61,126,232,101,390,390,101,390,101,390,101,390,101,390,101,390,101,390,101,390,101,390,101,390,101,390,101,390.0,101.0,390.0,101.0,390.0,101.0,390.0,101.0,1.0,1.0
518de35a-aaa9-422d-a9fc-dc114a044a36,1,False,"[(71, 171), (80, 168), (84, 150), (92, 136)]",100,232,19,46,100,92,228,242,71,228,92,228,92,228,92,228,92,242,71,242,71,242,71,242,71,228,92,228,92,241.9999,71.0001,242.0,71.0,237.3117,78.03229999999999,228.0,92.0,1.087719298245614,1.0
518de35a-aaa9-422d-a9fc-dc114a044a36,1,False,"[(171, 71), (168, 80), (150, 84), (136, 92)]",232,100,46,19,232,136,228,242,171,228,136,228,136,228,136,228,136,242,171,242,171,242,171,242,171,228,136,228,136,241.9999,170.9998,242.0,171.0,237.3117,159.2794,228.0,136.0,1.087719298245614,1.0
bae79bed-5af2-4e49-9481-980992d4c1f2,0,False,"[(73, 117)]",100,144,19,44,91,73,190,190,73,190,73,190,73,190,73,190,73,190,73,190,73,190,73,190,73,190,73,190,73,190.0,73.0,190.0,73.0,190.0,73.0,190.0,73.0,1.0,1.0
bae79bed-5af2-4e49-9481-980992d4c1f2,0,False,"[(117, 73)]",144,100,44,19,135,117,190,190,117,190,117,190,117,190,117,190,117,190,117,190,117,190,117,190,117,190,117,190,117,190.0,117.0,190.0,117.0,190.0,117.0,190.0,117.0,1.0,1.0
606d5895-4e24-42d9-86e5-3e5ce142acfc,88,True,"[(100, 112)]",100,112,36,31,100,134,202,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212.0,100.0,212.0,100.0,212.0,100.0,212.0,100.0,1.0495049504950495,1.0495049504950495
606d5895-4e24-42d9-86e5-3e5ce142acfc,88,True,"[(112, 100)]",112,100,31,36,112,68,202,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212.0,112.0,212.0,112.0,212.0,112.0,212.0,112.0,1.0495049504950495,1.0495049504950495
0afad7cb-37bb-4b54-87a2-c3b9489c9982,100,True,"[(122, 144)]",122,144,44,36,122,122,266,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266.0,122.0,266.0,122.0,266.0,122.0,266.0,122.0,1.0,1.0
0afad7cb-37bb-4b54-87a2-c3b9489c9982,100,True,"[(144, 122)]",144,122,36,44,144,144,266,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266.0,144.0,266.0,144.0,266.0,144.0,266.0,144.0,1.0,1.0
3ba7da62-708a-4aeb-bd0b-43dbac1a9a1c,44,True,"[(100, 78)]",100,78,34,19,100,94,176,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0113636363636365,1.0113636363636365
3ba7da62-708a-4aeb-bd0b-43dbac1a9a1c,44,True,"[(78, 100)]",78,100,19,34,78,82,176,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0113636363636365,1.0113636363636365
