eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,PoA,PoS
a54dd457-08bb-4720-b5db-705ee10abf26,22,True,"[(147, 91)]",156,100,30,19,156,148,230,238,147,238,147,238,147,238,147,238,147,238,147,238,147,238,147,238,147,238,147,238,147,238.0,147.0,238.0,147.0,238.0,147.0,238.0,147.0,1.0347826086956522,1.0347826086956522
e0f4e431-51c3-4baa-b368-acc5a7aeaccc,22,True,"[(100, 100)]",100,100,27,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
e0f4e431-51c3-4baa-b368-acc5a7aeaccc,22,True,"[(100, 100)]",100,100,19,27,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
be8915be-fa62-4126-85c5-8aaffc948268,310,True,"[(210, 320)]",210,320,84,104,210,210,530,530,210,530,210,530,210,530,210,530,210,530,210,530,210,530,210,530,210,530,210,530,210,530.0,210.0,530.0,210.0,530.0,210.0,530.0,210.0,1.0,1.0
be8915be-fa62-4126-85c5-8aaffc948268,310,True,"[(320, 210)]",320,210,104,84,320,320,530,530,320,530,320,530,320,530,320,530,320,530,320,530,320,530,320,530,320,530,320,530,320,530.0,320.0,530.0,320.0,530.0,320.0,530.0,320.0,1.0,1.0
9b868872-ca49-443f-80ad-be0fb68e95c1,66,True,"[(144, 232)]",144,232,54,61,144,146,336,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376.0,144.0,376.0,144.0,376.0,144.0,376.0,144.0,1.119047619047619,1.119047619047619
9b868872-ca49-443f-80ad-be0fb68e95c1,66,True,"[(232, 144)]",232,144,61,54,232,190,336,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376.0,232.0,376.0,232.0,376.0,232.0,376.0,232.0,1.119047619047619,1.119047619047619
9c735ccc-c1f1-40bb-994a-432bbc830cd4,44,True,"[(122, 144)]",122,144,49,51,122,130,260,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266.0,122.0,266.0,122.0,266.0,122.0,266.0,122.0,1.023076923076923,1.023076923076923
9c735ccc-c1f1-40bb-994a-432bbc830cd4,44,True,"[(144, 122)]",144,122,51,49,144,130,260,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266.0,144.0,266.0,144.0,266.0,144.0,266.0,144.0,1.023076923076923,1.023076923076923
15911424-ec38-42b9-97b9-be473fde2ce6,0,True,"[(1410, 100)]",1410,100,452,37,1410,1411,1502,1510,1410,1510,1410,1510,1410,1510,1410,1510,1410,1510,1410,1510,1410,1510,1410,1510,1410,1510,1410,1510,1410,1510.0,1410.0,1510.0,1410.0,1510.0,1410.0,1510.0,1410.0,1.0053262316910785,1.0053262316910785
15911424-ec38-42b9-97b9-be473fde2ce6,0,True,"[(100, 1410)]",100,1410,37,452,100,91,1502,1510,100,1510,100,1510,100,1510,100,1510,100,1510,100,1510,100,1510,100,1510,100,1510,100,1510,100,1510.0,100.0,1510.0,100.0,1510.0,100.0,1510.0,100.0,1.0053262316910785,1.0053262316910785
db0898e5-250d-4aff-a5e3-f929b2119824,122,True,"[(100, 122)]",100,122,23,41,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
db0898e5-250d-4aff-a5e3-f929b2119824,122,True,"[(122, 100)]",122,100,41,23,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
cfa1fa6b-9ce3-412b-9a19-f84904a8b4fe,88,True,"[(93, 247), (85, 251)]",122,288,32,93,122,88,330,336,85,340,93,336,85,336,85,340,93,336,85,340,93,336,85,336,85,340,93,336,85,336.0,85.0,336.0,85.0,337.2437,87.48740000000001,336.0,85.0,1.0303030303030303,1.018181818181818
cfa1fa6b-9ce3-412b-9a19-f84904a8b4fe,88,True,"[(247, 93), (251, 85)]",288,122,93,32,288,242,330,336,251,340,247,336,251,336,251,340,247,336,251,340,247,336,251,336,251,340,247,336,251,336.0,251.0,336.0,251.0,337.2437,249.7563,336.0,251.0,1.0303030303030303,1.018181818181818
5fc536ae-e4b1-4265-845d-0178cb6f95f6,122,True,"[(100, 100)]",100,100,23,23,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
5fc536ae-e4b1-4265-845d-0178cb6f95f6,122,True,"[(100, 100)]",100,100,23,23,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
c3b11d3a-27c0-4755-be18-1184359fd396,122,True,"[(100, 166)]",100,166,37,58,100,100,266,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.0,1.0
c3b11d3a-27c0-4755-be18-1184359fd396,122,True,"[(166, 100)]",166,100,58,37,166,166,266,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.0,1.0
28f2f5c6-0393-4fef-be74-477b4d2d0a5e,56,True,"[(100, 34)]",100,34,36,7,100,100,134,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134.0,100.0,134.0,100.0,134.0,100.0,134.0,100.0,1.0,1.0
28f2f5c6-0393-4fef-be74-477b4d2d0a5e,56,True,"[(34, 100)]",34,100,7,36,34,34,134,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134.0,34.0,134.0,34.0,134.0,34.0,134.0,34.0,1.0,1.0
b06f9187-8ee9-4eb0-8a7e-ba5fc33880f3,452,True,"[(100, 78)]",100,78,23,24,100,100,178,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0,1.0
b06f9187-8ee9-4eb0-8a7e-ba5fc33880f3,452,True,"[(78, 100)]",78,100,24,23,78,78,178,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0,1.0
a22fb062-6968-41a6-a499-a49535897709,78,True,"[(100, 144)]",100,144,30,31,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
a22fb062-6968-41a6-a499-a49535897709,78,True,"[(144, 100)]",144,100,31,30,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
946bb6b7-94cd-4c8c-ab2e-42bbce1232fd,88,True,"[(100, 56)]",100,56,23,20,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
946bb6b7-94cd-4c8c-ab2e-42bbce1232fd,88,True,"[(56, 100)]",56,100,20,23,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
e8e862fd-4f5f-4297-b752-10b57c1ea439,88,True,"[(91, 135)]",100,144,28,27,100,91,226,226,91,226,91,226,91,226,91,226,91,226,91,226,91,226,91,226,91,226,91,226,91,226.0,91.0,226.0,91.0,226.0,91.0,226.0,91.0,1.0,1.0
e8e862fd-4f5f-4297-b752-10b57c1ea439,88,True,"[(135, 91)]",144,100,27,28,144,135,226,226,135,226,135,226,135,226,135,226,135,226,135,226,135,226,135,226,135,226,135,226,135,226.0,135.0,226.0,135.0,226.0,135.0,226.0,135.0,1.0,1.0
d3bde192-fb42-4130-a25c-0d9f8b8233b6,23,True,"[(136, 224), (118, 228)]",144,354,27,85,144,149,342,346,118,360,136,346,118,346,118,360,136,346,118,346,118,346,118,346,118,360,136,346,118,346.0,118.0,346.0,118.0,346.5958,118.76599999999999,346.0,118.0,1.0526315789473684,1.0116959064327486
d3bde192-fb42-4130-a25c-0d9f8b8233b6,23,True,"[(224, 136), (228, 118)]",354,144,85,27,354,193,342,346,228,360,224,346,228,346,228,360,224,346,228,346,228,346,228,346,228,360,224,346,228,346.0,228.0,346.0,228.0,346.5958,227.8298,346.0,228.0,1.0526315789473684,1.0116959064327486
d2af7ce7-1a67-4fde-9c66-ee7e0e41b26c,66,True,"[(144, 232)]",144,232,36,69,144,144,376,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376.0,144.0,376.0,144.0,376.0,144.0,376.0,144.0,1.0,1.0
d2af7ce7-1a67-4fde-9c66-ee7e0e41b26c,66,True,"[(232, 144)]",232,144,69,36,232,232,376,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376.0,232.0,376.0,232.0,376.0,232.0,376.0,232.0,1.0,1.0
efa29e32-8125-419e-9ea3-1a2f78f77873,100,True,"[(100, 122)]",100,122,36,35,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
efa29e32-8125-419e-9ea3-1a2f78f77873,100,True,"[(122, 100)]",122,100,35,36,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
a3462a71-0987-42b5-8dab-baf25e4ab9aa,66,True,"[(1134, 134)]",1134,134,389,39,1134,1134,1268,1268,1134,1268,1134,1268,1134,1268,1134,1268,1134,1268,1134,1268,1134,1268,1134,1268,1134,1268,1134,1268,1134,1268.0,1134.0,1268.0,1134.0,1268.0,1134.0,1268.0,1134.0,1.0,1.0
a3462a71-0987-42b5-8dab-baf25e4ab9aa,66,True,"[(134, 1134)]",134,1134,39,389,134,134,1268,1268,134,1268,134,1268,134,1268,134,1268,134,1268,134,1268,134,1268,134,1268,134,1268,134,1268,134,1268.0,134.0,1268.0,134.0,1268.0,134.0,1268.0,134.0,1.0,1.0
833b5786-637a-4e35-9f6b-3619ade5a0ae,55,True,"[(144, 12)]",144,12,72,12,144,144,156,156,144,156,144,156,144,156,144,156,144,156,144,156,144,156,144,156,144,156,144,156,144,156.0,144.0,156.0,144.0,156.0,144.0,156.0,144.0,1.0,1.0
833b5786-637a-4e35-9f6b-3619ade5a0ae,55,True,"[(12, 144)]",12,144,12,72,12,12,156,156,12,156,12,156,12,156,12,156,12,156,12,156,12,156,12,156,12,156,12,156,12,156.0,12.0,156.0,12.0,156.0,12.0,156.0,12.0,1.0,1.0
2ff05c1a-7b89-451c-874c-1063181a8419,0,True,"[(80, 202)]",100,288,19,80,100,80,282,282,80,282,80,282,80,282,80,282,80,282,80,282,80,282,80,282,80,282,80,282,80,282.0,80.0,282.0,80.0,282.0,80.0,282.0,80.0,1.0,1.0
2ff05c1a-7b89-451c-874c-1063181a8419,0,True,"[(202, 80)]",288,100,80,19,288,202,282,282,202,282,202,282,202,282,202,282,202,282,202,282,202,282,202,282,202,282,202,282,202,282.0,202.0,282.0,202.0,282.0,202.0,282.0,202.0,1.0,1.0
fab717ac-f95c-4949-a394-4b94e3c20bae,177,True,"[(100, 1112)]",100,1112,19,258,100,100,1212,1212,100,1212,100,1212,100,1212,100,1212,100,1212,100,1212,100,1212,100,1212,100,1212,100,1212,100,1212.0,100.0,1212.0,100.0,1212.0,100.0,1212.0,100.0,1.0,1.0
fab717ac-f95c-4949-a394-4b94e3c20bae,177,True,"[(1112, 100)]",1112,100,258,19,1112,1112,1212,1212,1112,1212,1112,1212,1112,1212,1112,1212,1112,1212,1112,1212,1112,1212,1112,1212,1112,1212,1112,1212,1112,1212.0,1112.0,1212.0,1112.0,1212.0,1112.0,1212.0,1112.0,1.0,1.0
c6bd4d55-7f48-48b5-b269-e8c2a300cbf4,89,True,"[(100, 166)]",100,166,55,58,100,100,266,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.0,1.0
c6bd4d55-7f48-48b5-b269-e8c2a300cbf4,89,True,"[(166, 100)]",166,100,58,55,166,166,266,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.0,1.0
c99da5af-d635-48f6-876f-c19bf1e19cfe,88,True,"[(100, 78)]",100,78,23,15,100,100,178,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0,1.0
c99da5af-d635-48f6-876f-c19bf1e19cfe,88,True,"[(78, 100)]",78,100,15,23,78,78,178,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0,1.0
67ab6117-6d2f-412c-8bf1-ef227112a26f,0,True,"[(210, 398)]",210,398,61,119,210,210,608,608,210,608,210,608,210,608,210,608,210,608,210,608,210,608,210,608,210,608,210,608,210,608.0,210.0,608.0,210.0,608.0,210.0,608.0,210.0,1.0,1.0
67ab6117-6d2f-412c-8bf1-ef227112a26f,0,True,"[(398, 210)]",398,210,119,61,398,398,608,608,398,608,398,608,398,608,398,608,398,608,398,608,398,608,398,608,398,608,398,608,398,608.0,398.0,608.0,398.0,608.0,398.0,608.0,398.0,1.0,1.0
59a6ff71-8919-4e89-a92c-5773ec0ecbab,23,True,"[(111, 221)]",122,320,32,76,122,111,332,332,111,332,111,332,111,332,111,332,111,332,111,332,111,332,111,332,111,332,111,332,111,332.0,111.0,332.0,111.0,332.0,111.0,332.0,111.0,1.0,1.0
59a6ff71-8919-4e89-a92c-5773ec0ecbab,23,True,"[(221, 111)]",320,122,76,32,320,221,332,332,221,332,221,332,221,332,221,332,221,332,221,332,221,332,221,332,221,332,221,332,221,332.0,221.0,332.0,221.0,332.0,221.0,332.0,221.0,1.0,1.0
6a63d6a3-75b2-433b-be7a-1a835bcff0d0,122,True,"[(100, 100)]",100,100,19,36,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
6a63d6a3-75b2-433b-be7a-1a835bcff0d0,122,True,"[(100, 100)]",100,100,36,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
5df995c4-1924-4914-98ab-67dca2105ab5,22,False,"[(91, 135)]",100,144,28,40,100,91,226,226,91,226,91,226,91,226,91,226,91,226,91,226,91,226,91,226,91,226,91,226,91,226.0,91.0,226.0,91.0,226.0,91.0,226.0,91.0,1.0,1.0
5df995c4-1924-4914-98ab-67dca2105ab5,22,False,"[(135, 91)]",144,100,40,28,144,135,226,226,135,226,135,226,135,226,135,226,135,226,135,226,135,226,135,226,135,226,135,226,135,226.0,135.0,226.0,135.0,226.0,135.0,226.0,135.0,1.0,1.0
8c8bcc40-6e2d-4ea9-b932-dfdd510a5afd,67,True,"[(100, 222)]",100,222,28,81,100,107,280,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322.0,100.0,322.0,100.0,322.0,100.0,322.0,100.0,1.15,1.15
8c8bcc40-6e2d-4ea9-b932-dfdd510a5afd,67,True,"[(222, 100)]",222,100,81,28,222,173,280,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322.0,222.0,322.0,222.0,322.0,222.0,322.0,222.0,1.15,1.15
fae94f47-8b38-4f3a-bb2a-b20317029238,22,True,"[(82, 192)]",100,200,37,60,100,67,266,274,82,274,82,274,82,274,82,274,82,274,82,274,82,274,82,274,82,274,82,274,82,274.0,82.0,274.0,82.0,274.0,82.0,274.0,82.0,1.0300751879699248,1.0300751879699248
fae94f47-8b38-4f3a-bb2a-b20317029238,22,True,"[(192, 82)]",200,100,60,37,200,199,266,274,192,274,192,274,192,274,192,274,192,274,192,274,192,274,192,274,192,274,192,274,192,274.0,192.0,274.0,192.0,274.0,192.0,274.0,192.0,1.0300751879699248,1.0300751879699248
cc55d9a3-0009-45db-a579-ea7cb2440cae,44,True,"[(804, 188)]",804,188,308,62,804,804,992,992,804,992,804,992,804,992,804,992,804,992,804,992,804,992,804,992,804,992,804,992,804,992.0,804.0,992.0,804.0,992.0,804.0,992.0,804.0,1.0,1.0
cc55d9a3-0009-45db-a579-ea7cb2440cae,44,True,"[(188, 804)]",188,804,62,308,188,188,992,992,188,992,188,992,188,992,188,992,188,992,188,992,188,992,188,992,188,992,188,992,188,992.0,188.0,992.0,188.0,992.0,188.0,992.0,188.0,1.0,1.0
adf4056c-dfa1-4aea-bcd0-fa0b7530a90f,111,True,"[(100, 364)]",100,364,23,138,100,126,428,464,100,464,100,464,100,464,100,464,100,464,100,464,100,464,100,464,100,464,100,464,100,464.0,100.0,464.0,100.0,464.0,100.0,464.0,100.0,1.0841121495327102,1.0841121495327102
adf4056c-dfa1-4aea-bcd0-fa0b7530a90f,111,True,"[(364, 100)]",364,100,138,23,364,302,428,464,364,464,364,464,364,464,364,464,364,464,364,464,364,464,364,464,364,464,364,464,364,464.0,364.0,464.0,364.0,464.0,364.0,464.0,364.0,1.0841121495327102,1.0841121495327102
