eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
a8f1a1e3-7807-4556-b1d6-346e21ef68f5,67,True,"[(78, 200)]",100,288,19,93,100,81,272,278,78,278,78,278,78,278,78,278,78,278,78,278,78,278,78,278,78,278,78,278,78,278.0,78.0,278.0,78.0,278.0,78.0,278.0,78.0,1.0220588235294117,1.0220588235294117
a8f1a1e3-7807-4556-b1d6-346e21ef68f5,67,True,"[(200, 78)]",288,100,93,19,288,191,272,278,200,278,200,278,200,278,200,278,200,278,200,278,200,278,200,278,200,278,200,278,200,278.0,200.0,278.0,200.0,278.0,200.0,278.0,200.0,1.0220588235294117,1.0220588235294117
acf67f16-7792-4c82-b152-21d9187861ed,23,True,"[(100, 332)]",100,332,37,136,100,104,362,432,100,432,100,432,100,432,100,432,100,432,100,432,100,432,100,432,100,432,100,432,100,432.0,100.0,432.0,100.0,432.0,100.0,432.0,100.0,1.1933701657458564,1.1933701657458564
acf67f16-7792-4c82-b152-21d9187861ed,23,True,"[(332, 100)]",332,100,136,37,332,258,362,432,332,432,332,432,332,432,332,432,332,432,332,432,332,432,332,432,332,432,332,432,332,432.0,332.0,432.0,332.0,432.0,332.0,432.0,332.0,1.1933701657458564,1.1933701657458564
fe374335-9216-479b-8647-ef261d189f52,0,True,"[(63, 163), (94, 138)]",100,200,32,46,100,66,220,226,63,232,94,226,63,226,63,232,94,226,63,226,63,226,63,226,63,232,94,226,63,227.9494,73.072,226.0,63.0,226.0,63.0,226.0,63.0,1.0545454545454545,1.0272727272727273
fe374335-9216-479b-8647-ef261d189f52,0,True,"[(163, 63), (138, 94)]",200,100,46,32,200,154,220,226,163,232,138,226,163,226,163,232,138,226,163,226,163,226,163,226,163,232,138,226,163,227.9494,154.8774,226.0,163.0,226.0,163.0,226.0,163.0,1.0545454545454545,1.0272727272727273
ce234556-eec2-45f0-af32-ca4b1b4c3751,1,True,"[(100, 1354)]",100,1354,41,448,100,100,1454,1454,100,1454,100,1454,100,1454,100,1454,100,1454,100,1454,100,1454,100,1454,100,1454,100,1454,100,1454.0,100.0,1454.0,100.0,1454.0,100.0,1454.0,100.0,1.0,1.0
ce234556-eec2-45f0-af32-ca4b1b4c3751,1,True,"[(1354, 100)]",1354,100,448,41,1354,1354,1454,1454,1354,1454,1354,1454,1354,1454,1354,1454,1354,1454,1354,1454,1354,1454,1354,1454,1354,1454,1354,1454,1354,1454.0,1354.0,1454.0,1354.0,1454.0,1354.0,1454.0,1354.0,1.0,1.0
9234e07d-4f86-43e6-9cab-94627931f96f,56,False,"[(245, 245), (232, 254), (219, 263), (210, 276)]",518,650,152,173,518,219,482,486,210,490,245,482,219,482,219,490,245,486,210,482,219,482,219,482,219,490,245,482,219,482.9452,222.07170000000002,482.0,219.0,486.0,210.0,482.0,219.0,1.016597510373444,1.0
9234e07d-4f86-43e6-9cab-94627931f96f,56,False,"[(245, 245), (254, 232), (263, 219), (276, 210)]",650,518,173,152,650,263,482,486,276,490,245,482,263,482,263,490,245,486,276,482,263,482,263,482,263,490,245,482,263,482.9452,260.8735,482.0,263.0,486.0,276.0,482.0,263.0,1.016597510373444,1.0
