eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
f4f1b402-23f9-46d5-8c4d-282f3dcde888,101,True,"[(100, 78)]",100,78,27,15,100,100,178,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0,1.0
f4f1b402-23f9-46d5-8c4d-282f3dcde888,101,True,"[(78, 100)]",78,100,15,27,78,78,178,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0,1.0
5124251c-15d0-4a9b-a9c5-2c868a795da2,0,False,"[(573, 440)]",1168,870,442,329,1168,564,1007,1013,573,1013,573,1013,573,1013,573,1013,573,1013,573,1013,573,1013,573,1013,573,1013,573,1013,573,1013.0,573.0,1013.0,573.0,1013.0,573.0,1013.0,573.0,1.005958291956306,1.005958291956306
5124251c-15d0-4a9b-a9c5-2c868a795da2,0,False,"[(440, 573)]",870,1168,329,442,870,443,1007,1013,440,1013,440,1013,440,1013,440,1013,440,1013,440,1013,440,1013,440,1013,440,1013,440,1013,440,1013.0,440.0,1013.0,440.0,1013.0,440.0,1013.0,440.0,1.005958291956306,1.005958291956306
5c18609a-3e4e-43aa-9b44-896a9d4b8c5e,89,True,"[(100, 188)]",100,188,23,66,100,124,281,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0249110320284698,1.0249110320284698
5c18609a-3e4e-43aa-9b44-896a9d4b8c5e,89,True,"[(188, 100)]",188,100,66,23,188,157,281,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0249110320284698,1.0249110320284698
db6bc656-1da7-4d21-ad8e-8c36db05d917,67,True,"[(100, 144)]",100,144,27,34,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
db6bc656-1da7-4d21-ad8e-8c36db05d917,67,True,"[(144, 100)]",144,100,34,27,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
3f1db739-add0-4c26-af13-97c30da4470b,276,True,"[(100, 452)]",100,452,28,162,100,100,552,552,100,552,100,552,100,552,100,552,100,552,100,552,100,552,100,552,100,552,100,552,100,552.0,100.0,552.0,100.0,552.0,100.0,552.0,100.0,1.0,1.0
3f1db739-add0-4c26-af13-97c30da4470b,276,True,"[(452, 100)]",452,100,162,28,452,452,552,552,452,552,452,552,452,552,452,552,452,552,452,552,452,552,452,552,452,552,452,552,452,552.0,452.0,552.0,452.0,552.0,452.0,552.0,452.0,1.0,1.0
66d66a49-b379-4814-b286-86c0c9a9444d,101,True,"[(100, 100)]",100,100,37,35,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
66d66a49-b379-4814-b286-86c0c9a9444d,101,True,"[(100, 100)]",100,100,35,37,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
fc9ee18b-f770-4c58-822c-6bb8b7b979d3,67,True,"[(100, 144)]",100,144,19,27,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
fc9ee18b-f770-4c58-822c-6bb8b7b979d3,67,True,"[(144, 100)]",144,100,27,19,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
2006d517-3633-48de-8e6c-da988b95e223,0,True,"[(344, 166)]",344,166,131,84,344,344,510,510,344,510,344,510,344,510,344,510,344,510,344,510,344,510,344,510,344,510,344,510,344,510.0,344.0,510.0,344.0,510.0,344.0,510.0,344.0,1.0,1.0
2006d517-3633-48de-8e6c-da988b95e223,0,True,"[(166, 344)]",166,344,84,131,166,166,510,510,166,510,166,510,166,510,166,510,166,510,166,510,166,510,166,510,166,510,166,510,166,510.0,166.0,510.0,166.0,510.0,166.0,510.0,166.0,1.0,1.0
030f5ace-c920-448b-a16e-7ec1cd78922e,121,True,"[(430, 232)]",430,232,137,96,430,430,662,662,430,662,430,662,430,662,430,662,430,662,430,662,430,662,430,662,430,662,430,662,430,662.0,430.0,662.0,430.0,662.0,430.0,662.0,430.0,1.0,1.0
030f5ace-c920-448b-a16e-7ec1cd78922e,121,True,"[(232, 430)]",232,430,96,137,232,232,662,662,232,662,232,662,232,662,232,662,232,662,232,662,232,662,232,662,232,662,232,662,232,662.0,232.0,662.0,232.0,662.0,232.0,662.0,232.0,1.0,1.0
8e9e9a5f-b247-44ff-8c81-62dc1cbe5e40,55,True,"[(93, 1622)]",100,1640,28,333,100,93,1715,1715,93,1715,93,1715,93,1715,93,1715,93,1715,93,1715,93,1715,93,1715,93,1715,93,1715,93,1715.0,93.0,1715.0,93.0,1715.0,93.0,1715.0,93.0,1.0,1.0
8e9e9a5f-b247-44ff-8c81-62dc1cbe5e40,55,True,"[(1622, 93)]",1640,100,333,28,1640,1622,1715,1715,1622,1715,1622,1715,1622,1715,1622,1715,1622,1715,1622,1715,1622,1715,1622,1715,1622,1715,1622,1715,1622,1715.0,1622.0,1715.0,1622.0,1715.0,1622.0,1715.0,1622.0,1.0,1.0
bf132e13-1dee-4f0e-81be-211c7ba96e22,0,True,"[(100, 288)]",100,288,37,72,100,108,315,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388.0,100.0,388.0,100.0,388.0,100.0,388.0,100.0,1.2317460317460318,1.2317460317460318
bf132e13-1dee-4f0e-81be-211c7ba96e22,0,True,"[(288, 100)]",288,100,72,37,288,207,315,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388.0,288.0,388.0,288.0,388.0,288.0,388.0,288.0,1.2317460317460318,1.2317460317460318
a3cbc37f-94a3-4760-be65-8987761298fe,23,True,"[(100, 364)]",100,364,45,102,100,100,464,464,100,464,100,464,100,464,100,464,100,464,100,464,100,464,100,464,100,464,100,464,100,464.0,100.0,464.0,100.0,464.0,100.0,464.0,100.0,1.0,1.0
a3cbc37f-94a3-4760-be65-8987761298fe,23,True,"[(364, 100)]",364,100,102,45,364,364,464,464,364,464,364,464,364,464,364,464,364,464,364,464,364,464,364,464,364,464,364,464,364,464.0,364.0,464.0,364.0,464.0,364.0,464.0,364.0,1.0,1.0
91c68ac3-fc81-4091-8772-90bffd85c9bc,100,True,"[(100, 628)]",100,628,23,162,100,100,728,728,100,728,100,728,100,728,100,728,100,728,100,728,100,728,100,728,100,728,100,728,100,728.0,100.0,728.0,100.0,728.0,100.0,728.0,100.0,1.0,1.0
91c68ac3-fc81-4091-8772-90bffd85c9bc,100,True,"[(628, 100)]",628,100,162,23,628,628,728,728,628,728,628,728,628,728,628,728,628,728,628,728,628,728,628,728,628,728,628,728,628,728.0,628.0,728.0,628.0,728.0,628.0,728.0,628.0,1.0,1.0
f6606c73-ace2-47fa-9adb-3d234a143c34,1,True,"[(76, 175), (75, 186)]",100,200,28,39,100,76,251,261,75,251,76,251,76,251,76,251,76,251,76,251,76,251,76,251,76,261,75,251,76,251.83339999999998,75.91669999999999,251.0,76.0,251.0,76.0,251.83339999999998,75.91669999999999,1.0398406374501992,1.0
f6606c73-ace2-47fa-9adb-3d234a143c34,1,True,"[(175, 76), (186, 75)]",200,100,39,28,200,175,251,261,186,251,175,251,175,251,175,251,175,251,175,251,175,251,175,251,175,261,186,251,175,251.83339999999998,175.9167,251.0,175.0,251.0,175.0,251.83339999999998,175.9167,1.0398406374501992,1.0
02d6eac5-c1d5-4da1-9c29-a544aae8f29f,12,True,"[(93, 170), (114, 169)]",122,276,43,55,122,93,263,263,93,283,114,263,93,263,93,283,114,263,93,263,93,263,93,263,93,283,114,263,93,263.0,93.0,263.0,93.0,263.0,93.0,263.2549,93.2676,1.0760456273764258,1.0
02d6eac5-c1d5-4da1-9c29-a544aae8f29f,12,True,"[(170, 93), (169, 114)]",276,122,55,43,276,170,263,263,170,283,169,263,170,263,170,283,169,263,170,263,170,263,170,263,170,283,169,263,170,263.0,170.0,263.0,170.0,263.0,170.0,263.2549,169.9873,1.0760456273764258,1.0
d6e7fd33-90f6-457a-91bc-2bc78dd2c011,143,True,"[(100, 144)]",100,144,32,54,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
d6e7fd33-90f6-457a-91bc-2bc78dd2c011,143,True,"[(144, 100)]",144,100,54,32,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
542cd1a2-2791-4783-b66c-2c360dd47137,387,True,"[(342, 562)]",342,562,103,146,342,342,904,904,342,904,342,904,342,904,342,904,342,904,342,904,342,904,342,904,342,904,342,904,342,904.0,342.0,904.0,342.0,904.0,342.0,904.0,342.0,1.0,1.0
542cd1a2-2791-4783-b66c-2c360dd47137,387,True,"[(562, 342)]",562,342,146,103,562,562,904,904,562,904,562,904,562,904,562,904,562,904,562,904,562,904,562,904,562,904,562,904,562,904.0,562.0,904.0,562.0,904.0,562.0,904.0,562.0,1.0,1.0
c80e3ff3-387a-43ac-b064-4be0f295f9ea,33,False,"[(719, 752)]",728,760,227,233,728,719,1471,1471,719,1471,719,1471,719,1471,719,1471,719,1471,719,1471,719,1471,719,1471,719,1471,719,1471,719,1471.0,719.0,1471.0,719.0,1471.0,719.0,1471.0,719.0,1.0,1.0
c80e3ff3-387a-43ac-b064-4be0f295f9ea,33,False,"[(752, 719)]",760,728,233,227,760,752,1471,1471,752,1471,752,1471,752,1471,752,1471,752,1471,752,1471,752,1471,752,1471,752,1471,752,1471,752,1471.0,752.0,1471.0,752.0,1471.0,752.0,1471.0,752.0,1.0,1.0
a32594a3-6986-48e4-9602-1e9d15b0b19e,100,True,"[(100, 222)]",100,222,31,47,100,148,263,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322.0,100.0,322.0,100.0,322.0,100.0,322.0,100.0,1.2243346007604563,1.2243346007604563
a32594a3-6986-48e4-9602-1e9d15b0b19e,100,True,"[(222, 100)]",222,100,47,31,222,115,263,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322.0,222.0,322.0,222.0,322.0,222.0,322.0,222.0,1.2243346007604563,1.2243346007604563
8a421e70-daf3-4c7e-955d-efa29c02d558,67,True,"[(100, 144)]",100,144,19,42,100,71,241,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.012448132780083,1.012448132780083
8a421e70-daf3-4c7e-955d-efa29c02d558,67,True,"[(144, 100)]",144,100,42,19,144,170,241,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.012448132780083,1.012448132780083
3a2cd677-978a-443b-adc3-5553dc8111fa,33,True,"[(173, 140)]",188,166,55,31,188,195,313,313,173,313,173,313,173,313,173,313,173,313,173,313,173,313,173,313,173,313,173,313,173,313.0,173.0,313.0,173.0,313.0,173.0,313.0,173.0,1.0,1.0
3a2cd677-978a-443b-adc3-5553dc8111fa,33,True,"[(140, 173)]",166,188,31,55,166,118,313,313,140,313,140,313,140,313,140,313,140,313,140,313,140,313,140,313,140,313,140,313,140,313.0,140.0,313.0,140.0,313.0,140.0,313.0,140.0,1.0,1.0
66fd1324-c840-469f-980d-3e3ffafa1a22,122,True,"[(100, 122)]",100,122,46,31,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
66fd1324-c840-469f-980d-3e3ffafa1a22,122,True,"[(122, 100)]",122,100,31,46,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
3288b8df-ef62-4121-9e0d-b8c2ad0bf027,0,True,"[(266, 78)]",266,78,117,37,266,266,344,344,266,344,266,344,266,344,266,344,266,344,266,344,266,344,266,344,266,344,266,344,266,344.0,266.0,344.0,266.0,344.0,266.0,344.0,266.0,1.0,1.0
3288b8df-ef62-4121-9e0d-b8c2ad0bf027,0,True,"[(78, 266)]",78,266,37,117,78,78,344,344,78,344,78,344,78,344,78,344,78,344,78,344,78,344,78,344,78,344,78,344,78,344.0,78.0,344.0,78.0,344.0,78.0,344.0,78.0,1.0,1.0
c7006c1f-d66d-49f6-9f75-6d94aef59197,111,True,"[(100, 100)]",100,100,32,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
c7006c1f-d66d-49f6-9f75-6d94aef59197,111,True,"[(100, 100)]",100,100,19,32,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
53357fee-70ef-43f9-b8e6-34789016b683,0,True,"[(388, 12)]",388,12,129,3,388,388,400,400,388,400,388,400,388,400,388,400,388,400,388,400,388,400,388,400,388,400,388,400,388,400.0,388.0,400.0,388.0,400.0,388.0,400.0,388.0,1.0,1.0
53357fee-70ef-43f9-b8e6-34789016b683,0,True,"[(12, 388)]",12,388,3,129,12,12,400,400,12,400,12,400,12,400,12,400,12,400,12,400,12,400,12,400,12,400,12,400,12,400.0,12.0,400.0,12.0,400.0,12.0,400.0,12.0,1.0,1.0
21d15bde-76eb-4cca-b19f-8a74856d8714,111,True,"[(100, 166)]",100,166,37,31,100,100,266,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.0,1.0
21d15bde-76eb-4cca-b19f-8a74856d8714,111,True,"[(166, 100)]",166,100,31,37,166,166,266,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.0,1.0
b6fd7492-53ac-4115-a4ea-ccef8f01dc8d,12,True,"[(188, 628)]",188,628,75,231,188,208,647,816,188,816,188,816,188,816,188,816,188,816,188,816,188,816,188,816,188,816,188,816,188,816.0,188.0,816.0,188.0,816.0,188.0,816.0,188.0,1.2612055641421946,1.2612055641421946
b6fd7492-53ac-4115-a4ea-ccef8f01dc8d,12,True,"[(628, 188)]",628,188,231,75,628,439,647,816,628,816,628,816,628,816,628,816,628,816,628,816,628,816,628,816,628,816,628,816,628,816.0,628.0,816.0,628.0,816.0,628.0,816.0,628.0,1.2612055641421946,1.2612055641421946
dea2b27e-f0ee-4fe6-90ab-23c20e9d49a5,111,True,"[(100, 100)]",100,100,41,37,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
dea2b27e-f0ee-4fe6-90ab-23c20e9d49a5,111,True,"[(100, 100)]",100,100,37,41,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
017bd1ff-aec3-4535-b0ed-54927164fdc6,77,True,"[(166, 254)]",166,254,76,74,166,112,389,420,166,420,166,420,166,420,166,420,166,420,166,420,166,420,166,420,166,420,166,420,166,420.0,166.0,420.0,166.0,420.0,166.0,420.0,166.0,1.0796915167095116,1.0796915167095116
017bd1ff-aec3-4535-b0ed-54927164fdc6,77,True,"[(254, 166)]",254,166,74,76,254,277,389,420,254,420,254,420,254,420,254,420,254,420,254,420,254,420,254,420,254,420,254,420,254,420.0,254.0,420.0,254.0,420.0,254.0,420.0,254.0,1.0796915167095116,1.0796915167095116
6f18775a-be0b-409c-96b5-543b5a462064,0,False,"[(271, 172), (279, 168)]",486,276,158,109,486,270,441,447,279,443,271,443,271,443,271,443,271,447,279,447,279,443,271,443,271,447,279,443,271,447.0,279.0,444.7499,274.4999,443.0,271.0,444.9953,274.9907,1.0136054421768708,1.0045351473922903
6f18775a-be0b-409c-96b5-543b5a462064,0,False,"[(172, 271), (168, 279)]",276,486,109,158,276,171,441,447,168,443,172,443,172,443,172,443,172,447,168,447,168,443,172,443,172,447,168,443,172,447.0,168.0,444.7499,170.25,443.0,172.0,444.9953,170.00459999999998,1.0136054421768708,1.0045351473922903
ab349e5a-1494-4f79-b9b4-644f2c816427,375,True,"[(100, 188)]",100,188,37,62,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
ab349e5a-1494-4f79-b9b4-644f2c816427,375,True,"[(188, 100)]",188,100,62,37,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
ae8e56ae-3376-4315-86d2-9650aabe3907,88,True,"[(584, 122)]",584,122,141,27,584,584,706,706,584,706,584,706,584,706,584,706,584,706,584,706,584,706,584,706,584,706,584,706,584,706.0,584.0,706.0,584.0,706.0,584.0,706.0,584.0,1.0,1.0
ae8e56ae-3376-4315-86d2-9650aabe3907,88,True,"[(122, 584)]",122,584,27,141,122,122,706,706,122,706,122,706,122,706,122,706,122,706,122,706,122,706,122,706,122,706,122,706,122,706.0,122.0,706.0,122.0,706.0,122.0,706.0,122.0,1.0,1.0
d11575af-2cb6-43e9-aad6-2e26a57393fc,22,True,"[(97, 262)]",100,266,37,87,100,95,355,359,97,359,97,359,97,359,97,359,97,359,97,359,97,359,97,359,97,359,97,359,97,359.0,97.0,359.0,97.0,359.0,97.0,359.0,97.0,1.0112676056338028,1.0112676056338028
d11575af-2cb6-43e9-aad6-2e26a57393fc,22,True,"[(262, 97)]",266,100,87,37,266,260,355,359,262,359,262,359,262,359,262,359,262,359,262,359,262,359,262,359,262,359,262,359,262,359.0,262.0,359.0,262.0,359.0,262.0,359.0,262.0,1.0112676056338028,1.0112676056338028
afb608cf-bf52-4f0b-8b95-41b1c40c7c15,55,True,"[(618, 298)]",618,298,203,91,618,618,916,916,618,916,618,916,618,916,618,916,618,916,618,916,618,916,618,916,618,916,618,916,618,916.0,618.0,916.0,618.0,916.0,618.0,916.0,618.0,1.0,1.0
afb608cf-bf52-4f0b-8b95-41b1c40c7c15,55,True,"[(298, 618)]",298,618,91,203,298,298,916,916,298,916,298,916,298,916,298,916,298,916,298,916,298,916,298,916,298,916,298,916,298,916.0,298.0,916.0,298.0,916.0,298.0,916.0,298.0,1.0,1.0
a6d102f8-96e6-47ca-9fd5-7204531cc418,23,False,"[(92, 169), (64, 175)]",100,178,19,43,100,67,233,239,64,261,92,239,64,239,64,261,92,261,92,261,92,239,64,239,64,261,92,239,64,260.353,91.1765,247.6429,75.0,239.0,64.0,249.1539,76.9231,1.1201716738197425,1.0257510729613735
a6d102f8-96e6-47ca-9fd5-7204531cc418,23,False,"[(169, 92), (175, 64)]",178,100,43,19,178,166,233,239,175,261,169,239,175,239,175,261,169,261,169,261,169,239,175,239,175,261,169,239,175,260.353,169.1765,247.6429,172.6429,239.0,175.0,249.1539,172.2308,1.1201716738197425,1.0257510729613735
305fa5b8-0c89-4ef2-b58a-c28b47318b21,111,True,"[(100, 188)]",100,188,45,44,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
305fa5b8-0c89-4ef2-b58a-c28b47318b21,111,True,"[(188, 100)]",188,100,44,45,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
41f078c6-d723-4982-8b04-7d6aa41c5eeb,1056,True,"[(100, 56)]",100,56,28,20,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
41f078c6-d723-4982-8b04-7d6aa41c5eeb,1056,True,"[(56, 100)]",56,100,20,28,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
8d36c409-31e9-496d-a101-7e29b57e5fc5,55,True,"[(122, 188)]",122,188,48,61,122,127,265,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310.0,122.0,310.0,122.0,310.0,122.0,310.0,122.0,1.169811320754717,1.169811320754717
8d36c409-31e9-496d-a101-7e29b57e5fc5,55,True,"[(188, 122)]",188,122,61,48,188,138,265,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310.0,188.0,310.0,188.0,310.0,188.0,310.0,188.0,1.169811320754717,1.169811320754717
3fdf9d3e-26e8-426a-a986-443d0fdbcab2,55,True,"[(200, 210)]",200,210,51,74,200,182,407,410,200,410,200,410,200,410,200,410,200,410,200,410,200,410,200,410,200,410,200,410,200,410.0,200.0,410.0,200.0,410.0,200.0,410.0,200.0,1.0073710073710074,1.0073710073710074
3fdf9d3e-26e8-426a-a986-443d0fdbcab2,55,True,"[(210, 200)]",210,200,74,51,210,225,407,410,210,410,210,410,210,410,210,410,210,410,210,410,210,410,210,410,210,410,210,410,210,410.0,210.0,410.0,210.0,410.0,210.0,410.0,210.0,1.0073710073710074,1.0073710073710074
4e1003c5-1329-4cdf-94d3-f54b6df827a4,77,True,"[(188, 178)]",188,178,69,43,188,188,366,366,188,366,188,366,188,366,188,366,188,366,188,366,188,366,188,366,188,366,188,366,188,366.0,188.0,366.0,188.0,366.0,188.0,366.0,188.0,1.0,1.0
4e1003c5-1329-4cdf-94d3-f54b6df827a4,77,True,"[(178, 188)]",178,188,43,69,178,178,366,366,178,366,178,366,178,366,178,366,178,366,178,366,178,366,178,366,178,366,178,366,178,366.0,178.0,366.0,178.0,366.0,178.0,366.0,178.0,1.0,1.0
0e544e9a-5740-4140-be14-f68b8f359e8e,55,True,"[(119, 152)]",122,166,31,39,122,77,265,271,119,271,119,271,119,271,119,271,119,271,119,271,119,271,119,271,119,271,119,271,119,271.0,119.0,271.0,119.0,271.0,119.0,271.0,119.0,1.0226415094339623,1.0226415094339623
0e544e9a-5740-4140-be14-f68b8f359e8e,55,True,"[(152, 119)]",166,122,39,31,166,188,265,271,152,271,152,271,152,271,152,271,152,271,152,271,152,271,152,271,152,271,152,271,152,271.0,152.0,271.0,152.0,271.0,152.0,271.0,152.0,1.0226415094339623,1.0226415094339623
42c88ea1-3c2e-4473-9d87-67c3dee28c0f,12,True,"[(100, 1090)]",100,1090,23,288,100,273,1129,1190,100,1190,100,1190,100,1190,100,1190,100,1190,100,1190,100,1190,100,1190,100,1190,100,1190,100,1190.0,100.0,1190.0,100.0,1190.0,100.0,1190.0,100.0,1.054030115146147,1.054030115146147
42c88ea1-3c2e-4473-9d87-67c3dee28c0f,12,True,"[(1090, 100)]",1090,100,288,23,1090,856,1129,1190,1090,1190,1090,1190,1090,1190,1090,1190,1090,1190,1090,1190,1090,1190,1090,1190,1090,1190,1090,1190,1090,1190.0,1090.0,1190.0,1090.0,1190.0,1090.0,1190.0,1090.0,1.054030115146147,1.054030115146147
74916c2d-74ce-4f13-907e-664e68c6adc2,111,True,"[(100, 122)]",100,122,28,32,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
74916c2d-74ce-4f13-907e-664e68c6adc2,111,True,"[(122, 100)]",122,100,32,28,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
d94c9eba-4609-4f38-bb92-11a4ad25bf08,0,False,"[(138, 259)]",210,398,73,133,210,138,397,397,138,397,138,397,138,397,138,397,138,397,138,397,138,397,138,397,138,397,138,397,138,397.0,138.0,397.0,138.0,397.0,138.0,397.0,138.0,1.0,1.0
d94c9eba-4609-4f38-bb92-11a4ad25bf08,0,False,"[(259, 138)]",398,210,133,73,398,259,397,397,259,397,259,397,259,397,259,397,259,397,259,397,259,397,259,397,259,397,259,397,259,397.0,259.0,397.0,259.0,397.0,259.0,397.0,259.0,1.0,1.0
67164bf3-f230-491a-a7d9-1e48d0a64c29,34,True,"[(100, 232)]",100,232,45,65,100,101,279,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332.0,100.0,332.0,100.0,332.0,100.0,332.0,100.0,1.189964157706093,1.189964157706093
67164bf3-f230-491a-a7d9-1e48d0a64c29,34,True,"[(232, 100)]",232,100,65,45,232,178,279,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332.0,232.0,332.0,232.0,332.0,232.0,332.0,232.0,1.189964157706093,1.189964157706093
f86a839d-64c9-46e4-a12a-b3f42d923b94,78,True,"[(210, 486)]",210,486,60,165,210,298,607,696,210,696,210,696,210,696,210,696,210,696,210,696,210,696,210,696,210,696,210,696,210,696.0,210.0,696.0,210.0,696.0,210.0,696.0,210.0,1.1466227347611202,1.1466227347611202
f86a839d-64c9-46e4-a12a-b3f42d923b94,78,True,"[(486, 210)]",486,210,165,60,486,309,607,696,486,696,486,696,486,696,486,696,486,696,486,696,486,696,486,696,486,696,486,696,486,696.0,486.0,696.0,486.0,696.0,486.0,696.0,486.0,1.1466227347611202,1.1466227347611202
9a76184f-b307-42f9-abfd-dc3b2227d9f0,111,True,"[(100, 166)]",100,166,19,58,100,100,266,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.0,1.0
