eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
407eb8ae-ee8e-4f86-96d3-277d5cc20d92,0,False,"[(296, 273)]",960,914,269,259,960,287,563,569,296,569,296,569,296,569,296,569,296,569,296,569,296,569,296,569,296,569,296,569,296,569.0,296.0,569.0,296.0,569.0,296.0,569.0,296.0,1.0106571936056838,1.0106571936056838
92b29c04-b8d4-47be-94d5-ebc0d8f406bf,22,True,"[(58, 47)]",90,56,45,24,90,58,105,105,58,105,58,105,58,105,58,105,58,105,58,105,58,105,58,105,58,105,58,105,58,105.0,58.0,105.0,58.0,105.0,58.0,105.0,58.0,1.0,1.0
92b29c04-b8d4-47be-94d5-ebc0d8f406bf,22,True,"[(47, 58)]",56,90,24,45,56,47,105,105,47,105,47,105,47,105,47,105,47,105,47,105,47,105,47,105,47,105,47,105,47,105.0,47.0,105.0,47.0,105.0,47.0,105.0,47.0,1.0,1.0
da516601-ff69-4a83-b875-da8e1bd54952,0,False,"[(36, 25)]",80,34,18,11,80,36,61,61,36,61,36,61,36,61,36,61,36,61,36,61,36,61,36,61,36,61,36,61,36,61.0,36.0,61.0,36.0,61.0,36.0,61.0,36.0,1.0,1.0
da516601-ff69-4a83-b875-da8e1bd54952,0,False,"[(25, 36)]",34,80,11,18,34,25,61,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61.0,25.0,61.0,25.0,61.0,25.0,61.0,25.0,1.0,1.0
0fe4a82a-50ee-4674-84c9-e549997de785,0,False,"[(73, 50)]",134,100,44,41,134,64,117,123,73,123,73,123,73,123,73,123,73,123,73,123,73,123,73,123,73,123,73,123,73,123.0,73.0,123.0,73.0,123.0,73.0,123.0,73.0,1.0512820512820513,1.0512820512820513
0fe4a82a-50ee-4674-84c9-e549997de785,0,False,"[(50, 73)]",100,134,41,44,100,53,117,123,50,123,50,123,50,123,50,123,50,123,50,123,50,123,50,123,50,123,50,123,50,123.0,50.0,123.0,50.0,123.0,50.0,123.0,50.0,1.0512820512820513,1.0512820512820513
c4c93efe-ceb6-40b2-b2a9-69ca9f034314,0,False,"[(59, 48), (43, 66)]",100,146,32,38,100,46,103,109,43,107,59,107,59,107,59,107,59,109,43,109,43,109,43,109,43,107,59,107,59,107.0,59.0,109.0,43.0,108.99879999999999,43.0096,108.209,49.3285,1.058252427184466,1.0388349514563107
c4c93efe-ceb6-40b2-b2a9-69ca9f034314,0,False,"[(48, 59), (66, 43)]",146,100,38,32,146,57,103,109,66,107,48,107,48,107,48,107,48,109,66,109,66,109,66,109,66,107,48,107,48,107.0,48.0,109.0,66.0,108.99879999999999,65.9892,108.209,58.8805,1.058252427184466,1.0388349514563107
00df2b6d-c9b0-44cb-8277-32e2ef9d766d,22,False,"[(80, 57)]",134,134,48,48,134,71,131,137,80,137,80,137,80,137,80,137,80,137,80,137,80,137,80,137,80,137,80,137,80,137.0,80.0,137.0,80.0,137.0,80.0,137.0,80.0,1.0458015267175573,1.0458015267175573
00df2b6d-c9b0-44cb-8277-32e2ef9d766d,22,False,"[(57, 80)]",134,134,48,48,134,60,131,137,57,137,57,137,57,137,57,137,57,137,57,137,57,137,57,137,57,137,57,137,57,137.0,57.0,137.0,57.0,137.0,57.0,137.0,57.0,1.0458015267175573,1.0458015267175573
8ef22802-afc7-4071-bc86-4076f814027d,12,True,"[(91, 80), (74, 85)]",100,156,53,52,100,74,159,159,74,159,74,159,74,159,74,171,91,159,74,159,74,159,74,159,74,171,91,159,74,159.0,74.0,159.0,74.0,159.0,74.0,160.097,75.5541,1.0754716981132075,1.0
8ef22802-afc7-4071-bc86-4076f814027d,12,True,"[(80, 91), (85, 74)]",156,100,52,53,156,85,159,159,85,159,85,159,85,159,85,171,80,159,85,159,85,159,85,159,85,171,80,159,85,159.0,85.0,159.0,85.0,159.0,85.0,160.097,84.5429,1.0754716981132075,1.0
4ef59231-f42c-4936-a11b-42f9c9a71d7e,11,True,"[(144, 354)]",144,354,81,119,144,90,489,498,144,498,144,498,144,498,144,498,144,498,144,498,144,498,144,498,144,498,144,498,144,498.0,144.0,498.0,144.0,498.0,144.0,498.0,144.0,1.01840490797546,1.01840490797546
4ef59231-f42c-4936-a11b-42f9c9a71d7e,11,True,"[(354, 144)]",354,144,119,81,354,399,489,498,354,498,354,498,354,498,354,498,354,498,354,498,354,498,354,498,354,498,354,498,354,498.0,354.0,498.0,354.0,498.0,354.0,498.0,354.0,1.01840490797546,1.01840490797546
