eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
def602df-b2cb-49ba-8840-279426a31320,132,False,"[(308, 441)]",728,728,258,245,728,311,743,749,308,749,308,749,308,749,308,749,308,749,308,749,308,749,308,749,308,749,308,749,308,749.0,308.0,749.0,308.0,749.0,308.0,749.0,308.0,1.0080753701211305,1.0080753701211305
def602df-b2cb-49ba-8840-279426a31320,132,False,"[(441, 308)]",728,728,245,258,728,432,743,749,441,749,441,749,441,749,441,749,441,749,441,749,441,749,441,749,441,749,441,749,441,749.0,441.0,749.0,441.0,749.0,441.0,749.0,441.0,1.0080753701211305,1.0080753701211305
55a8a2c4-97d8-46cd-a620-e6a8ac8999ad,45,True,"[(57, 134), (75, 130)]",100,156,19,44,100,57,191,191,57,205,75,191,57,191,57,205,75,205,75,205,75,191,57,191,57,205,75,191,57,191.0,57.0,204.3636,74.1818,191.0,57.0,194.7625,61.8375,1.0732984293193717,1.0
55a8a2c4-97d8-46cd-a620-e6a8ac8999ad,45,True,"[(134, 57), (130, 75)]",156,100,44,19,156,134,191,191,134,205,130,191,134,191,134,205,130,205,130,205,130,191,134,191,134,205,130,191,134,191.0,134.0,204.3636,130.1818,191.0,134.0,194.7625,132.925,1.0732984293193717,1.0
c5175ccd-1720-4e38-9ba2-b8cee8c23f2b,23,False,"[(76, 143), (104, 137)]",122,166,49,52,122,76,219,219,76,241,104,219,76,219,76,241,104,219,76,241,104,219,76,219,76,241,104,219,76,219.0,76.0,233.8824,94.9412,219.0,76.0,224.5808,83.1029,1.1004566210045663,1.0
c5175ccd-1720-4e38-9ba2-b8cee8c23f2b,23,False,"[(143, 76), (137, 104)]",166,122,52,49,166,143,219,219,143,241,137,219,143,219,143,241,137,219,143,241,137,219,143,219,143,241,137,219,143,219.0,143.0,233.8824,138.9412,219.0,143.0,224.5808,141.4779,1.1004566210045663,1.0
42114acb-b6b2-40e0-b308-ac32101342c9,57,True,"[(90, 90)]",90,90,22,23,90,49,153,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.1764705882352942,1.1764705882352942
42114acb-b6b2-40e0-b308-ac32101342c9,57,True,"[(90, 90)]",90,90,23,22,90,104,153,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.1764705882352942,1.1764705882352942
42fd6ae0-b499-4a23-a705-b6feb83affda,67,True,"[(112, 100)]",112,100,34,19,112,129,203,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212.0,112.0,212.0,112.0,212.0,112.0,212.0,112.0,1.0443349753694582,1.0443349753694582
42fd6ae0-b499-4a23-a705-b6feb83affda,67,True,"[(100, 112)]",100,112,19,34,100,74,203,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212.0,100.0,212.0,100.0,212.0,100.0,212.0,100.0,1.0443349753694582,1.0443349753694582
5a8f6452-dd35-4aa8-85f0-f79f35153932,33,True,"[(782, 90)]",782,90,258,44,782,773,865,872,782,872,782,872,782,872,782,872,782,872,782,872,782,872,782,872,782,872,782,872,782,872.0,782.0,872.0,782.0,872.0,782.0,872.0,782.0,1.0080924855491329,1.0080924855491329
5a8f6452-dd35-4aa8-85f0-f79f35153932,33,True,"[(90, 782)]",90,782,44,258,90,92,865,872,90,872,90,872,90,872,90,872,90,872,90,872,90,872,90,872,90,872,90,872,90,872.0,90.0,872.0,90.0,872.0,90.0,872.0,90.0,1.0080924855491329,1.0080924855491329
3ad42550-470f-4ca0-bddd-1c1d7f39800a,1,False,"[(106, 173)]",232,288,61,81,232,131,273,279,106,279,106,279,106,279,106,279,106,279,106,279,106,279,106,279,106,279,106,279,106,279.0,106.0,279.0,106.0,279.0,106.0,279.0,106.0,1.021978021978022,1.021978021978022
3ad42550-470f-4ca0-bddd-1c1d7f39800a,1,False,"[(173, 106)]",288,232,81,61,288,142,273,279,173,279,173,279,173,279,173,279,173,279,173,279,173,279,173,279,173,279,173,279,173,279.0,173.0,279.0,173.0,279.0,173.0,279.0,173.0,1.021978021978022,1.021978021978022
3398244e-69cf-4838-906f-2204cf2a3b3c,67,True,"[(122, 122)]",122,122,45,59,122,93,219,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244.0,122.0,244.0,122.0,244.0,122.0,244.0,122.0,1.1141552511415524,1.1141552511415524
3398244e-69cf-4838-906f-2204cf2a3b3c,67,True,"[(122, 122)]",122,122,59,45,122,126,219,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244.0,122.0,244.0,122.0,244.0,122.0,244.0,122.0,1.1141552511415524,1.1141552511415524
539affb4-d4ec-4db5-af78-2010020b1be5,45,True,"[(100, 112)]",100,112,31,22,100,52,159,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212.0,100.0,212.0,100.0,212.0,100.0,212.0,100.0,1.3333333333333333,1.3333333333333333
539affb4-d4ec-4db5-af78-2010020b1be5,45,True,"[(112, 100)]",112,100,22,31,112,107,159,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212.0,112.0,212.0,112.0,212.0,112.0,212.0,112.0,1.3333333333333333,1.3333333333333333
4f1d3c40-bb93-402e-8f8b-8a7ca5c8d713,0,True,"[(190, 34)]",190,34,63,7,190,127,177,224,190,224,190,224,190,224,190,224,190,224,190,224,190,224,190,224,190,224,190,224,190,224.0,190.0,224.0,190.0,224.0,190.0,224.0,190.0,1.265536723163842,1.265536723163842
4f1d3c40-bb93-402e-8f8b-8a7ca5c8d713,0,True,"[(34, 190)]",34,190,7,63,34,50,177,224,34,224,34,224,34,224,34,224,34,224,34,224,34,224,34,224,34,224,34,224,34,224.0,34.0,224.0,34.0,224.0,34.0,224.0,34.0,1.265536723163842,1.265536723163842
d3d7aeab-386f-47d5-99a6-3041a1da5e45,55,True,"[(100, 78)]",100,78,23,23,100,100,178,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0,1.0
d3d7aeab-386f-47d5-99a6-3041a1da5e45,55,True,"[(78, 100)]",78,100,23,23,78,78,178,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0,1.0
b45031ce-17cf-4186-b062-36823e48cea5,55,False,"[(82, 93)]",100,100,19,19,100,46,147,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175.0,82.0,175.0,82.0,175.0,82.0,175.0,82.0,1.1904761904761905,1.1904761904761905
b45031ce-17cf-4186-b062-36823e48cea5,55,False,"[(93, 82)]",100,100,19,19,100,101,147,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175.0,93.0,175.0,93.0,175.0,93.0,175.0,93.0,1.1904761904761905,1.1904761904761905
54b5da3f-595a-48ed-8e40-31ece63439fc,67,True,"[(72, 161), (76, 153)]",144,188,40,52,144,70,217,233,72,229,76,229,76,229,76,229,76,229,76,229,76,229,76,229,76,233,72,229,76,229.0,76.0,229.0,76.0,229.0,76.0,229.7821,75.2179,1.0737327188940091,1.055299539170507
54b5da3f-595a-48ed-8e40-31ece63439fc,67,True,"[(161, 72), (153, 76)]",188,144,52,40,188,147,217,233,161,229,153,229,153,229,153,229,153,229,153,229,153,229,153,229,153,233,161,229,153,229.0,153.0,229.0,153.0,229.0,153.0,229.7821,154.5642,1.0737327188940091,1.055299539170507
d98db66e-09d0-4cc2-a6fc-d15d4ba9dee6,45,True,"[(90, 78)]",90,78,19,15,90,100,145,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168.0,90.0,168.0,90.0,168.0,90.0,168.0,90.0,1.1586206896551725,1.1586206896551725
d98db66e-09d0-4cc2-a6fc-d15d4ba9dee6,45,True,"[(78, 90)]",78,90,15,19,78,45,145,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168.0,78.0,168.0,78.0,168.0,78.0,168.0,78.0,1.1586206896551725,1.1586206896551725
a072a49f-ad52-494d-b72c-c30945c734a1,56,True,"[(138, 149)]",166,276,53,77,166,138,287,287,138,287,138,287,138,287,138,287,138,287,138,287,138,287,138,287,138,287,138,287,138,287.0,138.0,287.0,138.0,287.0,138.0,287.0,138.0,1.0,1.0
a072a49f-ad52-494d-b72c-c30945c734a1,56,True,"[(149, 138)]",276,166,77,53,276,149,287,287,149,287,149,287,149,287,149,287,149,287,149,287,149,287,149,287,149,287,149,287,149,287.0,149.0,287.0,149.0,287.0,149.0,287.0,149.0,1.0,1.0
65eff723-48d4-4a1d-842a-ddc28c0e1a24,67,True,"[(100, 78)]",100,78,23,28,100,109,151,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.1788079470198676,1.1788079470198676
65eff723-48d4-4a1d-842a-ddc28c0e1a24,67,True,"[(78, 100)]",78,100,28,23,78,42,151,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.1788079470198676,1.1788079470198676
