eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,PoA,PoS
4af6efed-d449-4c7f-b78b-67927b6f606a,0,False,"[(56, 101), (78, 89)]",100,190,27,48,100,73,157,157,56,167,78,157,56,157,56,167,78,157,56,157,56,157,56,157,56,167,78,157,56,158.92,60.224,157.0,56.0,157.0,56.0,157.0,56.0,1.0636942675159236,1.0
4af6efed-d449-4c7f-b78b-67927b6f606a,0,False,"[(101, 56), (89, 78)]",190,100,48,27,190,84,157,157,101,167,89,157,101,157,101,167,89,157,101,157,101,157,101,157,101,167,89,157,101,158.92,98.696,157.0,101.0,157.0,101.0,157.0,101.0,1.0636942675159236,1.0
cec09a79-a713-41a4-9185-d4a86b49aac5,0,False,"[(85, 130)]",144,234,54,80,144,88,209,215,85,215,85,215,85,215,85,215,85,215,85,215,85,215,85,215,85,215,85,215,85,215.0,85.0,215.0,85.0,215.0,85.0,215.0,85.0,1.0287081339712918,1.0287081339712918
cec09a79-a713-41a4-9185-d4a86b49aac5,0,False,"[(130, 85)]",234,144,80,54,234,121,209,215,130,215,130,215,130,215,130,215,130,215,130,215,130,215,130,215,130,215,130,215,130,215.0,130.0,215.0,130.0,215.0,130.0,215.0,130.0,1.0287081339712918,1.0287081339712918
27f52614-5410-4edd-9a5f-c232a8ccc505,23,False,"[(102, 157)]",122,222,63,83,122,102,259,259,102,259,102,259,102,259,102,259,102,259,102,259,102,259,102,259,102,259,102,259,102,259.0,102.0,259.0,102.0,259.0,102.0,259.0,102.0,1.0,1.0
27f52614-5410-4edd-9a5f-c232a8ccc505,23,False,"[(157, 102)]",222,122,83,63,222,157,259,259,157,259,157,259,157,259,157,259,157,259,157,259,157,259,157,259,157,259,157,259,157,259.0,157.0,259.0,157.0,259.0,157.0,259.0,157.0,1.0,1.0
e23e920a-2c85-4227-9645-facba842e05c,0,False,"[(76, 87), (61, 106)]",100,190,40,51,100,76,163,167,61,163,76,163,76,163,76,163,76,167,61,167,61,167,61,167,61,163,76,163,76,165.7034,65.8622,167.0,61.0,163.0,76.0,167.0,61.0,1.0245398773006136,1.0
e23e920a-2c85-4227-9645-facba842e05c,0,False,"[(87, 76), (106, 61)]",190,100,51,40,190,87,163,167,106,163,87,163,87,163,87,163,87,167,106,167,106,167,106,167,106,163,87,163,87,165.7034,99.8412,167.0,106.0,163.0,87.0,167.0,106.0,1.0245398773006136,1.0
8f8cc825-faec-4d36-affd-e44df303edc1,23,False,"[(45, 90), (54, 87), (63, 74)]",100,112,36,32,100,45,135,135,45,137,63,135,45,135,45,137,63,137,63,137,63,135,45,137,63,141,54,135,45,136.12529999999998,55.1279,136.6805,60.1247,135.0,45.0,136.94119999999998,62.4706,1.0444444444444445,1.0
8f8cc825-faec-4d36-affd-e44df303edc1,23,False,"[(90, 45), (87, 54), (74, 63)]",112,100,32,36,112,90,135,135,90,137,74,135,90,135,90,137,74,137,74,137,74,135,90,137,74,141,87,135,90,136.12529999999998,80.9974,136.6805,76.5558,135.0,90.0,136.94119999999998,74.47059999999999,1.0444444444444445,1.0
bc0945bb-9e09-4906-b901-f0ecf0f5023e,34,True,"[(178, 34)]",178,34,82,16,178,178,212,212,178,212,178,212,178,212,178,212,178,212,178,212,178,212,178,212,178,212,178,212,178,212.0,178.0,212.0,178.0,212.0,178.0,212.0,178.0,1.0,1.0
bc0945bb-9e09-4906-b901-f0ecf0f5023e,34,True,"[(34, 178)]",34,178,16,82,34,34,212,212,34,212,34,212,34,212,34,212,34,212,34,212,34,212,34,212,34,212,34,212,34,212.0,34.0,212.0,34.0,212.0,34.0,212.0,34.0,1.0,1.0
d2089294-f30d-42c9-880b-9fef08dbcc7a,0,False,"[(121, 76)]",256,166,80,49,256,112,191,197,121,197,121,197,121,197,121,197,121,197,121,197,121,197,121,197,121,197,121,197,121,197.0,121.0,197.0,121.0,197.0,121.0,197.0,121.0,1.031413612565445,1.031413612565445
d2089294-f30d-42c9-880b-9fef08dbcc7a,0,False,"[(76, 121)]",166,256,49,80,166,79,191,197,76,197,76,197,76,197,76,197,76,197,76,197,76,197,76,197,76,197,76,197,76,197.0,76.0,197.0,76.0,197.0,76.0,197.0,76.0,1.031413612565445,1.031413612565445
3ad1308a-cf3e-4774-b84d-05af34717556,33,False,"[(37, 70), (64, 53), (78, 33)]",90,78,19,18,90,69,105,111,78,117,64,107,37,107,37,117,64,117,64,117,64,111,78,117,64,107,37,107,37,109.061,58.1248,109.15299999999999,59.0676,107.0,37.0,109.30760000000001,60.653800000000004,1.1142857142857143,1.019047619047619
3ad1308a-cf3e-4774-b84d-05af34717556,33,False,"[(70, 37), (53, 64), (33, 78)]",78,90,18,19,78,36,105,111,33,117,53,107,70,107,70,117,53,117,53,117,53,111,33,117,53,107,70,107,70,109.061,50.9362,109.15299999999999,50.0854,107.0,70.0,109.30760000000001,48.653800000000004,1.1142857142857143,1.019047619047619
01b7d48f-9ec5-43f8-975b-cb1a2234a9a5,1,False,"[(77, 110)]",100,200,37,59,100,77,187,187,77,187,77,187,77,187,77,187,77,187,77,187,77,187,77,187,77,187,77,187,77,187.0,77.0,187.0,77.0,187.0,77.0,187.0,77.0,1.0,1.0
01b7d48f-9ec5-43f8-975b-cb1a2234a9a5,1,False,"[(110, 77)]",200,100,59,37,200,110,187,187,110,187,110,187,110,187,110,187,110,187,110,187,110,187,110,187,110,187,110,187,110,187.0,110.0,187.0,110.0,187.0,110.0,187.0,110.0,1.0,1.0
bf33e58a-f175-4cbc-9a25-089711bdad3d,1,False,"[(180, 225), (206, 217), (217, 206)]",496,530,171,169,496,183,399,405,180,423,206,405,180,405,180,423,206,405,180,423,206,405,180,405,180,423,217,405,180,411.00659999999993,192.34699999999998,405.0,180.0,405.0,180.0,408.5358,187.2679,1.0601503759398496,1.0150375939849625
bf33e58a-f175-4cbc-9a25-089711bdad3d,1,False,"[(225, 180), (217, 206), (206, 217)]",530,496,169,171,530,216,399,405,225,423,217,405,225,405,225,423,217,405,225,423,217,405,225,405,225,423,206,405,225,411.00659999999993,218.6596,405.0,225.0,405.0,225.0,408.5358,221.2679,1.0601503759398496,1.0150375939849625
f3ec6a1e-f68e-426b-8923-0a345d8f5560,0,False,"[(96, 85), (53, 86), (49, 94)]",100,190,19,39,100,52,137,143,49,139,53,139,53,139,53,181,96,143,49,143,49,139,53,143,49,181,96,139,53,140.7826,51.2174,141.5,50.5,139.0,53.0,143.0,49.0,1.3211678832116789,1.0145985401459854
f3ec6a1e-f68e-426b-8923-0a345d8f5560,0,False,"[(85, 96), (86, 53), (94, 49)]",190,100,39,19,190,85,137,143,94,139,86,139,86,139,86,181,85,143,94,143,94,139,86,143,94,181,85,139,86,140.7826,89.5652,141.5,91.0,139.0,86.0,143.0,94.0,1.3211678832116789,1.0145985401459854
762fc223-30e7-4fee-9155-ef9c7b584e3f,1,True,"[(82, 193)]",100,200,64,107,100,85,269,275,82,275,82,275,82,275,82,275,82,275,82,275,82,275,82,275,82,275,82,275,82,275.0,82.0,275.0,82.0,275.0,82.0,275.0,82.0,1.0223048327137547,1.0223048327137547
762fc223-30e7-4fee-9155-ef9c7b584e3f,1,True,"[(193, 82)]",200,100,107,64,200,184,269,275,193,275,193,275,193,275,193,275,193,275,193,275,193,275,193,275,193,275,193,275,193,275.0,193.0,275.0,193.0,275.0,193.0,275.0,193.0,1.0223048327137547,1.0223048327137547
92cccc26-4a46-4665-b731-1b9c83678cff,45,True,"[(81, 36)]",90,90,27,18,90,72,111,117,81,117,81,117,81,117,81,117,81,117,81,117,81,117,81,117,81,117,81,117,81,117.0,81.0,117.0,81.0,117.0,81.0,117.0,81.0,1.054054054054054,1.054054054054054
92cccc26-4a46-4665-b731-1b9c83678cff,45,True,"[(36, 81)]",90,90,18,27,90,39,111,117,36,117,36,117,36,117,36,117,36,117,36,117,36,117,36,117,36,117,36,117,36,117.0,36.0,117.0,36.0,117.0,36.0,117.0,36.0,1.054054054054054,1.054054054054054
9aea6079-6803-47d4-872a-007f7d7842bc,33,True,"[(90, 34)]",90,34,27,7,90,63,115,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124.0,90.0,124.0,90.0,124.0,90.0,124.0,90.0,1.0782608695652174,1.0782608695652174
9aea6079-6803-47d4-872a-007f7d7842bc,33,True,"[(34, 90)]",34,90,7,27,34,52,115,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124.0,34.0,124.0,34.0,124.0,34.0,124.0,34.0,1.0782608695652174,1.0782608695652174
2cae6371-afc6-4f9c-b681-7c9c4c4bbe94,45,True,"[(36, 103)]",90,112,27,31,90,39,133,139,36,139,36,139,36,139,36,139,36,139,36,139,36,139,36,139,36,139,36,139,36,139.0,36.0,139.0,36.0,139.0,36.0,139.0,36.0,1.0451127819548873,1.0451127819548873
2cae6371-afc6-4f9c-b681-7c9c4c4bbe94,45,True,"[(103, 36)]",112,90,31,27,112,94,133,139,103,139,103,139,103,139,103,139,103,139,103,139,103,139,103,139,103,139,103,139,103,139.0,103.0,139.0,103.0,139.0,103.0,139.0,103.0,1.0451127819548873,1.0451127819548873
bcec74ae-3e84-42e5-88ab-5df90defcf77,11,True,"[(75, 130)]",100,166,19,58,100,75,205,205,75,205,75,205,75,205,75,205,75,205,75,205,75,205,75,205,75,205,75,205,75,205.0,75.0,205.0,75.0,205.0,75.0,205.0,75.0,1.0,1.0
bcec74ae-3e84-42e5-88ab-5df90defcf77,11,True,"[(130, 75)]",166,100,58,19,166,130,205,205,130,205,130,205,130,205,130,205,130,205,130,205,130,205,130,205,130,205,130,205,130,205.0,130.0,205.0,130.0,205.0,130.0,205.0,130.0,1.0,1.0
61d2e9a3-6087-4a63-acce-dce6ed877d8e,0,False,"[(70, 159)]",100,222,46,87,100,73,223,229,70,229,70,229,70,229,70,229,70,229,70,229,70,229,70,229,70,229,70,229,70,229.0,70.0,229.0,70.0,229.0,70.0,229.0,70.0,1.0269058295964126,1.0269058295964126
61d2e9a3-6087-4a63-acce-dce6ed877d8e,0,False,"[(159, 70)]",222,100,87,46,222,150,223,229,159,229,159,229,159,229,159,229,159,229,159,229,159,229,159,229,159,229,159,229,159,229.0,159.0,229.0,159.0,229.0,159.0,229.0,159.0,1.0269058295964126,1.0269058295964126
76d5328f-a059-4a3a-8ab7-36aff4039b2b,44,True,"[(100, 67)]",100,112,40,40,100,94,155,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167.0,100.0,167.0,100.0,167.0,100.0,167.0,100.0,1.0774193548387097,1.0774193548387097
76d5328f-a059-4a3a-8ab7-36aff4039b2b,44,True,"[(67, 100)]",112,100,40,40,112,61,155,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167.0,67.0,167.0,67.0,167.0,67.0,167.0,67.0,1.0774193548387097,1.0774193548387097
c4af6b8b-ccf9-4cc4-9d13-617a3932f2a4,44,False,"[(98, 53)]",134,134,39,35,134,89,145,151,98,151,98,151,98,151,98,151,98,151,98,151,98,151,98,151,98,151,98,151,98,151.0,98.0,151.0,98.0,151.0,98.0,151.0,98.0,1.0413793103448277,1.0413793103448277
c4af6b8b-ccf9-4cc4-9d13-617a3932f2a4,44,False,"[(53, 98)]",134,134,35,39,134,56,145,151,53,151,53,151,53,151,53,151,53,151,53,151,53,151,53,151,53,151,53,151,53,151.0,53.0,151.0,53.0,151.0,53.0,151.0,53.0,1.0413793103448277,1.0413793103448277
bc709ec1-61d9-4528-ae7c-fadcb29b68d2,45,True,"[(100, 67)]",100,100,28,28,100,104,153,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167.0,100.0,167.0,100.0,167.0,100.0,167.0,100.0,1.091503267973856,1.091503267973856
bc709ec1-61d9-4528-ae7c-fadcb29b68d2,45,True,"[(67, 100)]",100,100,28,28,100,49,153,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167.0,67.0,167.0,67.0,167.0,67.0,167.0,67.0,1.091503267973856,1.091503267973856
e8c16313-88a9-46ae-a751-a45d8826060a,67,False,"[(320, 387)]",694,530,221,165,694,323,701,707,320,707,320,707,320,707,320,707,320,707,320,707,320,707,320,707,320,707,320,707,320,707.0,320.0,707.0,320.0,707.0,320.0,707.0,320.0,1.0085592011412268,1.0085592011412268
e8c16313-88a9-46ae-a751-a45d8826060a,67,False,"[(387, 320)]",530,694,165,221,530,378,701,707,387,707,387,707,387,707,387,707,387,707,387,707,387,707,387,707,387,707,387,707,387,707.0,387.0,707.0,387.0,707.0,387.0,707.0,387.0,1.0085592011412268,1.0085592011412268
517c5bbe-0981-487a-bb6c-279c03b96ff7,0,True,"[(134, 12)]",134,12,35,3,134,98,141,146,134,146,134,146,134,146,134,146,134,146,134,146,134,146,134,146,134,146,134,146,134,146.0,134.0,146.0,134.0,146.0,134.0,146.0,134.0,1.0354609929078014,1.0354609929078014
517c5bbe-0981-487a-bb6c-279c03b96ff7,0,True,"[(12, 134)]",12,134,3,35,12,43,141,146,12,146,12,146,12,146,12,146,12,146,12,146,12,146,12,146,12,146,12,146,12,146.0,12.0,146.0,12.0,146.0,12.0,146.0,12.0,1.0354609929078014,1.0354609929078014
329486bd-c84c-42e4-a62f-da0227183515,0,False,"[(237, 248), (216, 261)]",540,630,189,208,540,216,477,477,216,485,237,477,216,477,216,485,237,477,216,477,216,477,216,477,216,485,237,477,216,479.75430000000006,223.23000000000002,477.0,216.0,477.0,216.0,477.0,216.0,1.0167714884696017,1.0
329486bd-c84c-42e4-a62f-da0227183515,0,False,"[(248, 237), (261, 216)]",630,540,208,189,630,261,477,477,261,485,248,477,261,477,261,485,248,477,261,477,261,477,261,477,261,485,248,477,261,479.75430000000006,256.5243,477.0,261.0,477.0,261.0,477.0,261.0,1.0167714884696017,1.0
8dbcf118-f3ff-4bb4-a6f3-fd77d37032db,33,True,"[(55, 44)]",90,56,19,20,90,55,99,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99.0,55.0,99.0,55.0,99.0,55.0,99.0,55.0,1.0,1.0
8dbcf118-f3ff-4bb4-a6f3-fd77d37032db,33,True,"[(44, 55)]",56,90,20,19,56,44,99,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99.0,44.0,99.0,44.0,99.0,44.0,99.0,44.0,1.0,1.0
ebeca02c-3d0a-4d6f-bc36-a03a2b702c78,45,True,"[(804, 166)]",804,166,277,76,804,804,970,970,804,970,804,970,804,970,804,970,804,970,804,970,804,970,804,970,804,970,804,970,804,970.0,804.0,970.0,804.0,970.0,804.0,970.0,804.0,1.0,1.0
ebeca02c-3d0a-4d6f-bc36-a03a2b702c78,45,True,"[(166, 804)]",166,804,76,277,166,166,970,970,166,970,166,970,166,970,166,970,166,970,166,970,166,970,166,970,166,970,166,970,166,970.0,166.0,970.0,166.0,970.0,166.0,970.0,166.0,1.0,1.0
6da4cce8-d4b7-48dc-928c-0595ad21ae27,67,True,"[(100, 166)]",100,166,46,67,100,147,261,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.0191570881226053,1.0191570881226053
6da4cce8-d4b7-48dc-928c-0595ad21ae27,67,True,"[(166, 100)]",166,100,67,46,166,114,261,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.0191570881226053,1.0191570881226053
802232cb-8c65-44ec-9d2c-f1952eb8613c,45,False,"[(81, 36)]",90,90,36,22,90,81,117,117,81,117,81,117,81,117,81,117,81,117,81,117,81,117,81,117,81,117,81,117,81,117.0,81.0,117.0,81.0,117.0,81.0,117.0,81.0,1.0,1.0
802232cb-8c65-44ec-9d2c-f1952eb8613c,45,False,"[(36, 81)]",90,90,22,36,90,36,117,117,36,117,36,117,36,117,36,117,36,117,36,117,36,117,36,117,36,117,36,117,36,117.0,36.0,117.0,36.0,117.0,36.0,117.0,36.0,1.0,1.0
126d57e3-8594-458c-bd99-8bf73b12b1dd,44,True,"[(99, 88), (46, 91)]",100,178,19,43,100,46,137,137,46,137,46,137,46,137,46,187,99,137,46,137,46,137,46,137,46,187,99,137,46,138.6424,47.7409,137.0,46.0,137.0,46.0,137.0,46.0,1.364963503649635,1.0
126d57e3-8594-458c-bd99-8bf73b12b1dd,44,True,"[(88, 99), (91, 46)]",178,100,43,19,178,91,137,137,91,137,91,137,91,137,91,187,88,137,91,137,91,137,91,137,91,187,88,137,91,138.6424,90.9015,137.0,91.0,137.0,91.0,137.0,91.0,1.364963503649635,1.0
cfb61545-9b46-4e43-a904-4514a205f3ee,44,True,"[(90, 56)]",90,56,35,20,90,63,137,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146.0,90.0,146.0,90.0,146.0,90.0,146.0,90.0,1.0656934306569343,1.0656934306569343
cfb61545-9b46-4e43-a904-4514a205f3ee,44,True,"[(56, 90)]",56,90,20,35,56,74,137,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146.0,56.0,146.0,56.0,146.0,56.0,146.0,56.0,1.0656934306569343,1.0656934306569343
e16a4418-e2c2-4306-888f-fbc822de1b1f,12,False,"[(50, 83), (60, 71), (46, 91)]",100,166,19,41,100,49,131,137,46,131,60,131,60,131,60,131,60,137,46,133,50,133,50,133,50,131,60,131,60,132.6646,51.6771,133.0,50.0,131.0,60.0,137.0,46.0,1.0458015267175573,1.0
e16a4418-e2c2-4306-888f-fbc822de1b1f,12,False,"[(83, 50), (71, 60), (91, 46)]",166,100,41,19,166,82,131,137,91,131,71,131,71,131,71,131,71,137,91,133,83,133,83,133,83,131,71,131,71,132.6646,80.9875,133.0,83.0,131.0,71.0,137.0,91.0,1.0458015267175573,1.0
0cfa810c-88de-4b31-a8fa-f42261b31dc6,45,True,"[(99, 88)]",100,100,31,28,100,48,151,187,99,187,99,187,99,187,99,187,99,187,99,187,99,187,99,187,99,187,99,187,99,187.0,99.0,187.0,99.0,187.0,99.0,187.0,99.0,1.2384105960264902,1.2384105960264902
0cfa810c-88de-4b31-a8fa-f42261b31dc6,45,True,"[(88, 99)]",100,100,28,31,100,103,151,187,88,187,88,187,88,187,88,187,88,187,88,187,88,187,88,187,88,187,88,187,88,187.0,88.0,187.0,88.0,187.0,88.0,187.0,88.0,1.2384105960264902,1.2384105960264902
ee8781bf-8cee-4eeb-a6f3-a95ffbb7db40,44,False,"[(108, 97), (112, 79)]",144,178,67,70,144,112,191,191,112,205,108,191,112,191,112,205,108,205,108,205,108,191,112,191,112,205,108,191,112,196.31040000000002,110.4828,191.0,112.0,191.0,112.0,205.0,108.0,1.0732984293193717,1.0
ee8781bf-8cee-4eeb-a6f3-a95ffbb7db40,44,False,"[(97, 108), (79, 112)]",178,144,70,67,178,79,191,191,79,205,97,191,79,191,79,205,97,205,97,205,97,191,79,191,79,205,97,191,79,196.31040000000002,85.8276,191.0,79.0,191.0,79.0,205.0,97.0,1.0732984293193717,1.0
6c66ce8d-3443-460d-84ad-94d2d6e93ec1,11,True,"[(672, 200)]",672,200,197,48,672,672,872,872,672,872,672,872,672,872,672,872,672,872,672,872,672,872,672,872,672,872,672,872,672,872.0,672.0,872.0,672.0,872.0,672.0,872.0,672.0,1.0,1.0
6c66ce8d-3443-460d-84ad-94d2d6e93ec1,11,True,"[(200, 672)]",200,672,48,197,200,200,872,872,200,872,200,872,200,872,200,872,200,872,200,872,200,872,200,872,200,872,200,872,200,872.0,200.0,872.0,200.0,872.0,200.0,872.0,200.0,1.0,1.0
f493a969-88fa-40f2-b564-ddc401c7d69d,45,False,"[(52, 85)]",100,122,28,23,100,81,129,137,52,137,52,137,52,137,52,137,52,137,52,137,52,137,52,137,52,137,52,137,52,137.0,52.0,137.0,52.0,137.0,52.0,137.0,52.0,1.062015503875969,1.062015503875969
f493a969-88fa-40f2-b564-ddc401c7d69d,45,False,"[(85, 52)]",122,100,23,28,122,48,129,137,85,137,85,137,85,137,85,137,85,137,85,137,85,137,85,137,85,137,85,137,85,137.0,85.0,137.0,85.0,137.0,85.0,137.0,85.0,1.062015503875969,1.062015503875969
e7c3d37a-0963-4385-9b22-079ad8d66543,11,True,"[(90, 188)]",90,188,27,62,90,82,263,278,90,278,90,278,90,278,90,278,90,278,90,278,90,278,90,278,90,278,90,278,90,278.0,90.0,278.0,90.0,278.0,90.0,278.0,90.0,1.0570342205323193,1.0570342205323193
e7c3d37a-0963-4385-9b22-079ad8d66543,11,True,"[(188, 90)]",188,90,62,27,188,181,263,278,188,278,188,278,188,278,188,278,188,278,188,278,188,278,188,278,188,278,188,278,188,278.0,188.0,278.0,188.0,278.0,188.0,278.0,188.0,1.0570342205323193,1.0570342205323193
8af5085b-7237-4c22-be96-2e45bdbb4443,11,False,"[(66, 55), (39, 72), (48, 59)]",100,100,19,37,100,48,107,111,39,107,48,107,48,107,48,121,66,107,48,107,48,107,48,107,48,121,66,107,48,107.5376,46.7905,107.0,48.0,107.0,48.0,114.0,57.0,1.1308411214953271,1.0
8af5085b-7237-4c22-be96-2e45bdbb4443,11,False,"[(55, 66), (72, 39), (59, 48)]",100,100,37,19,100,59,107,111,72,107,59,107,59,107,59,121,55,107,59,107,59,107,59,107,59,121,55,107,59,107.5376,60.7471,107.0,59.0,107.0,59.0,114.0,57.0,1.1308411214953271,1.0
057c81a9-1619-4077-bde5-a34357de0cd1,23,False,"[(47, 80), (74, 63)]",100,134,23,49,100,47,127,127,47,137,74,127,47,127,47,137,74,127,47,127,47,127,47,127,47,137,74,127,47,130.19729999999998,55.6327,127.0028,47.0074,127.0,47.0,127.0,47.0,1.078740157480315,1.0
057c81a9-1619-4077-bde5-a34357de0cd1,23,False,"[(80, 47), (63, 74)]",134,100,49,23,134,80,127,127,80,137,63,127,80,127,80,137,63,127,80,127,80,127,80,127,80,137,63,127,80,130.19729999999998,74.5646,127.0028,79.99539999999999,127.0,80.0,127.0,80.0,1.078740157480315,1.0
d434ffe7-1f2f-4e0c-8fa3-4134d35f23ee,45,True,"[(144, 100)]",144,100,52,41,144,90,213,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.1455399061032865,1.1455399061032865
d434ffe7-1f2f-4e0c-8fa3-4134d35f23ee,45,True,"[(100, 144)]",100,144,41,52,100,123,213,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.1455399061032865,1.1455399061032865
691f1e66-203d-44e3-af48-6e1b1662f8a3,44,True,"[(188, 100)]",188,100,71,46,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
691f1e66-203d-44e3-af48-6e1b1662f8a3,44,True,"[(100, 188)]",100,188,46,71,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
4ac578af-ea97-4988-a1fb-e0f195ca9a46,45,True,"[(82, 37)]",90,90,32,19,90,82,119,119,82,119,82,119,82,119,82,119,82,119,82,119,82,119,82,119,82,119,82,119,82,119.0,82.0,119.0,82.0,119.0,82.0,119.0,82.0,1.0,1.0
4ac578af-ea97-4988-a1fb-e0f195ca9a46,45,True,"[(37, 82)]",90,90,19,32,90,37,119,119,37,119,37,119,37,119,37,119,37,119,37,119,37,119,37,119,37,119,37,119,37,119.0,37.0,119.0,37.0,119.0,37.0,119.0,37.0,1.0,1.0
7cf41fcf-d763-40c1-87cd-27538acdb005,0,False,"[(248, 293)]",364,608,133,202,364,248,541,541,248,541,248,541,248,541,248,541,248,541,248,541,248,541,248,541,248,541,248,541,248,541.0,248.0,541.0,248.0,541.0,248.0,541.0,248.0,1.0,1.0
7cf41fcf-d763-40c1-87cd-27538acdb005,0,False,"[(293, 248)]",608,364,202,133,608,293,541,541,293,541,293,541,293,541,293,541,293,541,293,541,293,541,293,541,293,541,293,541,293,541.0,293.0,541.0,293.0,541.0,293.0,541.0,293.0,1.0,1.0
f5eaccd9-1b92-4382-9ed4-7e139f375215,0,True,"[(552, 442)]",552,442,154,108,552,507,981,994,552,994,552,994,552,994,552,994,552,994,552,994,552,994,552,994,552,994,552,994,552,994.0,552.0,994.0,552.0,994.0,552.0,994.0,552.0,1.0132517838939856,1.0132517838939856
f5eaccd9-1b92-4382-9ed4-7e139f375215,0,True,"[(442, 552)]",442,552,108,154,442,474,981,994,442,994,442,994,442,994,442,994,442,994,442,994,442,994,442,994,442,994,442,994,442,994.0,442.0,994.0,442.0,994.0,442.0,994.0,442.0,1.0132517838939856,1.0132517838939856
0941159b-a8d4-47f1-8cdc-30e8375a2668,11,False,"[(66, 111), (88, 99)]",166,188,57,57,166,66,177,177,66,187,88,177,66,177,66,187,88,187,88,187,88,177,66,177,66,187,88,177,66,180.7999,74.3597,177.0,66.0,177.0,66.0,183.7648,80.8824,1.0564971751412429,1.0
0941159b-a8d4-47f1-8cdc-30e8375a2668,11,False,"[(111, 66), (99, 88)]",188,166,57,57,188,111,177,177,111,187,99,177,111,177,111,187,99,187,99,187,99,177,111,177,111,187,99,177,111,180.7999,106.4402,177.0,111.0,177.0,111.0,183.7648,102.8824,1.0564971751412429,1.0
a710045e-16a6-4868-9cbd-8f2bb501140d,22,False,"[(75, 42)]",156,78,39,15,156,75,117,117,75,117,75,117,75,117,75,117,75,117,75,117,75,117,75,117,75,117,75,117,75,117.0,75.0,117.0,75.0,117.0,75.0,117.0,75.0,1.0,1.0
a710045e-16a6-4868-9cbd-8f2bb501140d,22,False,"[(42, 75)]",78,156,15,39,78,42,117,117,42,117,42,117,42,117,42,117,42,117,42,117,42,117,42,117,42,117,42,117,42,117.0,42.0,117.0,42.0,117.0,42.0,117.0,42.0,1.0,1.0
852eb7a1-efa1-4a2a-b15b-dc01935d6efa,44,True,"[(100, 90)]",100,90,46,36,100,109,163,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190.0,100.0,190.0,100.0,190.0,100.0,190.0,100.0,1.165644171779141,1.165644171779141
852eb7a1-efa1-4a2a-b15b-dc01935d6efa,44,True,"[(90, 100)]",90,100,36,46,90,54,163,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190.0,90.0,190.0,90.0,190.0,90.0,190.0,90.0,1.165644171779141,1.165644171779141
