eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
96b28736-dcc7-43bd-83c5-12463b02859f,23,False,"[(64, 109)]",100,112,37,58,100,67,167,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,1.035928143712575,1.035928143712575
96b28736-dcc7-43bd-83c5-12463b02859f,23,False,"[(109, 64)]",112,100,58,37,112,100,167,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,1.035928143712575,1.035928143712575
b55e1126-9f20-4b0e-b9c8-4ab4badfd043,232,True,"[(496, 188)]",496,188,198,66,496,496,684,684,496,684,496,684,496,684,496,684,496,684,496,684,496,684,496,684,496,684,496,684,496,684,496,684,496,684,496,684,496,1.0,1.0
b55e1126-9f20-4b0e-b9c8-4ab4badfd043,232,True,"[(188, 496)]",188,496,66,198,188,188,684,684,188,684,188,684,188,684,188,684,188,684,188,684,188,684,188,684,188,684,188,684,188,684,188,684,188,684,188,684,188,1.0,1.0
788e6511-dbe7-4ba4-98bc-cad9d13b9ef3,45,True,"[(67, 100)]",100,100,22,27,100,67,167,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,167,67,1.0,1.0
788e6511-dbe7-4ba4-98bc-cad9d13b9ef3,45,True,"[(100, 67)]",100,100,27,22,100,100,167,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,167,100,1.0,1.0
a6f8ce88-55b0-424c-9e25-91986a2e980b,11,False,"[(57, 68)]",100,122,32,23,100,74,115,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,1.0869565217391304,1.0869565217391304
a6f8ce88-55b0-424c-9e25-91986a2e980b,11,False,"[(68, 57)]",122,100,23,32,122,41,115,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,1.0869565217391304,1.0869565217391304
867946ac-0a1c-4afe-aa67-d1e5e16cc773,45,True,"[(144, 56)]",144,56,54,29,144,120,185,200,144,200,144,200,144,200,144,200,144,200,144,200,144,200,144,200,144,200,144,200,144,200,144,200,144,200,144,200,144,1.0810810810810811,1.0810810810810811
867946ac-0a1c-4afe-aa67-d1e5e16cc773,45,True,"[(56, 144)]",56,144,29,54,56,65,185,200,56,200,56,200,56,200,56,200,56,200,56,200,56,200,56,200,56,200,56,200,56,200,56,200,56,200,56,200,56,1.0810810810810811,1.0810810810810811
