eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,Nash,Individual Time In Nash,PoA,PoS
44b53cad-72c8-4db2-849d-26aef7f5589c,23,False,"[(139, 216), (138, 259)]",166,342,67,117,166,139,355,397,138,355,139,355,139,355,139,355,139,397,138,397,138,355,139,355,139,397,138,355,139,358.97900000000004,138.9053,355.0,139.0,397.0,138.0,355.0,139.0,1.1183098591549296,1.0
44b53cad-72c8-4db2-849d-26aef7f5589c,23,False,"[(216, 139), (259, 138)]",342,166,117,67,342,216,355,397,259,355,216,355,216,355,216,355,216,397,259,397,259,355,216,355,216,397,259,355,216,358.97900000000004,220.0737,355.0,216.0,397.0,259.0,355.0,216.0,1.1183098591549296,1.0
483a7d6c-4214-4af1-a265-1b7d1d66fd89,111,True,"[(122, 100)]",122,100,40,31,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
483a7d6c-4214-4af1-a265-1b7d1d66fd89,111,True,"[(100, 122)]",100,122,31,40,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
81c88ef6-5b09-4961-9404-0479ca655b17,441,True,"[(166, 12)]",166,12,49,3,166,166,178,178,166,178,166,178,166,178,166,178,166,178,166,178,166,178,166,178,166,178,166,178,166,178.0,166.0,178.0,166.0,178.0,166.0,178.0,166.0,1.0,1.0
81c88ef6-5b09-4961-9404-0479ca655b17,441,True,"[(12, 166)]",12,166,3,49,12,12,178,178,12,178,12,178,12,178,12,178,12,178,12,178,12,178,12,178,12,178,12,178,12,178.0,12.0,178.0,12.0,178.0,12.0,178.0,12.0,1.0,1.0
ec42380a-c109-4182-87a8-7f4bc37f3d95,55,False,"[(92, 147)]",100,156,19,43,100,92,239,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239.0,92.0,239.0,92.0,239.0,92.0,239.0,92.0,1.0,1.0
ec42380a-c109-4182-87a8-7f4bc37f3d95,55,False,"[(147, 92)]",156,100,43,19,156,147,239,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239.0,147.0,239.0,147.0,239.0,147.0,239.0,147.0,1.0,1.0
f1d1ac34-59f1-4ac3-91f0-67a92822fb31,11,True,"[(100, 188)]",100,188,28,44,100,102,281,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0249110320284698,1.0249110320284698
f1d1ac34-59f1-4ac3-91f0-67a92822fb31,11,True,"[(188, 100)]",188,100,44,28,188,179,281,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0249110320284698,1.0249110320284698
dc1cd4f2-db52-42f3-af8e-e5210af208ec,143,True,"[(122, 342)]",122,342,41,117,122,162,423,464,122,464,122,464,122,464,122,464,122,464,122,464,122,464,122,464,122,464,122,464,122,464.0,122.0,464.0,122.0,464.0,122.0,464.0,122.0,1.0969267139479906,1.0969267139479906
dc1cd4f2-db52-42f3-af8e-e5210af208ec,143,True,"[(342, 122)]",342,122,117,41,342,261,423,464,342,464,342,464,342,464,342,464,342,464,342,464,342,464,342,464,342,464,342,464,342,464.0,342.0,464.0,342.0,464.0,342.0,464.0,342.0,1.0969267139479906,1.0969267139479906
d2dc5b21-df1b-4c32-8d02-d8eb7bb81a97,133,True,"[(100, 100)]",100,100,23,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
d2dc5b21-df1b-4c32-8d02-d8eb7bb81a97,133,True,"[(100, 100)]",100,100,19,23,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
4c923d24-50fe-4b69-8735-fc8b26385c40,0,True,"[(1850, 244)]",1850,244,481,69,1850,1850,2094,2094,1850,2094,1850,2094,1850,2094,1850,2094,1850,2094,1850,2094,1850,2094,1850,2094,1850,2094,1850,2094,1850,2094.0,1850.0,2094.0,1850.0,2094.0,1850.0,2094.0,1850.0,1.0,1.0
4c923d24-50fe-4b69-8735-fc8b26385c40,0,True,"[(244, 1850)]",244,1850,69,481,244,244,2094,2094,244,2094,244,2094,244,2094,244,2094,244,2094,244,2094,244,2094,244,2094,244,2094,244,2094,244,2094.0,244.0,2094.0,244.0,2094.0,244.0,2094.0,244.0,1.0,1.0
6c2c09d8-89f4-4df7-9380-f3b767ed3457,23,True,"[(188, 1068)]",188,1068,70,386,188,188,1256,1256,188,1256,188,1256,188,1256,188,1256,188,1256,188,1256,188,1256,188,1256,188,1256,188,1256,188,1256.0,188.0,1256.0,188.0,1256.0,188.0,1256.0,188.0,1.0,1.0
6c2c09d8-89f4-4df7-9380-f3b767ed3457,23,True,"[(1068, 188)]",1068,188,386,70,1068,1068,1256,1256,1068,1256,1068,1256,1068,1256,1068,1256,1068,1256,1068,1256,1068,1256,1068,1256,1068,1256,1068,1256,1068,1256.0,1068.0,1256.0,1068.0,1256.0,1068.0,1256.0,1068.0,1.0,1.0
278eda02-1cde-4e43-8269-5088809c32c2,55,True,"[(100, 122)]",100,122,19,23,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
278eda02-1cde-4e43-8269-5088809c32c2,55,True,"[(122, 100)]",122,100,23,19,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
587025fd-c3e3-4a63-a698-16dfd5a3a26f,55,False,"[(92, 147)]",100,156,41,31,100,92,239,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239.0,92.0,239.0,92.0,239.0,92.0,239.0,92.0,1.0,1.0
587025fd-c3e3-4a63-a698-16dfd5a3a26f,55,False,"[(147, 92)]",156,100,31,41,156,147,239,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239.0,147.0,239.0,147.0,239.0,147.0,239.0,147.0,1.0,1.0
91e2242f-b844-4e61-a9dc-9e20dc510f56,243,True,"[(342, 540)]",342,540,108,164,342,342,882,882,342,882,342,882,342,882,342,882,342,882,342,882,342,882,342,882,342,882,342,882,342,882.0,342.0,882.0,342.0,882.0,342.0,882.0,342.0,1.0,1.0
91e2242f-b844-4e61-a9dc-9e20dc510f56,243,True,"[(540, 342)]",540,342,164,108,540,540,882,882,540,882,540,882,540,882,540,882,540,882,540,882,540,882,540,882,540,882,540,882,540,882.0,540.0,882.0,540.0,882.0,540.0,882.0,540.0,1.0,1.0
45b5fdb3-2463-464d-b9e2-bd21e51d6a81,77,True,"[(100, 100)]",100,100,28,27,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
45b5fdb3-2463-464d-b9e2-bd21e51d6a81,77,True,"[(100, 100)]",100,100,27,28,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
ed9f5214-b0f1-4469-93d8-3b665e40ec44,34,True,"[(99, 220)]",100,298,32,67,100,130,315,319,99,319,99,319,99,319,99,319,99,319,99,319,99,319,99,319,99,319,99,319,99,319.0,99.0,319.0,99.0,319.0,99.0,319.0,99.0,1.0126984126984127,1.0126984126984127
ed9f5214-b0f1-4469-93d8-3b665e40ec44,34,True,"[(220, 99)]",298,100,67,32,298,185,315,319,220,319,220,319,220,319,220,319,220,319,220,319,220,319,220,319,220,319,220,319,220,319.0,220.0,319.0,220.0,319.0,220.0,319.0,220.0,1.0126984126984127,1.0126984126984127
a941b2f6-d832-4de9-82e9-3ad0b6ce9b38,0,True,"[(100, 365)]",100,420,28,127,100,100,465,465,100,465,100,465,100,465,100,465,100,465,100,465,100,465,100,465,100,465,100,465,100,465.0,100.0,465.0,100.0,465.0,100.0,465.0,100.0,1.0,1.0
a941b2f6-d832-4de9-82e9-3ad0b6ce9b38,0,True,"[(365, 100)]",420,100,127,28,420,365,465,465,365,465,365,465,365,465,365,465,365,465,365,465,365,465,365,465,365,465,365,465,365,465.0,365.0,465.0,365.0,465.0,365.0,465.0,365.0,1.0,1.0
e8c58f40-36e3-4a45-b74b-00efbbb0e9b4,11,True,"[(100, 144)]",100,144,23,45,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
e8c58f40-36e3-4a45-b74b-00efbbb0e9b4,11,True,"[(144, 100)]",144,100,45,23,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
9e58367d-205b-4797-83f0-e73b82933b48,99,True,"[(100, 78)]",100,78,19,23,100,100,178,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0,1.0
9e58367d-205b-4797-83f0-e73b82933b48,99,True,"[(78, 100)]",78,100,23,19,78,78,178,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0,1.0
39d95409-3da2-4de2-b4e6-4140b01de232,77,True,"[(100, 144)]",100,144,23,27,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
39d95409-3da2-4de2-b4e6-4140b01de232,77,True,"[(144, 100)]",144,100,27,23,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
7ee626df-8bf4-4f3c-bac7-12c68888c1d7,89,True,"[(100, 188)]",100,188,19,43,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
7ee626df-8bf4-4f3c-bac7-12c68888c1d7,89,True,"[(188, 100)]",188,100,43,19,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
12e13152-1f56-485f-bd82-124637cd83ce,11,True,"[(122, 166)]",122,166,59,80,122,113,281,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288.0,122.0,288.0,122.0,288.0,122.0,288.0,122.0,1.0249110320284698,1.0249110320284698
12e13152-1f56-485f-bd82-124637cd83ce,11,True,"[(166, 122)]",166,122,80,59,166,168,281,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288.0,166.0,288.0,166.0,288.0,166.0,288.0,166.0,1.0249110320284698,1.0249110320284698
18910dad-ae24-410b-a393-8feae8ed39f9,77,False,"[(266, 233), (262, 251), (258, 269)]",584,474,160,112,584,266,499,499,266,513,262,499,266,499,266,513,262,499,266,499,266,499,266,499,266,527,258,499,266,502.95079999999996,264.8712,499.0,266.0,499.0,266.0,499.00019999999995,266.0,1.0561122244488979,1.0
18910dad-ae24-410b-a393-8feae8ed39f9,77,False,"[(233, 266), (251, 262), (269, 258)]",474,584,112,160,474,233,499,499,233,513,251,499,233,499,233,513,251,499,233,499,233,499,233,499,233,527,269,499,233,502.95079999999996,238.0796,499.0,233.0,499.0,233.0,499.00019999999995,233.0002,1.0561122244488979,1.0
b0378b95-d209-490a-9c99-ede26dce9ea3,0,True,"[(188, 530)]",188,530,53,195,188,207,711,718,188,718,188,718,188,718,188,718,188,718,188,718,188,718,188,718,188,718,188,718,188,718.0,188.0,718.0,188.0,718.0,188.0,718.0,188.0,1.009845288326301,1.009845288326301
b0378b95-d209-490a-9c99-ede26dce9ea3,0,True,"[(530, 188)]",530,188,195,53,530,504,711,718,530,718,530,718,530,718,530,718,530,718,530,718,530,718,530,718,530,718,530,718,530,718.0,530.0,718.0,530.0,718.0,530.0,718.0,530.0,1.009845288326301,1.009845288326301
32124d59-5430-4b29-99bb-3b91dae7c28c,33,True,"[(100, 166)]",100,166,27,39,100,102,259,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.027027027027027,1.027027027027027
32124d59-5430-4b29-99bb-3b91dae7c28c,33,True,"[(166, 100)]",166,100,39,27,166,157,259,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.027027027027027,1.027027027027027
dd2f7d9c-8c82-491c-b59a-a5a80ca5ad0d,77,True,"[(100, 100)]",100,100,19,23,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
dd2f7d9c-8c82-491c-b59a-a5a80ca5ad0d,77,True,"[(100, 100)]",100,100,23,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
6c083259-7dc1-40bc-8145-9dee03fc0cbf,123,True,"[(100, 144)]",100,144,28,49,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
6c083259-7dc1-40bc-8145-9dee03fc0cbf,123,True,"[(144, 100)]",144,100,49,28,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
204b480d-0b99-4fba-ab40-6bf86c1c1da5,133,True,"[(100, 122)]",100,122,32,36,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
204b480d-0b99-4fba-ab40-6bf86c1c1da5,133,True,"[(122, 100)]",122,100,36,32,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
c0313c96-574b-4dcf-b5d9-142c88e2e87f,122,True,"[(100, 188)]",100,188,54,57,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
c0313c96-574b-4dcf-b5d9-142c88e2e87f,122,True,"[(188, 100)]",188,100,57,54,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
e968a1b4-6142-4fe7-8a04-5494f961a3fd,89,True,"[(396, 121), (405, 108)]",420,210,110,63,420,405,513,513,405,517,396,513,405,513,405,517,396,517,396,517,396,513,405,517,396,513,405,513,405,515.9853,398.2829,513.0,405.0,517.0,396.0,517.0,396.0,1.0077972709551657,1.0
e968a1b4-6142-4fe7-8a04-5494f961a3fd,89,True,"[(121, 396), (108, 405)]",210,420,63,110,210,108,513,513,108,517,121,513,108,513,108,517,121,517,121,517,121,513,108,517,121,513,108,513,108,515.9853,117.7024,513.0,108.0,517.0,121.0,517.0,121.0,1.0077972709551657,1.0
30cbc08b-aadc-4ba3-9989-696fdee603b6,0,True,"[(100, 332)]",100,332,37,120,100,100,432,432,100,432,100,432,100,432,100,432,100,432,100,432,100,432,100,432,100,432,100,432,100,432.0,100.0,432.0,100.0,432.0,100.0,432.0,100.0,1.0,1.0
30cbc08b-aadc-4ba3-9989-696fdee603b6,0,True,"[(332, 100)]",332,100,120,37,332,332,432,432,332,432,332,432,332,432,332,432,332,432,332,432,332,432,332,432,332,432,332,432,332,432.0,332.0,432.0,332.0,432.0,332.0,432.0,332.0,1.0,1.0
1cb0a779-38c3-48cf-b5c1-62707dcdb5e8,33,True,"[(100, 144)]",100,144,37,52,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
1cb0a779-38c3-48cf-b5c1-62707dcdb5e8,33,True,"[(144, 100)]",144,100,52,37,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
d7a11c16-0adc-4882-b145-a9e5f8341052,111,True,"[(100, 320)]",100,320,23,67,100,125,327,420,100,420,100,420,100,420,100,420,100,420,100,420,100,420,100,420,100,420,100,420,100,420.0,100.0,420.0,100.0,420.0,100.0,420.0,100.0,1.2844036697247707,1.2844036697247707
d7a11c16-0adc-4882-b145-a9e5f8341052,111,True,"[(320, 100)]",320,100,67,23,320,202,327,420,320,420,320,420,320,420,320,420,320,420,320,420,320,420,320,420,320,420,320,420,320,420.0,320.0,420.0,320.0,420.0,320.0,420.0,320.0,1.2844036697247707,1.2844036697247707
a0af3295-39dc-4ba4-80df-fbb6bcdfcf86,0,False,"[(92, 147)]",100,156,19,47,92,92,239,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239,92,239.0,92.0,239.0,92.0,239.0,92.0,239.0,92.0,1.0,1.0
a0af3295-39dc-4ba4-80df-fbb6bcdfcf86,0,False,"[(147, 92)]",156,100,47,19,147,147,239,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239,147,239.0,147.0,239.0,147.0,239.0,147.0,239.0,147.0,1.0,1.0
b2e58d50-743d-425a-a510-ed2ddbafc8a0,111,True,"[(100, 56)]",100,56,19,11,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
b2e58d50-743d-425a-a510-ed2ddbafc8a0,111,True,"[(56, 100)]",56,100,11,19,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
e5f96206-d85a-423f-a9c6-cee4656fa937,67,True,"[(100, 156)]",100,156,37,38,100,100,256,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256.0,100.0,256.0,100.0,256.0,100.0,256.0,100.0,1.0,1.0
e5f96206-d85a-423f-a9c6-cee4656fa937,67,True,"[(156, 100)]",156,100,38,37,156,156,256,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256.0,156.0,256.0,156.0,256.0,156.0,256.0,156.0,1.0,1.0
6a313925-5bc6-4aa2-b6bd-4b7684986bb8,121,True,"[(122, 122)]",122,122,41,32,122,122,244,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244.0,122.0,244.0,122.0,244.0,122.0,244.0,122.0,1.0,1.0
6a313925-5bc6-4aa2-b6bd-4b7684986bb8,121,True,"[(122, 122)]",122,122,32,41,122,122,244,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244.0,122.0,244.0,122.0,244.0,122.0,244.0,122.0,1.0,1.0
7fda1dc5-636d-4c39-a9e4-ce7955b7923a,0,False,"[(122, 441), (101, 454)]",144,508,27,148,144,104,549,555,101,563,122,555,101,555,101,563,122,555,101,563,122,555,101,555,101,563,122,555,101,557.2746999999999,106.971,555.0,101.0,555.0,101.0,555.0,101.0,1.0255009107468125,1.010928961748634
7fda1dc5-636d-4c39-a9e4-ce7955b7923a,0,False,"[(441, 122), (454, 101)]",508,144,148,27,508,445,549,555,454,563,441,555,454,555,454,563,441,555,454,563,441,555,454,555,454,563,441,555,454,557.2746999999999,450.3037,555.0,454.0,555.0,454.0,555.0,454.0,1.0255009107468125,1.010928961748634
80705c67-f6c6-4116-b2d5-dd293f042a3a,55,False,"[(92, 235)]",100,244,19,67,100,92,327,327,92,327,92,327,92,327,92,327,92,327,92,327,92,327,92,327,92,327,92,327,92,327.0,92.0,327.0,92.0,327.0,92.0,327.0,92.0,1.0,1.0
80705c67-f6c6-4116-b2d5-dd293f042a3a,55,False,"[(235, 92)]",244,100,67,19,244,235,327,327,235,327,235,327,235,327,235,327,235,327,235,327,235,327,235,327,235,327,235,327,235,327.0,235.0,327.0,235.0,327.0,235.0,327.0,235.0,1.0,1.0
88a69321-ce56-48ab-b647-10d55095fb68,0,False,"[(137, 270)]",210,420,65,139,210,140,401,407,137,407,137,407,137,407,137,407,137,407,137,407,137,407,137,407,137,407,137,407,137,407.0,137.0,407.0,137.0,407.0,137.0,407.0,137.0,1.0149625935162094,1.0149625935162094
88a69321-ce56-48ab-b647-10d55095fb68,0,False,"[(270, 137)]",420,210,139,65,420,261,401,407,270,407,270,407,270,407,270,407,270,407,270,407,270,407,270,407,270,407,270,407,270,407.0,270.0,407.0,270.0,407.0,270.0,407.0,270.0,1.0149625935162094,1.0149625935162094
d895cc00-13f3-4b75-bef8-5a8ef8256720,56,True,"[(100, 288)]",100,288,50,122,100,100,388,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388.0,100.0,388.0,100.0,388.0,100.0,388.0,100.0,1.0,1.0
d895cc00-13f3-4b75-bef8-5a8ef8256720,56,True,"[(288, 100)]",288,100,122,50,288,288,388,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388.0,288.0,388.0,288.0,388.0,288.0,388.0,288.0,1.0,1.0
df62c74c-dc03-4d1e-8d76-eb35b6a68c78,45,True,"[(100, 188)]",100,188,19,75,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
df62c74c-dc03-4d1e-8d76-eb35b6a68c78,45,True,"[(188, 100)]",188,100,75,19,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
8b40c073-808f-4e22-a1c1-2e5755a58454,89,True,"[(100, 320)]",100,320,32,103,100,124,403,420,100,420,100,420,100,420,100,420,100,420,100,420,100,420,100,420,100,420,100,420,100,420.0,100.0,420.0,100.0,420.0,100.0,420.0,100.0,1.0421836228287842,1.0421836228287842
8b40c073-808f-4e22-a1c1-2e5755a58454,89,True,"[(320, 100)]",320,100,103,32,320,279,403,420,320,420,320,420,320,420,320,420,320,420,320,420,320,420,320,420,320,420,320,420,320,420.0,320.0,420.0,320.0,420.0,320.0,420.0,320.0,1.0421836228287842,1.0421836228287842
ad8e3d7f-5974-4ef8-be55-244003590e79,99,True,"[(100, 122)]",100,122,28,23,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
ad8e3d7f-5974-4ef8-be55-244003590e79,99,True,"[(122, 100)]",122,100,23,28,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
9e7f380e-2fa6-494a-969b-d86fa1159836,56,True,"[(138, 259), (134, 267), (161, 238)]",166,298,58,85,166,137,395,401,134,399,161,397,138,397,138,399,161,401,134,397,138,397,138,397,138,399,161,397,138,397.421,142.8421,397.0,138.0,400.6666,134.3333,397.0,138.0,1.0151898734177216,1.0050632911392405
9e7f380e-2fa6-494a-969b-d86fa1159836,56,True,"[(259, 138), (267, 134), (238, 161)]",298,166,85,58,298,258,395,401,267,399,238,397,259,397,259,399,238,401,267,397,259,397,259,397,259,399,238,397,259,397.421,254.5789,397.0,259.0,400.6666,266.3333,397.0,259.0,1.0151898734177216,1.0050632911392405
2897a65e-5aeb-4df0-a7e7-c60b4579ad7f,0,True,"[(1718, 166)]",1718,166,434,44,1718,1718,1884,1884,1718,1884,1718,1884,1718,1884,1718,1884,1718,1884,1718,1884,1718,1884,1718,1884,1718,1884,1718,1884,1718,1884.0,1718.0,1884.0,1718.0,1884.0,1718.0,1884.0,1718.0,1.0,1.0
2897a65e-5aeb-4df0-a7e7-c60b4579ad7f,0,True,"[(166, 1718)]",166,1718,44,434,166,166,1884,1884,166,1884,166,1884,166,1884,166,1884,166,1884,166,1884,166,1884,166,1884,166,1884,166,1884,166,1884.0,166.0,1884.0,166.0,1884.0,166.0,1884.0,166.0,1.0,1.0
7cc238b9-5852-42f1-94c5-7e950a270be8,133,True,"[(100, 166)]",100,166,23,31,100,100,266,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.0,1.0
7cc238b9-5852-42f1-94c5-7e950a270be8,133,True,"[(166, 100)]",166,100,31,23,166,166,266,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.0,1.0
c7c59125-ef7b-4a81-8007-946cc87ef427,111,True,"[(122, 100)]",122,100,50,19,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
c7c59125-ef7b-4a81-8007-946cc87ef427,111,True,"[(100, 122)]",100,122,19,50,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
acd7c484-0934-4d37-8beb-f91603bfaa8c,132,True,"[(122, 78)]",122,78,23,28,122,122,200,200,122,200,122,200,122,200,122,200,122,200,122,200,122,200,122,200,122,200,122,200,122,200.0,122.0,200.0,122.0,200.0,122.0,200.0,122.0,1.0,1.0
