eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,PoA,PoS
daa291db-5dd2-428c-9e27-9720e382af04,100,True,"[(100, 276)]",100,276,37,107,100,175,328,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376.0,100.0,376.0,100.0,376.0,100.0,376.0,100.0,1.146341463414634,1.146341463414634
daa291db-5dd2-428c-9e27-9720e382af04,100,True,"[(276, 100)]",276,100,107,37,276,153,328,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376.0,276.0,376.0,276.0,376.0,276.0,376.0,276.0,1.146341463414634,1.146341463414634
46c62db6-92aa-4ca9-b7e3-e905c215c01f,12,False,"[(93, 115), (66, 132)]",100,210,27,52,100,66,198,198,66,208,93,198,66,198,66,208,93,198,66,198,66,198,66,198,66,208,93,198,66,198.0,66.0,198.0,66.0,199.839,70.9653,198.0,66.0,1.0505050505050506,1.0
46c62db6-92aa-4ca9-b7e3-e905c215c01f,12,False,"[(115, 93), (132, 66)]",210,100,52,27,210,132,198,198,132,208,115,198,132,198,132,208,115,198,132,198,132,198,132,198,132,208,115,198,132,198.0,132.0,198.0,132.0,199.839,128.87369999999999,198.0,132.0,1.0505050505050506,1.0
746660d8-4c43-471f-a1c5-6892bf1ab621,0,False,"[(98, 176)]",100,266,37,104,100,101,268,274,98,274,98,274,98,274,98,274,98,274,98,274,98,274,98,274,98,274,98,274,98,274.0,98.0,274.0,98.0,274.0,98.0,274.0,98.0,1.0223880597014925,1.0223880597014925
746660d8-4c43-471f-a1c5-6892bf1ab621,0,False,"[(176, 98)]",266,100,104,37,266,167,268,274,176,274,176,274,176,274,176,274,176,274,176,274,176,274,176,274,176,274,176,274,176,274.0,176.0,274.0,176.0,274.0,176.0,274.0,176.0,1.0223880597014925,1.0223880597014925
70be5494-b409-4783-9d03-2902cdba9b50,44,True,"[(77, 77)]",100,112,19,32,100,77,154,154,77,154,77,154,77,154,77,154,77,154,77,154,77,154,77,154,77,154,77,154,77,154.0,77.0,154.0,77.0,154.0,77.0,154.0,77.0,1.0,1.0
70be5494-b409-4783-9d03-2902cdba9b50,44,True,"[(77, 77)]",112,100,32,19,112,77,154,154,77,154,77,154,77,154,77,154,77,154,77,154,77,154,77,154,77,154,77,154,77,154.0,77.0,154.0,77.0,154.0,77.0,154.0,77.0,1.0,1.0
0b05c477-c009-4703-88be-fa1cecdb2fea,55,True,"[(90, 134)]",90,134,31,57,90,64,216,224,90,224,90,224,90,224,90,224,90,224,90,224,90,224,90,224,90,224,90,224,90,224.0,90.0,224.0,90.0,224.0,90.0,224.0,90.0,1.037037037037037,1.037037037037037
0b05c477-c009-4703-88be-fa1cecdb2fea,55,True,"[(134, 90)]",134,90,57,31,134,152,216,224,134,224,134,224,134,224,134,224,134,224,134,224,134,224,134,224,134,224,134,224,134,224.0,134.0,224.0,134.0,224.0,134.0,224.0,134.0,1.037037037037037,1.037037037037037
6c62265e-7c37-435d-967f-ae2ee4a258a6,66,True,"[(166, 100)]",166,100,85,45,166,103,250,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.064,1.064
6c62265e-7c37-435d-967f-ae2ee4a258a6,66,True,"[(100, 166)]",100,166,45,85,100,147,250,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.064,1.064
b75b0f2b-23e8-4d81-8727-4d30d9103195,78,True,"[(122, 144)]",122,144,50,54,122,122,266,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266.0,122.0,266.0,122.0,266.0,122.0,266.0,122.0,1.0,1.0
b75b0f2b-23e8-4d81-8727-4d30d9103195,78,True,"[(144, 122)]",144,122,54,50,144,144,266,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266.0,144.0,266.0,144.0,266.0,144.0,266.0,144.0,1.0,1.0
ae650310-a7a8-4990-9ed9-ca28cf32b7ed,100,True,"[(100, 210)]",100,210,28,75,100,100,310,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310.0,100.0,310.0,100.0,310.0,100.0,310.0,100.0,1.0,1.0
ae650310-a7a8-4990-9ed9-ca28cf32b7ed,100,True,"[(210, 100)]",210,100,75,28,210,210,310,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310.0,210.0,310.0,210.0,310.0,210.0,310.0,210.0,1.0,1.0
fce996de-0f0d-4832-92ca-31bf6c8b5e1b,0,False,"[(54, 198)]",100,266,27,69,100,57,246,252,54,252,54,252,54,252,54,252,54,252,54,252,54,252,54,252,54,252,54,252,54,252.0,54.0,252.0,54.0,252.0,54.0,252.0,54.0,1.024390243902439,1.024390243902439
