eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,PoA,PoS
d2a54c74-d30e-4a1b-a1b9-ffc9d86c17ec,0,False,"[(90, 90), (69, 91)]",144,200,53,64,144,69,160,160,69,180,90,160,69,160,69,180,90,160,69,160,69,160,69,160,69,180,90,160,69,160.629,69.6604,160.0,69.0,160.0,69.0,160.0,69.0,1.125,1.0
d2a54c74-d30e-4a1b-a1b9-ffc9d86c17ec,0,False,"[(90, 90), (91, 69)]",200,144,64,53,200,91,160,160,91,180,90,160,91,160,91,180,90,160,91,160,91,160,91,160,91,180,90,160,91,160.629,90.9686,160.0,91.0,160.0,91.0,160.0,91.0,1.125,1.0
3af83252-ee3e-400a-b4b5-58fe7a26fbe4,12,False,"[(44, 78)]",122,134,35,35,122,47,116,122,44,122,44,122,44,122,44,122,44,122,44,122,44,122,44,122,44,122,44,122,44,122.0,44.0,122.0,44.0,122.0,44.0,122.0,44.0,1.0517241379310345,1.0517241379310345
3af83252-ee3e-400a-b4b5-58fe7a26fbe4,12,False,"[(78, 44)]",134,122,35,35,134,69,116,122,78,122,78,122,78,122,78,122,78,122,78,122,78,122,78,122,78,122,78,122,78,122.0,78.0,122.0,78.0,122.0,78.0,122.0,78.0,1.0517241379310345,1.0517241379310345
6b1d1473-d9fd-4684-a2ac-ff4fa9626b02,34,True,"[(90, 34)]",90,34,28,16,90,53,106,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124.0,90.0,124.0,90.0,124.0,90.0,124.0,90.0,1.169811320754717,1.169811320754717
6b1d1473-d9fd-4684-a2ac-ff4fa9626b02,34,True,"[(34, 90)]",34,90,16,28,34,53,106,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124.0,34.0,124.0,34.0,124.0,34.0,124.0,34.0,1.169811320754717,1.169811320754717
bc287560-b20b-4cde-beb9-559e97ac2133,34,True,"[(59, 81), (55, 89)]",100,100,36,36,100,58,138,144,55,140,59,140,59,140,59,140,59,140,59,140,59,140,59,140,59,144,55,140,59,140.69729999999998,58.3028,140.0,59.0,140.0,59.0,140.0,59.0,1.0434782608695652,1.0144927536231885
bc287560-b20b-4cde-beb9-559e97ac2133,34,True,"[(81, 59), (89, 55)]",100,100,36,36,100,80,138,144,89,140,81,140,81,140,81,140,81,140,81,140,81,140,81,140,81,144,89,140,81,140.69729999999998,82.3945,140.0,81.0,140.0,81.0,140.0,81.0,1.0434782608695652,1.0144927536231885
1b2b66b0-c641-438a-9318-f971c35f7c83,33,False,"[(70, 36), (61, 39)]",90,90,31,28,90,61,100,106,70,100,61,100,61,100,61,100,61,100,61,100,61,100,61,100,61,106,70,100,61,100.911,62.3665,100.0,61.0,100.0,61.0,100.0,61.0,1.06,1.0
1b2b66b0-c641-438a-9318-f971c35f7c83,33,False,"[(36, 70), (39, 61)]",90,90,28,31,90,39,100,106,36,100,39,100,39,100,39,100,39,100,39,100,39,100,39,100,39,106,36,100,39,100.911,38.5445,100.0,39.0,100.0,39.0,100.0,39.0,1.06,1.0
d9852558-c882-4110-99fd-2a41f5fb5dda,12,False,"[(67, 45), (41, 63)]",100,112,32,32,100,41,104,104,41,104,41,104,41,104,41,112,67,104,41,104,41,104,41,104,41,112,67,104,41,107.03,50.8474,104.0,41.0,104.00989999999999,41.032,105.8182,46.9091,1.0769230769230769,1.0
d9852558-c882-4110-99fd-2a41f5fb5dda,12,False,"[(45, 67), (63, 41)]",112,100,32,32,112,63,104,104,63,104,63,104,63,104,63,112,45,104,63,104,63,104,63,104,63,112,45,104,63,107.03,56.1826,104.0,63.0,104.00989999999999,62.9779,105.8182,58.9091,1.0769230769230769,1.0
20d4c91f-d3c5-4945-8e91-294982aa039f,22,False,"[(154, 176)]",442,408,145,133,442,154,330,330,154,330,154,330,154,330,154,330,154,330,154,330,154,330,154,330,154,330,154,330,154,330.0,154.0,330.0,154.0,330.0,154.0,330.0,154.0,1.0,1.0
20d4c91f-d3c5-4945-8e91-294982aa039f,22,False,"[(176, 154)]",408,442,133,145,408,176,330,330,176,330,176,330,176,330,176,330,176,330,176,330,176,330,176,330,176,330,176,330,176,330.0,176.0,330.0,176.0,330.0,176.0,330.0,176.0,1.0,1.0
081eab7a-6117-40a6-b9db-db945d47340b,34,False,"[(66, 44), (44, 66)]",100,100,19,27,100,44,110,110,66,110,66,110,66,110,66,110,66,110,66,110,66,110,66,110,66,110,66,110,66,110.0,55.0,110.0,44.0,110.0,55.0,110.0,55.0,1.0,1.0
081eab7a-6117-40a6-b9db-db945d47340b,34,False,"[(44, 66), (66, 44)]",100,100,27,19,100,66,110,110,44,110,44,110,44,110,44,110,44,110,44,110,44,110,44,110,44,110,44,110,44,110.0,55.0,110.0,66.0,110.0,55.0,110.0,55.0,1.0,1.0
c71eae30-734a-4653-bca3-db051dbaf209,11,False,"[(46, 24)]",90,34,19,7,90,46,70,70,46,70,46,70,46,70,46,70,46,70,46,70,46,70,46,70,46,70,46,70,46,70.0,46.0,70.0,46.0,70.0,46.0,70.0,46.0,1.0,1.0
c71eae30-734a-4653-bca3-db051dbaf209,11,False,"[(24, 46)]",34,90,7,19,34,24,70,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70.0,24.0,70.0,24.0,70.0,24.0,70.0,24.0,1.0,1.0
550fa83d-a7cf-42d3-8a23-707ecb180a55,34,True,"[(210, 90)]",210,90,48,27,210,217,280,300,210,300,210,300,210,300,210,300,210,300,210,300,210,300,210,300,210,300,210,300,210,300.0,210.0,300.0,210.0,300.0,210.0,300.0,210.0,1.0714285714285714,1.0714285714285714
550fa83d-a7cf-42d3-8a23-707ecb180a55,34,True,"[(90, 210)]",90,210,27,48,90,63,280,300,90,300,90,300,90,300,90,300,90,300,90,300,90,300,90,300,90,300,90,300,90,300.0,90.0,300.0,90.0,300.0,90.0,300.0,90.0,1.0714285714285714,1.0714285714285714
691d8c9d-4d2e-4fc0-8913-1aa8c37b75cd,0,False,"[(32, 66), (36, 58)]",122,156,27,31,59,35,92,98,32,94,36,94,36,94,36,94,36,98,32,94,36,94,36,94,36,98,32,94,36,95.41,34.5899,94.0,36.0,94.0007,35.999300000000005,98.0,32.0,1.065217391304348,1.0217391304347827
691d8c9d-4d2e-4fc0-8913-1aa8c37b75cd,0,False,"[(66, 32), (58, 36)]",156,122,31,27,93,57,92,98,66,94,58,94,58,94,58,94,58,98,66,94,58,94,58,94,58,98,66,94,58,95.41,60.8201,94.0,58.0,94.0007,58.001400000000004,98.0,66.0,1.065217391304348,1.0217391304347827
4fc23d65-b853-437d-bb45-b39bc14418ca,0,True,"[(256, 12)]",256,12,116,3,256,238,266,268,256,268,256,268,256,268,256,268,256,268,256,268,256,268,256,268,256,268,256,268,256,268.0,256.0,268.0,256.0,268.0,256.0,268.0,256.0,1.0075187969924813,1.0075187969924813
4fc23d65-b853-437d-bb45-b39bc14418ca,0,True,"[(12, 256)]",12,256,3,116,12,28,266,268,12,268,12,268,12,268,12,268,12,268,12,268,12,268,12,268,12,268,12,268,12,268.0,12.0,268.0,12.0,268.0,12.0,268.0,12.0,1.0075187969924813,1.0075187969924813
