eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
66acdd70-aeb5-4581-9ee5-8d76f0cce25b,56,True,"[(738, 12)]",738,12,266,3,738,738,750,750,738,750,738,750,738,750,738,750,738,750,738,750,738,750,738,750,738,750,738,750,738,750.0,738.0,750.0,738.0,750.0,738.0,750.0,738.0,1.0,1.0
66acdd70-aeb5-4581-9ee5-8d76f0cce25b,56,True,"[(12, 738)]",12,738,3,266,12,12,750,750,12,750,12,750,12,750,12,750,12,750,12,750,12,750,12,750,12,750,12,750,12,750.0,12.0,750.0,12.0,750.0,12.0,750.0,12.0,1.0,1.0
f0231465-2bc4-4e86-a030-5879601570d3,55,True,"[(122, 134)]",122,134,49,44,122,122,256,256,122,256,122,256,122,256,122,256,122,256,122,256,122,256,122,256,122,256,122,256,122,256.0,122.0,256.0,122.0,256.0,122.0,256.0,122.0,1.0,1.0
f0231465-2bc4-4e86-a030-5879601570d3,55,True,"[(134, 122)]",134,122,44,49,134,134,256,256,134,256,134,256,134,256,134,256,134,256,134,256,134,256,134,256,134,256,134,256,134,256.0,134.0,256.0,134.0,256.0,134.0,256.0,134.0,1.0,1.0
041c4c78-43f7-43f1-8bcd-f5f1c188df62,89,True,"[(100, 78)]",100,78,28,24,100,100,178,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0,1.0
041c4c78-43f7-43f1-8bcd-f5f1c188df62,89,True,"[(78, 100)]",78,100,24,28,78,78,178,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0,1.0
3d541c38-0f53-41b6-96d9-bac24fc059ed,33,True,"[(100, 188)]",100,188,55,62,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
3d541c38-0f53-41b6-96d9-bac24fc059ed,33,True,"[(188, 100)]",188,100,62,55,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
a86fcc3f-2893-4259-bad4-4a33217a73ad,33,True,"[(90, 78)]",90,78,26,19,90,107,159,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168.0,90.0,168.0,90.0,168.0,90.0,168.0,90.0,1.0566037735849056,1.0566037735849056
a86fcc3f-2893-4259-bad4-4a33217a73ad,33,True,"[(78, 90)]",78,90,19,26,78,52,159,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168.0,78.0,168.0,78.0,168.0,78.0,168.0,78.0,1.0566037735849056,1.0566037735849056
823c7ed2-8429-46b6-82d9-16030de032b8,89,True,"[(100, 100)]",100,100,37,28,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
823c7ed2-8429-46b6-82d9-16030de032b8,89,True,"[(100, 100)]",100,100,28,37,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
c0d4f2a6-66db-4871-8b91-84de852b0e2b,77,True,"[(144, 232)]",144,232,36,88,144,81,339,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376,144,376.0,144.0,376.0,144.0,376.0,144.0,376.0,144.0,1.1091445427728615,1.1091445427728615
c0d4f2a6-66db-4871-8b91-84de852b0e2b,77,True,"[(232, 144)]",232,144,88,36,232,258,339,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376,232,376.0,232.0,376.0,232.0,376.0,232.0,376.0,232.0,1.1091445427728615,1.1091445427728615
6767ee4a-7462-4945-8b67-bc58dc8e7a4a,89,True,"[(100, 222)]",100,222,28,51,100,108,249,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322.0,100.0,322.0,100.0,322.0,100.0,322.0,100.0,1.2931726907630523,1.2931726907630523
6767ee4a-7462-4945-8b67-bc58dc8e7a4a,89,True,"[(222, 100)]",222,100,51,28,222,141,249,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322.0,222.0,322.0,222.0,322.0,222.0,322.0,222.0,1.2931726907630523,1.2931726907630523
cdf857ab-177e-4847-8678-bce2dc851efe,34,True,"[(1388, 34)]",1388,34,547,20,1388,1388,1422,1422,1388,1422,1388,1422,1388,1422,1388,1422,1388,1422,1388,1422,1388,1422,1388,1422,1388,1422,1388,1422,1388,1422.0,1388.0,1422.0,1388.0,1422.0,1388.0,1422.0,1388.0,1.0,1.0
cdf857ab-177e-4847-8678-bce2dc851efe,34,True,"[(34, 1388)]",34,1388,20,547,34,34,1422,1422,34,1422,34,1422,34,1422,34,1422,34,1422,34,1422,34,1422,34,1422,34,1422,34,1422,34,1422.0,34.0,1422.0,34.0,1422.0,34.0,1422.0,34.0,1.0,1.0
dfd3e472-4c77-4f8f-8c74-62a039b114ce,309,True,"[(100, 914)]",100,914,28,247,100,100,1014,1014,100,1014,100,1014,100,1014,100,1014,100,1014,100,1014,100,1014,100,1014,100,1014,100,1014,100,1014.0,100.0,1014.0,100.0,1014.0,100.0,1014.0,100.0,1.0,1.0
dfd3e472-4c77-4f8f-8c74-62a039b114ce,309,True,"[(914, 100)]",914,100,247,28,914,914,1014,1014,914,1014,914,1014,914,1014,914,1014,914,1014,914,1014,914,1014,914,1014,914,1014,914,1014,914,1014.0,914.0,1014.0,914.0,1014.0,914.0,1014.0,914.0,1.0,1.0
0a6b78c0-906f-4ba3-87d7-1ffcf5a0d03f,55,True,"[(100, 112)]",100,112,23,23,100,123,191,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212.0,100.0,212.0,100.0,212.0,100.0,212.0,100.0,1.1099476439790577,1.1099476439790577
0a6b78c0-906f-4ba3-87d7-1ffcf5a0d03f,55,True,"[(112, 100)]",112,100,23,23,112,68,191,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212.0,112.0,212.0,112.0,212.0,112.0,212.0,112.0,1.1099476439790577,1.1099476439790577
a9ebb12a-3dbe-4443-978d-ff4fc9bfc644,99,True,"[(464, 210)]",464,210,135,79,464,275,583,674,464,674,464,674,464,674,464,674,464,674,464,674,464,674,464,674,464,674,464,674,464,674.0,464.0,674.0,464.0,674.0,464.0,674.0,464.0,1.1560891938250428,1.1560891938250428
a9ebb12a-3dbe-4443-978d-ff4fc9bfc644,99,True,"[(210, 464)]",210,464,79,135,210,308,583,674,210,674,210,674,210,674,210,674,210,674,210,674,210,674,210,674,210,674,210,674,210,674.0,210.0,674.0,210.0,674.0,210.0,674.0,210.0,1.1560891938250428,1.1560891938250428
6f2401ff-86a6-4f4f-9245-0f5b24516c58,11,False,"[(82, 93)]",100,100,28,46,100,82,175,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175,82,175.0,82.0,175.0,82.0,175.0,82.0,175.0,82.0,1.0,1.0
6f2401ff-86a6-4f4f-9245-0f5b24516c58,11,False,"[(93, 82)]",100,100,46,28,100,93,175,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175,93,175.0,93.0,175.0,93.0,175.0,93.0,175.0,93.0,1.0,1.0
14e83807-67b5-4c11-be08-a65b494fc8d0,45,True,"[(104, 203)]",144,298,45,95,144,104,307,307,104,307,104,307,104,307,104,307,104,307,104,307,104,307,104,307,104,307,104,307,104,307.0,104.0,307.0,104.0,307.0,104.0,307.0,104.0,1.0,1.0
14e83807-67b5-4c11-be08-a65b494fc8d0,45,True,"[(203, 104)]",298,144,95,45,298,203,307,307,203,307,203,307,203,307,203,307,203,307,203,307,203,307,203,307,203,307,203,307,203,307.0,203.0,307.0,203.0,307.0,203.0,307.0,203.0,1.0,1.0
9544a0bd-5a6c-437e-8e20-b757ee1eb5f6,101,True,"[(112, 112)]",112,112,40,31,112,112,224,224,112,224,112,224,112,224,112,224,112,224,112,224,112,224,112,224,112,224,112,224,112,224.0,112.0,224.0,112.0,224.0,112.0,224.0,112.0,1.0,1.0
9544a0bd-5a6c-437e-8e20-b757ee1eb5f6,101,True,"[(112, 112)]",112,112,31,40,112,112,224,224,112,224,112,224,112,224,112,224,112,224,112,224,112,224,112,224,112,224,112,224,112,224.0,112.0,224.0,112.0,224.0,112.0,224.0,112.0,1.0,1.0
99c28d2c-0a50-4ee8-be50-3f1179e43f3c,1,True,"[(89, 166), (81, 170)]",100,266,28,71,100,84,245,251,81,255,89,251,81,251,81,255,89,251,81,251,81,251,81,251,81,255,89,251,81,251.0,81.0,251.0,81.0,251.0,81.0,251.3471,81.69409999999999,1.0408163265306123,1.0244897959183674
99c28d2c-0a50-4ee8-be50-3f1179e43f3c,1,True,"[(166, 89), (170, 81)]",266,100,71,28,266,161,245,251,170,255,166,251,170,251,170,255,166,251,170,251,170,251,170,251,170,255,166,251,170,251.0,170.0,251.0,170.0,251.0,170.0,251.3471,169.65300000000002,1.0408163265306123,1.0244897959183674
85768541-f497-42f6-b55c-1d17e1cc1d89,56,True,"[(144, 188)]",144,188,35,48,144,179,281,332,144,332,144,332,144,332,144,332,144,332,144,332,144,332,144,332,144,332,144,332,144,332.0,144.0,332.0,144.0,332.0,144.0,332.0,144.0,1.1814946619217082,1.1814946619217082
85768541-f497-42f6-b55c-1d17e1cc1d89,56,True,"[(188, 144)]",188,144,48,35,188,102,281,332,188,332,188,332,188,332,188,332,188,332,188,332,188,332,188,332,188,332,188,332,188,332.0,188.0,332.0,188.0,332.0,188.0,332.0,188.0,1.1814946619217082,1.1814946619217082
2dc41a98-39f6-49ff-90e8-ea535505ab7b,89,True,"[(100, 100)]",100,100,19,19,100,126,197,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.015228426395939,1.015228426395939
2dc41a98-39f6-49ff-90e8-ea535505ab7b,89,True,"[(100, 100)]",100,100,19,19,100,71,197,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.015228426395939,1.015228426395939
a1982481-8012-4507-87a6-62d19590eff5,89,True,"[(122, 122)]",122,122,32,40,122,148,219,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244.0,122.0,244.0,122.0,244.0,122.0,244.0,122.0,1.1141552511415524,1.1141552511415524
a1982481-8012-4507-87a6-62d19590eff5,89,True,"[(122, 122)]",122,122,40,32,122,71,219,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244.0,122.0,244.0,122.0,244.0,122.0,244.0,122.0,1.1141552511415524,1.1141552511415524
d3b3beb0-7a41-46d8-99cc-2f5336068c19,23,True,"[(82, 137), (69, 146)]",100,222,19,59,100,69,215,215,69,219,82,215,69,215,69,219,82,215,69,215,69,215,69,215,69,219,82,215,69,215.0,69.0,215.0,69.0,215.0,69.0,215.8064,71.6207,1.0186046511627906,1.0
d3b3beb0-7a41-46d8-99cc-2f5336068c19,23,True,"[(137, 82), (146, 69)]",222,100,59,19,222,146,215,215,146,219,137,215,146,215,146,219,137,215,146,215,146,215,146,215,146,219,137,215,146,215.0,146.0,215.0,146.0,215.0,146.0,215.8064,144.1857,1.0186046511627906,1.0
4021f00a-69d6-452f-8476-9716503e0210,67,True,"[(90, 156)]",90,156,30,57,90,90,246,246,90,246,90,246,90,246,90,246,90,246,90,246,90,246,90,246,90,246,90,246,90,246.0,90.0,246.0,90.0,246.0,90.0,246.0,90.0,1.0,1.0
4021f00a-69d6-452f-8476-9716503e0210,67,True,"[(156, 90)]",156,90,57,30,156,156,246,246,156,246,156,246,156,246,156,246,156,246,156,246,156,246,156,246,156,246,156,246,156,246.0,156.0,246.0,156.0,246.0,156.0,246.0,156.0,1.0,1.0
70a12316-8a8b-4afa-86f8-32aa105811e7,89,True,"[(232, 122)]",232,122,55,36,232,232,354,354,232,354,232,354,232,354,232,354,232,354,232,354,232,354,232,354,232,354,232,354,232,354.0,232.0,354.0,232.0,354.0,232.0,354.0,232.0,1.0,1.0
70a12316-8a8b-4afa-86f8-32aa105811e7,89,True,"[(122, 232)]",122,232,36,55,122,122,354,354,122,354,122,354,122,354,122,354,122,354,122,354,122,354,122,354,122,354,122,354,122,354.0,122.0,354.0,122.0,354.0,122.0,354.0,122.0,1.0,1.0
b9249001-d656-47e1-88c0-b294be9aa02a,33,True,"[(144, 166)]",144,166,54,76,144,126,307,310,144,310,144,310,144,310,144,310,144,310,144,310,144,310,144,310,144,310,144,310,144,310.0,144.0,310.0,144.0,310.0,144.0,310.0,144.0,1.009771986970684,1.009771986970684
b9249001-d656-47e1-88c0-b294be9aa02a,33,True,"[(166, 144)]",166,144,76,54,166,181,307,310,166,310,166,310,166,310,166,310,166,310,166,310,166,310,166,310,166,310,166,310,166,310.0,166.0,310.0,166.0,310.0,166.0,310.0,166.0,1.009771986970684,1.009771986970684
d51cdd32-edc5-45b6-aadc-242eddd613df,55,True,"[(90, 90)]",90,90,19,26,90,90,180,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.0,1.0
d51cdd32-edc5-45b6-aadc-242eddd613df,55,True,"[(90, 90)]",90,90,26,19,90,90,180,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.0,1.0
e32fc7f7-d793-4952-abac-efabde2cdb88,77,True,"[(100, 56)]",100,56,19,15,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
e32fc7f7-d793-4952-abac-efabde2cdb88,77,True,"[(56, 100)]",56,100,15,19,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
4a3b63b9-8b22-4ee0-a2b7-9b8e03b1d709,55,True,"[(166, 56)]",166,56,58,20,166,166,222,222,166,222,166,222,166,222,166,222,166,222,166,222,166,222,166,222,166,222,166,222,166,222.0,166.0,222.0,166.0,222.0,166.0,222.0,166.0,1.0,1.0
4a3b63b9-8b22-4ee0-a2b7-9b8e03b1d709,55,True,"[(56, 166)]",56,166,20,58,56,56,222,222,56,222,56,222,56,222,56,222,56,222,56,222,56,222,56,222,56,222,56,222,56,222.0,56.0,222.0,56.0,222.0,56.0,222.0,56.0,1.0,1.0
d64c9fec-9307-4e5f-b113-04bec12efd99,56,True,"[(122, 222)]",122,222,32,51,122,156,279,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344.0,122.0,344.0,122.0,344.0,122.0,344.0,122.0,1.2329749103942653,1.2329749103942653
d64c9fec-9307-4e5f-b113-04bec12efd99,56,True,"[(222, 122)]",222,122,51,32,222,123,279,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344.0,222.0,344.0,222.0,344.0,222.0,344.0,222.0,1.2329749103942653,1.2329749103942653
4f3f0ff4-1993-4168-8ba2-37cc16f3e202,11,True,"[(64, 141)]",100,156,28,40,100,64,205,205,64,205,64,205,64,205,64,205,64,205,64,205,64,205,64,205,64,205,64,205,64,205.0,64.0,205.0,64.0,205.0,64.0,205.0,64.0,1.0,1.0
4f3f0ff4-1993-4168-8ba2-37cc16f3e202,11,True,"[(141, 64)]",156,100,40,28,156,141,205,205,141,205,141,205,141,205,141,205,141,205,141,205,141,205,141,205,141,205,141,205,141,205.0,141.0,205.0,141.0,205.0,141.0,205.0,141.0,1.0,1.0
f9562d84-57a5-4b62-a773-dedd0818e24b,55,True,"[(100, 78)]",100,78,27,24,100,100,178,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0,1.0
f9562d84-57a5-4b62-a773-dedd0818e24b,55,True,"[(78, 100)]",78,100,24,27,78,78,178,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0,1.0
565abcc2-0769-4ec5-a8e4-ef1de77ba426,55,True,"[(144, 34)]",144,34,45,16,144,144,178,178,144,178,144,178,144,178,144,178,144,178,144,178,144,178,144,178,144,178,144,178,144,178.0,144.0,178.0,144.0,178.0,144.0,178.0,144.0,1.0,1.0
565abcc2-0769-4ec5-a8e4-ef1de77ba426,55,True,"[(34, 144)]",34,144,16,45,34,34,178,178,34,178,34,178,34,178,34,178,34,178,34,178,34,178,34,178,34,178,34,178,34,178.0,34.0,178.0,34.0,178.0,34.0,178.0,34.0,1.0,1.0
4c372498-f737-45dd-bbab-714f8c24b289,89,True,"[(100, 100)]",100,100,27,41,100,58,193,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0362694300518134,1.0362694300518134
4c372498-f737-45dd-bbab-714f8c24b289,89,True,"[(100, 100)]",100,100,41,27,100,135,193,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0362694300518134,1.0362694300518134
b3968152-e143-4f64-977c-af7bc157d6e1,45,True,"[(122, 56)]",122,56,41,29,122,122,178,178,122,178,122,178,122,178,122,178,122,178,122,178,122,178,122,178,122,178,122,178,122,178.0,122.0,178.0,122.0,178.0,122.0,178.0,122.0,1.0,1.0
b3968152-e143-4f64-977c-af7bc157d6e1,45,True,"[(56, 122)]",56,122,29,41,56,56,178,178,56,178,56,178,56,178,56,178,56,178,56,178,56,178,56,178,56,178,56,178,56,178.0,56.0,178.0,56.0,178.0,56.0,178.0,56.0,1.0,1.0
b6f2ce9b-35bc-40fc-aed9-0d1563376a5f,45,True,"[(100, 56)]",100,56,23,20,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
b6f2ce9b-35bc-40fc-aed9-0d1563376a5f,45,True,"[(56, 100)]",56,100,20,23,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
a913fc6a-d7e6-4ef7-aa7d-7e0c42102d47,143,False,"[(648, 395)]",1134,1024,388,336,1134,648,1043,1043,648,1043,648,1043,648,1043,648,1043,648,1043,648,1043,648,1043,648,1043,648,1043,648,1043,648,1043.0,648.0,1043.0,648.0,1043.0,648.0,1043.0,648.0,1.0,1.0
a913fc6a-d7e6-4ef7-aa7d-7e0c42102d47,143,False,"[(395, 648)]",1024,1134,336,388,1024,395,1043,1043,395,1043,395,1043,395,1043,395,1043,395,1043,395,1043,395,1043,395,1043,395,1043,395,1043,395,1043.0,395.0,1043.0,395.0,1043.0,395.0,1043.0,395.0,1.0,1.0
8afbfb40-f478-4657-b9fd-e8b6d0bc26b6,67,True,"[(100, 122)]",100,122,28,39,100,60,197,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.1269035532994924,1.1269035532994924
8afbfb40-f478-4657-b9fd-e8b6d0bc26b6,67,True,"[(122, 100)]",122,100,39,28,122,137,197,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.1269035532994924,1.1269035532994924
3b10f8e6-4da0-4bc4-9ec3-eab3b00bc62c,23,True,"[(95, 128), (73, 162)]",100,232,23,57,100,95,223,235,73,223,95,223,95,223,95,223,95,235,73,235,73,235,73,235,73,223,95,223,95,223.0,95.0,235.0,73.0,235.0,73.0,231.5639,79.29939999999999,1.053811659192825,1.0
3b10f8e6-4da0-4bc4-9ec3-eab3b00bc62c,23,True,"[(128, 95), (162, 73)]",232,100,57,23,232,128,223,235,162,223,128,223,128,223,128,223,128,235,162,235,162,235,162,235,162,223,128,223,128,223.0,128.0,235.0,162.0,235.0,162.0,231.5639,152.2645,1.053811659192825,1.0
7d8f9595-cdbf-4707-87ae-6a091656634b,12,True,"[(73, 150), (69, 158), (91, 146)]",100,244,28,47,100,72,221,227,69,237,91,223,73,223,73,237,91,227,69,227,69,227,69,227,69,237,91,223,73,223.0,73.0,227.0,69.0,226.9999,69.0001,224.675,71.325,1.0723981900452488,1.009049773755656
7d8f9595-cdbf-4707-87ae-6a091656634b,12,True,"[(150, 73), (158, 69), (146, 91)]",244,100,47,28,244,149,221,227,158,237,146,223,150,223,150,237,146,227,158,227,158,227,158,227,158,237,146,223,150,223.0,150.0,227.0,158.0,226.9999,157.9998,224.675,153.35,1.0723981900452488,1.009049773755656
20ab8744-5b11-4950-b461-cc20d106d60c,89,True,"[(81, 158)]",100,210,28,55,100,112,235,239,81,239,81,239,81,239,81,239,81,239,81,239,81,239,81,239,81,239,81,239,81,239.0,81.0,239.0,81.0,239.0,81.0,239.0,81.0,1.0170212765957447,1.0170212765957447
20ab8744-5b11-4950-b461-cc20d106d60c,89,True,"[(158, 81)]",210,100,55,28,210,123,235,239,158,239,158,239,158,239,158,239,158,239,158,239,158,239,158,239,158,239,158,239,158,239.0,158.0,239.0,158.0,239.0,158.0,239.0,158.0,1.0170212765957447,1.0170212765957447
1f660ea4-c15b-4793-8397-6e5a291cdc40,11,True,"[(166, 134)]",166,134,49,44,166,157,293,300,166,300,166,300,166,300,166,300,166,300,166,300,166,300,166,300,166,300,166,300,166,300.0,166.0,300.0,166.0,300.0,166.0,300.0,166.0,1.023890784982935,1.023890784982935
1f660ea4-c15b-4793-8397-6e5a291cdc40,11,True,"[(134, 166)]",134,166,44,49,134,136,293,300,134,300,134,300,134,300,134,300,134,300,134,300,134,300,134,300,134,300,134,300,134,300.0,134.0,300.0,134.0,300.0,134.0,300.0,134.0,1.023890784982935,1.023890784982935
e299a1b2-65c7-4c2c-ba62-b7afe22cb471,23,True,"[(119, 208)]",122,232,45,52,122,174,271,327,119,327,119,327,119,327,119,327,119,327,119,327,119,327,119,327,119,327,119,327,119,327.0,119.0,327.0,119.0,327.0,119.0,327.0,119.0,1.2066420664206643,1.2066420664206643
e299a1b2-65c7-4c2c-ba62-b7afe22cb471,23,True,"[(208, 119)]",232,122,52,45,232,97,271,327,208,327,208,327,208,327,208,327,208,327,208,327,208,327,208,327,208,327,208,327,208,327.0,208.0,327.0,208.0,327.0,208.0,327.0,208.0,1.2066420664206643,1.2066420664206643
402b5481-9afb-41ca-a282-65646d576967,77,True,"[(122, 100)]",122,100,41,19,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
402b5481-9afb-41ca-a282-65646d576967,77,True,"[(100, 122)]",100,122,19,41,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
405fda2d-9150-4807-8309-1f39dc2d45a3,77,True,"[(584, 34)]",584,34,181,7,584,584,618,618,584,618,584,618,584,618,584,618,584,618,584,618,584,618,584,618,584,618,584,618,584,618.0,584.0,618.0,584.0,618.0,584.0,618.0,584.0,1.0,1.0
405fda2d-9150-4807-8309-1f39dc2d45a3,77,True,"[(34, 584)]",34,584,7,181,34,34,618,618,34,618,34,618,34,618,34,618,34,618,34,618,34,618,34,618,34,618,34,618,34,618.0,34.0,618.0,34.0,618.0,34.0,618.0,34.0,1.0,1.0
e9ba5c4e-cabb-4bc4-a349-4f2395c416e0,111,True,"[(144, 320)]",144,320,45,112,144,149,397,464,144,464,144,464,144,464,144,464,144,464,144,464,144,464,144,464,144,464,144,464,144,464.0,144.0,464.0,144.0,464.0,144.0,464.0,144.0,1.1687657430730478,1.1687657430730478
e9ba5c4e-cabb-4bc4-a349-4f2395c416e0,111,True,"[(320, 144)]",320,144,112,45,320,248,397,464,320,464,320,464,320,464,320,464,320,464,320,464,320,464,320,464,320,464,320,464,320,464.0,320.0,464.0,320.0,464.0,320.0,464.0,320.0,1.1687657430730478,1.1687657430730478
755c6ec6-60ee-4f71-8bdd-41ed748e4925,55,True,"[(144, 134)]",144,134,40,39,144,144,278,278,144,278,144,278,144,278,144,278,144,278,144,278,144,278,144,278,144,278,144,278,144,278.0,144.0,278.0,144.0,278.0,144.0,278.0,144.0,1.0,1.0
755c6ec6-60ee-4f71-8bdd-41ed748e4925,55,True,"[(134, 144)]",134,144,39,40,134,134,278,278,134,278,134,278,134,278,134,278,134,278,134,278,134,278,134,278,134,278,134,278,134,278.0,134.0,278.0,134.0,278.0,134.0,278.0,134.0,1.0,1.0
7b0f5146-4d94-443b-88b8-1b59e91138f7,45,True,"[(93, 126)]",100,134,32,26,100,58,193,219,93,219,93,219,93,219,93,219,93,219,93,219,93,219,93,219,93,219,93,219,93,219.0,93.0,219.0,93.0,219.0,93.0,219.0,93.0,1.1347150259067358,1.1347150259067358
7b0f5146-4d94-443b-88b8-1b59e91138f7,45,True,"[(126, 93)]",134,100,26,32,134,135,193,219,126,219,126,219,126,219,126,219,126,219,126,219,126,219,126,219,126,219,126,219,126,219.0,126.0,219.0,126.0,219.0,126.0,219.0,126.0,1.1347150259067358,1.1347150259067358
d7658599-70f4-4690-8738-24b6086d338c,0,False,"[(85, 174), (119, 152)]",122,244,41,55,122,123,257,259,85,271,119,259,85,259,85,271,119,259,85,259,85,259,85,259,85,271,119,259,85,259.0,85.0,259.0,85.0,259.0,85.0,261.4779,92.02080000000001,1.0544747081712063,1.0077821011673151
d7658599-70f4-4690-8738-24b6086d338c,0,False,"[(174, 85), (152, 119)]",244,122,55,41,244,134,257,259,174,271,152,259,174,259,174,271,152,259,174,259,174,259,174,259,174,271,152,259,174,259.0,174.0,259.0,174.0,259.0,174.0,261.4779,169.4571,1.0544747081712063,1.0077821011673151
