eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,PoA,PoS
0f8df767-b492-492b-bc6b-41ee582db167,275,True,"[(188, 474)]",188,474,71,171,188,188,662,662,188,662,188,662,188,662,188,662,188,662,188,662,188,662,188,662,188,662,188,662,188,662.0,188.0,662.0,188.0,662.0,188.0,662.0,188.0,1.0,1.0
0f8df767-b492-492b-bc6b-41ee582db167,275,True,"[(474, 188)]",474,188,171,71,474,474,662,662,474,662,474,662,474,662,474,662,474,662,474,662,474,662,474,662,474,662,474,662,474,662.0,474.0,662.0,474.0,662.0,474.0,662.0,474.0,1.0,1.0
5981bfb6-3cc6-473e-b2cd-595e1433c008,11,True,"[(100, 222)]",100,222,32,65,100,85,313,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322.0,100.0,322.0,100.0,322.0,100.0,322.0,100.0,1.0287539936102237,1.0287539936102237
5981bfb6-3cc6-473e-b2cd-595e1433c008,11,True,"[(222, 100)]",222,100,65,32,222,228,313,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322.0,222.0,322.0,222.0,322.0,222.0,322.0,222.0,1.0287539936102237,1.0287539936102237
2df8f65f-5856-4c9d-8371-0e1343bb0425,233,True,"[(122, 78)]",122,78,41,33,122,122,200,200,122,200,122,200,122,200,122,200,122,200,122,200,122,200,122,200,122,200,122,200,122,200.0,122.0,200.0,122.0,200.0,122.0,200.0,122.0,1.0,1.0
2df8f65f-5856-4c9d-8371-0e1343bb0425,233,True,"[(78, 122)]",78,122,33,41,78,78,200,200,78,200,78,200,78,200,78,200,78,200,78,200,78,200,78,200,78,200,78,200,78,200.0,78.0,200.0,78.0,200.0,78.0,200.0,78.0,1.0,1.0
f24fd233-3d0c-4f45-881b-737eaaf07e81,0,True,"[(164, 539)]",166,728,49,230,166,167,697,703,164,703,164,703,164,703,164,703,164,703,164,703,164,703,164,703,164,703,164,703,164,703.0,164.0,703.0,164.0,703.0,164.0,703.0,164.0,1.0086083213773314,1.0086083213773314
f24fd233-3d0c-4f45-881b-737eaaf07e81,0,True,"[(539, 164)]",728,166,230,49,728,530,697,703,539,703,539,703,539,703,539,703,539,703,539,703,539,703,539,703,539,703,539,703,539,703.0,539.0,703.0,539.0,703.0,539.0,703.0,539.0,1.0086083213773314,1.0086083213773314
9f516544-0a0e-41b0-b304-9493e6fdc497,45,True,"[(100, 276)]",100,276,28,55,100,113,347,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376.0,100.0,376.0,100.0,376.0,100.0,376.0,100.0,1.0835734870317002,1.0835734870317002
9f516544-0a0e-41b0-b304-9493e6fdc497,45,True,"[(276, 100)]",276,100,55,28,276,234,347,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376.0,276.0,376.0,276.0,376.0,276.0,376.0,276.0,1.0835734870317002,1.0835734870317002
67db083c-01b6-4f1c-b689-d625aa064900,264,True,"[(100, 34)]",100,34,55,7,100,100,134,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134.0,100.0,134.0,100.0,134.0,100.0,134.0,100.0,1.0,1.0
67db083c-01b6-4f1c-b689-d625aa064900,264,True,"[(34, 100)]",34,100,7,55,34,34,134,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134.0,34.0,134.0,34.0,134.0,34.0,134.0,34.0,1.0,1.0
6e1ce848-240c-430a-bf4e-25d776215d36,121,True,"[(100, 122)]",100,122,28,32,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
6e1ce848-240c-430a-bf4e-25d776215d36,121,True,"[(122, 100)]",122,100,32,28,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
88b552e1-53cc-42c4-b2d7-b5cb127cdbef,0,True,"[(100, 420)]",100,420,28,79,100,128,399,520,100,520,100,520,100,520,100,520,100,520,100,520,100,520,100,520,100,520,100,520,100,520.0,100.0,520.0,100.0,520.0,100.0,520.0,100.0,1.3032581453634084,1.3032581453634084
88b552e1-53cc-42c4-b2d7-b5cb127cdbef,0,True,"[(420, 100)]",420,100,79,28,420,271,399,520,420,520,420,520,420,520,420,520,420,520,420,520,420,520,420,520,420,520,420,520,420,520.0,420.0,520.0,420.0,520.0,420.0,520.0,420.0,1.3032581453634084,1.3032581453634084
2e044365-6573-4628-8ff8-a6be54fe740f,155,True,"[(100, 232)]",100,232,28,43,100,100,332,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332.0,100.0,332.0,100.0,332.0,100.0,332.0,100.0,1.0,1.0
2e044365-6573-4628-8ff8-a6be54fe740f,155,True,"[(232, 100)]",232,100,43,28,232,232,332,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332.0,232.0,332.0,232.0,332.0,232.0,332.0,232.0,1.0,1.0
dda53bf0-e9e6-4e8c-9e0f-b7c0b53fca50,1,True,"[(448, 117)]",464,144,175,54,464,448,565,565,448,565,448,565,448,565,448,565,448,565,448,565,448,565,448,565,448,565,448,565,448,565.0,448.0,565.0,448.0,565.0,448.0,565.0,448.0,1.0,1.0
dda53bf0-e9e6-4e8c-9e0f-b7c0b53fca50,1,True,"[(117, 448)]",144,464,54,175,144,117,565,565,117,565,117,565,117,565,117,565,117,565,117,565,117,565,117,565,117,565,117,565,117,565.0,117.0,565.0,117.0,565.0,117.0,565.0,117.0,1.0,1.0
bb14cf3b-3f6b-4b63-b6c7-bb12ba0c4138,23,True,"[(386, 144)]",386,144,146,40,386,386,530,530,386,530,386,530,386,530,386,530,386,530,386,530,386,530,386,530,386,530,386,530,386,530.0,386.0,530.0,386.0,530.0,386.0,530.0,386.0,1.0,1.0
bb14cf3b-3f6b-4b63-b6c7-bb12ba0c4138,23,True,"[(144, 386)]",144,386,40,146,144,144,530,530,144,530,144,530,144,530,144,530,144,530,144,530,144,530,144,530,144,530,144,530,144,530.0,144.0,530.0,144.0,530.0,144.0,530.0,144.0,1.0,1.0
34f2f776-4fe9-4a9a-9982-2010bd8920ca,155,True,"[(100, 100)]",100,100,40,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
34f2f776-4fe9-4a9a-9982-2010bd8920ca,155,True,"[(100, 100)]",100,100,19,40,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
fe55381d-1afd-46af-b8c7-3199e83dfa5b,110,True,"[(276, 144)]",276,144,105,31,276,276,420,420,276,420,276,420,276,420,276,420,276,420,276,420,276,420,276,420,276,420,276,420,276,420.0,276.0,420.0,276.0,420.0,276.0,420.0,276.0,1.0,1.0
fe55381d-1afd-46af-b8c7-3199e83dfa5b,110,True,"[(144, 276)]",144,276,31,105,144,144,420,420,144,420,144,420,144,420,144,420,144,420,144,420,144,420,144,420,144,420,144,420,144,420.0,144.0,420.0,144.0,420.0,144.0,420.0,144.0,1.0,1.0
e42a637d-0348-49e6-b004-63c10def4c34,12,True,"[(100, 376)]",100,376,23,86,100,107,357,476,100,476,100,476,100,476,100,476,100,476,100,476,100,476,100,476,100,476,100,476,100,476.0,100.0,476.0,100.0,476.0,100.0,476.0,100.0,1.3333333333333333,1.3333333333333333
e42a637d-0348-49e6-b004-63c10def4c34,12,True,"[(376, 100)]",376,100,86,23,376,250,357,476,376,476,376,476,376,476,376,476,376,476,376,476,376,476,376,476,376,476,376,476,376,476.0,376.0,476.0,376.0,476.0,376.0,476.0,376.0,1.3333333333333333,1.3333333333333333
0bdeb653-4129-46b5-b29c-b311b2b8e799,89,True,"[(100, 188)]",100,188,28,48,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
0bdeb653-4129-46b5-b29c-b311b2b8e799,89,True,"[(188, 100)]",188,100,48,28,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
56843baf-cc08-4031-b6d1-1f23ff800093,55,True,"[(258, 203), (236, 225)]",276,232,78,73,276,200,433,461,258,461,236,461,258,461,258,461,236,461,258,461,258,461,258,461,258,461,236,461,258,461.0,236.0,461.0,248.7536,461.0,252.4999,461.0,252.5,1.0646651270207852,1.0646651270207852
56843baf-cc08-4031-b6d1-1f23ff800093,55,True,"[(203, 258), (225, 236)]",232,276,73,78,232,233,433,461,203,461,225,461,203,461,203,461,225,461,203,461,203,461,203,461,203,461,225,461,203,461.0,225.0,461.0,212.2464,461.0,208.5001,461.0,208.5,1.0646651270207852,1.0646651270207852
8d5cbb4b-a0bc-4f30-91f9-a74973899c21,100,True,"[(100, 243), (96, 251)]",100,276,32,60,100,99,341,347,96,343,100,343,100,343,100,343,100,347,96,347,96,347,96,347,96,343,100,343,100,343.0,100.0,346.2195,96.7805,347.0,96.0,347.0,96.0,1.0175953079178885,1.0058651026392962
8d5cbb4b-a0bc-4f30-91f9-a74973899c21,100,True,"[(243, 100), (251, 96)]",276,100,60,32,276,242,341,347,251,343,243,343,243,343,243,343,243,347,251,347,251,347,251,347,251,343,243,343,243,343.0,243.0,346.2195,249.439,347.0,251.0,347.0,251.0,1.0175953079178885,1.0058651026392962
8304f6da-f7a3-4e4a-b2a9-2cb4d37f1913,67,True,"[(100, 2014)]",100,2014,19,539,100,100,2114,2114,100,2114,100,2114,100,2114,100,2114,100,2114,100,2114,100,2114,100,2114,100,2114,100,2114,100,2114.0,100.0,2114.0,100.0,2114.0,100.0,2114.0,100.0,1.0,1.0
8304f6da-f7a3-4e4a-b2a9-2cb4d37f1913,67,True,"[(2014, 100)]",2014,100,539,19,2014,2014,2114,2114,2014,2114,2014,2114,2014,2114,2014,2114,2014,2114,2014,2114,2014,2114,2014,2114,2014,2114,2014,2114,2014,2114.0,2014.0,2114.0,2014.0,2114.0,2014.0,2114.0,2014.0,1.0,1.0
74e8b963-a124-44bb-a182-4c1b10c8fc69,100,True,"[(100, 244)]",100,244,32,46,100,187,341,344,100,344,100,344,100,344,100,344,100,344,100,344,100,344,100,344,100,344,100,344,100,344.0,100.0,344.0,100.0,344.0,100.0,344.0,100.0,1.0087976539589443,1.0087976539589443
74e8b963-a124-44bb-a182-4c1b10c8fc69,100,True,"[(244, 100)]",244,100,46,32,244,154,341,344,244,344,244,344,244,344,244,344,244,344,244,344,244,344,244,344,244,344,244,344,244,344.0,244.0,344.0,244.0,344.0,244.0,344.0,244.0,1.0087976539589443,1.0087976539589443
8cab602e-7db3-4660-b5b2-748898321254,0,True,"[(904, 200)]",904,200,256,39,904,904,1104,1104,904,1104,904,1104,904,1104,904,1104,904,1104,904,1104,904,1104,904,1104,904,1104,904,1104,904,1104.0,904.0,1104.0,904.0,1104.0,904.0,1104.0,904.0,1.0,1.0
8cab602e-7db3-4660-b5b2-748898321254,0,True,"[(200, 904)]",200,904,39,256,200,200,1104,1104,200,1104,200,1104,200,1104,200,1104,200,1104,200,1104,200,1104,200,1104,200,1104,200,1104,200,1104.0,200.0,1104.0,200.0,1104.0,200.0,1104.0,200.0,1.0,1.0
f13e5787-aec3-4a84-bb33-a326647bf386,155,True,"[(100, 100)]",100,100,23,28,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
f13e5787-aec3-4a84-bb33-a326647bf386,155,True,"[(100, 100)]",100,100,28,23,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
a12ff4fa-4a31-41a5-96da-adf96d17e1d1,78,True,"[(100, 244)]",100,244,28,64,100,100,344,344,100,344,100,344,100,344,100,344,100,344,100,344,100,344,100,344,100,344,100,344,100,344.0,100.0,344.0,100.0,344.0,100.0,344.0,100.0,1.0,1.0
a12ff4fa-4a31-41a5-96da-adf96d17e1d1,78,True,"[(244, 100)]",244,100,64,28,244,244,344,344,244,344,244,344,244,344,244,344,244,344,244,344,244,344,244,344,244,344,244,344,244,344.0,244.0,344.0,244.0,344.0,244.0,344.0,244.0,1.0,1.0
5db000da-4689-43ba-9553-d3c3cf07bc36,287,True,"[(540, 342)]",540,342,201,121,540,540,882,882,540,882,540,882,540,882,540,882,540,882,540,882,540,882,540,882,540,882,540,882,540,882.0,540.0,882.0,540.0,882.0,540.0,882.0,540.0,1.0,1.0
5db000da-4689-43ba-9553-d3c3cf07bc36,287,True,"[(342, 540)]",342,540,121,201,342,342,882,882,342,882,342,882,342,882,342,882,342,882,342,882,342,882,342,882,342,882,342,882,342,882.0,342.0,882.0,342.0,882.0,342.0,882.0,342.0,1.0,1.0
8e136acc-8338-4b22-bbbb-d1588cf719f5,110,True,"[(100, 12)]",100,12,36,3,100,100,112,112,100,112,100,112,100,112,100,112,100,112,100,112,100,112,100,112,100,112,100,112,100,112.0,100.0,112.0,100.0,112.0,100.0,112.0,100.0,1.0,1.0
8e136acc-8338-4b22-bbbb-d1588cf719f5,110,True,"[(12, 100)]",12,100,3,36,12,12,112,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112.0,12.0,112.0,12.0,112.0,12.0,112.0,12.0,1.0,1.0
9d567bc8-e9a9-4892-a13b-321e86a2b51f,0,False,"[(92, 213)]",100,222,32,69,92,92,305,305,92,305,92,305,92,305,92,305,92,305,92,305,92,305,92,305,92,305,92,305,92,305.0,92.0,305.0,92.0,305.0,92.0,305.0,92.0,1.0,1.0
9d567bc8-e9a9-4892-a13b-321e86a2b51f,0,False,"[(213, 92)]",222,100,69,32,213,213,305,305,213,305,213,305,213,305,213,305,213,305,213,305,213,305,213,305,213,305,213,305,213,305.0,213.0,305.0,213.0,305.0,213.0,305.0,213.0,1.0,1.0
bdca3293-22c6-4114-9ee6-5504d95ab290,67,True,"[(100, 188)]",100,188,32,44,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
bdca3293-22c6-4114-9ee6-5504d95ab290,67,True,"[(188, 100)]",188,100,44,32,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
278eb0d0-3ef1-463e-9c45-2dc1a7e13370,99,True,"[(100, 144)]",100,144,32,39,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
278eb0d0-3ef1-463e-9c45-2dc1a7e13370,99,True,"[(144, 100)]",144,100,39,32,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
ec20401a-79d2-4b8b-b35b-156540a071af,145,True,"[(100, 100)]",100,100,19,28,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
ec20401a-79d2-4b8b-b35b-156540a071af,145,True,"[(100, 100)]",100,100,28,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
dcf3b7b5-41b4-4d90-8fdc-03e0f4656884,0,False,"[(92, 181)]",100,190,19,37,92,92,273,273,92,273,92,273,92,273,92,273,92,273,92,273,92,273,92,273,92,273,92,273,92,273.0,92.0,273.0,92.0,273.0,92.0,273.0,92.0,1.0,1.0
dcf3b7b5-41b4-4d90-8fdc-03e0f4656884,0,False,"[(181, 92)]",190,100,37,19,181,181,273,273,181,273,181,273,181,273,181,273,181,273,181,273,181,273,181,273,181,273,181,273,181,273.0,181.0,273.0,181.0,273.0,181.0,273.0,181.0,1.0,1.0
5c3e55dc-7428-4806-8f97-fb8af548f908,99,True,"[(100, 100)]",100,100,19,23,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
5c3e55dc-7428-4806-8f97-fb8af548f908,99,True,"[(100, 100)]",100,100,23,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
3f2aa96a-0e5d-48b2-abe7-d5baf80ed560,143,True,"[(100, 56)]",100,56,27,20,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
3f2aa96a-0e5d-48b2-abe7-d5baf80ed560,143,True,"[(56, 100)]",56,100,20,27,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
3081fb0c-1f15-459e-a40b-80abc7326991,0,True,"[(122, 376)]",122,376,45,113,122,122,498,498,122,498,122,498,122,498,122,498,122,498,122,498,122,498,122,498,122,498,122,498,122,498.0,122.0,498.0,122.0,498.0,122.0,498.0,122.0,1.0,1.0
3081fb0c-1f15-459e-a40b-80abc7326991,0,True,"[(376, 122)]",376,122,113,45,376,376,498,498,376,498,376,498,376,498,376,498,376,498,376,498,376,498,376,498,376,498,376,498,376,498.0,376.0,498.0,376.0,498.0,376.0,498.0,376.0,1.0,1.0
cfc4927a-3722-41d4-9120-e330469f19f4,155,True,"[(122, 166)]",122,166,32,48,122,122,288,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288.0,122.0,288.0,122.0,288.0,122.0,288.0,122.0,1.0,1.0
cfc4927a-3722-41d4-9120-e330469f19f4,155,True,"[(166, 122)]",166,122,48,32,166,166,288,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288.0,166.0,288.0,166.0,288.0,166.0,288.0,166.0,1.0,1.0
1f3246f7-e47b-4741-bd82-2c7819061f7b,133,True,"[(210, 332)]",210,332,84,107,210,274,471,542,210,542,210,542,210,542,210,542,210,542,210,542,210,542,210,542,210,542,210,542,210,542.0,210.0,542.0,210.0,542.0,210.0,542.0,210.0,1.1507430997876857,1.1507430997876857
1f3246f7-e47b-4741-bd82-2c7819061f7b,133,True,"[(332, 210)]",332,210,107,84,332,197,471,542,332,542,332,542,332,542,332,542,332,542,332,542,332,542,332,542,332,542,332,542,332,542.0,332.0,542.0,332.0,542.0,332.0,542.0,332.0,1.1507430997876857,1.1507430997876857
1d7008cd-ac1f-4ee0-8a47-0b07afdc1cc7,1,False,"[(84, 227), (97, 218), (82, 237)]",100,244,27,55,100,84,311,319,82,315,97,311,84,311,84,315,97,311,84,311,84,311,84,311,84,315,97,311,84,311.0,84.0,311.88,86.86,311.0,84.0,311.6666,83.83330000000001,1.0257234726688103,1.0
1d7008cd-ac1f-4ee0-8a47-0b07afdc1cc7,1,False,"[(227, 84), (218, 97), (237, 82)]",244,100,55,27,244,227,311,319,237,315,218,311,227,311,227,315,218,311,227,311,227,311,227,311,227,315,218,311,227,311.0,227.0,311.88,225.02,311.0,227.0,311.6666,227.8333,1.0257234726688103,1.0
fb851ac6-d41e-40b3-9fdb-e1b799bce2f1,33,True,"[(122, 222)]",122,222,23,47,122,122,344,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344.0,122.0,344.0,122.0,344.0,122.0,344.0,122.0,1.0,1.0
