eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
96d15559-c2ac-4372-9dad-ab31ca286c60,55,True,"[(100, 178)]",100,178,36,47,100,91,270,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278.0,100.0,278.0,100.0,278.0,100.0,278.0,100.0,1.0296296296296297,1.0296296296296297
96d15559-c2ac-4372-9dad-ab31ca286c60,55,True,"[(178, 100)]",178,100,47,36,178,179,270,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278.0,178.0,278.0,178.0,278.0,178.0,278.0,178.0,1.0296296296296297,1.0296296296296297
c558417b-4401-49f6-b786-1979369cdcc9,188,True,"[(166, 2036)]",166,2036,52,577,166,166,2202,2202,166,2202,166,2202,166,2202,166,2202,166,2202,166,2202,166,2202,166,2202,166,2202,166,2202,166,2202.0,166.0,2202.0,166.0,2202.0,166.0,2202.0,166.0,1.0,1.0
c558417b-4401-49f6-b786-1979369cdcc9,188,True,"[(2036, 166)]",2036,166,577,52,2036,2036,2202,2202,2036,2202,2036,2202,2036,2202,2036,2202,2036,2202,2036,2202,2036,2202,2036,2202,2036,2202,2036,2202,2036,2202.0,2036.0,2202.0,2036.0,2202.0,2036.0,2202.0,2036.0,1.0,1.0
e4faf6da-d4b4-4866-9ce2-3847f43ec28a,1,True,"[(100, 342)]",100,342,41,133,100,100,442,442,100,442,100,442,100,442,100,442,100,442,100,442,100,442,100,442,100,442,100,442,100,442.0,100.0,442.0,100.0,442.0,100.0,442.0,100.0,1.0,1.0
e4faf6da-d4b4-4866-9ce2-3847f43ec28a,1,True,"[(342, 100)]",342,100,133,41,342,342,442,442,342,442,342,442,342,442,342,442,342,442,342,442,342,442,342,442,342,442,342,442,342,442.0,342.0,442.0,342.0,442.0,342.0,442.0,342.0,1.0,1.0
3111edfa-e53e-45a1-ba2f-a4ffc02ed95e,132,True,"[(100, 100)]",100,100,36,32,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
3111edfa-e53e-45a1-ba2f-a4ffc02ed95e,132,True,"[(100, 100)]",100,100,32,36,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
fc7c3739-f13a-44e9-b3e2-15d475938718,1332,True,"[(122, 188)]",122,188,41,48,122,122,310,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310.0,122.0,310.0,122.0,310.0,122.0,310.0,122.0,1.0,1.0
fc7c3739-f13a-44e9-b3e2-15d475938718,1332,True,"[(188, 122)]",188,122,48,41,188,188,310,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310,188,310.0,188.0,310.0,188.0,310.0,188.0,310.0,188.0,1.0,1.0
7283036b-648e-4b46-a23b-3ddaed629bc2,144,True,"[(100, 56)]",100,56,64,20,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
7283036b-648e-4b46-a23b-3ddaed629bc2,144,True,"[(56, 100)]",56,100,20,64,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
a0658a6f-dff7-480c-9d0d-df31b8a5f5fb,88,True,"[(1134, 540)]",1134,540,403,193,1134,1134,1674,1674,1134,1674,1134,1674,1134,1674,1134,1674,1134,1674,1134,1674,1134,1674,1134,1674,1134,1674,1134,1674,1134,1674.0,1134.0,1674.0,1134.0,1674.0,1134.0,1674.0,1134.0,1.0,1.0
a0658a6f-dff7-480c-9d0d-df31b8a5f5fb,88,True,"[(540, 1134)]",540,1134,193,403,540,540,1674,1674,540,1674,540,1674,540,1674,540,1674,540,1674,540,1674,540,1674,540,1674,540,1674,540,1674,540,1674.0,540.0,1674.0,540.0,1674.0,540.0,1674.0,540.0,1.0,1.0
a77fced5-3628-45aa-a8d0-8943bb949620,0,True,"[(100, 838)]",100,838,28,295,100,100,938,938,100,938,100,938,100,938,100,938,100,938,100,938,100,938,100,938,100,938,100,938,100,938.0,100.0,938.0,100.0,938.0,100.0,938.0,100.0,1.0,1.0
a77fced5-3628-45aa-a8d0-8943bb949620,0,True,"[(838, 100)]",838,100,295,28,838,838,938,938,838,938,838,938,838,938,838,938,838,938,838,938,838,938,838,938,838,938,838,938,838,938.0,838.0,938.0,838.0,938.0,838.0,938.0,838.0,1.0,1.0
cbc5e382-1b2e-4b1f-a67f-f9531bc36d82,0,True,"[(364, 298)]",364,298,116,82,364,364,662,662,364,662,364,662,364,662,364,662,364,662,364,662,364,662,364,662,364,662,364,662,364,662.0,364.0,662.0,364.0,662.0,364.0,662.0,364.0,1.0,1.0
cbc5e382-1b2e-4b1f-a67f-f9531bc36d82,0,True,"[(298, 364)]",298,364,82,116,298,298,662,662,298,662,298,662,298,662,298,662,298,662,298,662,298,662,298,662,298,662,298,662,298,662.0,298.0,662.0,298.0,662.0,298.0,662.0,298.0,1.0,1.0
03a98b65-31a5-4bbf-9bc6-80e90089dd9c,78,True,"[(119, 307)]",122,364,27,102,122,122,420,426,119,426,119,426,119,426,119,426,119,426,119,426,119,426,119,426,119,426,119,426,119,426.0,119.0,426.0,119.0,426.0,119.0,426.0,119.0,1.0142857142857142,1.0142857142857142
03a98b65-31a5-4bbf-9bc6-80e90089dd9c,78,True,"[(307, 119)]",364,122,102,27,364,298,420,426,307,426,307,426,307,426,307,426,307,426,307,426,307,426,307,426,307,426,307,426,307,426.0,307.0,426.0,307.0,426.0,307.0,426.0,307.0,1.0142857142857142,1.0142857142857142
3c96f513-82ee-432c-ba7f-5bedc160f5c7,22,True,"[(144, 376)]",144,376,49,115,144,126,516,520,144,520,144,520,144,520,144,520,144,520,144,520,144,520,144,520,144,520,144,520,144,520.0,144.0,520.0,144.0,520.0,144.0,520.0,144.0,1.0077519379844961,1.0077519379844961
3c96f513-82ee-432c-ba7f-5bedc160f5c7,22,True,"[(376, 144)]",376,144,115,49,376,390,516,520,376,520,376,520,376,520,376,520,376,520,376,520,376,520,376,520,376,520,376,520,376,520.0,376.0,520.0,376.0,520.0,376.0,520.0,376.0,1.0077519379844961,1.0077519379844961
8bb8fc47-2522-40b3-8c96-4030c936b656,166,True,"[(144, 100)]",144,100,54,28,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
8bb8fc47-2522-40b3-8c96-4030c936b656,166,True,"[(100, 144)]",100,144,28,54,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
5b072fca-20db-4626-b897-1325aaea39a2,0,True,"[(100, 178)]",100,178,23,38,100,91,270,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278,100,278.0,100.0,278.0,100.0,278.0,100.0,278.0,100.0,1.0296296296296297,1.0296296296296297
5b072fca-20db-4626-b897-1325aaea39a2,0,True,"[(178, 100)]",178,100,38,23,178,179,270,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278,178,278.0,178.0,278.0,178.0,278.0,178.0,278.0,178.0,1.0296296296296297,1.0296296296296297
26f6081c-3531-4799-930c-1d45b7a8aa2a,89,True,"[(100, 222)]",100,222,27,65,100,100,322,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322.0,100.0,322.0,100.0,322.0,100.0,322.0,100.0,1.0,1.0
26f6081c-3531-4799-930c-1d45b7a8aa2a,89,True,"[(222, 100)]",222,100,65,27,222,222,322,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322.0,222.0,322.0,222.0,322.0,222.0,322.0,222.0,1.0,1.0
71047451-bcce-4d62-a22b-5ef9d2d509c1,188,True,"[(100, 100)]",100,100,37,37,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
71047451-bcce-4d62-a22b-5ef9d2d509c1,188,True,"[(100, 100)]",100,100,37,37,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
3ce4b2d4-e65a-457e-813e-9f0a316918e0,111,True,"[(100, 144)]",100,144,35,43,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
3ce4b2d4-e65a-457e-813e-9f0a316918e0,111,True,"[(144, 100)]",144,100,43,35,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
e1b7623e-29c5-441c-a255-83d8f3f90140,154,True,"[(166, 210)]",166,210,58,84,166,166,376,376,166,376,166,376,166,376,166,376,166,376,166,376,166,376,166,376,166,376,166,376,166,376.0,166.0,376.0,166.0,376.0,166.0,376.0,166.0,1.0,1.0
e1b7623e-29c5-441c-a255-83d8f3f90140,154,True,"[(210, 166)]",210,166,84,58,210,210,376,376,210,376,210,376,210,376,210,376,210,376,210,376,210,376,210,376,210,376,210,376,210,376.0,210.0,376.0,210.0,376.0,210.0,376.0,210.0,1.0,1.0
b259145b-5118-4d8c-81b2-691f62e9b1e6,100,True,"[(100, 200)]",100,200,19,56,100,121,286,300,100,300,100,300,100,300,100,300,100,300,100,300,100,300,100,300,100,300,100,300,100,300.0,100.0,300.0,100.0,300.0,100.0,300.0,100.0,1.048951048951049,1.048951048951049
b259145b-5118-4d8c-81b2-691f62e9b1e6,100,True,"[(200, 100)]",200,100,56,19,200,165,286,300,200,300,200,300,200,300,200,300,200,300,200,300,200,300,200,300,200,300,200,300,200,300.0,200.0,300.0,200.0,300.0,200.0,300.0,200.0,1.048951048951049,1.048951048951049
290be345-61fb-4734-9613-729e6146a333,88,True,"[(144, 178)]",144,178,31,43,144,116,298,322,144,322,144,322,144,322,144,322,144,322,144,322,144,322,144,322,144,322,144,322,144,322.0,144.0,322.0,144.0,322.0,144.0,322.0,144.0,1.080536912751678,1.080536912751678
290be345-61fb-4734-9613-729e6146a333,88,True,"[(178, 144)]",178,144,43,31,178,182,298,322,178,322,178,322,178,322,178,322,178,322,178,322,178,322,178,322,178,322,178,322,178,322.0,178.0,322.0,178.0,322.0,178.0,322.0,178.0,1.080536912751678,1.080536912751678
858f9f98-3ea5-4c5e-ac53-87ffdeb30094,88,True,"[(100, 78)]",100,78,32,19,100,100,178,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0,1.0
858f9f98-3ea5-4c5e-ac53-87ffdeb30094,88,True,"[(78, 100)]",78,100,19,32,78,78,178,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0,1.0
8e7d743d-1cbe-4128-b424-846b3137ff14,23,True,"[(112, 244)]",122,398,23,96,122,112,356,356,112,356,112,356,112,356,112,356,112,356,112,356,112,356,112,356,112,356,112,356,112,356.0,112.0,356.0,112.0,356.0,112.0,356.0,112.0,1.0,1.0
8e7d743d-1cbe-4128-b424-846b3137ff14,23,True,"[(244, 112)]",398,122,96,23,398,244,356,356,244,356,244,356,244,356,244,356,244,356,244,356,244,356,244,356,244,356,244,356,244,356.0,244.0,356.0,244.0,356.0,244.0,356.0,244.0,1.0,1.0
4d45175e-35a8-47ff-bcb3-c787d46a2c21,144,True,"[(100, 100)]",100,100,19,28,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
4d45175e-35a8-47ff-bcb3-c787d46a2c21,144,True,"[(100, 100)]",100,100,28,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
d6cb429f-7b9d-47ff-9ddc-d618dd25149c,88,True,"[(138, 226)]",144,232,31,83,144,109,350,364,138,364,138,364,138,364,138,364,138,364,138,364,138,364,138,364,138,364,138,364,138,364.0,138.0,364.0,138.0,364.0,138.0,364.0,138.0,1.04,1.04
d6cb429f-7b9d-47ff-9ddc-d618dd25149c,88,True,"[(226, 138)]",232,144,83,31,232,241,350,364,226,364,226,364,226,364,226,364,226,364,226,364,226,364,226,364,226,364,226,364,226,364.0,226.0,364.0,226.0,364.0,226.0,364.0,226.0,1.04,1.04
716f7c3d-40a9-44c1-bcdb-7e09228426c0,178,True,"[(210, 144)]",210,144,84,49,210,210,354,354,210,354,210,354,210,354,210,354,210,354,210,354,210,354,210,354,210,354,210,354,210,354.0,210.0,354.0,210.0,354.0,210.0,354.0,210.0,1.0,1.0
716f7c3d-40a9-44c1-bcdb-7e09228426c0,178,True,"[(144, 210)]",144,210,49,84,144,144,354,354,144,354,144,354,144,354,144,354,144,354,144,354,144,354,144,354,144,354,144,354,144,354.0,144.0,354.0,144.0,354.0,144.0,354.0,144.0,1.0,1.0
baaa47ea-d3b0-489f-9c57-e76ade635cbd,78,True,"[(100, 232)]",100,232,27,47,100,164,306,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332.0,100.0,332.0,100.0,332.0,100.0,332.0,100.0,1.0849673202614378,1.0849673202614378
baaa47ea-d3b0-489f-9c57-e76ade635cbd,78,True,"[(232, 100)]",232,100,47,27,232,142,306,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332.0,232.0,332.0,232.0,332.0,232.0,332.0,232.0,1.0849673202614378,1.0849673202614378
04e9c278-3a50-424d-a153-1c6c0d8a2727,66,True,"[(100, 200)]",100,200,23,38,100,108,282,300,100,300,100,300,100,300,100,300,100,300,100,300,100,300,100,300,100,300,100,300,100,300.0,100.0,300.0,100.0,300.0,100.0,300.0,100.0,1.0638297872340425,1.0638297872340425
04e9c278-3a50-424d-a153-1c6c0d8a2727,66,True,"[(200, 100)]",200,100,38,23,200,174,282,300,200,300,200,300,200,300,200,300,200,300,200,300,200,300,200,300,200,300,200,300,200,300.0,200.0,300.0,200.0,300.0,200.0,300.0,200.0,1.0638297872340425,1.0638297872340425
6abd76d0-aec2-49f6-9666-a71c35f601fb,12,False,"[(129, 239), (116, 248)]",166,288,44,73,166,116,364,364,116,368,129,364,116,364,116,368,129,364,116,368,129,364,116,364,116,368,129,364,116,365.8182,121.9091,364.0039,116.0128,364.0,116.0,365.6559,121.3818,1.010989010989011,1.0
6abd76d0-aec2-49f6-9666-a71c35f601fb,12,False,"[(239, 129), (248, 116)]",288,166,73,44,288,248,364,364,248,368,239,364,248,364,248,368,239,364,248,368,239,364,248,364,248,368,239,364,248,365.8182,243.9091,364.0039,247.99110000000002,364.0,248.0,365.6559,244.2741,1.010989010989011,1.0
bc408950-c3a0-4a30-b8ab-bc46a08a1fc6,89,True,"[(122, 386)]",122,386,36,96,122,146,446,508,122,508,122,508,122,508,122,508,122,508,122,508,122,508,122,508,122,508,122,508,122,508.0,122.0,508.0,122.0,508.0,122.0,508.0,122.0,1.1390134529147982,1.1390134529147982
bc408950-c3a0-4a30-b8ab-bc46a08a1fc6,89,True,"[(386, 122)]",386,122,96,36,386,300,446,508,386,508,386,508,386,508,386,508,386,508,386,508,386,508,386,508,386,508,386,508,386,508.0,386.0,508.0,386.0,508.0,386.0,508.0,386.0,1.1390134529147982,1.1390134529147982
eca1c884-f2ee-4045-8f5f-aa9d9f55e975,144,True,"[(122, 100)]",122,100,32,37,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
eca1c884-f2ee-4045-8f5f-aa9d9f55e975,144,True,"[(100, 122)]",100,122,37,32,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
c1fd5ad6-2701-4cc8-9cf0-40e1e178e479,176,True,"[(100, 276)]",100,276,55,123,100,100,376,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376.0,100.0,376.0,100.0,376.0,100.0,376.0,100.0,1.0,1.0
c1fd5ad6-2701-4cc8-9cf0-40e1e178e479,176,True,"[(276, 100)]",276,100,123,55,276,276,376,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376.0,276.0,376.0,276.0,376.0,276.0,376.0,276.0,1.0,1.0
228416f6-3538-454e-adef-8d14f386992d,110,True,"[(100, 122)]",100,122,36,41,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
228416f6-3538-454e-adef-8d14f386992d,110,True,"[(122, 100)]",122,100,41,36,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
f1c0ba9e-3868-4aaa-960c-969139b0ef06,254,True,"[(452, 474)]",452,474,132,158,452,452,926,926,452,926,452,926,452,926,452,926,452,926,452,926,452,926,452,926,452,926,452,926,452,926.0,452.0,926.0,452.0,926.0,452.0,926.0,452.0,1.0,1.0
f1c0ba9e-3868-4aaa-960c-969139b0ef06,254,True,"[(474, 452)]",474,452,158,132,474,474,926,926,474,926,474,926,474,926,474,926,474,926,474,926,474,926,474,926,474,926,474,926,474,926.0,474.0,926.0,474.0,926.0,474.0,926.0,474.0,1.0,1.0
f2216861-3ad8-4a89-9efb-24038e4ffd1c,78,True,"[(100, 166)]",100,166,35,51,100,100,266,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.0,1.0
f2216861-3ad8-4a89-9efb-24038e4ffd1c,78,True,"[(166, 100)]",166,100,51,35,166,166,266,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.0,1.0
6682930e-7cc4-4c48-b63f-e6cc850a895c,144,True,"[(122, 34)]",122,34,54,11,122,122,156,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156.0,122.0,156.0,122.0,156.0,122.0,156.0,122.0,1.0,1.0
6682930e-7cc4-4c48-b63f-e6cc850a895c,144,True,"[(34, 122)]",34,122,11,54,34,34,156,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156.0,34.0,156.0,34.0,156.0,34.0,156.0,34.0,1.0,1.0
aefc263a-c8ca-4bfd-88aa-aedba8e05063,144,True,"[(100, 100)]",100,100,19,23,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
aefc263a-c8ca-4bfd-88aa-aedba8e05063,144,True,"[(100, 100)]",100,100,23,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
23e031b6-615b-406d-844b-deeda33eafdf,144,True,"[(100, 78)]",100,78,23,23,100,100,178,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.0,1.0
23e031b6-615b-406d-844b-deeda33eafdf,144,True,"[(78, 100)]",78,100,23,23,78,78,178,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.0,1.0
101e338a-74f4-444f-90b6-fbd2ed5fedcc,144,True,"[(188, 56)]",188,56,44,28,188,188,244,244,188,244,188,244,188,244,188,244,188,244,188,244,188,244,188,244,188,244,188,244,188,244.0,188.0,244.0,188.0,244.0,188.0,244.0,188.0,1.0,1.0
101e338a-74f4-444f-90b6-fbd2ed5fedcc,144,True,"[(56, 188)]",56,188,28,44,56,56,244,244,56,244,56,244,56,244,56,244,56,244,56,244,56,244,56,244,56,244,56,244,56,244.0,56.0,244.0,56.0,244.0,56.0,244.0,56.0,1.0,1.0
54692511-1da2-4191-ad37-800d7ce2a754,100,True,"[(210, 100)]",210,100,61,28,210,210,310,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310.0,210.0,310.0,210.0,310.0,210.0,310.0,210.0,1.0,1.0
54692511-1da2-4191-ad37-800d7ce2a754,100,True,"[(100, 210)]",100,210,28,61,100,100,310,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310.0,100.0,310.0,100.0,310.0,100.0,310.0,100.0,1.0,1.0
0dfccb61-a1b3-4ca0-8aaf-729a5b1ff095,11,True,"[(586, 474)]",586,474,220,189,586,587,1052,1060,586,1060,586,1060,586,1060,586,1060,586,1060,586,1060,586,1060,586,1060,586,1060,586,1060,586,1060.0,586.0,1060.0,586.0,1060.0,586.0,1060.0,586.0,1.0076045627376427,1.0076045627376427
0dfccb61-a1b3-4ca0-8aaf-729a5b1ff095,11,True,"[(474, 586)]",474,586,189,220,474,465,1052,1060,474,1060,474,1060,474,1060,474,1060,474,1060,474,1060,474,1060,474,1060,474,1060,474,1060,474,1060.0,474.0,1060.0,474.0,1060.0,474.0,1060.0,474.0,1.0076045627376427,1.0076045627376427
7554b7a2-8442-4caf-a314-cd11f888f36a,77,True,"[(782, 166)]",782,166,212,60,782,782,948,948,782,948,782,948,782,948,782,948,782,948,782,948,782,948,782,948,782,948,782,948,782,948.0,782.0,948.0,782.0,948.0,782.0,948.0,782.0,1.0,1.0
7554b7a2-8442-4caf-a314-cd11f888f36a,77,True,"[(166, 782)]",166,782,60,212,166,166,948,948,166,948,166,948,166,948,166,948,166,948,166,948,166,948,166,948,166,948,166,948,166,948.0,166.0,948.0,166.0,948.0,166.0,948.0,166.0,1.0,1.0
db88693c-9ce2-4f04-97a8-7b537e3b3ac2,110,True,"[(188, 144)]",188,144,52,35,188,188,332,332,188,332,188,332,188,332,188,332,188,332,188,332,188,332,188,332,188,332,188,332,188,332.0,188.0,332.0,188.0,332.0,188.0,332.0,188.0,1.0,1.0
