eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
aeac3332-ca92-4b2f-a030-390bd8fa30b2,78,True,"[(100, 34)]",100,34,28,7,100,100,134,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134.0,100.0,134.0,100.0,134.0,100.0,134.0,100.0,1.0,1.0
aeac3332-ca92-4b2f-a030-390bd8fa30b2,78,True,"[(34, 100)]",34,100,7,28,34,34,134,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134.0,34.0,134.0,34.0,134.0,34.0,134.0,34.0,1.0,1.0
a7adaf1c-c62a-4204-a6bf-b37c9a1b893a,0,True,"[(90, 34)]",90,34,19,7,90,81,118,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124.0,90.0,124.0,90.0,124.0,90.0,124.0,90.0,1.0508474576271187,1.0508474576271187
a7adaf1c-c62a-4204-a6bf-b37c9a1b893a,0,True,"[(34, 90)]",34,90,7,19,34,37,118,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124.0,34.0,124.0,34.0,124.0,34.0,124.0,34.0,1.0508474576271187,1.0508474576271187
c531e9e4-c619-4354-a7b4-389233788a51,46,True,"[(90, 90)]",90,90,27,31,90,39,122,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.4754098360655739,1.4754098360655739
c531e9e4-c619-4354-a7b4-389233788a51,46,True,"[(90, 90)]",90,90,31,27,90,83,122,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.4754098360655739,1.4754098360655739
7a1fa797-21d1-4b65-ac9b-b5442d003a45,11,True,"[(122, 34)]",122,34,40,16,122,98,152,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156.0,122.0,156.0,122.0,156.0,122.0,156.0,122.0,1.0263157894736843,1.0263157894736843
7a1fa797-21d1-4b65-ac9b-b5442d003a45,11,True,"[(34, 122)]",34,122,16,40,34,54,152,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156.0,34.0,156.0,34.0,156.0,34.0,156.0,34.0,1.0263157894736843,1.0263157894736843
7037a7dd-e1c3-481f-a689-18ae0d9ce928,0,False,"[(82, 148)]",100,166,64,103,82,82,230,230,82,230,82,230,82,230,82,230,82,230,82,230,82,230,82,230,82,230,82,230,82,230.0,82.0,230.0,82.0,230.0,82.0,230.0,82.0,1.0,1.0
7037a7dd-e1c3-481f-a689-18ae0d9ce928,0,False,"[(148, 82)]",166,100,103,64,148,148,230,230,148,230,148,230,148,230,148,230,148,230,148,230,148,230,148,230,148,230,148,230,148,230.0,148.0,230.0,148.0,230.0,148.0,230.0,148.0,1.0,1.0
957fbcd2-45b2-4516-aaf1-616a0bef9a96,22,False,"[(117, 51)]",122,78,36,33,122,94,166,168,117,168,117,168,117,168,117,168,117,168,117,168,117,168,117,168,117,168,117,168,117,168.0,117.0,168.0,117.0,168.0,117.0,168.0,117.0,1.0120481927710843,1.0120481927710843
957fbcd2-45b2-4516-aaf1-616a0bef9a96,22,False,"[(51, 117)]",78,122,33,36,78,72,166,168,51,168,51,168,51,168,51,168,51,168,51,168,51,168,51,168,51,168,51,168,51,168.0,51.0,168.0,51.0,168.0,51.0,168.0,51.0,1.0120481927710843,1.0120481927710843
8d5766f0-daea-474f-ad3a-367785403c23,1,False,"[(49, 105), (95, 95), (53, 97)]",100,166,32,34,100,52,148,154,49,190,95,150,53,150,53,190,95,154,49,150,53,150,53,150,53,190,95,150,53,150.0,53.0,154.0,49.0,150.0,53.0,151.052,51.948,1.2837837837837838,1.0135135135135136
8d5766f0-daea-474f-ad3a-367785403c23,1,False,"[(105, 49), (95, 95), (97, 53)]",166,100,34,32,166,96,148,154,105,190,95,150,97,150,97,190,95,154,105,150,97,150,97,150,97,190,95,150,97,150.0,97.0,154.0,105.0,150.0,97.0,151.052,99.104,1.2837837837837838,1.0135135135135136
09b77120-30f3-43d9-aa94-dcc3d9e43660,56,True,"[(100, 122)]",100,122,37,40,100,115,186,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.1935483870967742,1.1935483870967742
09b77120-30f3-43d9-aa94-dcc3d9e43660,56,True,"[(122, 100)]",122,100,40,37,122,71,186,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.1935483870967742,1.1935483870967742
cb32f6d9-bfa2-44b1-b14d-d924de9651d8,55,True,"[(77, 99)]",90,122,36,53,90,77,176,176,77,176,77,176,77,176,77,176,77,176,77,176,77,176,77,176,77,176,77,176,77,176.0,77.0,176.0,77.0,176.0,77.0,176.0,77.0,1.0,1.0
cb32f6d9-bfa2-44b1-b14d-d924de9651d8,55,True,"[(99, 77)]",122,90,53,36,122,99,176,176,99,176,99,176,99,176,99,176,99,176,99,176,99,176,99,176,99,176,99,176,99,176.0,99.0,176.0,99.0,176.0,99.0,176.0,99.0,1.0,1.0
6b431d5e-6229-4773-ab12-9d7e8ef87bb0,46,True,"[(90, 90)]",90,90,19,23,90,49,142,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.267605633802817,1.267605633802817
6b431d5e-6229-4773-ab12-9d7e8ef87bb0,46,True,"[(90, 90)]",90,90,23,19,90,93,142,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.267605633802817,1.267605633802817
84dbf29a-bb84-4fb9-8f6b-118b223bbd27,1,False,"[(48, 114)]",100,210,19,51,100,48,162,162,48,162,48,162,48,162,48,162,48,162,48,162,48,162,48,162,48,162,48,162,48,162.0,48.0,162.0,48.0,162.0,48.0,162.0,48.0,1.0,1.0
84dbf29a-bb84-4fb9-8f6b-118b223bbd27,1,False,"[(114, 48)]",210,100,51,19,210,114,162,162,114,162,114,162,114,162,114,162,114,162,114,162,114,162,114,162,114,162,114,162,114,162.0,114.0,162.0,114.0,162.0,114.0,162.0,114.0,1.0,1.0
eb4a066e-bc16-4586-aa32-4c28e11072b6,55,True,"[(85, 63)]",100,134,28,36,100,85,148,148,85,148,85,148,85,148,85,148,85,148,85,148,85,148,85,148,85,148,85,148,85,148.0,85.0,148.0,85.0,148.0,85.0,148.0,85.0,1.0,1.0
eb4a066e-bc16-4586-aa32-4c28e11072b6,55,True,"[(63, 85)]",134,100,36,28,134,63,148,148,63,148,63,148,63,148,63,148,63,148,63,148,63,148,63,148,63,148,63,148,63,148.0,63.0,148.0,63.0,148.0,63.0,148.0,63.0,1.0,1.0
05dd2743-b746-4200-b467-009fa7ec6645,56,True,"[(75, 75), (48, 92), (66, 88)]",100,100,28,27,100,48,140,140,48,150,75,140,48,140,48,150,75,150,75,150,75,140,48,150,75,154,66,140,48,147.2767,67.6471,150.0,75.0,140.0,48.0,145.6703,63.3098,1.1,1.0
05dd2743-b746-4200-b467-009fa7ec6645,56,True,"[(75, 75), (92, 48), (88, 66)]",100,100,27,28,100,92,140,140,92,150,75,140,92,140,92,150,75,150,75,150,75,140,92,150,75,154,88,140,92,147.2767,79.6296,150.0,75.0,140.0,92.0,145.6703,82.3605,1.1,1.0
eff18378-0540-45a6-ab51-77d18562d122,55,True,"[(100, 56)]",100,56,23,11,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
eff18378-0540-45a6-ab51-77d18562d122,55,True,"[(56, 100)]",56,100,11,23,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
7758cfeb-70dc-4c52-811b-56a734eb1e97,342,True,"[(100, 408)]",100,408,37,110,100,100,508,508,100,508,100,508,100,508,100,508,100,508,100,508,100,508,100,508,100,508,100,508,100,508.0,100.0,508.0,100.0,508.0,100.0,508.0,100.0,1.0,1.0
7758cfeb-70dc-4c52-811b-56a734eb1e97,342,True,"[(408, 100)]",408,100,110,37,408,408,508,508,408,508,408,508,408,508,408,508,408,508,408,508,408,508,408,508,408,508,408,508,408,508.0,408.0,508.0,408.0,508.0,408.0,508.0,408.0,1.0,1.0
e857df31-1c11-4867-a0d7-1b6d87d40378,1,False,"[(78, 78), (52, 96)]",122,222,23,42,122,52,148,148,52,156,78,148,52,148,52,156,78,148,52,148,52,148,52,148,52,156,78,148,52,148.0,52.0,148.0,52.0,148.0,52.0,150.0144,58.5468,1.054054054054054,1.0
e857df31-1c11-4867-a0d7-1b6d87d40378,1,False,"[(78, 78), (96, 52)]",222,122,42,23,222,96,148,148,96,156,78,148,96,148,96,156,78,148,96,148,96,148,96,148,96,156,78,148,96,148.0,96.0,148.0,96.0,148.0,96.0,150.0144,91.4676,1.054054054054054,1.0
b0181d37-7774-4e9a-93ba-bd7554b9b254,56,True,"[(100, 44), (93, 49)]",100,100,35,26,100,91,138,144,100,142,93,142,93,142,93,142,93,142,93,142,93,142,93,142,93,144,100,142,93,142.0,93.0,142.0,93.0,142.0,93.0,142.164,93.5738,1.0434782608695652,1.0289855072463767
b0181d37-7774-4e9a-93ba-bd7554b9b254,56,True,"[(44, 100), (49, 93)]",100,100,26,35,100,47,138,144,44,142,49,142,49,142,49,142,49,142,49,142,49,142,49,142,49,144,44,142,49,142.0,49.0,142.0,49.0,142.0,49.0,142.164,48.5902,1.0434782608695652,1.0289855072463767
a0377040-4006-4253-880d-821b83282c77,0,False,"[(58, 114), (78, 100)]",100,212,31,51,100,61,166,172,58,178,78,172,58,172,58,178,78,172,58,172,58,172,58,172,58,178,78,172,58,172.0,58.0,172.0,58.0,172.0,58.0,173.2475,62.1584,1.072289156626506,1.036144578313253
a0377040-4006-4253-880d-821b83282c77,0,False,"[(114, 58), (100, 78)]",212,100,51,31,212,105,166,172,114,178,100,172,114,172,114,178,100,172,114,172,114,172,114,172,114,178,100,172,114,172.0,114.0,172.0,114.0,172.0,114.0,173.2475,111.0891,1.072289156626506,1.036144578313253
101eb727-0a64-44c3-ae50-6874c2a30b3f,56,True,"[(54, 154), (76, 142), (63, 151)]",100,200,19,42,100,57,202,208,54,218,76,208,54,208,54,218,76,208,54,214,63,208,54,208,54,218,76,208,54,208.0,54.0,208.0,54.0,208.0,54.0,211.0197,60.6433,1.0792079207920793,1.0297029702970297
101eb727-0a64-44c3-ae50-6874c2a30b3f,56,True,"[(154, 54), (142, 76), (151, 63)]",200,100,42,19,200,145,202,208,154,218,142,208,154,208,154,218,142,208,154,214,151,208,154,208,154,218,142,208,154,208.0,154.0,208.0,154.0,208.0,154.0,211.0197,150.3764,1.0792079207920793,1.0297029702970297
1d78eaa8-e546-4781-97fe-11ce7e6aefa5,22,True,"[(94, 172), (128, 150)]",144,232,54,74,144,97,260,266,94,278,128,266,94,266,94,278,128,266,94,266,94,266,94,266,94,278,128,266,94,266.0029,94.0081,266.0,94.0,266.0,94.0,269.395,103.61930000000001,1.0692307692307692,1.023076923076923
1d78eaa8-e546-4781-97fe-11ce7e6aefa5,22,True,"[(172, 94), (150, 128)]",232,144,74,54,232,163,260,266,172,278,150,266,172,266,172,278,150,266,172,266,172,266,172,266,172,278,150,266,172,266.0029,171.9948,266.0,172.0,266.0,172.0,269.395,165.7757,1.0692307692307692,1.023076923076923
ae35cb9c-b1d7-4b08-8207-1c4977a64dd6,46,True,"[(90, 90)]",90,90,31,32,90,92,140,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.2857142857142858,1.2857142857142858
ae35cb9c-b1d7-4b08-8207-1c4977a64dd6,46,True,"[(90, 90)]",90,90,32,31,90,48,140,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.2857142857142858,1.2857142857142858
0437ad25-b43f-45bf-8d86-ce9ba39437fb,34,True,"[(90, 34)]",90,34,18,7,90,73,102,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124.0,90.0,124.0,90.0,124.0,90.0,124.0,90.0,1.2156862745098038,1.2156862745098038
0437ad25-b43f-45bf-8d86-ce9ba39437fb,34,True,"[(34, 90)]",34,90,7,18,34,29,102,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124.0,34.0,124.0,34.0,124.0,34.0,124.0,34.0,1.2156862745098038,1.2156862745098038
5a97ac02-1e26-4f59-be98-473c8340b884,56,True,"[(88, 66)]",90,112,18,22,90,96,148,154,88,154,88,154,88,154,88,154,88,154,88,154,88,154,88,154,88,154,88,154,88,154.0,88.0,154.0,88.0,154.0,88.0,154.0,88.0,1.0405405405405406,1.0405405405405406
5a97ac02-1e26-4f59-be98-473c8340b884,56,True,"[(66, 88)]",112,90,22,18,112,52,148,154,66,154,66,154,66,154,66,154,66,154,66,154,66,154,66,154,66,154,66,154,66,154.0,66.0,154.0,66.0,154.0,66.0,154.0,66.0,1.0405405405405406,1.0405405405405406
b67fbc14-658c-4ff1-ab23-db99f32ea5ce,1,False,"[(49, 127), (62, 106), (58, 124)]",100,222,19,61,100,62,168,176,49,168,62,168,62,168,62,168,62,176,49,176,49,176,49,176,49,182,58,168,62,176.0,49.0,176.0,49.0,168.0,62.0,172.6778,54.3986,1.0833333333333333,1.0
b67fbc14-658c-4ff1-ab23-db99f32ea5ce,1,False,"[(127, 49), (106, 62), (124, 58)]",222,100,61,19,222,106,168,176,127,168,106,168,106,168,106,168,106,176,127,176,127,176,127,176,127,182,124,168,106,176.0,127.0,176.0,127.0,168.0,106.0,172.6778,118.2792,1.0833333333333333,1.0
2555a4a2-aad5-4dfc-9601-6117aa8bf74e,34,True,"[(100, 56)]",100,56,31,20,100,107,148,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.054054054054054,1.054054054054054
2555a4a2-aad5-4dfc-9601-6117aa8bf74e,34,True,"[(56, 100)]",56,100,20,31,56,41,148,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.054054054054054,1.054054054054054
bb72c9ab-acac-4ba1-a702-2ee4dc9a1b41,46,True,"[(90, 90)]",90,90,31,31,90,57,158,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.139240506329114,1.139240506329114
bb72c9ab-acac-4ba1-a702-2ee4dc9a1b41,46,True,"[(90, 90)]",90,90,31,31,90,101,158,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.139240506329114,1.139240506329114
40ddb0f3-9faf-4840-b1ca-5fd1a6ac7a2b,12,True,"[(97, 153), (118, 140)]",188,276,71,96,188,100,244,250,97,258,118,250,97,250,97,258,118,250,97,250,97,250,97,250,97,258,118,250,97,250.0,97.0,250.0,97.0,250.0,97.0,252.34320000000002,103.1508,1.0573770491803278,1.0245901639344261
40ddb0f3-9faf-4840-b1ca-5fd1a6ac7a2b,12,True,"[(153, 97), (140, 118)]",276,188,96,71,276,144,244,250,153,258,140,250,153,250,153,258,140,250,153,250,153,250,153,250,153,258,140,250,153,250.0,153.0,250.0,153.0,250.0,153.0,252.34320000000002,149.19240000000002,1.0573770491803278,1.0245901639344261
4a8e2447-eac1-4a5b-b712-4a02386f51f6,0,False,"[(52, 108)]",100,212,23,55,100,55,154,160,52,160,52,160,52,160,52,160,52,160,52,160,52,160,52,160,52,160,52,160,52,160.0,52.0,160.0,52.0,160.0,52.0,160.0,52.0,1.0389610389610389,1.0389610389610389
4a8e2447-eac1-4a5b-b712-4a02386f51f6,0,False,"[(108, 52)]",212,100,55,23,212,99,154,160,108,160,108,160,108,160,108,160,108,160,108,160,108,160,108,160,108,160,108,160,108,160.0,108.0,160.0,108.0,160.0,108.0,160.0,108.0,1.0389610389610389,1.0389610389610389
732f1389-748a-44cc-ac9c-179382f8cc24,34,False,"[(89, 33), (88, 66)]",100,78,32,24,100,80,116,122,89,154,88,122,89,122,89,154,88,154,88,154,88,122,89,122,89,154,88,122,89,122.0001,89.0,154.0,88.0,122.0,89.0,125.2653,88.898,1.3275862068965518,1.0517241379310345
732f1389-748a-44cc-ac9c-179382f8cc24,34,False,"[(33, 89), (66, 88)]",78,100,24,32,78,36,116,122,33,154,66,122,33,122,33,154,66,154,66,154,66,122,33,122,33,154,66,122,33,122.0001,33.0001,154.0,66.0,122.0,33.0,125.2653,36.3673,1.3275862068965518,1.0517241379310345
fba8c103-94b6-4ad4-834a-a56422b39776,122,True,"[(122, 738)]",122,738,31,214,122,122,860,860,122,860,122,860,122,860,122,860,122,860,122,860,122,860,122,860,122,860,122,860,122,860.0,122.0,860.0,122.0,860.0,122.0,860.0,122.0,1.0,1.0
fba8c103-94b6-4ad4-834a-a56422b39776,122,True,"[(738, 122)]",738,122,214,31,738,738,860,860,738,860,738,860,738,860,738,860,738,860,738,860,738,860,738,860,738,860,738,860,738,860.0,738.0,860.0,738.0,860.0,738.0,860.0,738.0,1.0,1.0
01c9d7a1-a2b4-4d54-94d6-64fe826fea4a,0,False,"[(102, 46)]",134,56,75,15,134,93,142,148,102,148,102,148,102,148,102,148,102,148,102,148,102,148,102,148,102,148,102,148,102,148.0,102.0,148.0,102.0,148.0,102.0,148.0,102.0,1.0422535211267605,1.0422535211267605
01c9d7a1-a2b4-4d54-94d6-64fe826fea4a,0,False,"[(46, 102)]",56,134,15,75,56,49,142,148,46,148,46,148,46,148,46,148,46,148,46,148,46,148,46,148,46,148,46,148,46,148.0,46.0,148.0,46.0,148.0,46.0,148.0,46.0,1.0422535211267605,1.0422535211267605
4ba83404-b5f0-457a-8ed3-431d8e7f0409,67,True,"[(100, 156)]",100,156,23,56,100,115,230,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256.0,100.0,256.0,100.0,256.0,100.0,256.0,100.0,1.1130434782608696,1.1130434782608696
4ba83404-b5f0-457a-8ed3-431d8e7f0409,67,True,"[(156, 100)]",156,100,56,23,156,115,230,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256.0,156.0,256.0,156.0,256.0,156.0,256.0,156.0,1.1130434782608696,1.1130434782608696
ab99f097-285e-4fa9-98d8-51939af3ac8c,44,True,"[(68, 112), (63, 119)]",100,144,50,57,100,68,180,182,63,180,68,180,68,180,68,180,68,180,68,180,68,182,63,180,68,182,63,180,68,180.0,68.0,180.0,68.0,180.0,68.0,180.7637,66.0907,1.011111111111111,1.0
ab99f097-285e-4fa9-98d8-51939af3ac8c,44,True,"[(112, 68), (119, 63)]",144,100,57,50,144,112,180,182,119,180,112,180,112,180,112,180,112,180,112,180,112,182,119,180,112,182,119,180,112,180.0,112.0,180.0,112.0,180.0,112.0,180.7637,114.673,1.011111111111111,1.0
e2507a1c-d121-4e5b-84ce-662a369b5a3c,22,False,"[(137, 81)]",144,144,54,36,144,128,212,218,137,218,137,218,137,218,137,218,137,218,137,218,137,218,137,218,137,218,137,218,137,218.0,137.0,218.0,137.0,218.0,137.0,218.0,137.0,1.028301886792453,1.028301886792453
e2507a1c-d121-4e5b-84ce-662a369b5a3c,22,False,"[(81, 137)]",144,144,36,54,144,84,212,218,81,218,81,218,81,218,81,218,81,218,81,218,81,218,81,218,81,218,81,218,81,218.0,81.0,218.0,81.0,218.0,81.0,218.0,81.0,1.028301886792453,1.028301886792453
721c2cc3-80c8-45b2-b667-9e71cbba6b24,23,True,"[(166, 782)]",166,782,57,243,166,166,948,948,166,948,166,948,166,948,166,948,166,948,166,948,166,948,166,948,166,948,166,948,166,948.0,166.0,948.0,166.0,948.0,166.0,948.0,166.0,1.0,1.0
721c2cc3-80c8-45b2-b667-9e71cbba6b24,23,True,"[(782, 166)]",782,166,243,57,782,782,948,948,782,948,782,948,782,948,782,948,782,948,782,948,782,948,782,948,782,948,782,948,782,948.0,782.0,948.0,782.0,948.0,782.0,948.0,782.0,1.0,1.0
614f4134-25eb-4147-acb8-8869dd751ad0,45,True,"[(88, 110)]",100,122,28,44,100,84,168,198,88,198,88,198,88,198,88,198,88,198,88,198,88,198,88,198,88,198,88,198,88,198.0,88.0,198.0,88.0,198.0,88.0,198.0,88.0,1.1785714285714286,1.1785714285714286
614f4134-25eb-4147-acb8-8869dd751ad0,45,True,"[(110, 88)]",122,100,44,28,122,84,168,198,110,198,110,198,110,198,110,198,110,198,110,198,110,198,110,198,110,198,110,198,110,198.0,110.0,198.0,110.0,198.0,110.0,198.0,110.0,1.1785714285714286,1.1785714285714286
a423ad5c-a293-47f1-92b4-effbb9aa2903,22,True,"[(66, 110), (92, 92), (100, 78)]",100,166,23,40,100,62,168,176,66,184,92,176,66,176,66,184,92,176,66,176,66,176,66,176,66,178,100,176,66,176.0,66.0,176.0,66.0,176.0,66.0,176.5334,75.0667,1.0952380952380953,1.0476190476190477
a423ad5c-a293-47f1-92b4-effbb9aa2903,22,True,"[(110, 66), (92, 92), (78, 100)]",166,100,40,23,166,106,168,176,110,184,92,176,110,176,110,184,92,176,110,176,110,176,110,176,110,178,78,176,110,176.0,110.0,176.0,110.0,176.0,110.0,176.5334,101.4667,1.0952380952380953,1.0476190476190477
ce7be45a-a169-4cf9-9e95-a950dc456d3d,44,True,"[(773, 795)]",782,804,248,240,782,773,1568,1568,773,1568,773,1568,773,1568,773,1568,773,1568,773,1568,773,1568,773,1568,773,1568,773,1568,773,1568.0,773.0,1568.0,773.0,1568.0,773.0,1568.0,773.0,1.0,1.0
ce7be45a-a169-4cf9-9e95-a950dc456d3d,44,True,"[(795, 773)]",804,782,240,248,804,795,1568,1568,795,1568,795,1568,795,1568,795,1568,795,1568,795,1568,795,1568,795,1568,795,1568,795,1568,795,1568.0,795.0,1568.0,795.0,1568.0,795.0,1568.0,795.0,1.0,1.0
42a39016-ead1-467d-81be-c5573321f805,46,True,"[(85, 41), (83, 61)]",90,90,36,27,90,83,122,126,85,144,83,126,85,126,85,144,83,144,83,144,83,126,85,126,85,144,83,126,85,126.0,85.0,144.0,83.0,126.0,85.0,133.4118,84.1765,1.180327868852459,1.0327868852459017
