eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,PoA,PoS
03af2735-2d32-4b28-b9a7-cb4e88ebc313,56,True,"[(12, 100)]",12,100,12,50,12,12,112,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112.0,12.0,112.0,12.0,112.0,12.0,112.0,12.0,1.0,1.0
20094111-2765-4996-a55d-7d08b84d2906,99,True,"[(122, 122)]",122,122,49,27,122,122,244,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244.0,122.0,244.0,122.0,244.0,122.0,244.0,122.0,1.0,1.0
20094111-2765-4996-a55d-7d08b84d2906,99,True,"[(122, 122)]",122,122,27,49,122,122,244,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244.0,122.0,244.0,122.0,244.0,122.0,244.0,122.0,1.0,1.0
5b867883-1abc-43ba-a053-75cf153eb448,55,True,"[(90, 78)]",90,78,27,28,90,90,168,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168.0,90.0,168.0,90.0,168.0,90.0,168.0,90.0,1.0,1.0
5b867883-1abc-43ba-a053-75cf153eb448,55,True,"[(78, 90)]",78,90,28,27,78,78,168,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168.0,78.0,168.0,78.0,168.0,78.0,168.0,78.0,1.0,1.0
0976aa1e-ab5f-478d-86d7-fffcaff7b6a2,55,True,"[(100, 112)]",100,112,31,26,100,100,212,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212.0,100.0,212.0,100.0,212.0,100.0,212.0,100.0,1.0,1.0
0976aa1e-ab5f-478d-86d7-fffcaff7b6a2,55,True,"[(112, 100)]",112,100,26,31,112,112,212,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212.0,112.0,212.0,112.0,212.0,112.0,212.0,112.0,1.0,1.0
0939f29d-656e-4302-81fa-f3f7f1129bfc,45,True,"[(100, 56)]",100,56,26,11,100,116,155,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0064516129032257,1.0064516129032257
0939f29d-656e-4302-81fa-f3f7f1129bfc,45,True,"[(56, 100)]",56,100,11,26,56,39,155,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0064516129032257,1.0064516129032257
038ef868-138b-4222-8a89-c888968ed7f9,1,True,"[(87, 176), (92, 169)]",100,232,37,59,100,100,255,263,87,261,92,261,92,261,92,261,92,263,87,263,87,263,87,263,87,261,92,261,92,261.0,92.0,262.5517,88.1207,263.0,87.0,263.0,87.0,1.031372549019608,1.0235294117647058
038ef868-138b-4222-8a89-c888968ed7f9,1,True,"[(176, 87), (169, 92)]",232,100,59,37,232,155,255,263,176,261,169,261,169,261,169,261,169,263,176,263,176,263,176,263,176,261,169,261,169,261.0,169.0,262.5517,174.43099999999998,263.0,176.0,263.0,176.0,1.031372549019608,1.0235294117647058
26d207b2-d796-4d1b-bb53-0bb12e728a2e,11,False,"[(389, 92)]",398,100,146,37,398,389,481,481,389,481,389,481,389,481,389,481,389,481,389,481,389,481,389,481,389,481,389,481,389,481.0,389.0,481.0,389.0,481.0,389.0,481.0,389.0,1.0,1.0
26d207b2-d796-4d1b-bb53-0bb12e728a2e,11,False,"[(92, 389)]",100,398,37,146,100,92,481,481,92,481,92,481,92,481,92,481,92,481,92,481,92,481,92,481,92,481,92,481,92,481.0,92.0,481.0,92.0,481.0,92.0,481.0,92.0,1.0,1.0
f0504867-e296-4703-8bad-756a06cab351,45,True,"[(98, 131), (76, 165)]",100,178,28,52,100,98,229,241,76,229,98,229,98,229,98,229,98,241,76,241,76,241,76,241,76,229,98,229,98,229.0,98.0,235.707,85.7038,236.7486,83.7941,238.6428,80.3214,1.0524017467248907,1.0
f0504867-e296-4703-8bad-756a06cab351,45,True,"[(131, 98), (165, 76)]",178,100,52,28,178,131,229,241,165,229,131,229,131,229,131,229,131,241,165,241,165,241,165,241,165,229,131,229,131,229.0,131.0,235.707,150.0032,236.7486,152.9545,238.6428,158.3214,1.0524017467248907,1.0
811820e7-18f8-4656-8c7b-844c9036201d,11,True,"[(100, 56)]",100,56,22,11,100,103,151,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.033112582781457,1.033112582781457
811820e7-18f8-4656-8c7b-844c9036201d,11,True,"[(56, 100)]",56,100,11,22,56,48,151,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.033112582781457,1.033112582781457
48441488-5d71-439a-8ddb-3989141a7247,11,True,"[(112, 56)]",112,56,36,20,112,128,167,168,112,168,112,168,112,168,112,168,112,168,112,168,112,168,112,168,112,168,112,168,112,168.0,112.0,168.0,112.0,168.0,112.0,168.0,112.0,1.0059880239520957,1.0059880239520957
48441488-5d71-439a-8ddb-3989141a7247,11,True,"[(56, 112)]",56,112,20,36,56,39,167,168,56,168,56,168,56,168,56,168,56,168,56,168,56,168,56,168,56,168,56,168,56,168.0,56.0,168.0,56.0,168.0,56.0,168.0,56.0,1.0059880239520957,1.0059880239520957
d0a6379a-346a-49dc-9d6e-e29bf1e2fdff,77,True,"[(100, 166)]",100,166,54,35,100,132,253,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.051383399209486,1.051383399209486
d0a6379a-346a-49dc-9d6e-e29bf1e2fdff,77,True,"[(166, 100)]",166,100,35,54,166,121,253,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.051383399209486,1.051383399209486
7ae491a7-1110-4021-b870-4065ef205d40,89,True,"[(100, 100)]",100,100,23,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
7ae491a7-1110-4021-b870-4065ef205d40,89,True,"[(100, 100)]",100,100,19,23,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
5fc645be-a813-468f-b27d-1a664e8c4f16,34,True,"[(94, 127), (74, 129)]",100,166,32,47,100,74,203,203,74,221,94,203,74,203,74,221,94,203,74,203,74,203,74,203,74,221,94,203,74,203.0,74.0,204.125,75.25,203.0,74.0,203.0,74.0,1.0886699507389161,1.0
5fc645be-a813-468f-b27d-1a664e8c4f16,34,True,"[(127, 94), (129, 74)]",166,100,47,32,166,129,203,203,129,221,127,203,129,203,129,221,127,203,129,203,129,203,129,203,129,221,127,203,129,203.0,129.0,204.125,128.875,203.0,129.0,203.0,129.0,1.0886699507389161,1.0
756bed7a-1722-4ebe-a486-fcde94a2870c,661,True,"[(100, 210)]",100,210,28,92,100,100,310,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310.0,100.0,310.0,100.0,310.0,100.0,310.0,100.0,1.0,1.0
756bed7a-1722-4ebe-a486-fcde94a2870c,661,True,"[(210, 100)]",210,100,92,28,210,210,310,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310.0,210.0,310.0,210.0,310.0,210.0,310.0,210.0,1.0,1.0
718fcba5-8934-4e3f-b6d0-fd566b3f4945,0,False,"[(81, 92)]",90,100,22,26,81,81,173,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173.0,81.0,173.0,81.0,173.0,81.0,173.0,81.0,1.0,1.0
718fcba5-8934-4e3f-b6d0-fd566b3f4945,0,False,"[(92, 81)]",100,90,26,22,92,92,173,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173,92,173.0,92.0,173.0,92.0,173.0,92.0,173.0,92.0,1.0,1.0
3561c00c-8a95-4d9c-92bd-65bcea73877d,0,False,"[(71, 148), (67, 156)]",100,244,23,55,100,70,217,223,67,219,71,219,71,219,71,219,71,223,67,223,67,223,67,223,67,219,71,219,71,219.0,71.0,221.3703,68.6296,223.0,67.0,223.0,67.0,1.0276497695852536,1.0092165898617511
3561c00c-8a95-4d9c-92bd-65bcea73877d,0,False,"[(148, 71), (156, 67)]",244,100,55,23,244,147,217,223,156,219,148,219,148,219,148,219,148,223,156,223,156,223,156,223,156,219,148,219,148,219.0,148.0,221.3703,152.7407,223.0,156.0,223.0,156.0,1.0276497695852536,1.0092165898617511
5a8755ea-6d84-4bd8-8621-840bdc37fa0a,45,True,"[(100, 628)]",100,628,32,191,100,205,707,728,100,728,100,728,100,728,100,728,100,728,100,728,100,728,100,728,100,728,100,728,100,728.0,100.0,728.0,100.0,728.0,100.0,728.0,100.0,1.0297029702970297,1.0297029702970297
5a8755ea-6d84-4bd8-8621-840bdc37fa0a,45,True,"[(628, 100)]",628,100,191,32,628,502,707,728,628,728,628,728,628,728,628,728,628,728,628,728,628,728,628,728,628,728,628,728,628,728.0,628.0,728.0,628.0,728.0,628.0,728.0,628.0,1.0297029702970297,1.0297029702970297
b0282b5a-918c-452b-9f30-c9e5d36110ca,34,True,"[(122, 276)]",122,276,50,86,122,162,313,398,122,398,122,398,122,398,122,398,122,398,122,398,122,398,122,398,122,398,122,398,122,398.0,122.0,398.0,122.0,398.0,122.0,398.0,122.0,1.2715654952076678,1.2715654952076678
b0282b5a-918c-452b-9f30-c9e5d36110ca,34,True,"[(276, 122)]",276,122,86,50,276,151,313,398,276,398,276,398,276,398,276,398,276,398,276,398,276,398,276,398,276,398,276,398,276,398.0,276.0,398.0,276.0,398.0,276.0,398.0,276.0,1.2715654952076678,1.2715654952076678
810b380c-b122-44f5-aa37-afb9a620fe60,1,True,"[(166, 474)]",166,474,58,177,166,166,640,640,166,640,166,640,166,640,166,640,166,640,166,640,166,640,166,640,166,640,166,640,166,640.0,166.0,640.0,166.0,640.0,166.0,640.0,166.0,1.0,1.0
810b380c-b122-44f5-aa37-afb9a620fe60,1,True,"[(474, 166)]",474,166,177,58,474,474,640,640,474,640,474,640,474,640,474,640,474,640,474,640,474,640,474,640,474,640,474,640,474,640.0,474.0,640.0,474.0,640.0,474.0,640.0,474.0,1.0,1.0
14614c0e-14b6-48e2-9c1e-798b05a4a7e3,89,True,"[(100, 100)]",100,100,19,28,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
14614c0e-14b6-48e2-9c1e-798b05a4a7e3,89,True,"[(100, 100)]",100,100,28,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
de8fd5d6-8f41-40f1-b5d6-9ba23af4bf6a,55,True,"[(78, 255), (99, 242)]",144,320,40,107,144,81,327,333,78,341,99,333,78,333,78,341,99,333,78,341,99,333,78,333,78,341,99,333,78,333.0,78.0,335.75,85.2188,333.0,78.0,333.23519999999996,78.6176,1.0428134556574924,1.018348623853211
de8fd5d6-8f41-40f1-b5d6-9ba23af4bf6a,55,True,"[(255, 78), (242, 99)]",320,144,107,40,320,246,327,333,255,341,242,333,255,333,255,341,242,333,255,341,242,333,255,333,255,341,242,333,255,333.0,255.0,335.75,250.5312,333.0,255.0,333.23519999999996,254.61759999999998,1.0428134556574924,1.018348623853211
88a7fc22-cea5-4143-b695-0f7093787600,89,True,"[(100, 100)]",100,100,28,19,100,58,193,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0362694300518134,1.0362694300518134
88a7fc22-cea5-4143-b695-0f7093787600,89,True,"[(100, 100)]",100,100,19,28,100,135,193,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0362694300518134,1.0362694300518134
a25c5685-9d03-4df3-b55d-0781ab459098,11,True,"[(188, 222)]",188,222,53,51,188,190,403,410,188,410,188,410,188,410,188,410,188,410,188,410,188,410,188,410,188,410,188,410,188,410.0,188.0,410.0,188.0,410.0,188.0,410.0,188.0,1.0173697270471465,1.0173697270471465
a25c5685-9d03-4df3-b55d-0781ab459098,11,True,"[(222, 188)]",222,188,51,53,222,213,403,410,222,410,222,410,222,410,222,410,222,410,222,410,222,410,222,410,222,410,222,410,222,410.0,222.0,410.0,222.0,410.0,222.0,410.0,222.0,1.0173697270471465,1.0173697270471465
41040f19-b0be-46f5-8edf-faf50f01ca25,155,True,"[(122, 122)]",122,122,32,63,122,122,244,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244.0,122.0,244.0,122.0,244.0,122.0,244.0,122.0,1.0,1.0
41040f19-b0be-46f5-8edf-faf50f01ca25,155,True,"[(122, 122)]",122,122,63,32,122,122,244,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244,122,244.0,122.0,244.0,122.0,244.0,122.0,244.0,122.0,1.0,1.0
c0cc66a4-fe42-45ae-a38f-c7988e0e4671,55,True,"[(94, 105)]",100,112,19,22,100,135,193,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199.0,94.0,199.0,94.0,199.0,94.0,199.0,94.0,1.0310880829015545,1.0310880829015545
c0cc66a4-fe42-45ae-a38f-c7988e0e4671,55,True,"[(105, 94)]",112,100,22,19,112,58,193,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199.0,105.0,199.0,105.0,199.0,105.0,199.0,105.0,1.0310880829015545,1.0310880829015545
cc244120-01a4-4d5a-89dc-3a9f009211e7,79,True,"[(90, 112)]",90,112,31,31,90,73,201,202,90,202,90,202,90,202,90,202,90,202,90,202,90,202,90,202,90,202,90,202,90,202.0,90.0,202.0,90.0,202.0,90.0,202.0,90.0,1.0049751243781095,1.0049751243781095
cc244120-01a4-4d5a-89dc-3a9f009211e7,79,True,"[(112, 90)]",112,90,31,31,112,128,201,202,112,202,112,202,112,202,112,202,112,202,112,202,112,202,112,202,112,202,112,202,112,202.0,112.0,202.0,112.0,202.0,112.0,202.0,112.0,1.0049751243781095,1.0049751243781095
4f37ff8c-dcbc-45a2-afd6-f30761ad5cec,11,True,"[(100, 112)]",100,112,19,22,100,110,187,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212,100,212.0,100.0,212.0,100.0,212.0,100.0,212.0,100.0,1.1336898395721926,1.1336898395721926
4f37ff8c-dcbc-45a2-afd6-f30761ad5cec,11,True,"[(112, 100)]",112,100,22,19,112,77,187,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212,112,212.0,112.0,212.0,112.0,212.0,112.0,212.0,112.0,1.1336898395721926,1.1336898395721926
9e8dd25a-6996-49d7-bdbb-527835176efb,110,True,"[(254, 288)]",254,288,101,100,254,222,433,542,254,542,254,542,254,542,254,542,254,542,254,542,254,542,254,542,254,542,254,542,254,542.0,254.0,542.0,254.0,542.0,254.0,542.0,254.0,1.251732101616628,1.251732101616628
9e8dd25a-6996-49d7-bdbb-527835176efb,110,True,"[(288, 254)]",288,254,100,101,288,211,433,542,288,542,288,542,288,542,288,542,288,542,288,542,288,542,288,542,288,542,288,542,288,542.0,288.0,542.0,288.0,542.0,288.0,542.0,288.0,1.251732101616628,1.251732101616628
634cc45a-8f27-4980-a178-b01b2a53595e,0,False,"[(109, 198)]",122,266,41,109,122,109,307,307,109,307,109,307,109,307,109,307,109,307,109,307,109,307,109,307,109,307,109,307,109,307.0,109.0,307.0,109.0,307.0,109.0,307.0,109.0,1.0,1.0
634cc45a-8f27-4980-a178-b01b2a53595e,0,False,"[(198, 109)]",266,122,109,41,266,198,307,307,198,307,198,307,198,307,198,307,198,307,198,307,198,307,198,307,198,307,198,307,198,307.0,198.0,307.0,198.0,307.0,198.0,307.0,198.0,1.0,1.0
50e2f611-18c2-4178-ad30-c04f997b45ec,11,True,"[(178, 178)]",178,178,56,56,178,169,349,356,178,356,178,356,178,356,178,356,178,356,178,356,178,356,178,356,178,356,178,356,178,356.0,178.0,356.0,178.0,356.0,178.0,356.0,178.0,1.0200573065902578,1.0200573065902578
50e2f611-18c2-4178-ad30-c04f997b45ec,11,True,"[(178, 178)]",178,178,56,56,178,180,349,356,178,356,178,356,178,356,178,356,178,356,178,356,178,356,178,356,178,356,178,356,178,356.0,178.0,356.0,178.0,356.0,178.0,356.0,178.0,1.0200573065902578,1.0200573065902578
feea2ed2-e07b-4595-94f1-daf10d2b92d6,89,True,"[(100, 122)]",100,122,19,31,100,76,207,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0724637681159421,1.0724637681159421
feea2ed2-e07b-4595-94f1-daf10d2b92d6,89,True,"[(122, 100)]",122,100,31,19,122,131,207,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0724637681159421,1.0724637681159421
fec9f207-43c0-47ac-97ab-cf71dade46fc,11,True,"[(100, 166)]",100,166,49,80,100,91,259,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.027027027027027,1.027027027027027
fec9f207-43c0-47ac-97ab-cf71dade46fc,11,True,"[(166, 100)]",166,100,80,49,166,168,259,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.027027027027027,1.027027027027027
f6f44a8b-8302-4a37-9019-bdc9cbe90f07,0,True,"[(81, 170)]",100,278,19,71,100,81,251,251,81,251,81,251,81,251,81,251,81,251,81,251,81,251,81,251,81,251,81,251,81,251.0,81.0,251.0,81.0,251.0,81.0,251.0,81.0,1.0,1.0
f6f44a8b-8302-4a37-9019-bdc9cbe90f07,0,True,"[(170, 81)]",278,100,71,19,278,170,251,251,170,251,170,251,170,251,170,251,170,251,170,251,170,251,170,251,170,251,170,251,170,251.0,170.0,251.0,170.0,251.0,170.0,251.0,170.0,1.0,1.0
bb76868b-cd5f-4863-8be5-db700dd2c226,99,True,"[(156, 100)]",156,100,49,46,156,156,256,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256.0,156.0,256.0,156.0,256.0,156.0,256.0,156.0,1.0,1.0
bb76868b-cd5f-4863-8be5-db700dd2c226,99,True,"[(100, 156)]",100,156,46,49,100,100,256,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256.0,100.0,256.0,100.0,256.0,100.0,256.0,100.0,1.0,1.0
5c859b3f-1cc5-494f-8744-8d51aed5b9ff,89,True,"[(100, 100)]",100,100,19,32,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
5c859b3f-1cc5-494f-8744-8d51aed5b9ff,89,True,"[(100, 100)]",100,100,32,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
ce030be7-d1cc-41dc-8c8f-00322890652f,11,True,"[(100, 78)]",100,78,28,15,100,91,171,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178,100,178.0,100.0,178.0,100.0,178.0,100.0,178.0,100.0,1.04093567251462,1.04093567251462
ce030be7-d1cc-41dc-8c8f-00322890652f,11,True,"[(78, 100)]",78,100,15,28,78,80,171,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178,78,178.0,78.0,178.0,78.0,178.0,78.0,178.0,78.0,1.04093567251462,1.04093567251462
3dd7523f-d51e-4367-b9b5-0eb54275a23b,89,True,"[(122, 90)]",122,90,50,45,122,122,212,212,122,212,122,212,122,212,122,212,122,212,122,212,122,212,122,212,122,212,122,212,122,212.0,122.0,212.0,122.0,212.0,122.0,212.0,122.0,1.0,1.0
3dd7523f-d51e-4367-b9b5-0eb54275a23b,89,True,"[(90, 122)]",90,122,45,50,90,90,212,212,90,212,90,212,90,212,90,212,90,212,90,212,90,212,90,212,90,212,90,212,90,212.0,90.0,212.0,90.0,212.0,90.0,212.0,90.0,1.0,1.0
40106dd8-3250-444f-8680-6a85d24a9e57,66,True,"[(90, 78)]",90,78,18,19,90,107,159,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168.0,90.0,168.0,90.0,168.0,90.0,168.0,90.0,1.0566037735849056,1.0566037735849056
40106dd8-3250-444f-8680-6a85d24a9e57,66,True,"[(78, 90)]",78,90,19,18,78,52,159,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168.0,78.0,168.0,78.0,168.0,78.0,168.0,78.0,1.0566037735849056,1.0566037735849056
2439a450-dae6-4193-816c-89760d6eedd8,33,True,"[(100, 156)]",100,156,28,40,100,100,256,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256,100,256.0,100.0,256.0,100.0,256.0,100.0,256.0,100.0,1.0,1.0
2439a450-dae6-4193-816c-89760d6eedd8,33,True,"[(156, 100)]",156,100,40,28,156,156,256,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256,156,256.0,156.0,256.0,156.0,256.0,156.0,256.0,156.0,1.0,1.0
