eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
eef41b1f-9751-4c68-b324-5652db41d6a6,0,False,"[(89, 58), (72, 87)]",258,196,50,27,258,76,137,147,89,159,72,147,89,147,89,159,72,147,89,147,89,147,89,147,89,159,72,147,89,147.0,89.0,150.6372,83.8473,147.0,89.0,147.0,89.0,1.1605839416058394,1.072992700729927
eef41b1f-9751-4c68-b324-5652db41d6a6,0,False,"[(58, 89), (87, 72)]",196,258,27,50,196,61,137,147,58,159,87,147,58,147,58,159,87,147,58,147,58,147,58,147,58,159,87,147,58,147.0,58.0,150.6372,66.7899,147.0,58.0,147.0,58.0,1.1605839416058394,1.072992700729927
090a1ac3-fdaa-4d2a-a3d6-4b85defde772,0,False,"[(111, 126), (103, 134)]",286,332,86,76,286,106,227,237,103,237,111,237,111,237,111,237,111,237,103,237,111,237,103,237,103,237,111,237,111,237.0,103.0001,237.0,106.7635,237.0,103.0,237.0,103.0,1.0440528634361232,1.0440528634361232
090a1ac3-fdaa-4d2a-a3d6-4b85defde772,0,False,"[(126, 111), (134, 103)]",332,286,76,86,332,121,227,237,134,237,126,237,126,237,126,237,126,237,134,237,126,237,134,237,134,237,126,237,126,237.0,133.9999,237.0,130.2365,237.0,134.0,237.0,134.0,1.0440528634361232,1.0440528634361232
fdc70c10-415b-4de3-a432-9430dbf34975,0,False,"[(161, 192), (165, 180)]",646,692,143,166,646,164,343,353,161,345,165,345,165,345,165,345,165,353,161,345,165,345,165,345,165,353,161,345,165,345.0,165.0,347.08230000000003,163.9588,353.0,161.0,345.0,165.0,1.0291545189504374,1.0058309037900874
fdc70c10-415b-4de3-a432-9430dbf34975,0,False,"[(192, 161), (180, 165)]",692,646,166,143,692,179,343,353,192,345,180,345,180,345,180,345,180,353,192,345,180,345,180,345,180,353,192,345,180,345.0,180.0,347.08230000000003,183.1235,353.0,192.0,345.0,180.0,1.0291545189504374,1.0058309037900874
99a7f5be-14cd-4055-9e81-62d38cfc04ba,30,False,"[(109, 64)]",286,272,52,51,286,109,173,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,173,109,1.0,1.0
99a7f5be-14cd-4055-9e81-62d38cfc04ba,30,False,"[(64, 109)]",272,286,51,52,272,64,173,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,173,64,1.0,1.0
aa5da490-a78d-4a01-b016-a852a5b73bd6,0,False,"[(165, 180), (161, 192)]",646,692,146,153,646,164,343,353,161,345,165,345,165,345,165,345,165,353,161,345,165,345,165,345,165,353,161,345,165,345.0,165.0,347.08230000000003,163.9588,353.0,161.0,345.0,165.0,1.0291545189504374,1.0058309037900874
aa5da490-a78d-4a01-b016-a852a5b73bd6,0,False,"[(180, 165), (192, 161)]",692,646,153,146,692,179,343,353,192,345,180,345,180,345,180,345,180,353,192,345,180,345,180,345,180,353,192,345,180,345.0,180.0,347.08230000000003,183.1235,353.0,192.0,345.0,180.0,1.0291545189504374,1.0058309037900874
cfe1f6ab-824a-430e-b154-86b38e0c63ab,30,False,"[(102, 133)]",362,362,89,96,362,102,235,235,102,235,102,235,102,235,102,235,102,235,102,235,102,235,102,235,102,235,102,235,102,235,102,235,102,235,102,235,102,1.0,1.0
cfe1f6ab-824a-430e-b154-86b38e0c63ab,30,False,"[(133, 102)]",362,362,96,89,362,133,235,235,133,235,133,235,133,235,133,235,133,235,133,235,133,235,133,235,133,235,133,235,133,235,133,235,133,235,133,235,133,1.0,1.0
62deb8a4-197b-417a-9826-6bab38756ae0,30,False,"[(273, 288), (290, 275)]",872,856,260,257,872,260,551,561,273,561,273,561,273,561,273,561,273,565,290,565,290,561,273,561,273,565,290,561,273,561.0,273.0,562.7634,280.4943,565.0,290.0,561.0,273.0,1.0254083484573502,1.0181488203266789
62deb8a4-197b-417a-9826-6bab38756ae0,30,False,"[(288, 273), (275, 290)]",856,872,257,260,856,291,551,561,288,561,288,561,288,561,288,561,288,565,275,565,275,561,288,561,288,565,275,561,288,561.0,288.0,562.7634,282.2691,565.0,275.0,561.0,288.0,1.0254083484573502,1.0181488203266789
c90c097f-105f-418c-88fc-2c517f950c8c,0,False,"[(70, 101)]",316,362,55,75,316,70,171,171,70,171,70,171,70,171,70,171,70,171,70,171,70,171,70,171,70,171,70,171,70,171,70,171,70,171,70,171,70,1.0,1.0
c90c097f-105f-418c-88fc-2c517f950c8c,0,False,"[(101, 70)]",362,316,75,55,362,101,171,171,101,171,101,171,101,171,101,171,101,171,101,171,101,171,101,171,101,171,101,171,101,171,101,171,101,171,101,171,101,1.0,1.0
29bf8cb2-aad3-4da0-a7ac-bf356d9c8809,31,False,"[(94, 125)]",286,272,81,69,286,94,219,219,94,219,94,219,94,219,94,219,94,219,94,219,94,219,94,219,94,219,94,219,94,219,94,219,94,219,94,219,94,1.0,1.0
29bf8cb2-aad3-4da0-a7ac-bf356d9c8809,31,False,"[(125, 94)]",272,286,69,81,272,125,219,219,125,219,125,219,125,219,125,219,125,219,125,219,125,219,125,219,125,219,125,219,125,219,125,219,125,219,125,219,125,1.0,1.0
d5de8b63-fd63-4282-a39e-097c1974c4fc,30,False,"[(84, 53), (59, 74)]",272,256,47,35,272,59,133,137,84,133,59,133,59,133,59,133,59,137,84,133,59,133,59,133,59,137,84,133,59,133.0079,59.0493,134.8739,70.7119,135.6956,75.8478,133.0,59.0,1.0300751879699248,1.0
d5de8b63-fd63-4282-a39e-097c1974c4fc,30,False,"[(53, 84), (74, 59)]",256,272,35,47,256,74,133,137,53,133,74,133,74,133,74,133,74,137,53,133,74,133,74,133,74,137,53,133,74,133.0079,73.9586,134.8739,64.162,135.6956,59.8478,133.0,74.0,1.0300751879699248,1.0
