eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,PoA,PoS
aa981ab4-69aa-4f70-8969-7875a2354f3b,18,False,"[(106, 97), (86, 113)]",172,218,74,83,172,86,199,199,86,203,106,199,86,199,86,203,106,199,86,199,86,199,86,199,86,203,106,199,86,200.4499,93.2497,199.0,86.0,199.0,86.0,199.0,86.0,1.020100502512563,1.0
8aa62f67-1563-44aa-bd8d-38556492ad50,10,False,"[(65, 56), (58, 67)]",172,182,46,49,172,65,121,121,65,121,65,121,65,121,65,121,65,125,58,125,58,121,65,121,65,125,58,121,65,122.6517,62.1096,125.0,58.0,121.0,65.0,121.0,65.0,1.0330578512396693,1.0
8aa62f67-1563-44aa-bd8d-38556492ad50,10,False,"[(56, 65), (67, 58)]",182,172,49,46,182,56,121,121,56,121,56,121,56,121,56,121,56,125,67,125,67,121,56,121,56,125,67,121,56,122.6517,60.542100000000005,125.0,67.0,121.0,56.0,121.0,56.0,1.0330578512396693,1.0
fc6441dd-3607-4fb2-8133-5fc5655bd174,9,False,"[(69, 50)]",164,136,57,38,164,69,119,119,69,119,69,119,69,119,69,119,69,119,69,119,69,119,69,119,69,119,69,119,69,119.0,69.0,119.0,69.0,119.0,69.0,119.0,69.0,1.0,1.0
fc6441dd-3607-4fb2-8133-5fc5655bd174,9,False,"[(50, 69)]",136,164,38,57,136,50,119,119,50,119,50,119,50,119,50,119,50,119,50,119,50,119,50,119,50,119,50,119,50,119.0,50.0,119.0,50.0,119.0,50.0,119.0,50.0,1.0,1.0
10f15926-6ecf-403d-8702-09c30fa18512,0,False,"[(73, 92), (74, 83)]",172,200,64,67,172,74,157,165,73,157,74,157,74,157,74,157,74,165,73,157,74,157,74,157,74,165,73,157,74,157.92849999999999,73.8839,165.0,73.0,157.0,74.0,157.0,74.0,1.0509554140127388,1.0
10f15926-6ecf-403d-8702-09c30fa18512,0,False,"[(92, 73), (83, 74)]",200,172,67,64,200,83,157,165,92,157,83,157,83,157,83,157,83,165,92,157,83,157,83,157,83,165,92,157,83,157.92849999999999,84.0446,165.0,92.0,157.0,83.0,157.0,83.0,1.0509554140127388,1.0
03125561-a421-44ed-bacd-ad589b4fb80d,19,False,"[(81, 62)]",164,172,45,46,164,74,139,143,81,143,81,143,81,143,81,143,81,143,81,143,81,143,81,143,81,143,81,143,81,143.0,81.0,143.0,81.0,143.0,81.0,143.0,81.0,1.0287769784172662,1.0287769784172662
03125561-a421-44ed-bacd-ad589b4fb80d,19,False,"[(62, 81)]",172,164,46,45,172,65,139,143,62,143,62,143,62,143,62,143,62,143,62,143,62,143,62,143,62,143,62,143,62,143.0,62.0,143.0,62.0,143.0,62.0,143.0,62.0,1.0287769784172662,1.0287769784172662
3842d6f6-94bf-44c0-8dd3-0ffcd0859194,9,False,"[(91, 100), (98, 89)]",218,190,72,75,218,84,177,187,98,187,98,187,98,187,98,191,91,187,98,187,98,187,98,187,98,191,91,187,98,188.3441,95.6478,187.0,98.0,187.0,98.0,187.0,98.0,1.07909604519774,1.0564971751412429
3842d6f6-94bf-44c0-8dd3-0ffcd0859194,9,False,"[(100, 91), (89, 98)]",190,218,75,72,190,93,177,187,89,187,89,187,89,187,89,191,100,187,89,187,89,187,89,187,89,191,100,187,89,188.3441,92.6963,187.0,89.0,187.0,89.0,187.0,89.0,1.07909604519774,1.0564971751412429
