eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
58fb2f1e-b091-423e-b79b-fb75c3727506,0,False,"[(49, 68), (52, 43)]",156,118,45,31,156,52,95,95,52,95,52,95,52,95,52,95,52,95,52,95,52,95,52,95,52,117,49,95,52,95.0,52.0,96.7069,51.7672,95.0,52.0,95.0,52.0,1.231578947368421,1.0
58fb2f1e-b091-423e-b79b-fb75c3727506,0,False,"[(68, 49), (43, 52)]",118,156,31,45,118,43,95,95,43,95,43,95,43,95,43,95,43,95,43,95,43,95,43,95,43,117,68,95,43,95.0,43.0,96.7069,44.9397,95.0,43.0,95.0,43.0,1.231578947368421,1.0
554462ad-9e9a-4cd0-8fc9-befacfe3b71e,18,False,"[(84, 65), (63, 82)]",200,172,54,53,200,63,145,145,63,145,63,145,63,145,63,149,84,149,84,149,84,145,63,149,84,145,63,145,63,147.45940000000002,75.9118,147.0359,73.6882,149.0,84.0,145.0,63.0,1.0275862068965518,1.0
554462ad-9e9a-4cd0-8fc9-befacfe3b71e,18,False,"[(65, 84), (82, 63)]",172,200,53,54,172,82,145,145,82,145,82,145,82,145,82,149,65,149,65,149,65,145,82,149,65,145,82,145,82,147.45940000000002,71.5476,147.0359,73.3477,149.0,65.0,145.0,82.0,1.0275862068965518,1.0
6703af26-f09b-4194-a7f5-134c45604897,0,True,"[(316, 1118)]",316,1118,125,442,316,316,1434,1434,316,1434,316,1434,316,1434,316,1434,316,1434,316,1434,316,1434,316,1434,316,1434,316,1434,316,1434,316,1434,316,1434,316,1434,316,1.0,1.0
6703af26-f09b-4194-a7f5-134c45604897,0,True,"[(1118, 316)]",1118,316,442,125,1118,1118,1434,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1434,1118,1.0,1.0
c1b55a34-e2df-4f44-b1e9-6767ce04110a,18,False,"[(87, 186), (119, 164)]",190,290,75,101,190,87,273,273,87,283,119,273,87,273,87,283,119,273,87,283,119,273,87,273,87,283,119,273,87,273.0005,87.0018,276.59799999999996,98.5135,273.0,87.0,273.0,87.0,1.0366300366300367,1.0
c1b55a34-e2df-4f44-b1e9-6767ce04110a,18,False,"[(186, 87), (164, 119)]",290,190,101,75,290,186,273,273,186,283,164,273,186,273,186,283,164,273,186,283,164,273,186,273,186,283,164,273,186,273.0005,185.9987,276.59799999999996,178.0845,273.0,186.0,273.0,186.0,1.0366300366300367,1.0
ebd1ef49-457c-48fe-bf0f-d6e26683b5cf,0,False,"[(91, 72)]",192,154,77,53,192,84,159,163,91,163,91,163,91,163,91,163,91,163,91,163,91,163,91,163,91,163,91,163,91,163,91,163,91,163,91,163,91,1.0251572327044025,1.0251572327044025
ebd1ef49-457c-48fe-bf0f-d6e26683b5cf,0,False,"[(72, 91)]",154,192,53,77,154,75,159,163,72,163,72,163,72,163,72,163,72,163,72,163,72,163,72,163,72,163,72,163,72,163,72,163,72,163,72,163,72,1.0251572327044025,1.0251572327044025
