eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,PoA,PoS
35baf2db-3538-4471-8099-086ef03ff4ca,6,False,"[(40, 47)]",56,56,40,39,56,40,87,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87.0,40.0,87.0,40.0,87.0,40.0,87.0,40.0,1.0,1.0
35baf2db-3538-4471-8099-086ef03ff4ca,6,False,"[(47, 40)]",56,56,39,40,56,47,87,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87.0,47.0,87.0,47.0,87.0,47.0,87.0,47.0,1.0,1.0
6e641c0f-431a-49f5-b14b-4c7455ba2ac3,6,False,"[(40, 47)]",56,56,39,39,56,40,87,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87.0,40.0,87.0,40.0,87.0,40.0,87.0,40.0,1.0,1.0
6e641c0f-431a-49f5-b14b-4c7455ba2ac3,6,False,"[(47, 40)]",56,56,39,39,56,47,87,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87.0,47.0,87.0,47.0,87.0,47.0,87.0,47.0,1.0,1.0
54d7e1db-1db5-4827-8e60-8bbc359f7eaf,0,False,"[(64, 71)]",76,86,59,62,76,64,135,135,64,135,64,135,64,135,64,135,64,135,64,135,64,135,64,135,64,135,64,135,64,135.0,64.0,135.0,64.0,135.0,64.0,135.0,64.0,1.0,1.0
54d7e1db-1db5-4827-8e60-8bbc359f7eaf,0,False,"[(71, 64)]",86,76,62,59,86,71,135,135,71,135,71,135,71,135,71,135,71,135,71,135,71,135,71,135,71,135,71,135,71,135.0,71.0,135.0,71.0,135.0,71.0,135.0,71.0,1.0,1.0
d0c2eb98-0ef4-4459-9ede-375173ee2b08,6,False,"[(41, 72), (44, 71)]",56,76,40,58,56,41,113,113,41,115,44,113,41,113,41,115,44,115,44,115,44,113,41,113,41,113,41,113,41,113.0,41.0,114.0,42.5,114.0,42.5,115.0,44.0,1.0176991150442478,1.0
d0c2eb98-0ef4-4459-9ede-375173ee2b08,6,False,"[(72, 41), (71, 44)]",76,56,58,40,76,72,113,113,72,115,71,113,72,113,72,115,71,115,71,115,71,113,72,113,72,113,72,113,72,113.0,72.0,114.0,71.5,114.0,71.5,115.0,71.0,1.0176991150442478,1.0
bab70f47-8208-4309-973a-f21651ff071e,7,True,"[(56, 49)]",56,58,46,47,56,56,105,105,56,105,56,105,56,105,56,105,56,105,56,105,56,105,56,105,56,105,56,105,56,105.0,56.0,105.0,56.0,105.0,56.0,105.0,56.0,1.0,1.0
bab70f47-8208-4309-973a-f21651ff071e,7,True,"[(49, 56)]",58,56,47,46,58,49,105,105,49,105,49,105,49,105,49,105,49,105,49,105,49,105,49,105,49,105,49,105,49,105.0,49.0,105.0,49.0,105.0,49.0,105.0,49.0,1.0,1.0
f447a631-eed1-4a5d-90d5-ef3ca44f5095,7,False,"[(54, 51), (55, 48)]",56,58,40,45,56,55,103,103,55,105,54,103,55,103,55,105,54,105,54,105,54,103,55,105,54,103,55,103,55,103.0,55.0,104.9999,54.0001,104.25,54.375,105.0,54.0,1.0194174757281553,1.0
f447a631-eed1-4a5d-90d5-ef3ca44f5095,7,False,"[(51, 54), (48, 55)]",58,56,45,40,58,48,103,103,48,105,51,103,48,103,48,105,51,105,51,105,51,103,48,105,51,103,48,103,48,103.0,48.0,104.9999,50.9998,104.25,49.875,105.0,51.0,1.0194174757281553,1.0
40e1c965-6cd9-4e3a-a285-693cfe4391ea,3,False,"[(43, 46)]",58,58,40,44,58,43,89,89,43,89,43,89,43,89,43,89,43,89,43,89,43,89,43,89,43,89,43,89,43,89.0,43.0,89.0,43.0,89.0,43.0,89.0,43.0,1.0,1.0
40e1c965-6cd9-4e3a-a285-693cfe4391ea,3,False,"[(46, 43)]",58,58,44,40,58,46,89,89,46,89,46,89,46,89,46,89,46,89,46,89,46,89,46,89,46,89,46,89,46,89.0,46.0,89.0,46.0,89.0,46.0,89.0,46.0,1.0,1.0
84b9022b-170c-46ab-a9fe-83917dde908e,1,False,"[(44, 37)]",56,52,39,37,56,44,81,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81.0,44.0,81.0,44.0,81.0,44.0,81.0,44.0,1.0,1.0
84b9022b-170c-46ab-a9fe-83917dde908e,1,False,"[(37, 44)]",52,56,37,39,52,37,81,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81.0,37.0,81.0,37.0,81.0,37.0,81.0,37.0,1.0,1.0
d2d6573c-886a-446a-903b-8f08c2715bb5,0,False,"[(42, 35)]",56,46,40,31,56,42,77,77,42,77,42,77,42,77,42,77,42,77,42,77,42,77,42,77,42,77,42,77,42,77.0,42.0,77.0,42.0,77.0,42.0,77.0,42.0,1.0,1.0
d2d6573c-886a-446a-903b-8f08c2715bb5,0,False,"[(35, 42)]",46,56,31,40,46,35,77,77,35,77,35,77,35,77,35,77,35,77,35,77,35,77,35,77,35,77,35,77,35,77.0,35.0,77.0,35.0,77.0,35.0,77.0,35.0,1.0,1.0
7ab3154b-dd9e-4f14-98be-a015f1c98318,6,False,"[(41, 48)]",56,56,40,40,56,41,89,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89.0,41.0,89.0,41.0,89.0,41.0,89.0,41.0,1.0,1.0
7ab3154b-dd9e-4f14-98be-a015f1c98318,6,False,"[(48, 41)]",56,56,40,40,56,48,89,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89.0,48.0,89.0,48.0,89.0,48.0,89.0,48.0,1.0,1.0
8178ea42-049f-40e9-bc2b-45e109b748e2,6,False,"[(41, 48), (44, 47)]",56,56,41,40,56,41,89,89,41,91,44,89,41,89,41,91,44,91,44,91,44,89,41,89,41,91,44,89,41,89.0,41.0,89.0,41.0,89.71430000000001,42.0714,91.0,44.0,1.0224719101123596,1.0
8178ea42-049f-40e9-bc2b-45e109b748e2,6,False,"[(48, 41), (47, 44)]",56,56,40,41,56,48,89,89,48,91,47,89,48,89,48,91,47,91,47,91,47,89,48,89,48,91,47,89,48,89.0,48.0,89.0,48.0,89.71430000000001,47.6429,91.0,47.0,1.0224719101123596,1.0
876db75b-123d-45a8-b318-f5ba8bfdceb3,0,False,"[(47, 54)]",58,72,41,51,58,47,101,101,47,101,47,101,47,101,47,101,47,101,47,101,47,101,47,101,47,101,47,101,47,101.0,47.0,101.0,47.0,101.0,47.0,101.0,47.0,1.0,1.0
876db75b-123d-45a8-b318-f5ba8bfdceb3,0,False,"[(54, 47)]",72,58,51,41,72,54,101,101,54,101,54,101,54,101,54,101,54,101,54,101,54,101,54,101,54,101,54,101,54,101.0,54.0,101.0,54.0,101.0,54.0,101.0,54.0,1.0,1.0
