eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,PoA,PoS
b29eeb97-c71b-49d9-ad64-a1a2072d0329,34,False,"[(139, 122), (169, 118), (188, 103), (127, 178), (124, 209)]",392,410,109,75,392,139,261,291,188,261,139,261,139,261,139,261,139,261,139,261,139,261,139,261,139,333,124,261,139,261.72569999999996,140.1852,261.0,139.0,261.0,139.0,283.64700000000005,132.82350000000002,1.2758620689655173,1.0
b29eeb97-c71b-49d9-ad64-a1a2072d0329,34,False,"[(122, 139), (118, 169), (103, 188), (178, 127), (209, 124)]",410,392,75,109,410,122,261,291,103,261,122,261,122,261,122,261,122,261,122,261,122,261,122,261,122,333,209,261,122,261.72569999999996,121.54050000000001,261.0,122.0,261.0,122.0,283.64700000000005,150.82350000000002,1.2758620689655173,1.0
fb2a8b02-eda0-4448-a80b-3de78592b1ba,0,False,"[(103, 86), (117, 82)]",394,324,72,62,394,102,187,199,117,189,103,189,103,189,103,189,103,199,117,189,103,189,103,189,103,199,117,189,103,191.55719999999997,106.57999999999998,189.0,103.0,189.0,103.0,199.0,117.0,1.0641711229946524,1.0106951871657754
fb2a8b02-eda0-4448-a80b-3de78592b1ba,0,False,"[(86, 103), (82, 117)]",324,394,62,72,324,85,187,199,82,189,86,189,86,189,86,189,86,199,82,189,86,189,86,189,86,199,82,189,86,191.55719999999997,84.97720000000001,189.0,86.0,189.0,86.0,199.0,82.0,1.0641711229946524,1.0106951871657754
5f36fdc0-c695-4f90-8d28-4dc545442ef8,0,False,"[(73, 90), (113, 78)]",308,256,58,54,308,73,163,163,73,163,73,163,73,163,73,163,73,191,113,163,73,163,73,163,73,191,113,163,73,170.94369999999998,84.34809999999999,163.0,73.0,163.0,73.0,191.0,113.0,1.1717791411042944,1.0
5f36fdc0-c695-4f90-8d28-4dc545442ef8,0,False,"[(90, 73), (78, 113)]",256,308,54,58,256,90,163,163,90,163,90,163,90,163,90,163,90,191,78,163,90,163,90,163,90,191,78,163,90,170.94369999999998,86.59559999999999,163.0,90.0,163.0,90.0,191.0,78.0,1.1717791411042944,1.0
f30290a5-3063-40a8-a0aa-e4474afced39,1,True,"[(188, 223), (194, 177), (197, 162)]",342,324,103,111,342,197,359,359,197,371,194,359,197,359,197,371,194,371,194,371,194,359,197,359,197,411,188,359,197,365.2575,195.4356,359.0,197.0,359.0,197.0,370.3334,194.1667,1.1448467966573816,1.0
f30290a5-3063-40a8-a0aa-e4474afced39,1,True,"[(223, 188), (177, 194), (162, 197)]",324,342,111,103,324,162,359,359,162,371,177,359,162,359,162,371,177,371,177,371,177,359,162,359,162,411,223,359,162,365.2575,169.8219,359.0,162.0,359.0,162.0,370.3334,176.1667,1.1448467966573816,1.0
96c3ebf4-eedd-49d4-9543-2090b3a4330d,34,False,"[(86, 69), (103, 68)]",308,308,51,53,308,86,155,171,103,155,86,155,86,155,86,155,86,155,86,155,86,155,86,155,86,171,103,155,86,155.82569999999998,86.87729999999999,155.0,86.0,155.0,86.0,155.0,86.0,1.103225806451613,1.0
96c3ebf4-eedd-49d4-9543-2090b3a4330d,34,False,"[(69, 86), (68, 103)]",308,308,53,51,308,69,155,171,68,155,69,155,69,155,69,155,69,155,69,155,69,155,69,155,69,171,68,155,69,155.82569999999998,68.94839999999999,155.0,69.0,155.0,69.0,155.0,69.0,1.103225806451613,1.0
42dfa10c-2321-4645-9ba7-03bf6cd468ab,34,False,"[(72, 89), (99, 82)]",308,308,57,54,308,72,161,161,72,161,72,161,72,161,72,161,72,161,72,161,72,161,72,161,72,181,99,161,72,165.26099999999997,77.7524,161.0,72.0,161.0,72.0,171.0,85.5,1.124223602484472,1.0
42dfa10c-2321-4645-9ba7-03bf6cd468ab,34,False,"[(89, 72), (82, 99)]",308,308,54,57,308,89,161,161,89,161,89,161,89,161,89,161,89,161,89,161,89,161,89,161,89,181,82,161,89,165.26099999999997,87.5086,161.0,89.0,161.0,89.0,171.0,85.5,1.124223602484472,1.0
46bd9503-e6ff-40ea-ac88-6802cdeb33e8,35,False,"[(78, 113), (141, 106)]",324,358,58,88,324,78,191,191,78,191,78,191,78,191,78,191,78,191,78,191,78,191,78,191,78,247,141,191,78,196.47969999999998,84.16470000000001,191.0,78.0,191.0,78.0,191.8,78.9,1.293193717277487,1.0
46bd9503-e6ff-40ea-ac88-6802cdeb33e8,35,False,"[(113, 78), (106, 141)]",358,324,88,58,358,113,191,191,113,191,113,191,113,191,113,191,113,191,113,191,113,191,113,191,113,247,106,191,113,196.47969999999998,112.315,191.0,113.0,191.0,113.0,191.8,112.9,1.293193717277487,1.0
fbe9983a-001c-41a8-b49e-a11c3c6ef0ce,34,False,"[(119, 102), (122, 87)]",308,308,73,72,308,107,197,209,122,221,119,209,122,209,122,221,119,221,119,221,119,209,122,209,122,221,119,209,122,211.2745,121.4314,209.0,122.0,209.0,122.0,221.0,119.0,1.1218274111675126,1.0609137055837563
fbe9983a-001c-41a8-b49e-a11c3c6ef0ce,34,False,"[(102, 119), (87, 122)]",308,308,72,73,308,90,197,209,87,221,102,209,87,209,87,221,102,221,102,221,102,209,87,209,87,221,102,209,87,211.2745,89.84309999999999,209.0,87.0,209.0,87.0,221.0,102.0,1.1218274111675126,1.0609137055837563
4ad6bd31-91d5-43b2-8961-01fb9149f3d7,1,False,"[(95, 146)]",324,392,80,94,324,95,241,241,95,241,95,241,95,241,95,241,95,241,95,241,95,241,95,241,95,241,95,241,95,241.0,95.0,241.0,95.0,241.0,95.0,241.0,95.0,1.0,1.0
4ad6bd31-91d5-43b2-8961-01fb9149f3d7,1,False,"[(146, 95)]",392,324,94,80,392,146,241,241,146,241,146,241,146,241,146,241,146,241,146,241,146,241,146,241,146,241,146,241,146,241.0,146.0,241.0,146.0,241.0,146.0,241.0,146.0,1.0,1.0
4aa844ae-d112-4de9-95bb-16cc8c66f766,34,False,"[(122, 87), (116, 133)]",376,376,73,70,376,107,197,209,122,209,122,209,122,209,122,249,116,209,122,209,122,209,122,209,122,249,116,209,122,214.06500000000005,121.24029999999999,209.0,122.0,209.0,122.0,235.923,117.9615,1.263959390862944,1.0609137055837563
4aa844ae-d112-4de9-95bb-16cc8c66f766,34,False,"[(87, 122), (133, 116)]",376,376,70,73,376,90,197,209,87,209,87,209,87,209,87,249,133,209,87,209,87,209,87,209,87,249,133,209,87,214.06500000000005,92.8247,209.0,87.0,209.0,87.0,235.923,117.9615,1.263959390862944,1.0609137055837563
d532d930-04fc-4c6f-8892-1bd0e256dfe7,35,False,"[(110, 145)]",324,308,65,57,324,113,243,255,110,255,110,255,110,255,110,255,110,255,110,255,110,255,110,255,110,255,110,255,110,255.0,110.0,255.0,110.0,255.0,110.0,255.0,110.0,1.0493827160493827,1.0493827160493827
d532d930-04fc-4c6f-8892-1bd0e256dfe7,35,False,"[(145, 110)]",308,324,57,65,308,130,243,255,145,255,145,255,145,255,145,255,145,255,145,255,145,255,145,255,145,255,145,255,145,255.0,145.0,255.0,145.0,255.0,145.0,255.0,145.0,1.0493827160493827,1.0493827160493827
d1a3389b-437c-452d-b231-f4d456b518ef,0,False,"[(90, 107), (113, 96), (116, 81)]",324,376,62,59,324,97,177,197,116,197,90,197,90,197,90,197,90,197,90,197,90,197,90,197,90,209,113,197,90,197.0,101.5009,197.0,90.0,197.0,90.0,197.0,90.0,1.1807909604519775,1.112994350282486
d1a3389b-437c-452d-b231-f4d456b518ef,0,False,"[(107, 90), (96, 113), (81, 116)]",376,324,59,62,376,80,177,197,81,197,107,197,107,197,107,197,107,197,107,197,107,197,107,197,107,209,96,197,107,197.0,95.4991,197.0,107.0,197.0,107.0,197.0,107.0,1.1807909604519775,1.112994350282486
92f18318-cf80-449b-94b0-06bd978eb80e,34,False,"[(103, 68)]",308,308,53,53,308,88,159,171,103,171,103,171,103,171,103,171,103,171,103,171,103,171,103,171,103,171,103,171,103,171.0,103.0,171.0,103.0,171.0,103.0,171.0,103.0,1.0754716981132075,1.0754716981132075
92f18318-cf80-449b-94b0-06bd978eb80e,34,False,"[(68, 103)]",308,308,53,53,308,71,159,171,68,171,68,171,68,171,68,171,68,171,68,171,68,171,68,171,68,171,68,171,68,171.0,68.0,171.0,68.0,171.0,68.0,171.0,68.0,1.0754716981132075,1.0754716981132075
d21b0336-fa4b-47fb-9c65-1cb41f901596,1,True,"[(124, 107), (81, 116)]",358,376,58,58,358,81,197,197,81,197,81,197,81,197,81,231,124,197,81,197,81,197,81,197,81,231,124,197,81,203.02859999999998,88.62439999999998,197.0,81.0,197.0,81.0,208.11540000000002,95.05770000000001,1.1725888324873097,1.0
d21b0336-fa4b-47fb-9c65-1cb41f901596,1,True,"[(107, 124), (116, 81)]",376,358,58,58,376,116,197,197,116,197,116,197,116,197,116,231,107,197,116,197,116,197,116,197,116,231,107,197,116,203.02859999999998,114.4042,197.0,116.0,197.0,116.0,208.11540000000002,113.05770000000001,1.1725888324873097,1.0
0698dc04-3920-4875-b399-56e6588a1b90,34,False,"[(110, 75), (93, 76), (81, 98)]",308,308,58,58,308,93,169,185,110,169,93,169,93,169,93,169,93,169,93,169,93,169,93,169,93,185,110,169,93,172.2978,89.0426,169.00009999999997,93.0001,169.0,93.0,174.0,87.0,1.0946745562130178,1.0
0698dc04-3920-4875-b399-56e6588a1b90,34,False,"[(75, 110), (76, 93), (98, 81)]",308,308,58,58,308,76,169,185,75,169,76,169,76,169,76,169,76,169,76,169,76,169,76,169,76,185,75,169,76,172.2978,83.2552,169.00009999999997,76.0,169.0,76.0,174.0,87.0,1.0946745562130178,1.0
7ea82115-146c-4109-83b6-1eaf3497f61a,1,False,"[(54, 89), (89, 72)]",324,342,39,42,324,57,131,143,54,143,54,143,54,143,54,161,89,143,54,143,54,143,54,143,54,161,89,143,54,148.88459999999998,65.44229999999999,143.0,54.0,143.0,54.0,148.88459999999998,65.44229999999999,1.2290076335877862,1.0916030534351144
7ea82115-146c-4109-83b6-1eaf3497f61a,1,False,"[(89, 54), (72, 89)]",342,324,42,39,342,74,131,143,89,143,89,143,89,143,89,161,72,143,89,143,89,143,89,143,89,161,72,143,89,148.88459999999998,83.44229999999999,143.0,89.0,143.0,89.0,148.88459999999998,83.44229999999999,1.2290076335877862,1.0916030534351144
b8c6ef10-0e08-4975-8628-063bd0a65aa7,1,False,"[(71, 88), (100, 65)]",308,290,53,65,308,85,153,165,100,159,71,159,71,159,71,159,71,165,100,159,71,159,71,159,71,165,100,159,71,161.73090000000002,84.1996,159.00580000000002,71.02780000000001,159.0,71.0,163.03840000000002,90.51920000000001,1.0784313725490196,1.0392156862745099
b8c6ef10-0e08-4975-8628-063bd0a65aa7,1,False,"[(88, 71), (65, 100)]",290,308,65,53,290,68,153,165,65,159,88,159,88,159,88,159,88,165,65,159,88,159,88,159,88,165,65,159,88,161.73090000000002,77.53129999999999,159.00580000000002,87.97800000000001,159.0,88.0,163.03840000000002,72.51920000000001,1.0784313725490196,1.0392156862745099
cd06d4e0-2dcf-4362-89a3-88f57bf2ce7c,17,False,"[(157, 192), (164, 147)]",460,460,134,130,460,164,311,311,164,311,164,311,164,311,164,311,164,311,164,311,164,311,164,311,164,349,157,311,164,316.2608,163.03089999999997,311.0,164.0,311.0,164.0,323.423,161.7115,1.1221864951768488,1.0
cd06d4e0-2dcf-4362-89a3-88f57bf2ce7c,17,False,"[(192, 157), (147, 164)]",460,460,130,134,460,147,311,311,147,311,147,311,147,311,147,311,147,311,147,311,147,311,147,311,147,349,192,311,147,316.2608,153.2299,311.0,147.0,311.0,147.0,323.423,161.7115,1.1221864951768488,1.0
e0c610ae-9d0e-406d-8d7f-a880721a1bc3,18,False,"[(199, 182), (195, 212), (180, 215)]",324,358,39,66,324,199,381,395,180,381,199,381,199,381,199,381,199,395,180,395,180,381,199,381,199,407,195,381,199,386.7826,191.1522,381.0,199.0,381.0,199.0,394.7308,180.3654,1.068241469816273,1.0
e0c610ae-9d0e-406d-8d7f-a880721a1bc3,18,False,"[(182, 199), (212, 195), (215, 180)]",358,324,66,39,358,182,381,395,215,381,182,381,182,381,182,381,182,395,215,395,215,381,182,381,182,407,212,381,182,386.7826,195.6304,381.0,182.0,381.0,182.0,394.7308,214.3654,1.068241469816273,1.0
23151b36-430f-4b92-a347-1461f1070991,35,True,"[(426, 494)]",426,494,126,202,426,436,855,920,426,920,426,920,426,920,426,920,426,920,426,920,426,920,426,920,426,920,426,920,426,920.0,426.0,920.0,426.0,920.0,426.0,920.0,426.0,1.0760233918128654,1.0760233918128654
23151b36-430f-4b92-a347-1461f1070991,35,True,"[(494, 426)]",494,426,202,126,494,419,855,920,494,920,494,920,494,920,494,920,494,920,494,920,494,920,494,920,494,920,494,920,494,920.0,494.0,920.0,494.0,920.0,494.0,920.0,494.0,1.0760233918128654,1.0760233918128654
94fc029c-5609-4806-8fb2-dee518ac474c,35,False,"[(151, 116), (97, 132)]",358,392,62,102,358,97,229,229,97,229,97,229,97,229,97,267,151,229,97,229,97,229,97,229,97,267,151,229,97,237.317,108.81890000000001,229.0,97.0,229.0,97.0,229.54280000000006,97.77140000000003,1.165938864628821,1.0
94fc029c-5609-4806-8fb2-dee518ac474c,35,False,"[(116, 151), (132, 97)]",392,358,102,62,392,132,229,229,132,229,132,229,132,229,132,267,116,229,132,229,132,229,132,229,132,267,116,229,132,237.317,128.49810000000002,229.0,132.0,229.0,132.0,229.54280000000006,131.77140000000003,1.165938864628821,1.0
bbc160a2-bc14-4ec1-bfe2-1bf2c9b177cc,17,False,"[(86, 375)]",358,630,47,150,358,86,461,461,86,461,86,461,86,461,86,461,86,461,86,461,86,461,86,461,86,461,86,461,86,461.0,86.0,461.0,86.0,461.0,86.0,461.0,86.0,1.0,1.0
bbc160a2-bc14-4ec1-bfe2-1bf2c9b177cc,17,False,"[(375, 86)]",630,358,150,47,630,375,461,461,375,461,375,461,375,461,375,461,375,461,375,461,375,461,375,461,375,461,375,461,375,461.0,375.0,461.0,375.0,461.0,375.0,461.0,375.0,1.0,1.0
f8a35628-dd76-4242-9c82-e6bb560c25b0,17,False,"[(114, 131), (136, 101), (100, 135)]",324,324,85,81,324,100,235,235,100,245,114,235,100,235,100,245,114,245,114,245,114,235,100,235,100,245,114,235,100,235.9737,117.52600000000001,235.66340000000002,111.9409,235.0,100.0,236.0,118.0,1.0425531914893618,1.0
f8a35628-dd76-4242-9c82-e6bb560c25b0,17,False,"[(131, 114), (101, 136), (135, 100)]",324,324,81,85,324,135,235,235,135,245,131,235,135,235,135,245,131,245,131,245,131,235,135,235,135,245,131,235,135,235.9737,118.4477,235.66340000000002,123.7225,235.0,135.0,236.0,118.0,1.0425531914893618,1.0
1242c455-8d98-4df7-82b2-d305793cba84,1,False,"[(85, 102), (94, 77), (73, 108)]",324,342,43,46,324,76,169,181,73,171,94,171,94,171,94,187,85,187,85,171,94,171,94,171,94,187,85,171,94,175.16970000000003,85.24340000000001,171.0,94.0,171.0,94.0,177.7308,79.8654,1.106508875739645,1.0118343195266273
1242c455-8d98-4df7-82b2-d305793cba84,1,False,"[(102, 85), (77, 94), (108, 73)]",342,324,46,43,342,93,169,181,108,171,77,171,77,171,77,187,102,187,102,171,77,171,77,171,77,187,102,171,77,175.16970000000003,89.9263,171.0,77.0,171.0,77.0,177.7308,97.8654,1.106508875739645,1.0118343195266273
225ad3e9-493b-4f70-9700-1b64fbe34c0b,17,False,"[(117, 100)]",308,256,87,65,308,117,217,217,117,217,117,217,117,217,117,217,117,217,117,217,117,217,117,217,117,217,117,217,117,217.0,117.0,217.0,117.0,217.0,117.0,217.0,117.0,1.0,1.0
225ad3e9-493b-4f70-9700-1b64fbe34c0b,17,False,"[(100, 117)]",256,308,65,87,256,100,217,217,100,217,100,217,100,217,100,217,100,217,100,217,100,217,100,217,100,217,100,217,100,217.0,100.0,217.0,100.0,217.0,100.0,217.0,100.0,1.0,1.0
639fdaba-1676-4549-b7ce-e4c0f6960a5e,34,False,"[(84, 101), (105, 70)]",308,290,75,50,308,90,163,175,105,185,84,175,105,175,105,185,84,175,105,175,105,175,105,175,105,185,84,175,105,178.99519999999995,96.61019999999999,175.0,105.0,175.0,105.0,178.2692,98.1346,1.1349693251533743,1.0736196319018405
639fdaba-1676-4549-b7ce-e4c0f6960a5e,34,False,"[(101, 84), (70, 105)]",290,308,50,75,290,73,163,175,70,185,101,175,70,175,70,185,101,175,70,175,70,175,70,175,70,185,101,175,70,178.99519999999995,82.38499999999999,175.0,70.0,175.0,70.0,178.2692,80.1346,1.1349693251533743,1.0736196319018405
dc9271f1-f522-4edc-a790-621e8543f20d,0,False,"[(157, 122)]",292,222,112,102,292,142,267,279,157,279,157,279,157,279,157,279,157,279,157,279,157,279,157,279,157,279,157,279,157,279.0,157.0,279.0,157.0,279.0,157.0,279.0,157.0,1.0449438202247192,1.0449438202247192
dc9271f1-f522-4edc-a790-621e8543f20d,0,False,"[(122, 157)]",222,292,102,112,222,125,267,279,122,279,122,279,122,279,122,279,122,279,122,279,122,279,122,279,122,279,122,279,122,279.0,122.0,279.0,122.0,279.0,122.0,279.0,122.0,1.0449438202247192,1.0449438202247192
2699002c-29e2-428f-b9db-0cf459195fc1,0,False,"[(324, 289), (295, 312)]",1482,1412,279,269,1482,309,601,613,324,607,295,607,295,607,295,607,295,613,324,613,324,607,295,607,295,613,324,607,295,609.7361000000001,308.2246,607.0,295.0,607.0,295.0,613.0,324.0,1.0199667221297837,1.0099833610648918
2699002c-29e2-428f-b9db-0cf459195fc1,0,False,"[(289, 324), (312, 295)]",1412,1482,269,279,1412,292,601,613,289,607,312,607,312,607,312,607,312,613,289,613,289,607,312,607,312,613,289,607,312,609.7361000000001,301.51150000000007,607.0,312.0,607.0,312.0,613.0,289.0,1.0199667221297837,1.0099833610648918
490b27ce-3894-4e5e-8ebc-a050eb209aa3,1,False,"[(94, 111)]",324,376,66,78,324,94,205,205,94,205,94,205,94,205,94,205,94,205,94,205,94,205,94,205,94,205,94,205,94,205.0,94.0,205.0,94.0,205.0,94.0,205.0,94.0,1.0,1.0
490b27ce-3894-4e5e-8ebc-a050eb209aa3,1,False,"[(111, 94)]",376,324,78,66,376,111,205,205,111,205,111,205,111,205,111,205,111,205,111,205,111,205,111,205,111,205,111,205,111,205.0,111.0,205.0,111.0,205.0,111.0,205.0,111.0,1.0,1.0
fec43e14-c55e-48ab-ad5f-0ba2d19ba4f8,34,False,"[(98, 63), (84, 101), (69, 104)]",308,308,54,43,308,98,161,161,98,161,98,161,98,161,98,185,84,161,98,161,98,161,98,161,98,185,84,161,98,166.04380000000003,85.8109,161.0,98.0,161.0,98.0,167.0,83.5,1.1490683229813665,1.0
fec43e14-c55e-48ab-ad5f-0ba2d19ba4f8,34,False,"[(63, 98), (101, 84), (104, 69)]",308,308,43,54,308,63,161,161,63,161,63,161,63,161,63,185,101,161,63,161,63,161,63,161,63,185,101,161,63,166.04380000000003,80.2329,161.0,63.0,161.0,63.0,167.0,83.5,1.1490683229813665,1.0
b927fce7-ae04-4b6d-921d-b6914d4a126b,17,False,"[(61, 78), (87, 70)]",308,256,46,50,308,61,139,139,61,139,61,139,61,139,61,139,61,157,87,157,87,139,61,139,61,157,87,139,61,144.22140000000002,68.542,139.0,61.0,139.0,61.0,157.0,87.0,1.129496402877698,1.0
b927fce7-ae04-4b6d-921d-b6914d4a126b,17,False,"[(78, 61), (70, 87)]",256,308,50,46,256,78,139,139,78,139,78,139,78,139,78,139,78,157,70,157,70,139,78,139,78,157,70,139,78,144.22140000000002,75.67939999999999,139.0,78.0,139.0,78.0,157.0,70.0,1.129496402877698,1.0
e1b56e90-4932-4a25-b1be-4c29f673dd9f,35,True,"[(698, 342)]",698,342,203,92,698,383,749,1040,698,1040,698,1040,698,1040,698,1040,698,1040,698,1040,698,1040,698,1040,698,1040,698,1040,698,1040.0,698.0,1040.0,698.0,1040.0,698.0,1040.0,698.0,1.3885180240320427,1.3885180240320427
e1b56e90-4932-4a25-b1be-4c29f673dd9f,35,True,"[(342, 698)]",342,698,92,203,342,366,749,1040,342,1040,342,1040,342,1040,342,1040,342,1040,342,1040,342,1040,342,1040,342,1040,342,1040,342,1040.0,342.0,1040.0,342.0,1040.0,342.0,1040.0,342.0,1.3885180240320427,1.3885180240320427
6e3135fd-dcd1-451e-b89f-0b34d91198bb,1,False,"[(179, 214), (224, 189)]",664,682,162,174,664,179,393,393,179,393,179,393,179,393,179,393,179,393,179,393,179,393,179,393,179,413,224,393,179,400.0679,194.9028,393.0,179.0,393.0,179.0,397.85720000000003,189.92860000000002,1.0508905852417303,1.0
6e3135fd-dcd1-451e-b89f-0b34d91198bb,1,False,"[(214, 179), (189, 224)]",682,664,174,162,682,214,393,393,214,393,214,393,214,393,214,393,214,393,214,393,214,393,214,393,214,413,189,393,214,400.0679,205.1651,393.0,214.0,393.0,214.0,397.85720000000003,207.92860000000002,1.0508905852417303,1.0
3ff32488-01d9-484f-80ec-cf460405409e,34,False,"[(109, 126), (139, 122), (149, 114)]",376,376,89,96,376,109,235,235,109,235,109,235,109,235,109,235,109,235,109,235,109,235,109,235,109,263,149,235,109,241.55600000000004,118.3657,235.0,109.0,235.0,109.0,244.1538,122.0769,1.1191489361702127,1.0
3ff32488-01d9-484f-80ec-cf460405409e,34,False,"[(126, 109), (122, 139), (114, 149)]",376,376,96,89,376,126,235,235,126,235,126,235,126,235,126,235,126,235,126,235,126,235,126,235,126,263,114,235,126,241.55600000000004,123.19030000000001,235.0,126.0,235.0,126.0,244.1538,122.0769,1.1191489361702127,1.0
8aa1c857-fa30-47bd-8bd3-c4a1c11c8058,34,False,"[(107, 124), (103, 138)]",410,410,92,88,410,106,229,241,103,231,107,231,107,231,107,231,107,231,107,231,107,231,107,231,107,241,103,231,107,233.10210000000006,106.15910000000002,231.0,107.0,231.0,107.0,231.0,107.0,1.0524017467248907,1.0087336244541485
8aa1c857-fa30-47bd-8bd3-c4a1c11c8058,34,False,"[(124, 107), (138, 103)]",410,410,88,92,410,123,229,241,138,231,124,231,124,231,124,231,124,231,124,231,124,231,124,231,124,241,138,231,124,233.10210000000006,126.94299999999998,231.0,124.0,231.0,124.0,231.0,124.0,1.0524017467248907,1.0087336244541485
44eee4ae-b4f8-47fc-94f8-f5eac99d24c2,34,False,"[(120, 103)]",444,444,82,86,444,120,223,223,120,223,120,223,120,223,120,223,120,223,120,223,120,223,120,223,120,223,120,223,120,223.0,120.0,223.0,120.0,223.0,120.0,223.0,120.0,1.0,1.0
44eee4ae-b4f8-47fc-94f8-f5eac99d24c2,34,False,"[(103, 120)]",444,444,86,82,444,103,223,223,103,223,103,223,103,223,103,223,103,223,103,223,103,223,103,223,103,223,103,223,103,223.0,103.0,223.0,103.0,223.0,103.0,223.0,103.0,1.0,1.0
e6a0b208-3fb5-4b92-ab7e-1c0f5610ee1d,35,False,"[(128, 163)]",358,308,51,55,358,128,291,291,128,291,128,291,128,291,128,291,128,291,128,291,128,291,128,291,128,291,128,291,128,291.0,128.0,291.0,128.0,291.0,128.0,291.0,128.0,1.0,1.0
