eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
3e244a80-8020-4dd0-bdad-357fdb37e11b,0,False,"[(77, 72), (73, 78), (69, 80)]",96,122,51,63,96,69,149,149,69,149,77,149,77,149,77,149,77,149,69,149,69,149,69,149,69,149,77,149,77,149.0,69.0,149.0,71.8052,149.0,69.0,149.0,77.0,1.0134228187919463,1.0
3e244a80-8020-4dd0-bdad-357fdb37e11b,0,False,"[(72, 77), (78, 73), (80, 69)]",122,96,63,51,122,80,149,149,80,149,72,149,72,149,72,149,72,149,80,149,80,149,80,149,80,149,72,149,72,149.0,80.0,149.0,77.1948,149.0,80.0,149.0,72.0,1.0134228187919463,1.0
a3a927cb-fea7-4cf1-9ccc-647510ad6b8e,0,False,"[(68, 57)]",118,96,62,52,118,68,125,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,1.0,1.0
a3a927cb-fea7-4cf1-9ccc-647510ad6b8e,0,False,"[(57, 68)]",96,118,52,62,96,57,125,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,1.0,1.0
2d8a1f03-8892-447a-99f4-cb9f1772fd87,10,False,"[(53, 64), (54, 59)]",92,92,50,45,92,54,113,117,53,113,54,113,54,113,54,113,54,113,54,113,54,113,54,113,54,117,53,113,54,113.0,54.0,113.57900000000001,53.8553,113.0,54.0,113.0,54.0,1.0353982300884956,1.0
2d8a1f03-8892-447a-99f4-cb9f1772fd87,10,False,"[(64, 53), (59, 54)]",92,92,45,50,92,59,113,117,64,113,59,113,59,113,59,113,59,113,59,113,59,113,59,113,59,117,64,113,59,113.0,59.0,113.57900000000001,59.7237,113.0,59.0,113.0,59.0,1.0353982300884956,1.0
230a8427-f28c-449f-a2d3-5a5546b03d34,11,False,"[(58, 47), (56, 61)]",92,96,41,42,92,55,105,105,58,105,58,105,58,105,58,117,56,117,56,105,58,105,58,105,58,117,56,105,58,105.0,58.0,106.95349999999999,57.6744,116.25,56.125,105.0,58.0,1.1142857142857143,1.0
230a8427-f28c-449f-a2d3-5a5546b03d34,11,False,"[(47, 58), (61, 56)]",96,92,42,41,96,50,105,105,47,105,47,105,47,105,47,117,61,117,61,105,47,105,47,105,47,117,61,105,47,105.0,47.0,106.95349999999999,49.2791,116.25,60.125,105.0,47.0,1.1142857142857143,1.0
411b7baa-5180-4f50-8c88-ab188584b854,0,False,"[(83, 62)]",138,106,68,54,138,83,145,145,83,145,83,145,83,145,83,145,83,145,83,145,83,145,83,145,83,145,83,145,83,145,83,145,83,145,83,145,83,1.0,1.0
411b7baa-5180-4f50-8c88-ab188584b854,0,False,"[(62, 83)]",106,138,54,68,106,62,145,145,62,145,62,145,62,145,62,145,62,145,62,145,62,145,62,145,62,145,62,145,62,145,62,145,62,145,62,145,62,1.0,1.0
87b319ca-d4f5-4db2-b74c-0ae730e6af37,0,False,"[(141, 120)]",228,196,129,112,228,141,261,261,141,261,141,261,141,261,141,261,141,261,141,261,141,261,141,261,141,261,141,261,141,261,141,261,141,261,141,261,141,1.0,1.0
87b319ca-d4f5-4db2-b74c-0ae730e6af37,0,False,"[(120, 141)]",196,228,112,129,196,120,261,261,120,261,120,261,120,261,120,261,120,261,120,261,120,261,120,261,120,261,120,261,120,261,120,261,120,261,120,261,120,1.0,1.0
4dd572bb-2afc-4f85-a180-aaa569780026,5,False,"[(132, 91), (114, 109)]",146,146,77,77,146,81,203,223,132,223,114,223,132,223,132,223,114,223,114,223,114,223,132,223,114,223,132,223,132,223.0,114.029,223.0,120.6207,223.0,114.0,223.0,114.0,1.0985221674876848,1.0985221674876848
4dd572bb-2afc-4f85-a180-aaa569780026,5,False,"[(91, 132), (109, 114)]",146,146,77,77,146,122,203,223,91,223,109,223,91,223,91,223,109,223,109,223,109,223,91,223,109,223,91,223,91,223.0,108.971,223.0,102.3793,223.0,109.0,223.0,109.0,1.0985221674876848,1.0985221674876848
bbe23d72-c626-48ad-bb81-1b61a751debd,10,False,"[(44, 49)]",92,86,41,35,92,44,93,93,44,93,44,93,44,93,44,93,44,93,44,93,44,93,44,93,44,93,44,93,44,93,44,93,44,93,44,93,44,1.0,1.0
bbe23d72-c626-48ad-bb81-1b61a751debd,10,False,"[(49, 44)]",86,92,35,41,86,49,93,93,49,93,49,93,49,93,49,93,49,93,49,93,49,93,49,93,49,93,49,93,49,93,49,93,49,93,49,93,49,1.0,1.0
51835226-b5fa-49d7-956e-49ec7b9444dc,5,False,"[(59, 54), (52, 63)]",96,96,48,49,96,59,113,115,52,113,59,113,59,113,59,113,59,113,59,113,59,113,59,113,59,115,52,113,59,113.0019,58.9932,113.85220000000001,56.0174,113.625,56.8125,113.0,59.0,1.0176991150442478,1.0
51835226-b5fa-49d7-956e-49ec7b9444dc,5,False,"[(54, 59), (63, 52)]",96,96,49,48,96,54,113,115,63,113,54,113,54,113,54,113,54,113,54,113,54,113,54,113,54,115,63,113,54,113.0019,54.0087,113.85220000000001,57.8348,113.625,56.8125,113.0,54.0,1.0176991150442478,1.0
cb488b12-16c1-444e-a57d-72543278f522,5,False,"[(54, 59), (64, 53)]",96,96,51,45,96,54,113,117,64,113,54,113,54,113,54,113,54,113,54,113,54,113,54,113,54,117,64,113,54,113.0,54.0,114.47800000000001,57.695,114.25,57.125,113.0,54.0,1.0353982300884956,1.0
cb488b12-16c1-444e-a57d-72543278f522,5,False,"[(59, 54), (53, 64)]",96,96,45,51,96,59,113,117,53,113,59,113,59,113,59,113,59,113,59,113,59,113,59,113,59,117,53,113,59,113.0,59.0,114.47800000000001,56.783,114.25,57.125,113.0,59.0,1.0353982300884956,1.0
85076963-c830-4d11-a7b6-3b60371f29e0,0,False,"[(53, 64)]",96,118,45,55,96,53,117,117,53,117,53,117,53,117,53,117,53,117,53,117,53,117,53,117,53,117,53,117,53,117,53,117,53,117,53,117,53,1.0,1.0
85076963-c830-4d11-a7b6-3b60371f29e0,0,False,"[(64, 53)]",118,96,55,45,118,64,117,117,64,117,64,117,64,117,64,117,64,117,64,117,64,117,64,117,64,117,64,117,64,117,64,117,64,117,64,117,64,1.0,1.0
df80d463-5b3d-4298-9723-e6951cc4baeb,10,False,"[(95, 84)]",132,132,81,84,132,95,179,179,95,179,95,179,95,179,95,179,95,179,95,179,95,179,95,179,95,179,95,179,95,179,95,179,95,179,95,179,95,1.0,1.0
df80d463-5b3d-4298-9723-e6951cc4baeb,10,False,"[(84, 95)]",132,132,84,81,132,84,179,179,84,179,84,179,84,179,84,179,84,179,84,179,84,179,84,179,84,179,84,179,84,179,84,179,84,179,84,179,84,1.0,1.0
4902e3a3-772f-4dfc-affd-98f5a19e5e59,0,False,"[(55, 44)]",92,76,47,41,92,55,99,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,1.0,1.0
4902e3a3-772f-4dfc-affd-98f5a19e5e59,0,False,"[(44, 55)]",76,92,41,47,76,44,99,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,1.0,1.0
f663852e-5fcf-4cc3-9455-368051f8376c,0,False,"[(44, 55)]",96,112,39,47,96,47,99,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,99,44,1.0,1.0
f663852e-5fcf-4cc3-9455-368051f8376c,0,False,"[(55, 44)]",112,96,47,39,112,52,99,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,99,55,1.0,1.0
787a164d-f0ac-403d-baa1-7459663eefc2,10,True,"[(92, 66)]",92,66,47,42,92,83,151,158,92,158,92,158,92,158,92,158,92,158,92,158,92,158,92,158,92,158,92,158,92,158,92,158,92,158,92,158,92,1.0463576158940397,1.0463576158940397
787a164d-f0ac-403d-baa1-7459663eefc2,10,True,"[(66, 92)]",66,92,42,47,66,68,151,158,66,158,66,158,66,158,66,158,66,158,66,158,66,158,66,158,66,158,66,158,66,158,66,158,66,158,66,158,66,1.0463576158940397,1.0463576158940397
6cc5c33b-b023-47cf-92d4-658910071f65,6,False,"[(82, 77)]",146,152,68,72,146,82,159,159,82,159,82,159,82,159,82,159,82,159,82,159,82,159,82,159,82,159,82,159,82,159,82,159,82,159,82,159,82,1.0,1.0
6cc5c33b-b023-47cf-92d4-658910071f65,6,False,"[(77, 82)]",152,146,72,68,152,77,159,159,77,159,77,159,77,159,77,159,77,159,77,159,77,159,77,159,77,159,77,159,77,159,77,159,77,159,77,159,77,1.0,1.0
